id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_Captain;value_JerseyNumber;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_DirectionOfPlay;value_Length;value_PassEndY;value_Zone;value_Angle;value_KickOff;value_PassEndX;value_LongBall;value_Chipped;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_BlockedPass;value_Offensive;value_Defensive;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_RightFooted;value_Assist;value_IntentionalAssist;value_Cross;value_OutSwinger;value_GkX;value_BoxCentre;value_GoalmouthY;value_FromCorner;value_BlockedX;value_FirstTouch;value_GkY;value_Assisted;value_NotPastGoalLine;value_BlockedY;value_RelatedEventId;value_Head;value_GoalmouthZ;value_NotAssisted;value_OutOfBoxCentre;value_IndividualPlay;value_LowCentre;value_Volley;value_Weak;value_Standing;value_Hands;value_LowGkIntervention;value_Collected;value_GkKickFromHands;value_DeletedEventType;value_CloseRight;value_RegularPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_Launch;value_LayOff;value_TouchTypePass;value_SwerveLeft;value_BoxLeft;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_InSwinger;value_LeftFooted;value_SetPiece;value_MediumGkIntervention;value_KeeperThrow;value_TouchTypeControl;value_High;value_IntendedTackleTarget;value_Shove/Push;value_HighClaim;value_HighGkIntervention;value_YellowCard;value_RecklessOffence;value_TakeOnSpace;value_Argument;value_PlayersCaughtOffside;value_NotVisible;value_ShirtPull/Holding;value_BoxRight;value_Blocked;value_DefBlock;value_Unchallenged;value_Diving;value_DrivenCross;value_Straight;value_FlickOn;value_FastBreak;value_CloseHigh;value_ThroughBall;value_CloseRightAndHigh;value_Dissent;value_Minutes;value_EndType;value_FloatedCross;value_SwitchOfPlay;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_LowLeft;value_ParriedSafe;value_BoxDeepRight;value_BigChance;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_FollowsADribble;value_BlockedCross;value_HighCentre;value_Indirect;value_BoxDeepLeft;value_HighLeft;value_Fumble;value_Stooping;value_ParriedDanger;value_FollowsShotRebound;value_TempShotOn;value_Overrun;value_HighRight;value_LowRight;value_SmallBoxCentre;value_KeeperTouched;value_SwerveRight;value_MisHit;value_GkHoof;value_Sliding;value_OtherBodyPart;value_TimeWasting;value_Fingertip;value_SixYardBlocked;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2684652059;288;52;1;34;23;7pmw399vh2v44cjle4fkklp1w;1;7,4;63,8;2024-05-09T02:38:20.099Z;2024-05-16T15:31:02Z;[{'id': 5033455715, 'qualifierId': 376}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;cq0nhg28p3kjrvithchzjvdp0;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;34;23;Real Monarchs;2063;GK;1,0
2684652083;289;1;1;34;29;7pmw399vh2v44cjle4fkklp1w;1;13,8;48,0;2024-05-09T02:38:25.893Z;2024-05-09T02:38:29Z;[{'id': 5014921213, 'qualifierId': 141, 'value': '70.4'}, {'id': 5014921211, 'qualifierId': 140, 'value': '14.9'}, {'id': 5014921207, 'qualifierId': 123}, {'id': 5014921215, 'qualifierId': 212, 'value': '15.3'}, {'id': 5014921209, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921217, 'qualifierId': 213, 'value': '1.50'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;15,3;70,4;;1,5;;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;14,9;70,4;;;;;;;0;0;34;29;Real Monarchs;2069;GK;1,0
2684652097;290;1;1;34;32;7pmw399vh2v44cjle4fkklp1w;1;21,0;72,6;2024-05-09T02:38:28.995Z;2024-05-09T02:38:32Z;[{'id': 5014921279, 'qualifierId': 213, 'value': '0.70'}, {'id': 5014921277, 'qualifierId': 212, 'value': '21.5'}, {'id': 5014921271, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921275, 'qualifierId': 141, 'value': '93.0'}, {'id': 5014921273, 'qualifierId': 140, 'value': '36.7'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;21,5;93,0;;0,7;;36,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;36,7;93,0;;;;;;;0;0;34;32;Real Monarchs;2072;DC;1,0
2684652119;291;1;1;34;35;7pmw399vh2v44cjle4fkklp1w;1;37,1;93,0;2024-05-09T02:38:32.099Z;2024-05-09T02:38:35Z;[{'id': 5014921389, 'qualifierId': 141, 'value': '76.0'}, {'id': 5014921385, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921393, 'qualifierId': 213, 'value': '3.82'}, {'id': 5014921387, 'qualifierId': 140, 'value': '23.4'}, {'id': 5014921391, 'qualifierId': 212, 'value': '18.5'}];2wj1w4opn7f0jyz1ps6ebvc6i;K. Sargeant;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;18,5;76,0;;3,82;;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;23,4;76,0;;;;;;;0;0;34;35;Real Monarchs;2075;DC;1,0
2684652145;292;1;1;34;39;7pmw399vh2v44cjle4fkklp1w;1;24,1;74,0;2024-05-09T02:38:35.595Z;2024-05-09T02:38:40Z;[{'id': 5014921521, 'qualifierId': 141, 'value': '55.1'}, {'id': 5014921519, 'qualifierId': 140, 'value': '14.1'}, {'id': 5014921523, 'qualifierId': 212, 'value': '16.6'}, {'id': 5014921517, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921525, 'qualifierId': 213, 'value': '4.03'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;16,6;55,1;;4,03;;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;14,1;55,1;;;;;;;0;0;34;39;Real Monarchs;2079;DC;1,0
2684652169;293;1;1;34;44;7pmw399vh2v44cjle4fkklp1w;1;17,8;53,1;2024-05-09T02:38:40.380Z;2024-05-09T02:38:55Z;[{'id': 5014921643, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921645, 'qualifierId': 140, 'value': '28.3'}, {'id': 5014921647, 'qualifierId': 141, 'value': '53.1'}, {'id': 5014921651, 'qualifierId': 213, 'value': '0.00'}, {'id': 5014921649, 'qualifierId': 212, 'value': '11.0'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;11,0;53,1;;0,0;;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;28,3;53,1;;;;;;;0;0;34;44;Real Monarchs;2084;GK;1,0
2684652201;294;1;1;34;46;7pmw399vh2v44cjle4fkklp1w;1;29,5;52,3;2024-05-09T02:38:42.651Z;2024-05-09T02:38:49Z;[{'id': 5014921817, 'qualifierId': 141, 'value': '63.9'}, {'id': 5014921821, 'qualifierId': 213, 'value': '0.48'}, {'id': 5014921819, 'qualifierId': 212, 'value': '17.0'}, {'id': 5014921813, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921815, 'qualifierId': 140, 'value': '43.8'}];77kab5634937x4txa891wg2s4;B. Raines;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;17,0;63,9;;0,48;;43,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;43,8;63,9;;;;;;;0;0;34;46;Real Monarchs;2086;MC;1,0
2684652213;295;1;1;34;52;7pmw399vh2v44cjle4fkklp1w;1;69,9;43,8;2024-05-09T02:38:48.964Z;2024-05-09T02:38:51Z;[{'id': 5014921889, 'qualifierId': 213, 'value': '5.64'}, {'id': 5014921881, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014921883, 'qualifierId': 140, 'value': '79.9'}, {'id': 5014921887, 'qualifierId': 212, 'value': '13.1'}, {'id': 5014921885, 'qualifierId': 141, 'value': '32.3'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;13,1;32,3;;5,64;;79,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;79,9;32,3;;;;;;;0;0;34;52;Real Monarchs;2092;FWL;1,0
2684652217;296;50;1;34;55;7pmw399vh2v44cjle4fkklp1w;1;88,3;29,5;2024-05-09T02:38:51.388Z;2024-05-16T16:01:14Z;[{'id': 5033494251, 'qualifierId': 233, 'value': '311'}, {'id': 5014921897, 'qualifierId': 286}, {'id': 5014921895, 'qualifierId': 56, 'value': 'Center'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;cq0nhg28p3kjrvithchzjvdp0;Dispossessed;;;;;;;;;;;;;;;;;;;;311,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;34;55;Real Monarchs;2095;FWR;1,0
2684652219;311;7;1;34;55;cbip96wzs3jc2xadoluhhxotl;1;11,7;70,5;2024-05-09T02:38:51.389Z;2024-05-16T15:31:53Z;[{'id': 5014921913, 'qualifierId': 285}, {'id': 5014921945, 'qualifierId': 233, 'value': '296'}, {'id': 5014921911, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921909, 'qualifierId': 167}, {'id': 5033457327, 'qualifierId': 385}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Tackle;;;;;;;;;;;;;;;;;;;;296,0;;;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;34;55;Houston Dynamo II;2095;DC;1,0
2684652227;297;5;1;34;56;7pmw399vh2v44cjle4fkklp1w;1;86,6;-1,5;2024-05-09T02:38:52.358Z;2024-05-09T03:00:28Z;[{'id': 5014921977, 'qualifierId': 233, 'value': '312'}, {'id': 5014921971, 'qualifierId': 347}, {'id': 5014921969, 'qualifierId': 56, 'value': 'Right'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;cq0nhg28p3kjrvithchzjvdp0;Out;;;;;;;;;;;;;;;;;;;1,0;312,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;34;56;Real Monarchs;2096;FWR;1,0
2684652221;312;5;1;34;56;cbip96wzs3jc2xadoluhhxotl;0;13,4;101,5;2024-05-09T02:38:52.358Z;2024-05-09T02:38:54Z;[{'id': 5014921985, 'qualifierId': 233, 'value': '297'}, {'id': 5014921925, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014921927, 'qualifierId': 347}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Out;;;;;;;;;;;;;;;;;;;1,0;297,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;34;56;Houston Dynamo II;2096;DC;1,0
2684652323;298;1;1;35;14;7pmw399vh2v44cjle4fkklp1w;1;88,6;0,0;2024-05-09T02:39:10.187Z;2024-05-09T02:39:13Z;[{'id': 5014922517, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014922515, 'qualifierId': 107}, {'id': 5014922525, 'qualifierId': 213, 'value': '1.50'}, {'id': 5014922519, 'qualifierId': 140, 'value': '89.5'}, {'id': 5014922521, 'qualifierId': 141, 'value': '16.6'}, {'id': 5014922523, 'qualifierId': 212, 'value': '12.7'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;12,7;16,6;;1,5;;89,5;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;89,5;16,6;;;;;;;0;0;35;14;Real Monarchs;2114;DR;1,0
2684652329;299;61;1;35;17;7pmw399vh2v44cjle4fkklp1w;0;89,6;16,9;2024-05-09T02:39:13.635Z;2024-05-09T02:40:03Z;[{'id': 5014922545, 'qualifierId': 56, 'value': 'Right'}];bk0ik8kr1gpu372ibbbv87ndg;J. Burbano;;;cq0nhg28p3kjrvithchzjvdp0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;35;17;Real Monarchs;2117;FW;1,0
2684652335;313;49;1;35;19;cbip96wzs3jc2xadoluhhxotl;1;5,8;87,7;2024-05-09T02:39:15.372Z;2024-05-09T02:39:15Z;[];7ditqci7td8u4wj4dmirr3qzu;B. Redžić;;;cq0nhg28p3kjrvithchzjvdp0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;35;19;Houston Dynamo II;2119;ML;1,0
2684652363;314;1;1;35;21;cbip96wzs3jc2xadoluhhxotl;0;2,3;91,1;2024-05-09T02:39:17.461Z;2024-05-09T02:39:21Z;[{'id': 5014922721, 'qualifierId': 157}, {'id': 5014922727, 'qualifierId': 141, 'value': '97.1'}, {'id': 5014922729, 'qualifierId': 212, 'value': '36.2'}, {'id': 5014922733, 'qualifierId': 1}, {'id': 5014922725, 'qualifierId': 140, 'value': '36.6'}, {'id': 5014922723, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014922731, 'qualifierId': 213, 'value': '0.11'}];7ditqci7td8u4wj4dmirr3qzu;B. Redžić;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;36,2;97,1;;0,11;;36,6;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;36,6;97,1;;;;;;;0;0;35;21;Houston Dynamo II;2121;ML;1,0
2684652367;300;1;1;35;25;7pmw399vh2v44cjle4fkklp1w;1;67,0;1,9;2024-05-09T02:39:21.788Z;2024-05-16T15:32:26Z;[{'id': 5014922755, 'qualifierId': 157}, {'id': 5014922761, 'qualifierId': 141, 'value': '2.1'}, {'id': 5014922763, 'qualifierId': 212, 'value': '14.3'}, {'id': 5014922757, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014922767, 'qualifierId': 1}, {'id': 5014922759, 'qualifierId': 140, 'value': '80.6'}, {'id': 5014922765, 'qualifierId': 213, 'value': '0.01'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;14,3;2,1;;0,01;;80,6;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;80,6;2,1;;;;;;;0;0;35;25;Real Monarchs;2125;DL;1,0
2684652379;301;1;1;35;27;7pmw399vh2v44cjle4fkklp1w;1;83,6;5,4;2024-05-09T02:39:24.004Z;2024-05-09T02:39:27Z;[{'id': 5014922811, 'qualifierId': 141, 'value': '9.6'}, {'id': 5014922807, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014922813, 'qualifierId': 212, 'value': '13.8'}, {'id': 5014922809, 'qualifierId': 140, 'value': '70.7'}, {'id': 5014922815, 'qualifierId': 213, 'value': '2.93'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;13,8;9,6;;2,93;;70,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;70,7;9,6;;;;;;;0;0;35;27;Real Monarchs;2127;DR;1,0
2684652637;305;49;1;35;28;7pmw399vh2v44cjle4fkklp1w;1;61,1;10,4;2024-05-09T02:39:24.715Z;2024-05-09T02:40:35Z;[];77kab5634937x4txa891wg2s4;B. Raines;;;cq0nhg28p3kjrvithchzjvdp0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;35;28;Real Monarchs;2128;MC;1,0
2684652381;302;1;1;35;29;7pmw399vh2v44cjle4fkklp1w;0;70,7;9,8;2024-05-09T02:39:25.196Z;2024-05-09T02:40:38Z;[{'id': 5014922829, 'qualifierId': 155}, {'id': 5014922835, 'qualifierId': 141, 'value': '36.9'}, {'id': 5014922833, 'qualifierId': 140, 'value': '77.1'}, {'id': 5014922839, 'qualifierId': 213, 'value': '1.22'}, {'id': 5014922837, 'qualifierId': 212, 'value': '19.6'}, {'id': 5014922831, 'qualifierId': 56, 'value': 'Center'}];77kab5634937x4txa891wg2s4;B. Raines;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;19,6;36,9;;1,22;;77,1;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;77,1;36,9;;;;;;;0;0;35;29;Real Monarchs;2129;MC;1,0
2684652383;315;1;1;35;29;cbip96wzs3jc2xadoluhhxotl;1;21,4;68,4;2024-05-09T02:39:25.965Z;2024-05-09T02:39:28Z;[{'id': 5014922849, 'qualifierId': 212, 'value': '9.0'}, {'id': 5014922851, 'qualifierId': 213, 'value': '0.89'}, {'id': 5014922841, 'qualifierId': 3}, {'id': 5014922847, 'qualifierId': 141, 'value': '78.7'}, {'id': 5014922843, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014922845, 'qualifierId': 140, 'value': '26.8'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;9,0;78,7;;0,89;;26,8;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;26,8;78,7;;;;;;;0;0;35;29;Houston Dynamo II;2129;MC;1,0
2684652385;316;49;1;35;31;cbip96wzs3jc2xadoluhhxotl;1;27,0;80,5;2024-05-09T02:39:27.868Z;2024-05-09T02:39:28Z;[];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;cq0nhg28p3kjrvithchzjvdp0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;35;31;Houston Dynamo II;2131;MC;1,0
2684652399;317;1;1;35;32;cbip96wzs3jc2xadoluhhxotl;1;27,1;81,1;2024-05-09T02:39:28.476Z;2024-05-09T02:39:31Z;[{'id': 5014922913, 'qualifierId': 212, 'value': '29.3'}, {'id': 5014922911, 'qualifierId': 141, 'value': '43.7'}, {'id': 5014922907, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014922915, 'qualifierId': 213, 'value': '4.19'}, {'id': 5014922909, 'qualifierId': 140, 'value': '13.2'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;29,3;43,7;;4,19;;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;13,2;43,7;;;;;;;0;0;35;32;Houston Dynamo II;2132;MC;1,0
2684652411;318;1;1;35;35;cbip96wzs3jc2xadoluhhxotl;1;17,9;42,5;2024-05-09T02:39:31.788Z;2024-05-09T02:39:35Z;[{'id': 5014922991, 'qualifierId': 212, 'value': '22.1'}, {'id': 5014922987, 'qualifierId': 140, 'value': '24.6'}, {'id': 5014922993, 'qualifierId': 213, 'value': '5.04'}, {'id': 5014922985, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014922989, 'qualifierId': 141, 'value': '11.7'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;22,1;11,7;;5,04;;24,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;24,6;11,7;;;;;;;0;0;35;35;Houston Dynamo II;2135;DL;1,0
2684652445;319;1;1;35;38;cbip96wzs3jc2xadoluhhxotl;1;24,6;11,7;2024-05-09T02:39:34.924Z;2024-05-09T02:39:42Z;[{'id': 5014923153, 'qualifierId': 213, 'value': '6.20'}, {'id': 5014923151, 'qualifierId': 212, 'value': '27.4'}, {'id': 5014923147, 'qualifierId': 140, 'value': '50.6'}, {'id': 5014923143, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014923149, 'qualifierId': 141, 'value': '8.2'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;27,4;8,2;;6,2;;50,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;50,6;8,2;;;;;;;0;0;35;38;Houston Dynamo II;2138;DR;1,0
