id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Resume;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Zone;value_PassEndY;value_Angle;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_Launch;value_Offensive;value_DeletedEventType;value_FlickOn;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Defensive;value_LayOff;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_Cross;value_OutOfPlay;value_Right;value_Left;value_InSwinger;value_CornerTaken;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_BlockedPass;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_GoalmouthZ;value_OutOfBoxCentre;value_LeftFooted;value_FreeKick;value_NotAssisted;value_GkX;value_GoalmouthY;value_GkY;value_HighLeft;value_NotVisible;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_Indirect;value_ShirtPull/Holding;value_Assist;value_RegularPlay;value_GoalShotGameClock;value_BoxLeft;value_IndividualPlay;value_Deflection;value_KeeperTouched;value_LowLeft;value_GoalShotTimestamp;value_Assisted;value_IntentionalAssist;value_FirstTouch;value_BlockedX;value_FromCorner;value_BoxCentre;value_LowRight;value_Head;value_BlockedY;value_Standing;value_Hands;value_Collected;value_KeeperThrow;value_DefBlock;value_HighRight;value_RightFooted;value_HighClaim;value_High;value_Blocked;value_LowCentre;value_SwerveRight;value_CloseLeft;value_PullBack;value_Overrun;value_OverArm;value_CloseRight;value_Injury;value_InjuredPlayerId;value_SwerveLeft;value_Minutes;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_SwitchOfPlay;value_GkKickFromHands;value_Volley;value_TacticalFoul;value_ByWall;value_SetPiece;value_TempShotOn;value_SmallBoxRight;value_SixYardBlocked;value_BlockedCross;value_LeadingToGoal;value_BigChance;value_Penalty;value_PenaltyTakerId;value_Diving;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Dissent;value_OverhitCross;value_NotRetreating;value_RelatedError1Id;value_HighCentre;value_Fumble;value_ParriedDanger;value_OutSwinger;value_NotPastGoalLine;value_FastBreak;value_SecondYellow;value_TimeWasting;value_OutOfBoxDeepLeft;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_WeatherProblem;value_NewStartTime;value_OfficiallyAnnounced;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710789727;295;1;1;26;47;29nx7yxy1rdqv2oobqn5pjf8p;1;13,5;44,3;2024-08-18T20:22:08.086Z;2024-08-18T20:22:15Z;[{'id': 5158694753, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158694761, 'qualifierId': 213, 'value': '5.18'}, {'id': 5158694759, 'qualifierId': 212, 'value': '20.6'}, {'id': 5158694757, 'qualifierId': 141, 'value': '17.3'}, {'id': 5158694755, 'qualifierId': 140, 'value': '22.3'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;22,3;;;17,3;5,18;20,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;22,3;17,3;;;;;;;;0;26;47;Philadelphia Union II;1607;MC;1,0
2710789765;296;1;1;26;54;29nx7yxy1rdqv2oobqn5pjf8p;1;27,7;20,1;2024-08-18T20:22:15.011Z;2024-08-18T20:22:16Z;[{'id': 5158694997, 'qualifierId': 141, 'value': '36.4'}, {'id': 5158694995, 'qualifierId': 140, 'value': '19.9'}, {'id': 5158695001, 'qualifierId': 212, 'value': '13.8'}, {'id': 5158695003, 'qualifierId': 213, 'value': '2.21'}, {'id': 5158694993, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;19,9;;;36,4;2,21;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;19,9;36,4;;;;;;;;0;26;54;Philadelphia Union II;1614;DC;1,0
2710789813;297;1;1;26;55;29nx7yxy1rdqv2oobqn5pjf8p;1;19,9;36,4;2024-08-18T20:22:16.687Z;2024-08-18T20:22:18Z;[{'id': 5158695283, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158695285, 'qualifierId': 140, 'value': '23.8'}, {'id': 5158695287, 'qualifierId': 141, 'value': '72.6'}, {'id': 5158695291, 'qualifierId': 213, 'value': '1.41'}, {'id': 5158695289, 'qualifierId': 212, 'value': '25.0'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;23,8;;;72,6;1,41;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;23,8;72,6;;;;;;;;0;26;55;Philadelphia Union II;1615;MC;1,0
2710789855;298;1;1;26;57;29nx7yxy1rdqv2oobqn5pjf8p;1;23,0;71,8;2024-08-18T20:22:18.660Z;2024-08-18T20:22:21Z;[{'id': 5158695543, 'qualifierId': 212, 'value': '21.8'}, {'id': 5158695539, 'qualifierId': 140, 'value': '7.0'}, {'id': 5158695541, 'qualifierId': 141, 'value': '51.3'}, {'id': 5158695547, 'qualifierId': 213, 'value': '3.83'}, {'id': 5158695537, 'qualifierId': 56, 'value': 'Back'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;7,0;;;51,3;3,83;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;7,0;51,3;;;;;;;;0;26;57;Philadelphia Union II;1617;DC;1,0
2710789927;299;1;1;27;0;29nx7yxy1rdqv2oobqn5pjf8p;1;7,0;50,4;2024-08-18T20:22:21.298Z;2024-08-18T20:22:24Z;[{'id': 5158695907, 'qualifierId': 212, 'value': '6.9'}, {'id': 5158695909, 'qualifierId': 213, 'value': '0.11'}, {'id': 5158695901, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158695905, 'qualifierId': 141, 'value': '51.5'}, {'id': 5158695903, 'qualifierId': 140, 'value': '13.5'}];2m7xhno7xnktvmzwa6j7wlgfe;A. Rodriguez;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;13,5;;;51,5;0,11;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;13,5;51,5;;;;;;;;0;27;0;Philadelphia Union II;1620;GK;1,0
2710789953;300;1;1;27;3;29nx7yxy1rdqv2oobqn5pjf8p;1;15,5;45,2;2024-08-18T20:22:24.460Z;2024-08-18T20:22:26Z;[{'id': 5158696065, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158696067, 'qualifierId': 140, 'value': '34.2'}, {'id': 5158696069, 'qualifierId': 141, 'value': '12.8'}, {'id': 5158696073, 'qualifierId': 213, 'value': '5.44'}, {'id': 5158696071, 'qualifierId': 212, 'value': '29.5'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;34,2;;;12,8;5,44;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;34,2;12,8;;;;;;;;0;27;3;Philadelphia Union II;1623;MC;1,0
2710789977;301;1;1;27;5;29nx7yxy1rdqv2oobqn5pjf8p;0;34,5;12,5;2024-08-18T20:22:26.353Z;2024-08-18T20:22:27Z;[{'id': 5158696173, 'qualifierId': 141, 'value': '21.5'}, {'id': 5158696169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158696179, 'qualifierId': 213, 'value': '0.86'}, {'id': 5158696171, 'qualifierId': 140, 'value': '39.5'}, {'id': 5158696175, 'qualifierId': 212, 'value': '8.1'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;39,5;;;21,5;0,86;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;39,5;21,5;;;;;;;;0;27;5;Philadelphia Union II;1625;DC;1,0
2710790017;173;8;1;27;8;1zgjjyruyufrkh4xjvryqsb1i;1;67,1;75,5;2024-08-18T20:22:29.198Z;2024-08-18T20:22:29Z;[{'id': 5158696383, 'qualifierId': 56, 'value': 'Center'}];sqm6jwnogmzp7u7rsv3rtel0;J. Johnson;;;eq3htncf011l0ji2pj0rvy1as;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;27;8;Toronto II;1628;ML;1,0
2710790025;174;49;1;27;8;1zgjjyruyufrkh4xjvryqsb1i;1;69,6;74,0;2024-08-18T20:22:29.566Z;2024-08-18T20:22:29Z;[];sqm6jwnogmzp7u7rsv3rtel0;J. Johnson;;;eq3htncf011l0ji2pj0rvy1as;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;27;8;Toronto II;1628;ML;1,0
2710790107;175;1;1;27;8;1zgjjyruyufrkh4xjvryqsb1i;1;70,7;73,2;2024-08-18T20:22:29.950Z;2024-08-18T20:22:34Z;[{'id': 5158696891, 'qualifierId': 212, 'value': '11.3'}, {'id': 5158696895, 'qualifierId': 213, 'value': '4.80'}, {'id': 5158696887, 'qualifierId': 141, 'value': '56.7'}, {'id': 5158696879, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158696881, 'qualifierId': 140, 'value': '71.6'}];sqm6jwnogmzp7u7rsv3rtel0;J. Johnson;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;71,6;;;56,7;4,8;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;71,6;56,7;;;;;;;;0;27;8;Toronto II;1628;ML;1,0
2710790145;176;1;1;27;13;1zgjjyruyufrkh4xjvryqsb1i;1;73,7;52,1;2024-08-18T20:22:34.061Z;2024-08-18T20:23:13Z;[{'id': 5158697077, 'qualifierId': 141, 'value': '39.8'}, {'id': 5158697073, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158697081, 'qualifierId': 213, 'value': '5.54'}, {'id': 5158697079, 'qualifierId': 212, 'value': '12.3'}, {'id': 5158697075, 'qualifierId': 140, 'value': '82.3'}];d4spt2529fmys8d26x61lk36c;K. LeBlanc;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;82,3;;;39,8;5,54;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;82,3;39,8;;;;;;;;0;27;13;Toronto II;1633;MR;1,0
2710790175;177;1;1;27;15;1zgjjyruyufrkh4xjvryqsb1i;1;82,5;39,5;2024-08-18T20:22:36.221Z;2024-08-18T20:22:38Z;[{'id': 5158697243, 'qualifierId': 141, 'value': '32.2'}, {'id': 5158697241, 'qualifierId': 140, 'value': '76.9'}, {'id': 5158697245, 'qualifierId': 212, 'value': '7.7'}, {'id': 5158697247, 'qualifierId': 213, 'value': '3.84'}, {'id': 5158697239, 'qualifierId': 56, 'value': 'Center'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;76,9;;;32,2;3,84;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;76,9;32,2;;;;;;;;0;27;15;Toronto II;1635;FW;1,0
2710790189;178;1;1;27;16;1zgjjyruyufrkh4xjvryqsb1i;0;77,2;33,4;2024-08-18T20:22:37.886Z;2024-08-18T20:23:21Z;[{'id': 5158697333, 'qualifierId': 141, 'value': '62.6'}, {'id': 5158697331, 'qualifierId': 140, 'value': '90.6'}, {'id': 5158697329, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158697335, 'qualifierId': 212, 'value': '24.3'}, {'id': 5158697327, 'qualifierId': 155}, {'id': 5158697337, 'qualifierId': 213, 'value': '0.95'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;90,6;;;62,6;0,95;24,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;90,6;62,6;;;;;;;;0;27;16;Toronto II;1636;MC;1,0
2710790227;302;12;1;27;19;29nx7yxy1rdqv2oobqn5pjf8p;1;8,1;46,3;2024-08-18T20:22:40.080Z;2024-08-18T20:22:47Z;[{'id': 5158697547, 'qualifierId': 15}, {'id': 5158697519, 'qualifierId': 141, 'value': '60.0'}, {'id': 5158697515, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158697523, 'qualifierId': 213, 'value': '0.38'}, {'id': 5158697521, 'qualifierId': 212, 'value': '25.1'}, {'id': 5158697517, 'qualifierId': 140, 'value': '30.3'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Clearance;;;;;;;;;;30,3;;;60,0;0,38;25,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;30,3;60,0;;;;;;;;0;27;19;Philadelphia Union II;1639;DC;1,0
2710790235;179;61;1;27;20;1zgjjyruyufrkh4xjvryqsb1i;1;67,0;33,5;2024-08-18T20:22:41.246Z;2024-08-18T20:22:41Z;[{'id': 5158697561, 'qualifierId': 56, 'value': 'Center'}];5aszabja459117mqykvfpajh0;C. Rojas;;1,0;eq3htncf011l0ji2pj0rvy1as;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;27;20;Toronto II;1640;MC;1,0
2710790311;180;13;1;27;23;1zgjjyruyufrkh4xjvryqsb1i;1;78,2;34,3;2024-08-18T20:22:44.846Z;2024-08-18T20:22:52Z;[{'id': 5158698559, 'qualifierId': 29}, {'id': 5158698561, 'qualifierId': 55, 'value': '179'}, {'id': 5158698039, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158698569, 'qualifierId': 215}, {'id': 5158698565, 'qualifierId': 102, 'value': '58.3'}, {'id': 5158698035, 'qualifierId': 18}, {'id': 5158698555, 'qualifierId': 121}, {'id': 5158698033, 'qualifierId': 22}, {'id': 5158698175, 'qualifierId': 72}, {'id': 5158698571, 'qualifierId': 230, 'value': '97.8'}, {'id': 5158698575, 'qualifierId': 231, 'value': '47.7'}, {'id': 5158698557, 'qualifierId': 83}, {'id': 5158698567, 'qualifierId': 103, 'value': '8.3'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;eq3htncf011l0ji2pj0rvy1as;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179,0;;;8,3;1,0;1,0;;;97,8;58,3;47,7;;;;;;;;1,0;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;58,3;8.3;179,0;5aszabja459117mqykvfpajh0;;0;27;23;Toronto II;1643;MC;1,0
2710790317;181;5;1;27;25;1zgjjyruyufrkh4xjvryqsb1i;0;100,7;58,0;2024-08-18T20:22:46.958Z;2024-08-18T21:33:41Z;[{'id': 5158698063, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158698891, 'qualifierId': 233, 'value': '303'}, {'id': 5158698065, 'qualifierId': 346}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;eq3htncf011l0ji2pj0rvy1as;Out;;;;;;;;;;;;;;;;;;;;;;;;303,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;27;25;Toronto II;1645;MC;1,0
2710790459;303;5;1;27;25;29nx7yxy1rdqv2oobqn5pjf8p;1;-0,7;42,0;2024-08-18T20:22:46.958Z;2024-08-18T21:33:40Z;[{'id': 5158698849, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158698883, 'qualifierId': 233, 'value': '181'}, {'id': 5158698851, 'qualifierId': 346}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Out;;;;;;;;;;;;;;;;;;;;;;;;181,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;27;25;Philadelphia Union II;1645;DC;1,0
2710790711;304;1;1;27;50;29nx7yxy1rdqv2oobqn5pjf8p;1;4,6;49,3;2024-08-18T20:23:11.717Z;2024-08-18T20:23:13Z;[{'id': 5158700429, 'qualifierId': 213, 'value': '5.23'}, {'id': 5158700421, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158700425, 'qualifierId': 141, 'value': '31.0'}, {'id': 5158700423, 'qualifierId': 140, 'value': '11.4'}, {'id': 5158700433, 'qualifierId': 237}, {'id': 5158700419, 'qualifierId': 124}, {'id': 5158700427, 'qualifierId': 212, 'value': '14.3'}];2m7xhno7xnktvmzwa6j7wlgfe;A. Rodriguez;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;11,4;;;31,0;5,23;14,3;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;11,4;31,0;;;;;;;;0;27;50;Philadelphia Union II;1670;GK;1,0
2710790843;305;1;1;27;52;29nx7yxy1rdqv2oobqn5pjf8p;1;14,5;32,7;2024-08-18T20:23:13.391Z;2024-08-18T20:23:19Z;[{'id': 5158701169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158701173, 'qualifierId': 141, 'value': '66.0'}, {'id': 5158701171, 'qualifierId': 140, 'value': '12.6'}, {'id': 5158701177, 'qualifierId': 213, 'value': '1.66'}, {'id': 5158701175, 'qualifierId': 212, 'value': '22.7'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;12,6;;;66,0;1,66;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;12,6;66,0;;;;;;;;0;27;52;Philadelphia Union II;1672;DC;1,0
2710790883;306;1;1;27;57;29nx7yxy1rdqv2oobqn5pjf8p;1;22,1;63,0;2024-08-18T20:23:18.733Z;2024-08-18T20:23:21Z;[{'id': 5158701347, 'qualifierId': 213, 'value': '4.87'}, {'id': 5158701345, 'qualifierId': 212, 'value': '30.4'}, {'id': 5158701339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158701341, 'qualifierId': 140, 'value': '26.7'}, {'id': 5158701343, 'qualifierId': 141, 'value': '18.8'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;26,7;;;18,8;4,87;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;26,7;18,8;;;;;;;;0;27;57;Philadelphia Union II;1677;DC;1,0
2710791075;307;1;1;28;0;29nx7yxy1rdqv2oobqn5pjf8p;1;27,0;20,0;2024-08-18T20:23:21.490Z;2024-08-18T20:23:31Z;[{'id': 5158702395, 'qualifierId': 213, 'value': '2.17'}, {'id': 5158702369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158702381, 'qualifierId': 141, 'value': '43.0'}, {'id': 5158702389, 'qualifierId': 212, 'value': '19.0'}, {'id': 5158702375, 'qualifierId': 140, 'value': '16.8'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;16,8;;;43,0;2,17;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;16,8;43,0;;;;;;;;0;28;0;Philadelphia Union II;1680;DC;1,0
2710791123;308;1;1;28;10;29nx7yxy1rdqv2oobqn5pjf8p;0;21,2;37,3;2024-08-18T20:23:31.072Z;2024-08-18T20:23:36Z;[{'id': 5158702667, 'qualifierId': 140, 'value': '65.4'}, {'id': 5158702673, 'qualifierId': 213, 'value': '6.18'}, {'id': 5158702671, 'qualifierId': 212, 'value': '46.7'}, {'id': 5158702665, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158702669, 'qualifierId': 141, 'value': '30.1'}, {'id': 5158702677, 'qualifierId': 1}, {'id': 5158702663, 'qualifierId': 155}];2m7xhno7xnktvmzwa6j7wlgfe;A. Rodriguez;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;65,4;;;30,1;6,18;46,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;65,4;30,1;;;;;;;;0;28;10;Philadelphia Union II;1690;GK;1,0
2710791131;182;44;1;28;14;1zgjjyruyufrkh4xjvryqsb1i;1;33,7;65,7;2024-08-18T20:23:35.453Z;2024-08-18T21:59:50Z;[{'id': 5158702887, 'qualifierId': 233, 'value': '309'}, {'id': 5158702729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158702731, 'qualifierId': 285}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;eq3htncf011l0ji2pj0rvy1as;Aerial;;;;;;;;;;;;;;;;;;;;;;;;309,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;28;14;Toronto II;1694;DL;1,0
