id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_Involved;value_Resume;value_Captain;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_Angle;value_KickOff;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_Chipped;value_Cross;value_LeftFooted;value_OutSwinger;value_Head;value_RightFooted;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_Defensive1V1;value_TakeOnOvertake;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_TouchTypeControl;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_DeletedEventType;value_Shove/Push;value_TouchTypeClearance;value_IntendedTackleTarget;value_OutOfPlay;value_Left;value_CornerTaken;value_InSwinger;value_HighGkIntervention;value_Assist;value_IntentionalAssist;value_BlockedY;value_FirstTouch;value_RelatedEventId;value_GkX;value_GoalmouthZ;value_Blocked;value_GoalmouthY;value_BoxCentre;value_SavedOffLine;value_Assisted;value_FromCorner;value_BlockedX;value_LowCentre;value_GkY;value_SixYardBlocked;value_DefBlock;value_LastLine;value_Right;value_NotAssisted;value_Volley;value_IndividualPlay;value_NextEventGoalKick;value_Low;value_NotVisible;value_GoalKick;value_ThroughBall;value_LowGkIntervention;value_KeeperThrow;value_OverArm;value_TakeOnSpace;value_LeadingToAttempt;value_LowLeft;value_RelatedError1Id;value_RegularPlay;value_OutOfBoxCentre;value_Collected;value_Hands;value_Diving;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_BoxLeft;value_PullBack;value_Stooping;value_CloseLeft;value_High;value_FlickOn;value_LayOff;value_ShirtPull/Holding;value_BoxRight;value_BlockedCross;value_NotPastGoalLine;value_TouchTypePass;value_SetPiece;value_LowRight;value_MediumGkIntervention;value_ParriedDanger;value_Standing;value_GkStart;value_BigChance;value_HighLeft;value_SmallBoxLeft;value_OtherBodyPart;value_RefereeDelay;value_DrinksBreak;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_SmallBoxCentre;value_RecklessOffence;value_YellowCard;value_Penalty;value_PenaltyTakerId;value_Dissent;value_Saved;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_GkYTimeOfGoal;value_HighCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_Minutes;value_EndType;value_HighRight;value_HighClaim;value_InjuredPlayerId;value_Injury;value_TacticalFoul;value_Overrun;value_FreeKick;value_SwerveLeft;value_CloseRight;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_TempBlocked;value_CloseLeftAndHigh;value_SwerveRight;value_Scored;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_CloseHigh;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2696561817;154;3;1;15;48;8o8m08he36u0j4w08aj2iodn8;1;37,8;35,0;2024-06-16T23:19:33.938Z;2024-06-18T15:16:39Z;[{'id': 5080109793, 'qualifierId': 56, 'value': 'Back'}, {'id': 5080109795, 'qualifierId': 286}, {'id': 5081322347, 'qualifierId': 465}, {'id': 5080109797, 'qualifierId': 233, 'value': '155'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;dha3q7sn8co3cnaxm0p1gerdg;Take On;;;;;;;;;;;;;;;;;;;;;;;;;1,0;155,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;15;48;Huntsville City;948;ML;1,0
2696561813;155;45;1;15;48;4gymgvqmve0m2vh89v84tt3x0;0;62,2;65,0;2024-06-16T23:19:33.938Z;2024-06-16T23:19:36Z;[{'id': 5080109765, 'qualifierId': 285}, {'id': 5080109817, 'qualifierId': 233, 'value': '154'}, {'id': 5080109763, 'qualifierId': 56, 'value': 'Center'}];9ncybediodv8share9pox2kno;T. Ritondale;;;dha3q7sn8co3cnaxm0p1gerdg;Challenge;;;;;;;;;;;;;;;;;;;;;;;;;;154,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;15;48;Chicago Fire II;948;DC;1,0
2696561839;156;83;1;15;52;4gymgvqmve0m2vh89v84tt3x0;0;42,9;77,4;2024-06-16T23:19:37.719Z;2024-06-16T23:33:22Z;[{'id': 5080129185, 'qualifierId': 399, 'value': '2atsox1bassuexlgta8h3us4p'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;dha3q7sn8co3cnaxm0p1gerdg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;15;52;Chicago Fire II;952;FW;1,0
2696561847;157;43;1;15;53;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-06-16T23:19:38.982Z;2024-06-16T23:19:46Z;[{'id': 5080110189, 'qualifierId': 144, 'value': '83'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;dha3q7sn8co3cnaxm0p1gerdg;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;15;53;Chicago Fire II;953;FW;1,0
2696561857;156;4;1;15;56;8o8m08he36u0j4w08aj2iodn8;1;52,7;19,8;2024-06-16T23:19:41.797Z;2024-06-16T23:19:44Z;[{'id': 5080110071, 'qualifierId': 56, 'value': 'Right'}, {'id': 5080110115, 'qualifierId': 233, 'value': '158'}, {'id': 5080110067, 'qualifierId': 13}, {'id': 5080110075, 'qualifierId': 286}, {'id': 5080110073, 'qualifierId': 152}, {'id': 5080110069, 'qualifierId': 295}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;dha3q7sn8co3cnaxm0p1gerdg;Foul;;;;;;;;;;;;;;;;;;;;;;;;;1,0;158,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;15;56;Huntsville City;956;ML;1,0
2696561859;158;4;1;15;56;4gymgvqmve0m2vh89v84tt3x0;0;47,3;80,2;2024-06-16T23:19:41.798Z;2024-06-16T23:19:45Z;[{'id': 5080110085, 'qualifierId': 13}, {'id': 5080110091, 'qualifierId': 152}, {'id': 5080110135, 'qualifierId': 233, 'value': '156'}, {'id': 5080110087, 'qualifierId': 295}, {'id': 5080110089, 'qualifierId': 56, 'value': 'Back'}, {'id': 5080110093, 'qualifierId': 285}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;dha3q7sn8co3cnaxm0p1gerdg;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;156,0;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;15;56;Chicago Fire II;956;FW;1,0
2696562103;157;1;1;16;47;8o8m08he36u0j4w08aj2iodn8;1;54,2;23,1;2024-06-16T23:20:32.549Z;2024-06-16T23:20:36Z;[{'id': 5080111839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5080111831, 'qualifierId': 155}, {'id': 5080111841, 'qualifierId': 140, 'value': '42.9'}, {'id': 5080111849, 'qualifierId': 1}, {'id': 5080111847, 'qualifierId': 213, 'value': '1.86'}, {'id': 5080111835, 'qualifierId': 152}, {'id': 5080111823, 'qualifierId': 5}, {'id': 5080111845, 'qualifierId': 212, 'value': '41.8'}, {'id': 5080111843, 'qualifierId': 141, 'value': '82.1'}];ctwn52am38jz5ly1h8ac069lg;C. Heuer;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;42,9;41,8;1,86;;82,1;1,0;;;1,0;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;42,9;82,1;;;;;;;;0;16;47;Huntsville City;1007;DMC;1,0
2696562137;158;1;1;16;51;8o8m08he36u0j4w08aj2iodn8;1;44,5;85,8;2024-06-16T23:20:36.361Z;2024-06-16T23:20:44Z;[{'id': 5080112023, 'qualifierId': 1}, {'id': 5080112019, 'qualifierId': 212, 'value': '44.6'}, {'id': 5080112011, 'qualifierId': 155}, {'id': 5080112013, 'qualifierId': 56, 'value': 'Left'}, {'id': 5080112021, 'qualifierId': 213, 'value': '0.06'}, {'id': 5080112015, 'qualifierId': 140, 'value': '86.9'}, {'id': 5080112017, 'qualifierId': 141, 'value': '90.0'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;86,9;44,6;0,06;;90,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;86,9;90,0;;;;;;;;0;16;51;Huntsville City;1011;DC;1,0
2696562139;159;43;1;16;59;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-06-16T23:20:44.781Z;2024-06-16T23:20:48Z;[{'id': 5080112035, 'qualifierId': 286, 'value': '0'}, {'id': 5080112033, 'qualifierId': 56, 'value': 'Left'}, {'id': 5080112097, 'qualifierId': 144, 'value': '3'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;dha3q7sn8co3cnaxm0p1gerdg;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;16;59;Huntsville City;1019;ML;1,0
2696789197;863;3;1;16;59;8o8m08he36u0j4w08aj2iodn8;0;91,4;85,9;2024-06-16T23:20:45.001Z;2024-06-18T15:17:47Z;[{'id': 5081322759, 'qualifierId': 286}, {'id': 5081322761, 'qualifierId': 465}, {'id': 5081322757, 'qualifierId': 56, 'value': 'Left'}, {'id': 5081322763, 'qualifierId': 467, 'value': '6jzijlp0e2w4qjan9eto35wd0'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;dha3q7sn8co3cnaxm0p1gerdg;Take On;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;16;59;Huntsville City;1019;ML;1,0
2696562141;160;4;1;17;1;8o8m08he36u0j4w08aj2iodn8;1;96,0;84,0;2024-06-16T23:20:46.390Z;2024-06-16T23:20:48Z;[{'id': 5080112049, 'qualifierId': 152}, {'id': 5080112051, 'qualifierId': 265}, {'id': 5080112109, 'qualifierId': 233, 'value': '159'}, {'id': 5080112053, 'qualifierId': 286}, {'id': 5080112047, 'qualifierId': 56, 'value': 'Left'}, {'id': 5080112045, 'qualifierId': 13}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;dha3q7sn8co3cnaxm0p1gerdg;Foul;;;;;;;;;;;;;;;;;;;;;;;;;1,0;159,0;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;17;1;Huntsville City;1021;ML;1,0
2696562143;159;4;1;17;1;4gymgvqmve0m2vh89v84tt3x0;0;4,0;16,0;2024-06-16T23:20:46.391Z;2024-06-16T23:20:49Z;[{'id': 5080112117, 'qualifierId': 233, 'value': '160'}, {'id': 5080112093, 'qualifierId': 265}, {'id': 5080112089, 'qualifierId': 56, 'value': 'Back'}, {'id': 5080112095, 'qualifierId': 285}, {'id': 5080112087, 'qualifierId': 13}, {'id': 5080112091, 'qualifierId': 152}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;;dha3q7sn8co3cnaxm0p1gerdg;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;160,0;1,0;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;17;1;Chicago Fire II;1021;DR;1,0
2696562471;161;1;1;18;7;8o8m08he36u0j4w08aj2iodn8;1;98,2;87,7;2024-06-16T23:21:53.259Z;2024-06-18T15:24:31Z;[{'id': 5080114253, 'qualifierId': 212, 'value': '25.3'}, {'id': 5080114247, 'qualifierId': 56, 'value': 'Center'}, {'id': 5080114245, 'qualifierId': 152}, {'id': 5080114255, 'qualifierId': 213, 'value': '4.54'}, {'id': 5081322775, 'qualifierId': 20}, {'id': 5080114239, 'qualifierId': 2}, {'id': 5081322773, 'qualifierId': 223}, {'id': 5080114251, 'qualifierId': 141, 'value': '51.1'}, {'id': 5080114249, 'qualifierId': 140, 'value': '94.0'}, {'id': 5080114241, 'qualifierId': 5}];4agnpztnedb7ql14bo477vspg;P. Soudan;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;94,0;25,3;4,54;;51,1;;;;;1,0;;;;1,0;;;;;;1,0;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;94,0;51,1;;;;;;;;0;18;7;Huntsville City;1087;MR;1,0
2696789465;864;61;1;18;9;8o8m08he36u0j4w08aj2iodn8;1;95,8;52,7;2024-06-16T23:21:55.181Z;2024-06-18T15:24:25Z;[{'id': 5081324719, 'qualifierId': 56, 'value': 'Center'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;1,0;;dha3q7sn8co3cnaxm0p1gerdg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;18;9;Huntsville City;1089;DC;1,0
2696562483;162;15;1;18;11;8o8m08he36u0j4w08aj2iodn8;1;88,7;37,1;2024-06-16T23:21:56.352Z;2024-06-18T15:24:51Z;[{'id': 5080116095, 'qualifierId': 328}, {'id': 5080114573, 'qualifierId': 147, 'value': '47.7'}, {'id': 5080115017, 'qualifierId': 233, 'value': '160'}, {'id': 5080114565, 'qualifierId': 102, 'value': '46.8'}, {'id': 5080114315, 'qualifierId': 56, 'value': 'Center'}, {'id': 5080114313, 'qualifierId': 17}, {'id': 5080116087, 'qualifierId': 29}, {'id': 5080114495, 'qualifierId': 24}, {'id': 5080114567, 'qualifierId': 103, 'value': '17.1'}, {'id': 5080116085, 'qualifierId': 80}, {'id': 5080116091, 'qualifierId': 55, 'value': '864'}, {'id': 5080114571, 'qualifierId': 146, 'value': '99.3'}, {'id': 5080114497, 'qualifierId': 72}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;dha3q7sn8co3cnaxm0p1gerdg;Attempt Saved;;;;;;;;;;;;;;;;;;;;;1,0;;;;;160,0;;;;;;;;;;;;;;;;;;;;;;;47,7;1,0;864,0;;17,1;;46,8;1,0;;1,0;;99,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;99,3;47,7;46,8;17.1;864,0;72xktsosbsh2uwkwby59mr6z8;;0;18;11;Huntsville City;1091;DC;1,0
2696562485;160;10;1;18;11;4gymgvqmve0m2vh89v84tt3x0;1;2,8;49,7;2024-06-16T23:21:56.452Z;2024-06-18T15:18:38Z;[{'id': 5080114331, 'qualifierId': 56, 'value': 'Back'}, {'id': 5081323037, 'qualifierId': 377}, {'id': 5080114329, 'qualifierId': 182}, {'id': 5080115025, 'qualifierId': 233, 'value': '162'}, {'id': 5080115005, 'qualifierId': 174}, {'id': 5080114327, 'qualifierId': 178}];2mmciwk6gllcf11plcch710yc;S. Jillson;;;dha3q7sn8co3cnaxm0p1gerdg;Save;;;;;;;;;;;;;;;;;;;;;;;;;;162,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;18;11;Chicago Fire II;1091;GK;1,0
2696562491;161;12;1;18;12;4gymgvqmve0m2vh89v84tt3x0;1;5,3;57,6;2024-06-16T23:21:58.205Z;2024-06-16T23:21:59Z;[{'id': 5080114377, 'qualifierId': 213, 'value': '1.27'}, {'id': 5080114369, 'qualifierId': 141, 'value': '100.0'}, {'id': 5080114371, 'qualifierId': 212, 'value': '31.1'}, {'id': 5080114411, 'qualifierId': 167}, {'id': 5080114367, 'qualifierId': 140, 'value': '14.0'}, {'id': 5080114365, 'qualifierId': 56, 'value': 'Back'}];9ncybediodv8share9pox2kno;T. Ritondale;;;dha3q7sn8co3cnaxm0p1gerdg;Clearance;;;;;;;;;;;14,0;31,1;1,27;;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;14,0;100,0;;;;;;;;0;18;12;Chicago Fire II;1092;DC;1,0
2696562493;162;5;1;18;13;4gymgvqmve0m2vh89v84tt3x0;0;19,2;101,6;2024-06-16T23:21:58.991Z;2024-06-16T23:22:03Z;[{'id': 5080114535, 'qualifierId': 233, 'value': '163'}, {'id': 5080114389, 'qualifierId': 56, 'value': 'Back'}, {'id': 5080114391, 'qualifierId': 347}];9ncybediodv8share9pox2kno;T. Ritondale;;;dha3q7sn8co3cnaxm0p1gerdg;Out;;;;;;;;;;;;;;;;;;;;;;;;;;163,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;18;13;Chicago Fire II;1093;DC;1,0
2696562509;163;5;1;18;13;8o8m08he36u0j4w08aj2iodn8;1;80,8;-1,6;2024-06-16T23:21:58.991Z;2024-06-16T23:33:10Z;[{'id': 5080114489, 'qualifierId': 347}, {'id': 5080114487, 'qualifierId': 56, 'value': 'Right'}, {'id': 5080114523, 'qualifierId': 233, 'value': '162'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;dha3q7sn8co3cnaxm0p1gerdg;Out;;;;;;;;;;;;;;;;;;;;;;;;;;162,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;18;13;Huntsville City;1093;DC;1,0
2696562623;164;1;1;18;37;8o8m08he36u0j4w08aj2iodn8;1;74,5;0,0;2024-06-16T23:22:22.589Z;2024-06-16T23:22:24Z;[{'id': 5080115187, 'qualifierId': 56, 'value': 'Center'}, {'id': 5080115185, 'qualifierId': 107}, {'id': 5080115191, 'qualifierId': 141, 'value': '23.6'}, {'id': 5080115197, 'qualifierId': 1}, {'id': 5080115189, 'qualifierId': 140, 'value': '54.7'}, {'id': 5080115195, 'qualifierId': 213, 'value': '2.46'}, {'id': 5080115193, 'qualifierId': 212, 'value': '26.8'}];84oe7sbhy91b5xvbo2w28i7f8;J. Diouf;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;54,7;26,8;2,46;;23,6;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;54,7;23,6;;;;;;;;0;18;37;Huntsville City;1117;DR;1,0
2696562637;165;1;1;18;38;8o8m08he36u0j4w08aj2iodn8;1;54,7;23,6;2024-06-16T23:22:24.182Z;2024-06-16T23:22:26Z;[{'id': 5080115285, 'qualifierId': 213, 'value': '1.55'}, {'id': 5080115277, 'qualifierId': 56, 'value': 'Center'}, {'id': 5080115283, 'qualifierId': 212, 'value': '27.9'}, {'id': 5080115279, 'qualifierId': 140, 'value': '55.3'}, {'id': 5080115281, 'qualifierId': 141, 'value': '64.6'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;55,3;27,9;1,55;;64,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;55,3;64,6;;;;;;;;0;18;38;Huntsville City;1118;DL;1,0
2696562643;166;1;1;18;41;8o8m08he36u0j4w08aj2iodn8;1;55,3;65,8;2024-06-16T23:22:26.854Z;2024-06-16T23:22:28Z;[{'id': 5080115319, 'qualifierId': 212, 'value': '17.0'}, {'id': 5080115321, 'qualifierId': 213, 'value': '0.47'}, {'id': 5080115315, 'qualifierId': 140, 'value': '69.7'}, {'id': 5080115317, 'qualifierId': 141, 'value': '77.1'}, {'id': 5080115313, 'qualifierId': 56, 'value': 'Center'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;69,7;17,0;0,47;;77,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;69,7;77,1;;;;;;;;0;18;41;Huntsville City;1121;DC;1,0
2696562649;167;1;1;18;43;8o8m08he36u0j4w08aj2iodn8;1;69,4;76,9;2024-06-16T23:22:28.838Z;2024-06-16T23:22:31Z;[{'id': 5080115371, 'qualifierId': 213, 'value': '4.21'}, {'id': 5080115363, 'qualifierId': 56, 'value': 'Center'}, {'id': 5080115365, 'qualifierId': 140, 'value': '64.3'}, {'id': 5080115367, 'qualifierId': 141, 'value': '62.7'}, {'id': 5080115369, 'qualifierId': 212, 'value': '11.0'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;dha3q7sn8co3cnaxm0p1gerdg;Pass;;;;;;;;;;;64,3;11,0;4,21;;62,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;64,3;62,7;;;;;;;;0;18;43;Huntsville City;1123;ML;1,0
