id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_Involved;value_Captain;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_PassEndY;value_Length;value_Angle;value_PassEndX;value_Zone;value_LongBall;value_TakeOnSpace;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_Launch;value_FlickOn;value_HeadPass;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_TakeOnOvertake;value_TouchTypePass;value_AttemptedTackle;value_DeletedEventType;value_Chipped;value_MediumGkIntervention;value_OverArm;value_KeeperThrow;value_IntendedTackleTarget;value_LayOff;value_OutSwinger;value_RightFooted;value_Cross;value_Left;value_InSwinger;value_CornerTaken;value_HighGkIntervention;value_TouchTypeClearance;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeControl;value_OverhitCross;value_RelatedEventId;value_YellowCard;value_RecklessOffence;value_TacticalFoul;value_Head;value_NotVisible;value_AerialFoul;value_LowGkIntervention;value_Straight;value_DrivenCross;value_BlockedPass;value_Assist;value_OutOfBoxCentre;value_GoalmouthZ;value_Assisted;value_BlockedY;value_LeftFooted;value_GkX;value_IndividualPlay;value_GoalmouthY;value_RegularPlay;value_BlockedX;value_GkY;value_LowCentre;value_Blocked;value_DefBlock;value_Overrun;value_SwitchOfPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_ThroughBall;value_LowRight;value_NotAssisted;value_ParriedSafe;value_Diving;value_Hands;value_Right;value_IntentionalAssist;value_SmallBoxRight;value_FirstTouch;value_FromCorner;value_ParriedDanger;value_Stooping;value_LowLeft;value_BoxCentre;value_Volley;value_High;value_MisHit;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_Injury;value_InjuredPlayerId;value_FairPlay;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_PlayersCaughtOffside;value_Indirect;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistType;value_HighClaim;value_GkKickFromHands;value_Shove/Push;value_Dissent;value_CoachId;value_Minutes;value_SetPiece;value_EndType;value_Tactical;value_TempMissed;value_BoxRight;value_Handball;value_PullBack;value_CloseLeft;value_Feet;value_SavedOffLine;value_SixYardBlocked;value_BoxLeft;value_LastLine;value_CloseHigh;value_BigChance;value_FastBreak;value_BlockedCross;value_RedCard;value_ViolentConduct;value_TimeWasting;value_GkHoof;value_SecondYellow;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2684612151;416;1;2;55;20;2nnef9tr9g7m2s6n873qif95g;1;41,0;30,0;2024-05-09T00:49:22.847Z;2024-05-09T00:49:26Z;[{'id': 5014696465, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014696471, 'qualifierId': 212, 'value': '10.7'}, {'id': 5014696469, 'qualifierId': 141, 'value': '40.9'}, {'id': 5014696473, 'qualifierId': 213, 'value': '2.37'}, {'id': 5014696467, 'qualifierId': 140, 'value': '33.7'}];5jxj5s38o1nx0xbnapwl58bo4;J. Orejuela;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;40,9;10,7;2,37;33,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;33,7;40,9;;;;;;;0;0;55;20;Atlanta United II;3320;AMC;1,0
2684612163;417;1;2;55;23;2nnef9tr9g7m2s6n873qif95g;1;34,1;40,0;2024-05-09T00:49:26.095Z;2024-05-09T00:49:27Z;[{'id': 5014696543, 'qualifierId': 212, 'value': '19.3'}, {'id': 5014696541, 'qualifierId': 141, 'value': '68.4'}, {'id': 5014696537, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014696545, 'qualifierId': 213, 'value': '1.59'}, {'id': 5014696539, 'qualifierId': 140, 'value': '33.7'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;68,4;19,3;1,59;33,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;33,7;68,4;;;;;;;0;0;55;23;Atlanta United II;3323;DC;1,0
2684612175;418;1;2;55;25;2nnef9tr9g7m2s6n873qif95g;1;34,0;68,5;2024-05-09T00:49:27.824Z;2024-05-09T00:49:29Z;[{'id': 5014696625, 'qualifierId': 140, 'value': '52.3'}, {'id': 5014696623, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014696629, 'qualifierId': 212, 'value': '19.2'}, {'id': 5014696631, 'qualifierId': 213, 'value': '0.03'}, {'id': 5014696627, 'qualifierId': 141, 'value': '69.4'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;69,4;19,2;0,03;52,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;52,3;69,4;;;;;;;0;0;55;25;Atlanta United II;3325;DC;1,0
2684612199;419;1;2;55;26;2nnef9tr9g7m2s6n873qif95g;1;50,1;70,0;2024-05-09T00:49:29.072Z;2024-05-09T00:49:31Z;[{'id': 5014696747, 'qualifierId': 141, 'value': '86.3'}, {'id': 5014696751, 'qualifierId': 213, 'value': '1.70'}, {'id': 5014696743, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014696749, 'qualifierId': 212, 'value': '11.2'}, {'id': 5014696745, 'qualifierId': 140, 'value': '48.7'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;86,3;11,2;1,7;48,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;48,7;86,3;;;;;;;0;0;55;26;Atlanta United II;3326;MC;1,0
2684612203;420;3;2;55;28;2nnef9tr9g7m2s6n873qif95g;0;50,0;81,0;2024-05-09T00:49:30.927Z;2024-05-16T14:57:24Z;[{'id': 5014696763, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014696805, 'qualifierId': 233, 'value': '592'}, {'id': 5014696767, 'qualifierId': 286}, {'id': 5033396677, 'qualifierId': 465}];1j1ybmazykfh5nqs7egkcdxck;D. Cuevas;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Take On;;;;;;;;;;;;;;;;;;;592,0;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;55;28;Atlanta United II;3328;DML;1,0
2684612207;592;7;2;55;28;erwnez7ksfkns4dqmyr1fhbe;1;50,0;19,0;2024-05-09T00:49:30.928Z;2024-05-16T14:57:26Z;[{'id': 5014696781, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014696799, 'qualifierId': 233, 'value': '420'}, {'id': 5033396685, 'qualifierId': 383}, {'id': 5014696787, 'qualifierId': 285}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Tackle;;;;;;;;;;;;;;;;;;1,0;420,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;55;28;Carolina Core;3328;MC;1,0
2684612209;593;49;2;55;29;erwnez7ksfkns4dqmyr1fhbe;1;50,8;19,2;2024-05-09T00:49:31.510Z;2024-05-09T00:49:31Z;[];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;55;29;Carolina Core;3329;MC;1,0
2684612225;594;1;2;55;29;erwnez7ksfkns4dqmyr1fhbe;1;51,0;18,9;2024-05-09T00:49:31.760Z;2024-05-09T00:49:34Z;[{'id': 5014696889, 'qualifierId': 212, 'value': '10.5'}, {'id': 5014696891, 'qualifierId': 213, 'value': '0.24'}, {'id': 5014696883, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014696885, 'qualifierId': 140, 'value': '60.7'}, {'id': 5014696887, 'qualifierId': 141, 'value': '22.5'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;22,5;10,5;0,24;60,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;60,7;22,5;;;;;;;0;0;55;29;Carolina Core;3329;MC;1,0
2684612227;595;61;2;55;32;erwnez7ksfkns4dqmyr1fhbe;0;59,7;18,0;2024-05-09T00:49:34.275Z;2024-05-09T00:49:39Z;[{'id': 5014696895, 'qualifierId': 56, 'value': 'Right'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;55;32;Carolina Core;3332;AMR;1,0
2684612233;421;49;2;55;33;2nnef9tr9g7m2s6n873qif95g;1;43,2;89,0;2024-05-09T00:49:35.231Z;2024-05-09T00:49:35Z;[];1j1ybmazykfh5nqs7egkcdxck;D. Cuevas;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;55;33;Atlanta United II;3333;DML;1,0
2684612275;422;1;2;55;34;2nnef9tr9g7m2s6n873qif95g;1;36,8;95,7;2024-05-09T00:49:36.768Z;2024-05-09T00:49:40Z;[{'id': 5014697137, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014697141, 'qualifierId': 141, 'value': '82.4'}, {'id': 5014697143, 'qualifierId': 212, 'value': '10.4'}, {'id': 5014697139, 'qualifierId': 140, 'value': '41.6'}, {'id': 5014697145, 'qualifierId': 213, 'value': '5.22'}];1j1ybmazykfh5nqs7egkcdxck;D. Cuevas;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;82,4;10,4;5,22;41,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;41,6;82,4;;;;;;;0;0;55;34;Atlanta United II;3334;DML;1,0
2684612291;423;1;2;55;38;2nnef9tr9g7m2s6n873qif95g;0;42,0;77,6;2024-05-09T00:49:40.608Z;2024-05-09T00:49:42Z;[{'id': 5014697237, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014697229, 'qualifierId': 155}, {'id': 5014697255, 'qualifierId': 212, 'value': '46.6'}, {'id': 5014697249, 'qualifierId': 141, 'value': '60.0'}, {'id': 5014697263, 'qualifierId': 1}, {'id': 5014697245, 'qualifierId': 140, 'value': '84.9'}, {'id': 5014697259, 'qualifierId': 213, 'value': '6.02'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;60,0;46,6;6,02;84,9;;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;84,9;60,0;;;;;;;0;0;55;38;Atlanta United II;3338;MC;1,0
2684612299;596;49;2;55;40;erwnez7ksfkns4dqmyr1fhbe;1;14,9;38,6;2024-05-09T00:49:42.996Z;2024-05-09T00:49:43Z;[];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;55;40;Carolina Core;3340;GK;1,0
2684612329;597;1;2;55;41;erwnez7ksfkns4dqmyr1fhbe;1;15,1;40,1;2024-05-09T00:49:43.965Z;2024-05-09T00:49:46Z;[{'id': 5014697407, 'qualifierId': 141, 'value': '50.6'}, {'id': 5014697403, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014697409, 'qualifierId': 212, 'value': '12.2'}, {'id': 5014697405, 'qualifierId': 140, 'value': '24.5'}, {'id': 5014697411, 'qualifierId': 213, 'value': '0.63'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;50,6;12,2;0,63;24,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;24,5;50,6;;;;;;;0;0;55;41;Carolina Core;3341;GK;1,0
2684612355;598;1;2;55;44;erwnez7ksfkns4dqmyr1fhbe;1;26,6;49,7;2024-05-09T00:49:46.683Z;2024-05-09T00:49:49Z;[{'id': 5014697565, 'qualifierId': 212, 'value': '16.2'}, {'id': 5014697561, 'qualifierId': 140, 'value': '35.9'}, {'id': 5014697567, 'qualifierId': 213, 'value': '0.93'}, {'id': 5014697563, 'qualifierId': 141, 'value': '68.8'}, {'id': 5014697559, 'qualifierId': 56, 'value': 'Back'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;68,8;16,2;0,93;35,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;35,9;68,8;;;;;;;0;0;55;44;Carolina Core;3344;MC;1,0
2684612359;599;61;2;55;47;erwnez7ksfkns4dqmyr1fhbe;0;36,3;69,1;2024-05-09T00:49:49.182Z;2024-05-09T00:49:49Z;[{'id': 5014697593, 'qualifierId': 56, 'value': 'Back'}];216tgeofjnxr75ehcftkvxkpg;A. Torres;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;55;47;Carolina Core;3347;Sub;1,0
2684612375;424;49;2;55;48;2nnef9tr9g7m2s6n873qif95g;1;63,3;27,9;2024-05-09T00:49:50.762Z;2024-05-09T00:49:50Z;[];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;55;48;Atlanta United II;3348;DMR;1,0
2684612385;425;1;2;55;48;2nnef9tr9g7m2s6n873qif95g;1;63,3;27,9;2024-05-09T00:49:50.911Z;2024-05-09T00:49:52Z;[{'id': 5014697699, 'qualifierId': 141, 'value': '45.2'}, {'id': 5014697701, 'qualifierId': 212, 'value': '11.8'}, {'id': 5014697695, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014697697, 'qualifierId': 140, 'value': '63.9'}, {'id': 5014697703, 'qualifierId': 213, 'value': '1.52'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;45,2;11,8;1,52;63,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;63,9;45,2;;;;;;;0;0;55;48;Atlanta United II;3348;DMR;1,0
2684612397;426;1;2;55;49;2nnef9tr9g7m2s6n873qif95g;1;64,0;46,4;2024-05-09T00:49:52.112Z;2024-05-09T00:49:53Z;[{'id': 5014697777, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014697783, 'qualifierId': 212, 'value': '17.0'}, {'id': 5014697785, 'qualifierId': 213, 'value': '2.44'}, {'id': 5014697779, 'qualifierId': 140, 'value': '51.7'}, {'id': 5014697781, 'qualifierId': 141, 'value': '62.6'}];1nbbgew67td8zayaffvr1zcb8;Joshua Rodríguez;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;62,6;17,0;2,44;51,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;51,7;62,6;;;;;;;0;0;55;49;Atlanta United II;3349;FW;1,0
2684612421;427;1;2;55;50;2nnef9tr9g7m2s6n873qif95g;1;51,7;62,6;2024-05-09T00:49:53.151Z;2024-05-09T00:49:56Z;[{'id': 5014697891, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014697897, 'qualifierId': 212, 'value': '6.9'}, {'id': 5014697895, 'qualifierId': 141, 'value': '52.8'}, {'id': 5014697893, 'qualifierId': 140, 'value': '53.4'}, {'id': 5014697899, 'qualifierId': 213, 'value': '4.97'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;52,8;6,9;4,97;53,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;53,4;52,8;;;;;;;0;0;55;50;Atlanta United II;3350;MC;1,0
2684612425;428;1;2;55;54;2nnef9tr9g7m2s6n873qif95g;1;54,4;57,3;2024-05-09T00:49:56.608Z;2024-05-09T00:49:58Z;[{'id': 5014697921, 'qualifierId': 140, 'value': '38.2'}, {'id': 5014697919, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014697927, 'qualifierId': 213, 'value': '2.74'}, {'id': 5014697925, 'qualifierId': 212, 'value': '18.5'}, {'id': 5014697923, 'qualifierId': 141, 'value': '67.9'}];5jxj5s38o1nx0xbnapwl58bo4;J. Orejuela;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;67,9;18,5;2,74;38,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;38,2;67,9;;;;;;;0;0;55;54;Atlanta United II;3354;AMC;1,0
2684612445;429;1;2;55;55;2nnef9tr9g7m2s6n873qif95g;1;38,2;67,9;2024-05-09T00:49:58.096Z;2024-05-09T00:50:02Z;[{'id': 5014698113, 'qualifierId': 141, 'value': '33.7'}, {'id': 5014698115, 'qualifierId': 212, 'value': '23.3'}, {'id': 5014698109, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014698117, 'qualifierId': 213, 'value': '4.73'}, {'id': 5014698111, 'qualifierId': 140, 'value': '38.6'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;33,7;23,3;4,73;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;38,6;33,7;;;;;;;0;0;55;55;Atlanta United II;3355;DC;1,0
2684612469;430;1;2;56;0;2nnef9tr9g7m2s6n873qif95g;1;40,2;29,1;2024-05-09T00:50:02.560Z;2024-05-09T00:50:07Z;[{'id': 5014698225, 'qualifierId': 212, 'value': '20.7'}, {'id': 5014698223, 'qualifierId': 141, 'value': '3.4'}, {'id': 5014698219, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014698221, 'qualifierId': 140, 'value': '50.8'}, {'id': 5014698227, 'qualifierId': 213, 'value': '5.28'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;3,4;20,7;5,28;50,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;50,8;3,4;;;;;;;0;0;56;0;Atlanta United II;3360;DC;1,0
2684612525;431;1;2;56;5;2nnef9tr9g7m2s6n873qif95g;1;46,0;8,6;2024-05-09T00:50:07.312Z;2024-05-09T00:50:12Z;[{'id': 5014698565, 'qualifierId': 141, 'value': '23.3'}, {'id': 5014698571, 'qualifierId': 1}, {'id': 5014698569, 'qualifierId': 213, 'value': '2.85'}, {'id': 5014698563, 'qualifierId': 140, 'value': '14.4'}, {'id': 5014698561, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014698567, 'qualifierId': 212, 'value': '34.7'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;23,3;34,7;2,85;14,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;14,4;23,3;;;;;;;0;0;56;5;Atlanta United II;3365;DC;1,0
2684612557;432;1;2;56;10;2nnef9tr9g7m2s6n873qif95g;1;14,4;23,7;2024-05-09T00:50:12.576Z;2024-05-09T00:50:17Z;[{'id': 5014698781, 'qualifierId': 212, 'value': '22.6'}, {'id': 5014698773, 'qualifierId': 140, 'value': '12.1'}, {'id': 5014698769, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014698783, 'qualifierId': 213, 'value': '1.68'}, {'id': 5014698777, 'qualifierId': 141, 'value': '56.7'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;cp9e4i6hfmxhdo1vsiw8gbcwk;Pass;;;;;;;;;;;56,7;22,6;1,68;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;12,1;56,7;;;;;;;0;0;56;10;Atlanta United II;3370;DC;1,0
