id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_Resume;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_Involved;value_TeamKit;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Length;value_KickOff;value_Angle;value_PassEndX;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_Chipped;value_SwitchOfPlay;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_Head;value_BlockedPass;value_Shove/Push;value_Direct;value_Foul;value_FreeKickTaken;value_TakeOnSpace;value_Defensive1V1;value_AttemptedTackle;value_TouchTypeClearance;value_OutOfPlay;value_Cross;value_RightFooted;value_DrivenCross;value_Straight;value_GkX;value_FirstTouch;value_RegularPlay;value_GoalmouthZ;value_NotAssisted;value_SmallBoxCentre;value_GoalmouthY;value_CloseRight;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_TakeOnOvertake;value_TouchTypeControl;value_ThroughBall;value_Left;value_Right;value_CornerTaken;value_OutSwinger;value_IntentionalAssist;value_Assist;value_FlickOn;value_BlockedY;value_FromCorner;value_BlockedX;value_LowCentre;value_Assisted;value_SixYardBlocked;value_Volley;value_Blocked;value_DefBlock;value_MediumGkIntervention;value_KeeperThrow;value_ShirtPull/Holding;value_LayOff;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_LeftFooted;value_OutOfBoxCentre;value_IndividualPlay;value_LowRight;value_ParriedSafe;value_LowGkIntervention;value_Diving;value_Hands;value_OverhitCross;value_InSwinger;value_Overrun;value_TouchTypePass;value_FloatedCross;value_NotPastGoalLine;value_BoxCentre;value_Weak;value_Collected;value_Standing;value_GkKickFromHands;value_YellowCard;value_NotRetreating;value_BlockedCross;value_BoxLeft;value_Stooping;value_GkStart;value_RefereeDelay;value_DrinksBreak;value_HighGkIntervention;value_BlockedClearance;value_TacticalFoul;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_ParriedDanger;value_FollowsShotRebound;value_Minutes;value_RecklessOffence;value_FastBreak;value_LastLine;value_EndType;value_Handball;value_LowLeft;value_HighClaim;value_Deflection;value_Tactical;value_SmallBoxRight;value_SetPiece;value_TempShotOn;value_Fumble;value_TimeWasting;value_IncorrectOutOfPlayDecision;value_High;value_PullBack;value_AerialFoul;value_LeadingToGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_KeeperTouched;value_GoalShotGameClock;value_GkYTimeOfGoal;value_BoxDeepLeft;value_HighCentre;value_BigChance;value_OverArm;value_HighRight;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2691462163;7;27;1;0;36;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-05-25T01:04:50.451Z;2024-05-25T01:04:54Z;[{'id': 5052034427, 'qualifierId': 233, 'value': '7'}];;;;;czvde89wpqkqnxb7dz23pwnx0;Start delay;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;0;36;Los Angeles II;36;;
2691462159;7;27;1;0;36;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-05-25T01:04:50.451Z;2024-05-30T12:25:56Z;[{'id': 5052034409, 'qualifierId': 53, 'value': '1pv6xhgaeshfrhzenz7y14glw'}, {'id': 5052034445, 'qualifierId': 233, 'value': '7'}, {'id': 5052034407, 'qualifierId': 41, 'value': 'Injury'}];;;;;czvde89wpqkqnxb7dz23pwnx0;Start delay;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;36;Austin II;36;;
2691462235;8;28;1;0;56;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-05-25T01:05:10.034Z;2024-05-25T01:22:21Z;[{'id': 5052061329, 'qualifierId': 233, 'value': '8'}, {'id': 5052034943, 'qualifierId': 55, 'value': '7'}];;;;;czvde89wpqkqnxb7dz23pwnx0;End delay;;;;;;;;;;;;;;;;;;;8,0;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;7,0;;0;0;0;56;Los Angeles II;56;;
2691462201;8;28;1;0;56;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-05-25T01:05:10.034Z;2024-05-25T01:22:21Z;[{'id': 5052061337, 'qualifierId': 233, 'value': '8'}, {'id': 5052034677, 'qualifierId': 55, 'value': '7'}];;;;;czvde89wpqkqnxb7dz23pwnx0;End delay;;;;;;;;;;;;;;;;;;;8,0;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;7,0;;0;0;0;56;Austin II;56;;
2691462251;9;68;1;1;13;d0c07im4a6oj8qa7f1zlt3pqs;0;77,7;68,7;2024-05-25T01:05:26.901Z;2024-05-25T01:05:27Z;[];;;;;czvde89wpqkqnxb7dz23pwnx0;Referee Drop Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;1;13;Los Angeles II;73;;
2691462255;9;68;1;1;14;6gaq85erpkvbyxvivd96wuw44;1;25,9;37,9;2024-05-25T01:05:28.152Z;2024-05-25T01:05:28Z;[];;;;;czvde89wpqkqnxb7dz23pwnx0;Referee Drop Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;1;14;Austin II;74;;
2691462263;10;49;1;1;16;6gaq85erpkvbyxvivd96wuw44;1;25,6;37,9;2024-05-25T01:05:30.162Z;2024-05-25T01:37:39Z;[];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;czvde89wpqkqnxb7dz23pwnx0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;1;16;Austin II;76;DMC;1,0
2691462273;11;1;1;1;16;6gaq85erpkvbyxvivd96wuw44;1;25,9;37,9;2024-05-25T01:05:30.498Z;2024-05-25T01:37:42Z;[{'id': 5052035137, 'qualifierId': 213, 'value': '2.74'}, {'id': 5052035133, 'qualifierId': 141, 'value': '47.5'}, {'id': 5052035131, 'qualifierId': 140, 'value': '11.4'}, {'id': 5052035135, 'qualifierId': 212, 'value': '16.6'}, {'id': 5052035129, 'qualifierId': 56, 'value': 'Back'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;47,5;;16,6;;2,74;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;11,4;47,5;;;;;;;0;0;1;16;Austin II;76;DMC;1,0
2691462275;12;1;1;1;21;6gaq85erpkvbyxvivd96wuw44;1;10,6;46,7;2024-05-25T01:05:34.706Z;2024-05-25T01:05:37Z;[{'id': 5052035155, 'qualifierId': 141, 'value': '20.1'}, {'id': 5052035159, 'qualifierId': 213, 'value': '5.28'}, {'id': 5052035153, 'qualifierId': 140, 'value': '21.7'}, {'id': 5052035151, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052035157, 'qualifierId': 212, 'value': '21.5'}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;20,1;;21,5;;5,28;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;21,7;20,1;;;;;;;0;0;1;21;Austin II;81;GK;1,0
2691462307;13;1;1;1;23;6gaq85erpkvbyxvivd96wuw44;1;30,6;20,6;2024-05-25T01:05:37.282Z;2024-05-25T01:37:58Z;[{'id': 5052035355, 'qualifierId': 1}, {'id': 5052035345, 'qualifierId': 56, 'value': 'Left'}, {'id': 5052035351, 'qualifierId': 212, 'value': '52.9'}, {'id': 5052035353, 'qualifierId': 213, 'value': '1.10'}, {'id': 5052035347, 'qualifierId': 140, 'value': '53.3'}, {'id': 5052035341, 'qualifierId': 155}, {'id': 5052035343, 'qualifierId': 196}, {'id': 5052035349, 'qualifierId': 141, 'value': '90.0'}];do2o6ka25talswmmillufejqi;D. Rosales;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;90,0;;52,9;;1,1;53,3;1,0;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;53,3;90,0;;;;;;;0;0;1;23;Austin II;83;DR;1,0
2691462317;14;1;1;1;30;6gaq85erpkvbyxvivd96wuw44;1;50,4;91,8;2024-05-25T01:05:43.602Z;2024-05-30T12:26:22Z;[{'id': 5052035405, 'qualifierId': 212, 'value': '18.4'}, {'id': 5052035399, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052035407, 'qualifierId': 213, 'value': '3.12'}, {'id': 5052035403, 'qualifierId': 141, 'value': '92.4'}, {'id': 5052035401, 'qualifierId': 140, 'value': '32.9'}];3fbekr02uy605ppv5pzw9321g;C. Rosenthal;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;92,4;;18,4;;3,12;32,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;32,9;92,4;;;;;;;0;0;1;30;Austin II;90;ML;1,0
