id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_JerseyNumber;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_Captain;value_TeamKit;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Length;value_Angle;value_KickOff;value_PassEndX;value_Offensive;value_BlockedPass;value_OppositeRelatedEventId;value_Defensive;value_TakeOnOvertake;value_LongBall;value_Launch;value_HeadPass;value_LayOff;value_DeletedEventType;value_IntendedTackleTarget;value_Chipped;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_Defensive1V1;value_Direct;value_AttemptedTackle;value_Foul;value_RightFooted;value_InSwinger;value_Cross;value_FreeKickTaken;value_FlickOn;value_Assist;value_GoalmouthY;value_GkX;value_RegularPlay;value_Assisted;value_FirstTouch;value_GoalmouthZ;value_OutOfBoxCentre;value_RelatedEventId;value_GkY;value_SwerveLeft;value_High;value_IndividualPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_Head;value_NotVisible;value_TouchTypeControl;value_ShirtPull/Holding;value_Dissent;value_YellowCard;value_TakeOnSpace;value_OutOfPlay;value_OutSwinger;value_LowGkIntervention;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_IntentionalAssist;value_LeadingToGoal;value_BoxCentre;value_HighLeft;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_KeeperTouched;value_RelatedError1Id;value_LowCentre;value_Blocked;value_BlockedY;value_LeftFooted;value_BlockedX;value_DefBlock;value_TacticalFoul;value_Shove/Push;value_LeadingToAttempt;value_NotAssisted;value_SwitchOfPlay;value_Simulation;value_Left;value_CornerTaken;value_HighClaim;value_HighGkIntervention;value_Overrun;value_PullBack;value_Handball;value_Minutes;value_OverArm;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_BoxLeft;value_FromCorner;value_CloseLeft;value_Weak;value_LowLeft;value_ParriedSafe;value_Hands;value_Diving;value_Volley;value_CloseHigh;value_Right;value_Unchallenged;value_GkKickFromHands;value_IncorrectOutOfPlayDecision;value_RecklessOffence;value_ThroughBall;value_NotPastGoalLine;value_Injury;value_InjuredPlayerId;value_SetPiece;value_LowRight;value_Collected;value_MediumGkIntervention;value_Standing;value_GkHoof;value_PenaltyTakerId;value_Penalty;value_Scored;value_BigChance;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_CaptainChange;value_Strong;value_HighCentre;value_Reaching;value_MisHit;value_LastLine;value_FastBreak;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2691179463;336;1;1;34;22;29nx7yxy1rdqv2oobqn5pjf8p;1;62,3;4,1;2024-05-23T23:38:29.298Z;2024-05-23T23:38:32Z;[{'id': 5050453537, 'qualifierId': 141, 'value': '4.7'}, {'id': 5050453539, 'qualifierId': 212, 'value': '9.6'}, {'id': 5050453533, 'qualifierId': 56, 'value': 'Right'}, {'id': 5050453535, 'qualifierId': 140, 'value': '53.2'}, {'id': 5050453541, 'qualifierId': 213, 'value': '3.10'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;4,7;;9,6;3,1;;53,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;53,2;4,7;;;;;;;;0;34;22;Carolina Core;2062;DC;1,0
2691179475;337;1;1;34;26;29nx7yxy1rdqv2oobqn5pjf8p;1;48,1;12,9;2024-05-23T23:38:32.858Z;2024-05-23T23:38:35Z;[{'id': 5050453579, 'qualifierId': 212, 'value': '13.9'}, {'id': 5050453577, 'qualifierId': 141, 'value': '22.1'}, {'id': 5050453573, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050453575, 'qualifierId': 140, 'value': '36.3'}, {'id': 5050453581, 'qualifierId': 213, 'value': '2.67'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;22,1;;13,9;2,67;;36,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;36,3;22,1;;;;;;;;0;34;26;Carolina Core;2066;MC;1,0
2691179483;338;1;1;34;28;29nx7yxy1rdqv2oobqn5pjf8p;1;36,0;24,0;2024-05-23T23:38:35.337Z;2024-05-23T23:38:38Z;[{'id': 5050453655, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050453659, 'qualifierId': 141, 'value': '52.7'}, {'id': 5050453661, 'qualifierId': 212, 'value': '21.7'}, {'id': 5050453657, 'qualifierId': 140, 'value': '27.0'}, {'id': 5050453663, 'qualifierId': 213, 'value': '2.02'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;52,7;;21,7;2,02;;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;27,0;52,7;;;;;;;;0;34;28;Carolina Core;2068;DC;1,0
2691179485;339;1;1;34;31;29nx7yxy1rdqv2oobqn5pjf8p;0;28,9;53,7;2024-05-23T23:38:38.435Z;2024-05-23T23:38:43Z;[{'id': 5050453675, 'qualifierId': 141, 'value': '79.4'}, {'id': 5050453731, 'qualifierId': 1}, {'id': 5050453671, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050453679, 'qualifierId': 213, 'value': '0.31'}, {'id': 5050453677, 'qualifierId': 212, 'value': '57.4'}, {'id': 5050453669, 'qualifierId': 155}, {'id': 5050453673, 'qualifierId': 140, 'value': '81.0'}];dt797hve9mdpnuyy1z4pnpp1w;A. De Rosario;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;79,4;;57,4;0,31;;81,0;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;81,0;79,4;;;;;;;;0;34;31;Carolina Core;2071;GK;1,0
2691179499;302;61;1;34;37;2nnef9tr9g7m2s6n873qif95g;0;17,8;19,7;2024-05-23T23:38:44.742Z;2024-05-23T23:38:44Z;[{'id': 5050453733, 'qualifierId': 56, 'value': 'Back'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;cz3q3oax9gbetgzjrrqr6d3pw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;34;37;Toronto II;2077;DC;1,0
2691179501;340;3;1;34;38;29nx7yxy1rdqv2oobqn5pjf8p;0;84,1;84,5;2024-05-23T23:38:45.210Z;2024-05-28T12:02:06Z;[{'id': 5059886977, 'qualifierId': 465}, {'id': 5050453739, 'qualifierId': 211}, {'id': 5050453737, 'qualifierId': 286}, {'id': 5050453735, 'qualifierId': 56, 'value': 'Left'}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;cz3q3oax9gbetgzjrrqr6d3pw;Take On;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;34;38;Carolina Core;2078;DML;1,0
2691179505;303;49;1;34;40;2nnef9tr9g7m2s6n873qif95g;1;7,0;13,8;2024-05-23T23:38:47.367Z;2024-05-23T23:38:47Z;[];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;34;40;Toronto II;2080;DMR;1,0
2691179507;304;1;1;34;40;2nnef9tr9g7m2s6n873qif95g;0;7,5;13,2;2024-05-23T23:38:47.495Z;2024-05-23T23:38:49Z;[{'id': 5050453763, 'qualifierId': 213, 'value': '5.01'}, {'id': 5050453805, 'qualifierId': 286}, {'id': 5050453753, 'qualifierId': 157}, {'id': 5050453797, 'qualifierId': 236}, {'id': 5050453757, 'qualifierId': 140, 'value': '7.7'}, {'id': 5050453759, 'qualifierId': 141, 'value': '12.2'}, {'id': 5050453761, 'qualifierId': 212, 'value': '0.7'}, {'id': 5050453801, 'qualifierId': 233, 'value': '341'}, {'id': 5050453765, 'qualifierId': 1}, {'id': 5050453755, 'qualifierId': 56, 'value': 'Back'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;12,2;;0,7;5,01;;7,7;1,0;1,0;341,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;7,7;12,2;;;;;;;;0;34;40;Toronto II;2080;DMR;1,0
2691179509;341;74;1;34;40;29nx7yxy1rdqv2oobqn5pjf8p;1;93,8;91,8;2024-05-23T23:38:47.496Z;2024-05-23T23:38:50Z;[{'id': 5050453825, 'qualifierId': 233, 'value': '304'}, {'id': 5050453767, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050453769, 'qualifierId': 285}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;cz3q3oax9gbetgzjrrqr6d3pw;Blocked Pass;;;;;;;;;;;;;;;;;;304,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;34;40;Carolina Core;2080;DML;1,0
2691179575;305;5;1;34;42;2nnef9tr9g7m2s6n873qif95g;1;6,1;-1,5;2024-05-23T23:38:48.937Z;2024-05-24T00:01:19Z;[{'id': 5050454113, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050454325, 'qualifierId': 233, 'value': '342'}, {'id': 5050454115, 'qualifierId': 347}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;342,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;34;42;Toronto II;2082;DMR;1,0
2691179569;342;5;1;34;42;29nx7yxy1rdqv2oobqn5pjf8p;0;93,9;101,5;2024-05-23T23:38:48.937Z;2024-05-23T23:39:17Z;[{'id': 5050454081, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050454331, 'qualifierId': 233, 'value': '305'}, {'id': 5050454083, 'qualifierId': 347}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;305,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;34;42;Carolina Core;2082;DML;1,0
2691179585;306;1;1;35;1;2nnef9tr9g7m2s6n873qif95g;1;10,6;0,0;2024-05-23T23:39:08.374Z;2024-05-23T23:39:12Z;[{'id': 5050454169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050454167, 'qualifierId': 107}, {'id': 5050454173, 'qualifierId': 141, 'value': '7.7'}, {'id': 5050454171, 'qualifierId': 140, 'value': '29.3'}, {'id': 5050454177, 'qualifierId': 213, 'value': '0.30'}, {'id': 5050454175, 'qualifierId': 212, 'value': '20.5'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;7,7;;20,5;0,3;;29,3;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;29,3;7,7;;;;;;;;0;35;1;Toronto II;2101;DMR;1,0
2691179587;307;50;1;35;5;2nnef9tr9g7m2s6n873qif95g;1;34,0;4,3;2024-05-23T23:39:11.942Z;2024-05-23T23:39:14Z;[{'id': 5050454267, 'qualifierId': 233, 'value': '343'}, {'id': 5050454271, 'qualifierId': 286}, {'id': 5050454181, 'qualifierId': 56, 'value': 'Back'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;cz3q3oax9gbetgzjrrqr6d3pw;Dispossessed;;;;;;;;;;;;;;;;1,0;;343,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;35;5;Toronto II;2105;FW;1,0
2691179599;343;7;1;35;5;29nx7yxy1rdqv2oobqn5pjf8p;1;66,0;95,7;2024-05-23T23:39:11.943Z;2024-05-28T12:02:31Z;[{'id': 5050454249, 'qualifierId': 167}, {'id': 5050454263, 'qualifierId': 233, 'value': '307'}, {'id': 5050454253, 'qualifierId': 285}, {'id': 5050454251, 'qualifierId': 56, 'value': 'Left'}, {'id': 5059887501, 'qualifierId': 385}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;cz3q3oax9gbetgzjrrqr6d3pw;Tackle;;;;;;;;;;;;;;;;;;307,0;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;35;5;Carolina Core;2105;MC;1,0
2691179633;308;5;1;35;6;2nnef9tr9g7m2s6n873qif95g;1;38,0;-1,6;2024-05-23T23:39:13.078Z;2024-05-23T23:39:22Z;[{'id': 5050454435, 'qualifierId': 347}, {'id': 5050454433, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050454441, 'qualifierId': 233, 'value': '344'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;344,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;35;6;Toronto II;2106;FW;1,0
2691179603;344;5;1;35;6;29nx7yxy1rdqv2oobqn5pjf8p;0;62,0;101,6;2024-05-23T23:39:13.078Z;2024-05-24T00:01:19Z;[{'id': 5050454447, 'qualifierId': 233, 'value': '308'}, {'id': 5050454259, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050454261, 'qualifierId': 347}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;308,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;35;6;Carolina Core;2106;MC;1,0
2691179641;309;1;1;35;14;2nnef9tr9g7m2s6n873qif95g;1;39,9;0,0;2024-05-23T23:39:21.590Z;2024-05-23T23:39:24Z;[{'id': 5050454471, 'qualifierId': 212, 'value': '19.5'}, {'id': 5050454463, 'qualifierId': 107}, {'id': 5050454467, 'qualifierId': 140, 'value': '25.3'}, {'id': 5050454469, 'qualifierId': 141, 'value': '15.8'}, {'id': 5050454473, 'qualifierId': 213, 'value': '2.47'}, {'id': 5050454465, 'qualifierId': 56, 'value': 'Back'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;15,8;;19,5;2,47;;25,3;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;25,3;15,8;;;;;;;;0;35;14;Toronto II;2114;DMR;1,0
2691179653;310;1;1;35;17;2nnef9tr9g7m2s6n873qif95g;1;25,3;15,8;2024-05-23T23:39:24.134Z;2024-05-23T23:39:26Z;[{'id': 5050454545, 'qualifierId': 140, 'value': '21.7'}, {'id': 5050454547, 'qualifierId': 141, 'value': '34.7'}, {'id': 5050454549, 'qualifierId': 212, 'value': '13.4'}, {'id': 5050454551, 'qualifierId': 213, 'value': '1.86'}, {'id': 5050454543, 'qualifierId': 56, 'value': 'Back'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;34,7;;13,4;1,86;;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;21,7;34,7;;;;;;;;0;35;17;Toronto II;2117;DC;1,0
2691179667;311;1;1;35;19;2nnef9tr9g7m2s6n873qif95g;1;23,3;39,4;2024-05-23T23:39:26.134Z;2024-05-23T23:39:28Z;[{'id': 5050454611, 'qualifierId': 140, 'value': '28.7'}, {'id': 5050454617, 'qualifierId': 213, 'value': '1.37'}, {'id': 5050454613, 'qualifierId': 141, 'value': '81.0'}, {'id': 5050454609, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050454615, 'qualifierId': 212, 'value': '28.9'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;81,0;;28,9;1,37;;28,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;28,7;81,0;;;;;;;;0;35;19;Toronto II;2119;DC;1,0
2691179679;312;1;1;35;21;2nnef9tr9g7m2s6n873qif95g;0;31,5;90,8;2024-05-23T23:39:28.647Z;2024-05-23T23:39:30Z;[{'id': 5050454683, 'qualifierId': 212, 'value': '36.5'}, {'id': 5050454687, 'qualifierId': 1}, {'id': 5050454681, 'qualifierId': 141, 'value': '100.0'}, {'id': 5050454675, 'qualifierId': 155}, {'id': 5050454677, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050454679, 'qualifierId': 140, 'value': '65.6'}, {'id': 5050454685, 'qualifierId': 213, 'value': '0.20'}];w92nbx3n5ztvgmf89sdp95re;A. Aguas;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;100,0;;36,5;0,2;;65,6;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;65,6;100,0;;;;;;;;0;35;21;Toronto II;2121;DC;1,0
2691179681;313;5;1;35;23;2nnef9tr9g7m2s6n873qif95g;0;72,6;101,4;2024-05-23T23:39:30.574Z;2024-05-23T23:39:48Z;[{'id': 5050454695, 'qualifierId': 347}, {'id': 5050454881, 'qualifierId': 233, 'value': '345'}, {'id': 5050454693, 'qualifierId': 56, 'value': 'Left'}];w92nbx3n5ztvgmf89sdp95re;A. Aguas;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;345,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;35;23;Toronto II;2123;DC;1,0
2691179721;345;5;1;35;23;29nx7yxy1rdqv2oobqn5pjf8p;1;27,4;-1,4;2024-05-23T23:39:30.574Z;2024-05-24T00:01:19Z;[{'id': 5050454867, 'qualifierId': 347}, {'id': 5050454873, 'qualifierId': 233, 'value': '313'}, {'id': 5050454865, 'qualifierId': 56, 'value': 'Back'}];7z57s6veqr3k87quyd6i7fgx6;M. Fisher;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;313,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;35;23;Carolina Core;2123;DMR;1,0
2691179735;346;1;1;35;40;29nx7yxy1rdqv2oobqn5pjf8p;1;35,4;0,0;2024-05-23T23:39:47.738Z;2024-05-23T23:39:51Z;[{'id': 5050454933, 'qualifierId': 107}, {'id': 5050454937, 'qualifierId': 140, 'value': '46.1'}, {'id': 5050454939, 'qualifierId': 141, 'value': '1.4'}, {'id': 5050454941, 'qualifierId': 212, 'value': '11.5'}, {'id': 5050454935, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050454943, 'qualifierId': 213, 'value': '0.20'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;1,4;;11,5;0,2;;46,1;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;46,1;1,4;;;;;;;;0;35;40;Carolina Core;2140;DC;1,0
2691179737;347;1;1;35;44;29nx7yxy1rdqv2oobqn5pjf8p;1;42,9;5,4;2024-05-23T23:39:51.474Z;2024-05-23T23:40:17Z;[{'id': 5050454955, 'qualifierId': 213, 'value': '4.84'}, {'id': 5050454951, 'qualifierId': 141, 'value': '1.7'}, {'id': 5050454953, 'qualifierId': 212, 'value': '2.5'}, {'id': 5050454947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050454949, 'qualifierId': 140, 'value': '43.2'}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;1,7;;2,5;4,84;;43,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;43,2;1,7;;;;;;;;0;35;44;Carolina Core;2144;FWR;1,0
2691179739;348;43;1;35;45;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-05-23T23:39:52.372Z;2024-05-23T23:40:19Z;[{'id': 5050454959, 'qualifierId': 347, 'value': '0'}, {'id': 5050454957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050455505, 'qualifierId': 144, 'value': '5'}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;cz3q3oax9gbetgzjrrqr6d3pw;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;5,0;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;35;45;Carolina Core;2145;FWR;1,0
