id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_Resume;value_Captain;value_Involved;value_DirectionOfPlay;value_Angle;value_PassEndX;value_Zone;value_PassEndY;value_Length;value_KickOff;value_TouchTypePass;value_LongBall;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_TouchTypeClearance;value_Chipped;value_HeadPass;value_Launch;value_Assist;value_GoalmouthZ;value_IndividualPlay;value_OutOfBoxCentre;value_GkY;value_RegularPlay;value_FirstTouch;value_GkX;value_RightFooted;value_Assisted;value_RelatedEventId;value_GoalmouthY;value_High;value_Foul;value_AttemptedTackle;value_Offensive;value_Direct;value_Defensive;value_FreeKickTaken;value_NotVisible;value_OutSwinger;value_Cross;value_NextEventGoalKick;value_GoalKick;value_IntendedTackleTarget;value_LeftFooted;value_Left;value_DeletedEventType;value_IntentionalAssist;value_CornerTaken;value_InSwinger;value_FromCorner;value_Head;value_BoxCentre;value_Low;value_BlockedPass;value_FlickOn;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_TakeOnSpace;value_TouchTypeControl;value_BlockedCross;value_LowGkIntervention;value_OverArm;value_KeeperThrow;value_BlockedX;value_Blocked;value_BlockedY;value_LowLeft;value_DefBlock;value_Right;value_RecklessOffence;value_YellowCard;value_Overrun;value_TakeOnOvertake;value_NotPastGoalLine;value_OutOnSideline;value_NotAssisted;value_ShirtPull/Holding;value_LowCentre;value_SmallBoxRight;value_Stooping;value_Collected;value_Hands;value_Weak;value_Volley;value_MisHit;value_BoxLeft;value_CloseLeft;value_HighRight;value_AerialFoul;value_GkKickFromHands;value_Minutes;value_EndType;value_HighCentre;value_HighGkIntervention;value_Standing;value_SixYardBlocked;value_SmallBoxCentre;value_BoxDeepRight;value_LowRight;value_BigChance;value_Diving;value_ParriedSafe;value_OverhitCross;value_PullBack;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Handball;value_HighClaim;value_Defensive1V1;value_TacticalFoul;value_LastLine;value_PersistentInfringement;value_SavedOffLine;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_TimeWasting;value_GkHoof;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_Scored;value_Shove/Push;value_MediumGkIntervention;value_SwerveLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2683461705;5;1;1;0;8;1zgjjyruyufrkh4xjvryqsb1i;1;48,4;90,2;2024-05-05T19:03:54.207Z;2024-05-05T19:03:56Z;[{'id': 5008453463, 'qualifierId': 141, 'value': '95.1'}, {'id': 5008453465, 'qualifierId': 212, 'value': '20.8'}, {'id': 5008453461, 'qualifierId': 140, 'value': '68.0'}, {'id': 5008453459, 'qualifierId': 56, 'value': 'Left'}, {'id': 5008453467, 'qualifierId': 213, 'value': '0.16'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;0,16;68,0;;95,1;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;68,0;95,1;;;;;;;;0;0;8;Huntsville City;8;;1,0
2683461711;6;1;1;0;10;1zgjjyruyufrkh4xjvryqsb1i;0;73,9;96,0;2024-05-05T19:03:56.847Z;2024-05-05T19:03:57Z;[{'id': 5008453477, 'qualifierId': 141, 'value': '79.7'}, {'id': 5008453479, 'qualifierId': 212, 'value': '12.0'}, {'id': 5008453481, 'qualifierId': 213, 'value': '5.10'}, {'id': 5008453475, 'qualifierId': 140, 'value': '78.2'}, {'id': 5008453473, 'qualifierId': 56, 'value': 'Left'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;5,1;78,2;;79,7;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;78,2;79,7;;;;;;;;0;0;10;Huntsville City;10;;1,0
2683461741;5;8;1;0;12;4gymgvqmve0m2vh89v84tt3x0;1;31,4;19,1;2024-05-05T19:03:58.996Z;2024-05-12T07:50:12Z;[{'id': 5008453615, 'qualifierId': 56, 'value': 'Back'}, {'id': 5023307705, 'qualifierId': 384}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;;cmzazv6jju4iu05rfh8wz95as;Interception;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;12;Philadelphia Union II;12;DR;1,0
2683461789;6;61;1;0;16;4gymgvqmve0m2vh89v84tt3x0;0;35,4;4,7;2024-05-05T19:04:02.853Z;2024-05-05T21:04:38Z;[{'id': 5008453903, 'qualifierId': 56, 'value': 'Back'}];6prn3rxp49rsfl8mxq2tqzf9w;A. Sipic;;;cmzazv6jju4iu05rfh8wz95as;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;16;Philadelphia Union II;16;FW;1,0
2683461819;7;49;1;0;19;1zgjjyruyufrkh4xjvryqsb1i;1;60,2;94,7;2024-05-05T19:04:05.519Z;2024-05-05T19:04:05Z;[];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;cmzazv6jju4iu05rfh8wz95as;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;19;Huntsville City;19;;1,0
2683461827;8;1;1;0;19;1zgjjyruyufrkh4xjvryqsb1i;1;60,2;94,7;2024-05-05T19:04:05.646Z;2024-05-05T19:04:06Z;[{'id': 5008454117, 'qualifierId': 141, 'value': '72.4'}, {'id': 5008454119, 'qualifierId': 212, 'value': '20.8'}, {'id': 5008454113, 'qualifierId': 56, 'value': 'Back'}, {'id': 5008454121, 'qualifierId': 213, 'value': '3.96'}, {'id': 5008454115, 'qualifierId': 140, 'value': '46.6'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;3,96;46,6;;72,4;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;46,6;72,4;;;;;;;;0;0;19;Huntsville City;19;;1,0
2683461851;9;1;1;0;20;1zgjjyruyufrkh4xjvryqsb1i;0;48,2;72,7;2024-05-05T19:04:06.351Z;2024-05-05T19:04:07Z;[{'id': 5008454255, 'qualifierId': 141, 'value': '94.8'}, {'id': 5008454251, 'qualifierId': 56, 'value': 'Left'}, {'id': 5008454253, 'qualifierId': 140, 'value': '77.7'}, {'id': 5008454259, 'qualifierId': 213, 'value': '0.45'}, {'id': 5008454261, 'qualifierId': 1}, {'id': 5008454257, 'qualifierId': 212, 'value': '34.4'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;0,45;77,7;;94,8;34,4;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;77,7;94,8;;;;;;;;0;0;20;Huntsville City;20;;1,0
2683461911;7;12;1;0;21;4gymgvqmve0m2vh89v84tt3x0;1;31,9;8,6;2024-05-05T19:04:07.276Z;2024-05-05T21:04:46Z;[{'id': 5008454633, 'qualifierId': 167}, {'id': 5008454587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5008454593, 'qualifierId': 212, 'value': '9.4'}, {'id': 5008454589, 'qualifierId': 140, 'value': '38.3'}, {'id': 5008454591, 'qualifierId': 141, 'value': '0.0'}, {'id': 5008454595, 'qualifierId': 213, 'value': '5.51'}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;;cmzazv6jju4iu05rfh8wz95as;Clearance;;;;;;;;;;5,51;38,3;;0,0;9,4;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;38,3;0,0;;;;;;;;0;0;21;Philadelphia Union II;21;DR;1,0
2683461919;8;5;1;0;22;4gymgvqmve0m2vh89v84tt3x0;0;36,1;-0,8;2024-05-05T19:04:08.559Z;2024-05-05T19:27:49Z;[{'id': 5008454625, 'qualifierId': 347}, {'id': 5008454623, 'qualifierId': 56, 'value': 'Back'}, {'id': 5008454677, 'qualifierId': 233, 'value': '10'}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;;cmzazv6jju4iu05rfh8wz95as;Out;;;;;;;;;;;;;;;;;;;1,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;22;Philadelphia Union II;22;DR;1,0
2683461895;10;5;1;0;22;1zgjjyruyufrkh4xjvryqsb1i;1;63,9;100,8;2024-05-05T19:04:08.559Z;2024-05-05T19:04:12Z;[{'id': 5008454649, 'qualifierId': 233, 'value': '8'}, {'id': 5008454495, 'qualifierId': 56, 'value': 'Left'}, {'id': 5008454497, 'qualifierId': 347}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;cmzazv6jju4iu05rfh8wz95as;Out;;;;;;;;;;;;;;;;;;;1,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;22;Huntsville City;22;;1,0
