id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_Resume;value_PlayerPosition;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Angle;value_PassEndY;value_KickOff;value_Length;value_Zone;value_PassEndX;value_DeletedEventType;value_VideoCoverageLost;value_IntendedTackleTarget;value_TouchTypeControl;value_Chipped;value_LongBall;value_MediumGkIntervention;value_Launch;value_GkHoof;value_HeadPass;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_TouchTypePass;value_TakeOnOvertake;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_NextEventGoalKick;value_High;value_GoalKick;value_FlickOn;value_SwitchOfPlay;value_TouchTypeClearance;value_Low;value_OutOfPlay;value_BlockedPass;value_IncorrectOutOfPlayDecision;value_IntentionalAssist;value_LeftFooted;value_Cross;value_RegularPlay;value_OutSwinger;value_Assist;value_RelatedEventId;value_GkX;value_GoalmouthY;value_GkYTimeOfGoal;value_GkY;value_GoalShotTimestamp;value_LowRight;value_GkXTimeOfGoal;value_GoalmouthZ;value_Assisted;value_BoxCentre;value_GoalShotGameClock;value_FirstTouch;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_RightFooted;value_NotPastGoalLine;value_BlockedY;value_Left;value_SetPiece;value_Head;value_BlockedX;value_KeeperThrow;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_LowCentre;value_Blocked;value_IndividualPlay;value_FastBreak;value_OutOfBoxCentre;value_DefBlock;value_AttemptedTackle;value_LayOff;value_Overrun;value_BigChance;value_HighRight;value_BoxLeft;value_SwerveLeft;value_HighGkIntervention;value_GkKickFromHands;value_BlockedCross;value_Stooping;value_LowGkIntervention;value_Collected;value_Hands;value_CornerTaken;value_InSwinger;value_Unchallenged;value_Injury;value_InjuredPlayerId;value_Right;value_FromCorner;value_BoxDeepLeft;value_NotAssisted;value_TacticalFoul;value_YellowCard;value_Minutes;value_CloseRight;value_RecklessOffence;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_HighCentre;value_Standing;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_OwnGoal;value_Defensive1V1;value_PersistentInfringement;value_ShirtPull/Holding;value_LowLeft;value_Diving;value_OverArm;value_SoloRun;value_RedCard;value_ViolentConduct;value_HighClaim;value_ThroughBall;value_CaptainChange;value_1On1;value_HighLeft;value_Handball;value_OverhitCross;value_BoxRight;value_Argument;value_Volley;value_ParriedDanger;value_SmallBoxCentre;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2706886815;758;1;1;0;11;2nnef9tr9g7m2s6n873qif95g;1;26,3;40,6;2024-08-07T23:04:57.983Z;2024-08-09T15:57:46Z;[{'id': 5137189369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5137189371, 'qualifierId': 140, 'value': '28.5'}, {'id': 5137189375, 'qualifierId': 212, 'value': '23.6'}, {'id': 5137189373, 'qualifierId': 141, 'value': '75.2'}, {'id': 5137189377, 'qualifierId': 213, 'value': '1.47'}];w92nbx3n5ztvgmf89sdp95re;A. Aguas;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;1,47;75,2;;23,6;;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;28,5;75,2;;;;;;;0;0;0;11;Inter Miami II;11;DC;1,0
2706886829;759;1;1;0;14;2nnef9tr9g7m2s6n873qif95g;1;23,3;77,8;2024-08-07T23:05:00.180Z;2024-08-09T15:57:53Z;[{'id': 5137189429, 'qualifierId': 141, 'value': '87.9'}, {'id': 5137189427, 'qualifierId': 140, 'value': '37.6'}, {'id': 5137189425, 'qualifierId': 56, 'value': 'Back'}, {'id': 5137189433, 'qualifierId': 213, 'value': '0.43'}, {'id': 5137189431, 'qualifierId': 212, 'value': '16.5'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;0,43;87,9;;16,5;;37,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;37,6;87,9;;;;;;;0;0;0;14;Inter Miami II;14;DC;1,0
2706886869;760;1;1;0;16;2nnef9tr9g7m2s6n873qif95g;0;31,1;85,9;2024-08-07T23:05:02.570Z;2024-08-09T15:58:19Z;[{'id': 5137189659, 'qualifierId': 56, 'value': 'Back'}, {'id': 5137189667, 'qualifierId': 213, 'value': '6.13'}, {'id': 5137189665, 'qualifierId': 212, 'value': '17.3'}, {'id': 5137189663, 'qualifierId': 141, 'value': '82.1'}, {'id': 5137189661, 'qualifierId': 140, 'value': '47.4'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;6,13;82,1;;17,3;;47,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;47,4;82,1;;;;;;;0;0;0;16;Inter Miami II;16;DMC;1,0
2706705079;5;43;1;0;16;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-08-07T23:05:27.394Z;2024-08-07T23:09:19Z;[{'id': 5136159847, 'qualifierId': 344, 'value': '0'}, {'id': 5136164323, 'qualifierId': 144, 'value': '79'}];;;;;ejb33dmrdlmmz7bq7317kjitw;Deleted event;;;;;;;;;;;;;;;;79,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;16;Carolina Core;16;;
2706705075;4;43;1;0;16;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-08-07T23:05:27.519Z;2024-08-07T23:06:22Z;[{'id': 5136159881, 'qualifierId': 399, 'value': '9i2pmc50q29y560ojvik3sdg4'}, {'id': 5136160427, 'qualifierId': 144, 'value': '83'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;ejb33dmrdlmmz7bq7317kjitw;Deleted event;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;16;Carolina Core;16;FW;1,0
2706886871;841;8;1;0;18;c7c4wwva2u1vb3rr7rwava044;1;57,6;18,2;2024-08-07T23:05:04.702Z;2024-08-09T15:58:21Z;[{'id': 5137189685, 'qualifierId': 383}, {'id': 5137189671, 'qualifierId': 56, 'value': 'Right'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;ejb33dmrdlmmz7bq7317kjitw;Interception;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;18;Carolina Core;18;MC;1,0
2706886887;761;61;1;0;19;2nnef9tr9g7m2s6n873qif95g;1;42,4;81,8;2024-08-07T23:05:05.408Z;2024-08-09T15:58:26Z;[{'id': 5137189753, 'qualifierId': 56, 'value': 'Back'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;ejb33dmrdlmmz7bq7317kjitw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;19;Inter Miami II;19;FW;1,0
2706705081;3;43;1;0;22;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-07T23:05:34.216Z;2024-08-07T23:09:18Z;[{'id': 5136164261, 'qualifierId': 144, 'value': '49'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;ejb33dmrdlmmz7bq7317kjitw;Deleted event;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;22;Inter Miami II;22;GK;1,0
2706705087;4;43;1;0;23;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-07T23:05:34.568Z;2024-08-07T23:09:17Z;[{'id': 5136159905, 'qualifierId': 141, 'value': '33.2'}, {'id': 5136159903, 'qualifierId': 140, 'value': '27.2'}, {'id': 5136159901, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136159907, 'qualifierId': 212, 'value': '16.9'}, {'id': 5136159909, 'qualifierId': 213, 'value': '4.96'}, {'id': 5136164211, 'qualifierId': 144, 'value': '1'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;ejb33dmrdlmmz7bq7317kjitw;Deleted event;;;;;;;;;;4,96;33,2;;16,9;;27,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;27,2;33,2;;;;;;;0;0;0;23;Inter Miami II;23;GK;1,0
2706886937;842;83;1;0;26;c7c4wwva2u1vb3rr7rwava044;1;31,7;6,1;2024-08-07T23:05:12.427Z;2024-08-09T15:59:00Z;[{'id': 5137190035, 'qualifierId': 399, 'value': 'clvcgt5ofonse0q96sppu7hg4'}];1yl2e0y3cglm1nwto5uzs3e5m;L. Sunderland;;;ejb33dmrdlmmz7bq7317kjitw;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;26;Carolina Core;26;AMC;1,0
