id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Involved;value_Captain;value_Resume;value_TeamFormation;value_PlayerPosition;value_DirectionOfPlay;value_PassEndY;value_Angle;value_Zone;value_Length;value_PassEndX;value_KickOff;value_LongBall;value_Chipped;value_Launch;value_Offensive;value_BlockedPass;value_OppositeRelatedEventId;value_Defensive;value_IntendedTackleTarget;value_DeletedEventType;value_TouchTypeControl;value_MediumGkIntervention;value_KeeperThrow;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_SwitchOfPlay;value_TakeOnOvertake;value_TouchTypeClearance;value_LayOff;value_LeftFooted;value_OutSwinger;value_Cross;value_Head;value_RightFooted;value_OverhitCross;value_TakeOnSpace;value_TouchTypePass;value_Foul;value_ShirtPull/Holding;value_Direct;value_FreeKickTaken;value_BlockedCross;value_HeadPass;value_NextEventGoalKick;value_GoalKick;value_Low;value_NotVisible;value_Left;value_Right;value_CornerTaken;value_IntentionalAssist;value_Assist;value_GkY;value_RegularPlay;value_Assisted;value_GoalmouthZ;value_RelatedEventId;value_GkX;value_GoalmouthY;value_BoxRight;value_BigChance;value_CloseLeft;value_PullBack;value_BlockedY;value_LowRight;value_BoxLeft;value_FirstTouch;value_BlockedX;value_ParriedSafe;value_Hands;value_Diving;value_LowGkIntervention;value_InSwinger;value_FlickOn;value_Volley;value_BoxCentre;value_HighRight;value_Shove/Push;value_High;value_Handball;value_HighGkIntervention;value_AttemptedTackle;value_RecklessOffence;value_YellowCard;value_Defensive1V1;value_CloseRight;value_Minutes;value_EndType;value_35Centre;value_IndividualPlay;value_TacticalFoul;value_LowCentre;value_Collected;value_Standing;value_OverArm;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_Overrun;value_NotAssisted;value_PlayersCaughtOffside;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Indirect;value_Injury;value_InjuredPlayerId;value_LeadingToGoal;value_SmallBoxCentre;value_GkXTimeOfGoal;value_Viral;value_GoalShotTimestamp;value_OwnGoal;value_GkYTimeOfGoal;value_RelatedError1Id;value_HighCentre;value_GoalShotGameClock;value_Penalty;value_PenaltyTakerId;value_Saved;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_ParriedDanger;value_SecondYellow;value_HighLeft;value_1On1;value_LowLeft;value_HighClaim;value_Dissent;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2680390147;3;49;1;0;24;cbip96wzs3jc2xadoluhhxotl;1;15,0;15,1;2024-04-29T02:04:47.999Z;2024-05-06T15:34:42Z;[];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;cj776sslbzges250pw7vg4sno;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;24;Vancouver Whitecaps II;24;DL;1,0
2680390177;4;1;1;0;27;cbip96wzs3jc2xadoluhhxotl;1;2,7;6,6;2024-04-29T02:04:51.327Z;2024-05-06T15:35:08Z;[{'id': 4991784653, 'qualifierId': 141, 'value': '6.6'}, {'id': 4991784649, 'qualifierId': 56, 'value': 'Back'}, {'id': 4991784657, 'qualifierId': 213, 'value': '0.00'}, {'id': 4991784647, 'qualifierId': 157}, {'id': 4991784655, 'qualifierId': 212, 'value': '22.9'}, {'id': 4991784651, 'qualifierId': 140, 'value': '24.5'}, {'id': 4991784659, 'qualifierId': 1}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;6,6;0,0;;22,9;24,5;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;24,5;6,6;;;;;;;;0;0;27;Vancouver Whitecaps II;27;DL;1,0
2680390185;5;1;1;0;30;cbip96wzs3jc2xadoluhhxotl;1;28,9;9,6;2024-04-29T02:04:53.926Z;2024-05-06T15:35:21Z;[{'id': 4991784703, 'qualifierId': 141, 'value': '20.5'}, {'id': 4991784707, 'qualifierId': 213, 'value': '2.10'}, {'id': 4991784699, 'qualifierId': 56, 'value': 'Back'}, {'id': 4991784705, 'qualifierId': 212, 'value': '8.6'}, {'id': 4991784701, 'qualifierId': 140, 'value': '24.8'}];tw82u87mw6kggtjblt1hhdzo;A. Hezarkhani;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;20,5;2,1;;8,6;24,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;24,8;20,5;;;;;;;;0;0;30;Vancouver Whitecaps II;30;FW;1,0
2680390203;6;1;1;0;33;cbip96wzs3jc2xadoluhhxotl;1;27,1;33,5;2024-04-29T02:04:56.934Z;2024-05-06T15:35:23Z;[{'id': 4991784775, 'qualifierId': 141, 'value': '48.5'}, {'id': 4991784779, 'qualifierId': 213, 'value': '1.15'}, {'id': 4991784771, 'qualifierId': 56, 'value': 'Back'}, {'id': 4991784777, 'qualifierId': 212, 'value': '11.2'}, {'id': 4991784773, 'qualifierId': 140, 'value': '31.5'}];8rq61cgteiomxej2p0nxaw6c4;L. Moisa;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;48,5;1,15;;11,2;31,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;31,5;48,5;;;;;;;;0;0;33;Vancouver Whitecaps II;33;MC;1,0
2680390207;7;1;1;0;36;cbip96wzs3jc2xadoluhhxotl;0;40,7;44,2;2024-04-29T02:05:00.582Z;2024-05-06T15:41:06Z;[{'id': 4991784793, 'qualifierId': 212, 'value': '1.2'}, {'id': 5010382921, 'qualifierId': 286}, {'id': 5010382919, 'qualifierId': 236}, {'id': 4991784789, 'qualifierId': 140, 'value': '41.6'}, {'id': 5010383015, 'qualifierId': 233, 'value': '794'}, {'id': 4991784795, 'qualifierId': 213, 'value': '5.66'}, {'id': 4991784791, 'qualifierId': 141, 'value': '43.2'}, {'id': 4991784787, 'qualifierId': 56, 'value': 'Back'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;43,2;5,66;;1,2;41,6;;;;;1,0;1,0;794,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;41,6;43,2;;;;;;;;0;0;36;Vancouver Whitecaps II;36;ML;1,0
2683819323;794;74;1;0;36;eo64tqkioegeb09iice2hf8bt;1;55,2;57,9;2024-04-29T02:05:00.583Z;2024-05-06T15:41:07Z;[{'id': 5010377531, 'qualifierId': 56, 'value': 'Center'}, {'id': 5010383019, 'qualifierId': 233, 'value': '7'}, {'id': 5010377533, 'qualifierId': 285}];5n7a8mn92t3qajms7udeolmok;M. Morgan;;cj776sslbzges250pw7vg4sno;Blocked Pass;;;;;;;;;;;;;;;;;;;;;7,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;36;Real Monarchs;36;FWL;1,0
2680390205;9;43;1;0;38;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-04-29T02:05:01.762Z;2024-05-06T15:36:03Z;[{'id': 4991823799, 'qualifierId': 399, 'value': '17x0wwjg47boyx7jua6vqf0gk'}, {'id': 5010377379, 'qualifierId': 144, 'value': '83'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;cj776sslbzges250pw7vg4sno;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;38;Real Monarchs;38;MC;1,0
2680390211;8;61;1;0;38;cbip96wzs3jc2xadoluhhxotl;1;37,2;43,5;2024-04-29T02:05:02.462Z;2024-05-06T15:36:16Z;[{'id': 4991784813, 'qualifierId': 56, 'value': 'Back'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;cj776sslbzges250pw7vg4sno;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;38;Vancouver Whitecaps II;38;ML;1,0
2680390219;10;50;1;0;40;eo64tqkioegeb09iice2hf8bt;1;48,0;64,3;2024-04-29T02:05:04.444Z;2024-04-29T02:05:15Z;[{'id': 4991784851, 'qualifierId': 286}, {'id': 4991785013, 'qualifierId': 233, 'value': '9'}, {'id': 4991784849, 'qualifierId': 56, 'value': 'Back'}];8hf35b309tq3wuc59xgshmbro;M. Simmons;;cj776sslbzges250pw7vg4sno;Dispossessed;;;;;;;;;;;;;;;;;;;1,0;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;40;Real Monarchs;40;MC;1,0
2680390243;9;7;1;0;40;cbip96wzs3jc2xadoluhhxotl;1;52,0;35,7;2024-04-29T02:05:04.445Z;2024-05-06T15:36:42Z;[{'id': 5010378275, 'qualifierId': 383}, {'id': 4991785001, 'qualifierId': 233, 'value': '10'}, {'id': 4991784977, 'qualifierId': 56, 'value': 'Center'}, {'id': 4991784979, 'qualifierId': 285}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;cj776sslbzges250pw7vg4sno;Tackle;;;;;;;;;;;;;;;;;;;;;10,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;40;Vancouver Whitecaps II;40;ML;1,0
