id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Resume;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_JerseyNumber;value_Captain;value_Involved;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Length;value_Tap;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_HeadPass;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_BlockedPass;value_Offensive;value_Defensive;value_TakeOnSpace;value_Chipped;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_ThroughBall;value_FlickOn;value_AerialFoul;value_DeletedEventType;value_IntentionalAssist;value_Assist;value_BoxLeft;value_GkY;value_Blocked;value_GoalmouthY;value_LowLeft;value_FirstTouch;value_BlockedX;value_BlockedY;value_Assisted;value_GoalmouthZ;value_RightFooted;value_RelatedEventId;value_RegularPlay;value_GkX;value_DefBlock;value_TempBlocked;value_BoxCentre;value_FollowsShotRebound;value_PlayersCaughtOffside;value_NotVisible;value_TouchTypeControl;value_ShirtPull/Holding;value_Weak;value_OutOfBoxCentre;value_Head;value_LowRight;value_Hands;value_LowGkIntervention;value_Collected;value_Standing;value_KeeperThrow;value_Left;value_BigChance;value_MediumGkIntervention;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_TakeOnOvertake;value_KeeperTouched;value_GkYTimeOfGoal;value_NotAssisted;value_GoalShotGameClock;value_GoalShotTimestamp;value_Deflection;value_GkXTimeOfGoal;value_HighCentre;value_InSwinger;value_Right;value_SetPiece;value_Shove/Push;value_PullBack;value_MisHit;value_LeftFooted;value_IndividualPlay;value_Stooping;value_OutOfPlay;value_OverArm;value_OverhitCross;value_Overrun;value_CornerTaken;value_Indirect;value_LowCentre;value_Diving;value_Minutes;value_HighRight;value_BoxRight;value_HighGkIntervention;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_HighClaim;value_FromCorner;value_HighLeft;value_FastBreak;value_RecklessOffence;value_YellowCard;value_ParriedDanger;value_CloseRight;value_High;value_TimeWasting;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_Volley;value_TacticalFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728494645;3;1;1;0;18;6gaq85erpkvbyxvivd96wuw44;1;32,8;24,4;2024-09-29T22:04:19.140Z;2024-09-29T22:04:22Z;[{'id': 5255737007, 'qualifierId': 212, 'value': '9.7'}, {'id': 5255737003, 'qualifierId': 140, 'value': '37.0'}, {'id': 5255737005, 'qualifierId': 141, 'value': '11.7'}, {'id': 5255737001, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255736999, 'qualifierId': 3}, {'id': 5255737009, 'qualifierId': 213, 'value': '5.18'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;37,0;9,7;;;5,18;11,7;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;37,0;11,7;;;;;;;0;0;0;18;The Town;18;;1,0
2728494649;4;49;1;0;21;6gaq85erpkvbyxvivd96wuw44;1;45,6;5,9;2024-09-29T22:04:22.787Z;2024-09-29T22:04:23Z;[];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;hvf6ig5ftcv9iiss2lsf3mz8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;21;The Town;21;;1,0
2728494701;5;1;1;0;23;6gaq85erpkvbyxvivd96wuw44;1;66,6;8,9;2024-09-29T22:04:25.075Z;2024-09-29T22:04:28Z;[{'id': 5255737299, 'qualifierId': 213, 'value': '1.44'}, {'id': 5255737291, 'qualifierId': 140, 'value': '67.5'}, {'id': 5255737287, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255737293, 'qualifierId': 141, 'value': '19.4'}, {'id': 5255737297, 'qualifierId': 212, 'value': '7.2'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;67,5;7,2;;;1,44;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;67,5;19,4;;;;;;;0;0;0;23;The Town;23;;1,0
2728494715;6;1;1;0;26;6gaq85erpkvbyxvivd96wuw44;1;64,0;17,3;2024-09-29T22:04:28.067Z;2024-09-29T22:04:29Z;[{'id': 5255737373, 'qualifierId': 140, 'value': '68.9'}, {'id': 5255737377, 'qualifierId': 212, 'value': '10.1'}, {'id': 5255737371, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255737375, 'qualifierId': 141, 'value': '4.6'}, {'id': 5255737379, 'qualifierId': 213, 'value': '5.25'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;68,9;10,1;;;5,25;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;68,9;4,6;;;;;;;0;0;0;26;The Town;26;;1,0
2728494735;7;1;1;0;27;6gaq85erpkvbyxvivd96wuw44;1;68,9;4,6;2024-09-29T22:04:29.059Z;2024-09-29T22:04:32Z;[{'id': 5255737469, 'qualifierId': 141, 'value': '12.8'}, {'id': 5255737465, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255737473, 'qualifierId': 213, 'value': '2.94'}, {'id': 5255737467, 'qualifierId': 140, 'value': '43.1'}, {'id': 5255737471, 'qualifierId': 212, 'value': '27.7'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;43,1;27,7;;;2,94;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;43,1;12,8;;;;;;;0;0;0;27;The Town;27;;1,0
2728494767;8;1;1;0;30;6gaq85erpkvbyxvivd96wuw44;1;43,1;12,8;2024-09-29T22:04:32.035Z;2024-09-29T22:04:34Z;[{'id': 5255737627, 'qualifierId': 213, 'value': '2.12'}, {'id': 5255737623, 'qualifierId': 141, 'value': '41.6'}, {'id': 5255737625, 'qualifierId': 212, 'value': '23.0'}, {'id': 5255737621, 'qualifierId': 140, 'value': '31.7'}, {'id': 5255737619, 'qualifierId': 56, 'value': 'Back'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;31,7;23,0;;;2,12;41,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;31,7;41,6;;;;;;;0;0;0;30;The Town;30;;1,0
2728494789;9;1;1;0;33;6gaq85erpkvbyxvivd96wuw44;1;31,4;44,5;2024-09-29T22:04:34.291Z;2024-09-29T22:04:36Z;[{'id': 5255737777, 'qualifierId': 213, 'value': '1.41'}, {'id': 5255737773, 'qualifierId': 141, 'value': '75.6'}, {'id': 5255737769, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255737775, 'qualifierId': 212, 'value': '21.4'}, {'id': 5255737771, 'qualifierId': 140, 'value': '34.6'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;34,6;21,4;;;1,41;75,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;34,6;75,6;;;;;;;0;0;0;33;The Town;33;;1,0
2728494831;10;1;1;0;35;6gaq85erpkvbyxvivd96wuw44;1;40,8;78,5;2024-09-29T22:04:36.835Z;2024-09-29T22:09:01Z;[{'id': 5255738027, 'qualifierId': 212, 'value': '19.0'}, {'id': 5255738017, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255738025, 'qualifierId': 141, 'value': '91.9'}, {'id': 5255738021, 'qualifierId': 140, 'value': '56.7'}, {'id': 5255738029, 'qualifierId': 213, 'value': '0.50'}];e2912gyiutvn3aky0z9ijz384;A. Sanders;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;56,7;19,0;;;0,5;91,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;56,7;91,9;;;;;;;0;0;0;35;The Town;35;;1,0
2728494833;11;61;1;0;39;6gaq85erpkvbyxvivd96wuw44;0;58,4;90,6;2024-09-29T22:04:40.915Z;2024-09-29T22:55:45Z;[{'id': 5255738033, 'qualifierId': 56, 'value': 'Left'}];3fbekr02uy605ppv5pzw9321g;C. Rosenthal;;hvf6ig5ftcv9iiss2lsf3mz8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;39;The Town;39;;1,0
2728494841;8;49;1;0;40;ew2zirzye0sw1txr2m33nr25y;1;33,3;19,9;2024-09-29T22:04:41.814Z;2024-09-29T22:04:41Z;[];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;;hvf6ig5ftcv9iiss2lsf3mz8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;0;40;Los Angeles II;40;DR;1,0
