id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_JerseyNumber;value_Captain;value_TeamKit;value_Resume;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_MediumGkIntervention;value_KeeperThrow;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_TakeOnOvertake;value_BlockedPass;value_Left;value_Right;value_Chipped;value_InSwinger;value_Cross;value_CornerTaken;value_LeftFooted;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_LowGkIntervention;value_TouchTypePass;value_RightFooted;value_OutSwinger;value_OutOfPlay;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_TakeOnSpace;value_PullBack;value_NextEventGoalKick;value_Low;value_GoalKick;value_FlickOn;value_TouchTypeControl;value_DeletedEventType;value_Shove/Push;value_Assist;value_IntentionalAssist;value_FirstTouch;value_BlockedX;value_LowCentre;value_OutOfBoxCentre;value_Assisted;value_SetPiece;value_GoalmouthZ;value_BlockedY;value_RelatedEventId;value_GoalmouthY;value_Diving;value_Hands;value_ParriedDanger;value_NotVisible;value_Head;value_FromCorner;value_IndividualPlay;value_GkX;value_GkY;value_HighRight;value_NotAssisted;value_IntendedTackleTarget;value_Overrun;value_SwitchOfPlay;value_CloseRight;value_RegularPlay;value_BoxCentre;value_High;value_Blocked;value_DefBlock;value_SixYardBlocked;value_Volley;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_BigChance;value_BoxRight;value_SwerveRight;value_CloseHigh;value_BlockedClearance;value_OtherObstacle;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_LowLeft;value_GoalShotTimestamp;value_ShirtPull/Holding;value_BlockedCross;value_ThroughBall;value_Stooping;value_Collected;value_GkHoof;value_OverArm;value_Minutes;value_GkKickFromHands;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_YellowCard;value_RecklessOffence;value_BoxLeft;value_LowRight;value_HighCentre;value_Reaching;value_HighGkIntervention;value_BoxDeepRight;value_Feet;value_CloseLeft;value_HighLeft;value_Standing;value_FastBreak;value_NotPastGoalLine;value_FairPlay;value_DrivenCross;value_Straight;value_FreeKick;value_ByWall;value_TimeWasting;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2721319173;164;12;1;17;1;dqx48fglv1l96cyrmjdod0xec;1;13,8;48,4;2024-09-15T23:20:43.959Z;2024-09-15T23:20:55Z;[{'id': 5216435227, 'qualifierId': 212, 'value': '22.6'}, {'id': 5216435225, 'qualifierId': 141, 'value': '38.9'}, {'id': 5216435221, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216435229, 'qualifierId': 213, 'value': '5.99'}, {'id': 5216435223, 'qualifierId': 140, 'value': '34.4'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;7afp0ecwfakomtj02uhv8g0k;Clearance;;;;;;;;;;;;34,4;5,99;22,6;38,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;34,4;38,9;;;;;;;;0;17;1;Minnesota United II;1021;AMR;1,0
2721319091;132;1;1;17;1;1pc6sx2h4rp113ldkbp5d2xas;1;59,4;71,4;2024-09-15T23:20:44.781Z;2024-09-15T23:20:47Z;[{'id': 5216434843, 'qualifierId': 140, 'value': '67.4'}, {'id': 5216434849, 'qualifierId': 213, 'value': '1.06'}, {'id': 5216434841, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216434847, 'qualifierId': 212, 'value': '17.0'}, {'id': 5216434845, 'qualifierId': 141, 'value': '93.2'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;67,4;1,06;17,0;93,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;67,4;93,2;;;;;;;;0;17;1;St. Louis City II;1021;DC;1,0
2721319111;133;1;1;17;4;1pc6sx2h4rp113ldkbp5d2xas;1;67,8;93,4;2024-09-15T23:20:47.252Z;2024-09-15T23:20:49Z;[{'id': 5216434929, 'qualifierId': 141, 'value': '76.1'}, {'id': 5216434931, 'qualifierId': 212, 'value': '11.8'}, {'id': 5216434927, 'qualifierId': 140, 'value': '69.0'}, {'id': 5216434933, 'qualifierId': 213, 'value': '4.82'}, {'id': 5216434925, 'qualifierId': 56, 'value': 'Center'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;69,0;4,82;11,8;76,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;69,0;76,1;;;;;;;;0;17;4;St. Louis City II;1024;DMC;1,0
2721319149;134;1;1;17;6;1pc6sx2h4rp113ldkbp5d2xas;1;69,3;75,5;2024-09-15T23:20:48.956Z;2024-09-15T23:20:53Z;[{'id': 5216435133, 'qualifierId': 140, 'value': '77.5'}, {'id': 5216435139, 'qualifierId': 213, 'value': '1.02'}, {'id': 5216435137, 'qualifierId': 212, 'value': '16.4'}, {'id': 5216435135, 'qualifierId': 141, 'value': '96.0'}, {'id': 5216435131, 'qualifierId': 56, 'value': 'Left'}];clqg0gusupd6cehokpggbslck;E. Nieves;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;77,5;1,02;16,4;96,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;77,5;96,0;;;;;;;;0;17;6;St. Louis City II;1026;MC;1,0
2721319155;135;61;1;17;10;1pc6sx2h4rp113ldkbp5d2xas;0;82,9;96,6;2024-09-15T23:20:53.565Z;2024-09-15T23:20:53Z;[{'id': 5216435163, 'qualifierId': 56, 'value': 'Left'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;7afp0ecwfakomtj02uhv8g0k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;17;10;St. Louis City II;1030;DMC;1,0
2721319163;136;5;1;17;11;1pc6sx2h4rp113ldkbp5d2xas;0;85,9;101,6;2024-09-15T23:20:54.548Z;2024-09-15T23:24:49Z;[{'id': 5216435759, 'qualifierId': 233, 'value': '165'}, {'id': 5216435199, 'qualifierId': 347}, {'id': 5216435197, 'qualifierId': 56, 'value': 'Left'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;7afp0ecwfakomtj02uhv8g0k;Out;;;;;;;;;;;;;;;;;;;;;165,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;17;11;St. Louis City II;1031;DMC;1,0
2721319271;165;5;1;17;11;dqx48fglv1l96cyrmjdod0xec;1;14,1;-1,6;2024-09-15T23:20:54.548Z;2024-09-15T23:24:48Z;[{'id': 5216435709, 'qualifierId': 347}, {'id': 5216435733, 'qualifierId': 233, 'value': '136'}, {'id': 5216435707, 'qualifierId': 56, 'value': 'Back'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;7afp0ecwfakomtj02uhv8g0k;Out;;;;;;;;;;;;;;;;;;;;;136,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;17;11;Minnesota United II;1031;AMR;1,0
2721319333;166;1;1;17;26;dqx48fglv1l96cyrmjdod0xec;0;19,4;0,0;2024-09-15T23:21:09.278Z;2024-09-15T23:21:11Z;[{'id': 5216436027, 'qualifierId': 212, 'value': '16.7'}, {'id': 5216436025, 'qualifierId': 141, 'value': '4.7'}, {'id': 5216436021, 'qualifierId': 140, 'value': '34.8'}, {'id': 5216436017, 'qualifierId': 107}, {'id': 5216436019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216436031, 'qualifierId': 213, 'value': '0.25'}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;34,8;0,25;16,7;4,7;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;34,8;4,7;;;;;;;;0;17;26;Minnesota United II;1046;DR;1,0
2721319365;137;8;1;17;28;1pc6sx2h4rp113ldkbp5d2xas;1;55,6;85,3;2024-09-15T23:21:11.588Z;2024-09-19T07:01:37Z;[{'id': 5222850033, 'qualifierId': 15}, {'id': 5222850061, 'qualifierId': 384}, {'id': 5216436143, 'qualifierId': 56, 'value': 'Left'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;17;28;St. Louis City II;1048;DC;1,0
2721319367;138;49;1;17;30;1pc6sx2h4rp113ldkbp5d2xas;1;66,4;80,8;2024-09-15T23:21:13.836Z;2024-09-15T23:21:14Z;[];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;7afp0ecwfakomtj02uhv8g0k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;17;30;St. Louis City II;1050;MC;1,0
2721319387;139;1;1;17;31;1pc6sx2h4rp113ldkbp5d2xas;1;66,2;81,0;2024-09-15T23:21:14.147Z;2024-09-15T23:21:47Z;[{'id': 5216436259, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216436263, 'qualifierId': 141, 'value': '92.8'}, {'id': 5216436267, 'qualifierId': 213, 'value': '1.57'}, {'id': 5216436265, 'qualifierId': 212, 'value': '8.0'}, {'id': 5216436261, 'qualifierId': 140, 'value': '66.2'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;66,2;1,57;8,0;92,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;66,2;92,8;;;;;;;;0;17;31;St. Louis City II;1051;MC;1,0
2721319399;140;1;1;17;32;1pc6sx2h4rp113ldkbp5d2xas;1;66,8;92,8;2024-09-15T23:21:15.684Z;2024-09-15T23:57:24Z;[{'id': 5216436331, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216436337, 'qualifierId': 212, 'value': '9.2'}, {'id': 5216436335, 'qualifierId': 141, 'value': '80.2'}, {'id': 5216436333, 'qualifierId': 140, 'value': '63.5'}, {'id': 5216436339, 'qualifierId': 213, 'value': '4.33'}];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;63,5;4,33;9,2;80,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;63,5;80,2;;;;;;;;0;17;32;St. Louis City II;1052;ML;1,0
2721319411;141;1;1;17;34;1pc6sx2h4rp113ldkbp5d2xas;1;65,2;78,0;2024-09-15T23:21:17.172Z;2024-09-15T23:21:18Z;[{'id': 5216436377, 'qualifierId': 213, 'value': '2.21'}, {'id': 5216436375, 'qualifierId': 212, 'value': '10.4'}, {'id': 5216436371, 'qualifierId': 140, 'value': '59.3'}, {'id': 5216436369, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216436373, 'qualifierId': 141, 'value': '90.2'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;59,3;2,21;10,4;90,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;59,3;90,2;;;;;;;;0;17;34;St. Louis City II;1054;MC;1,0
2721319435;142;1;1;17;35;1pc6sx2h4rp113ldkbp5d2xas;1;59,3;88,9;2024-09-15T23:21:18.379Z;2024-09-15T23:21:50Z;[{'id': 5216436485, 'qualifierId': 140, 'value': '64.8'}, {'id': 5216436487, 'qualifierId': 141, 'value': '61.8'}, {'id': 5216436483, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216436489, 'qualifierId': 212, 'value': '19.3'}, {'id': 5216436491, 'qualifierId': 213, 'value': '5.02'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;64,8;5,02;19,3;61,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;64,8;61,8;;;;;;;;0;17;35;St. Louis City II;1055;DC;1,0
2721319481;143;1;1;17;39;1pc6sx2h4rp113ldkbp5d2xas;1;64,0;54,5;2024-09-15T23:21:22.467Z;2024-09-15T23:21:25Z;[{'id': 5216436707, 'qualifierId': 56, 'value': 'Right'}, {'id': 5216436715, 'qualifierId': 213, 'value': '5.27'}, {'id': 5216436709, 'qualifierId': 140, 'value': '82.6'}, {'id': 5216436705, 'qualifierId': 155}, {'id': 5216436713, 'qualifierId': 212, 'value': '36.8'}, {'id': 5216436717, 'qualifierId': 1}, {'id': 5216436711, 'qualifierId': 141, 'value': '8.7'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;82,6;5,27;36,8;8,7;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;82,6;8,7;;;;;;;;0;17;39;St. Louis City II;1059;DMC;1,0
2721319505;144;1;1;17;43;1pc6sx2h4rp113ldkbp5d2xas;0;90,9;16,4;2024-09-15T23:21:26.524Z;2024-09-19T07:02:45Z;[{'id': 5216436843, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216436849, 'qualifierId': 212, 'value': '17.4'}, {'id': 5216436851, 'qualifierId': 213, 'value': '1.73'}, {'id': 5216436847, 'qualifierId': 141, 'value': '41.7'}, {'id': 5216436845, 'qualifierId': 140, 'value': '88.2'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;88,2;1,73;17,4;41,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;88,2;41,7;;;;;;;;0;17;43;St. Louis City II;1063;MR;1,0
2721319531;167;1;1;17;45;dqx48fglv1l96cyrmjdod0xec;0;10,4;53,7;2024-09-15T23:21:28.382Z;2024-09-15T23:21:43Z;[{'id': 5216436995, 'qualifierId': 213, 'value': '0.73'}, {'id': 5216436985, 'qualifierId': 157}, {'id': 5216436991, 'qualifierId': 141, 'value': '76.1'}, {'id': 5216436997, 'qualifierId': 1}, {'id': 5216436989, 'qualifierId': 140, 'value': '26.6'}, {'id': 5216436993, 'qualifierId': 212, 'value': '22.8'}, {'id': 5216436987, 'qualifierId': 56, 'value': 'Back'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;26,6;0,73;22,8;76,1;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;26,6;76,1;;;;;;;;0;17;45;Minnesota United II;1065;MC;1,0
2721319559;145;1;1;17;49;1pc6sx2h4rp113ldkbp5d2xas;0;73,2;21,1;2024-09-15T23:21:32.172Z;2024-09-19T07:03:11Z;[{'id': 5216437119, 'qualifierId': 155}, {'id': 5216437123, 'qualifierId': 140, 'value': '86.9'}, {'id': 5216437129, 'qualifierId': 213, 'value': '1.03'}, {'id': 5216437121, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216437127, 'qualifierId': 212, 'value': '28.0'}, {'id': 5222850659, 'qualifierId': 2}, {'id': 5222850683, 'qualifierId': 224}, {'id': 5222850685, 'qualifierId': 20}, {'id': 5216437125, 'qualifierId': 141, 'value': '56.4'}];d3456pq0j1inb26jyfxu5ak15;M. Kmeť;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;86,9;1,03;28,0;56,4;;;;;;;;;;;;;1,0;;1,0;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;86,9;56,4;;;;;;;;0;17;49;St. Louis City II;1069;DR;1,0
2721319575;168;12;1;17;51;dqx48fglv1l96cyrmjdod0xec;1;12,7;41,9;2024-09-15T23:21:34.063Z;2024-09-19T07:03:34Z;[{'id': 5216437203, 'qualifierId': 141, 'value': '34.9'}, {'id': 5222850833, 'qualifierId': 15}, {'id': 5216437205, 'qualifierId': 212, 'value': '15.5'}, {'id': 5216437207, 'qualifierId': 213, 'value': '5.97'}, {'id': 5216437199, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216437201, 'qualifierId': 140, 'value': '26.7'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;7afp0ecwfakomtj02uhv8g0k;Clearance;;;;;;;;;;;;26,7;5,97;15,5;34,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;26,7;34,9;;;;;;;;0;17;51;Minnesota United II;1071;DL;1,0
2721319581;169;49;1;17;52;dqx48fglv1l96cyrmjdod0xec;1;26,7;34,9;2024-09-15T23:21:35.727Z;2024-09-15T23:21:36Z;[];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;7afp0ecwfakomtj02uhv8g0k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;17;52;Minnesota United II;1072;AMR;1,0
2721319607;170;1;1;17;53;dqx48fglv1l96cyrmjdod0xec;1;26,7;34,9;2024-09-15T23:21:36.086Z;2024-09-15T23:21:38Z;[{'id': 5216437393, 'qualifierId': 141, 'value': '47.3'}, {'id': 5216437395, 'qualifierId': 212, 'value': '10.7'}, {'id': 5216437397, 'qualifierId': 213, 'value': '2.24'}, {'id': 5216437389, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216437391, 'qualifierId': 140, 'value': '20.4'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;20,4;2,24;10,7;47,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;20,4;47,3;;;;;;;;0;17;53;Minnesota United II;1073;AMR;1,0
2721319667;171;1;1;17;55;dqx48fglv1l96cyrmjdod0xec;1;20,2;49,1;2024-09-15T23:21:38.198Z;2024-09-15T23:21:42Z;[{'id': 5216437669, 'qualifierId': 141, 'value': '50.0'}, {'id': 5216437667, 'qualifierId': 140, 'value': '5.6'}, {'id': 5216437671, 'qualifierId': 212, 'value': '15.3'}, {'id': 5216437665, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216437673, 'qualifierId': 213, 'value': '3.10'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;5,6;3,1;15,3;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;5,6;50,0;;;;;;;;0;17;55;Minnesota United II;1075;MC;1,0
2721319713;172;1;1;18;1;dqx48fglv1l96cyrmjdod0xec;1;6,9;52,7;2024-09-15T23:21:43.951Z;2024-09-15T23:21:47Z;[{'id': 5216437905, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216437913, 'qualifierId': 213, 'value': '1.29'}, {'id': 5216437911, 'qualifierId': 212, 'value': '14.1'}, {'id': 5216437907, 'qualifierId': 140, 'value': '10.6'}, {'id': 5216437909, 'qualifierId': 141, 'value': '72.6'}];37vbc16ejxmfkssydcdxq69zo;N. Bishop;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;10,6;1,29;14,1;72,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;10,6;72,6;;;;;;;;0;18;1;Minnesota United II;1081;GK;1,0
2721319745;173;1;1;18;4;dqx48fglv1l96cyrmjdod0xec;1;13,6;71,4;2024-09-15T23:21:47.758Z;2024-09-15T23:21:51Z;[{'id': 5216438033, 'qualifierId': 213, 'value': '1.32'}, {'id': 5216438027, 'qualifierId': 140, 'value': '17.5'}, {'id': 5216438031, 'qualifierId': 212, 'value': '16.4'}, {'id': 5216438029, 'qualifierId': 141, 'value': '94.8'}, {'id': 5216438025, 'qualifierId': 56, 'value': 'Back'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;17,5;1,32;16,4;94,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;17,5;94,8;;;;;;;;0;18;4;Minnesota United II;1084;DL;1,0
