id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_JerseyNumber;value_Captain;value_TeamKit;value_Resume;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_MediumGkIntervention;value_KeeperThrow;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_TakeOnOvertake;value_BlockedPass;value_Left;value_Right;value_Chipped;value_InSwinger;value_Cross;value_CornerTaken;value_LeftFooted;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_LowGkIntervention;value_TouchTypePass;value_RightFooted;value_OutSwinger;value_OutOfPlay;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_TakeOnSpace;value_PullBack;value_NextEventGoalKick;value_Low;value_GoalKick;value_FlickOn;value_TouchTypeControl;value_DeletedEventType;value_Shove/Push;value_Assist;value_IntentionalAssist;value_FirstTouch;value_BlockedX;value_LowCentre;value_OutOfBoxCentre;value_Assisted;value_SetPiece;value_GoalmouthZ;value_BlockedY;value_RelatedEventId;value_GoalmouthY;value_Diving;value_Hands;value_ParriedDanger;value_NotVisible;value_Head;value_FromCorner;value_IndividualPlay;value_GkX;value_GkY;value_HighRight;value_NotAssisted;value_IntendedTackleTarget;value_Overrun;value_SwitchOfPlay;value_CloseRight;value_RegularPlay;value_BoxCentre;value_High;value_Blocked;value_DefBlock;value_SixYardBlocked;value_Volley;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_BigChance;value_BoxRight;value_SwerveRight;value_CloseHigh;value_BlockedClearance;value_OtherObstacle;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_LowLeft;value_GoalShotTimestamp;value_ShirtPull/Holding;value_BlockedCross;value_ThroughBall;value_Stooping;value_Collected;value_GkHoof;value_OverArm;value_Minutes;value_GkKickFromHands;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_YellowCard;value_RecklessOffence;value_BoxLeft;value_LowRight;value_HighCentre;value_Reaching;value_HighGkIntervention;value_BoxDeepRight;value_Feet;value_CloseLeft;value_HighLeft;value_Standing;value_FastBreak;value_NotPastGoalLine;value_FairPlay;value_DrivenCross;value_Straight;value_FreeKick;value_ByWall;value_TimeWasting;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2721353785;783;74;2;89;58;dqx48fglv1l96cyrmjdod0xec;1;63,4;96,3;2024-09-16T00:50:20.140Z;2024-09-16T01:22:10Z;[{'id': 5216618173, 'qualifierId': 285}, {'id': 5216618171, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216618191, 'qualifierId': 233, 'value': '781'}];cnskozf15ladiqa70l9uo920a;S. Pidro;;;7afp0ecwfakomtj02uhv8g0k;Blocked Pass;;;;;;;;;;;;;;;;;;;;;781,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;89;58;Minnesota United II;5398;Sub;1,0
2721354517;800;70;2;90;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-09-16T00:50:21.935Z;2024-09-19T12:24:01Z;[{'id': 5216622003, 'qualifierId': 277, 'value': '4'}];;;;;7afp0ecwfakomtj02uhv8g0k;Injury Time Announcement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;0;Minnesota United II;5400;;
2721353817;784;43;2;90;3;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-09-16T00:50:24.336Z;2024-09-16T00:50:32Z;[{'id': 5216618363, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216618475, 'qualifierId': 144, 'value': '5'}, {'id': 5216618365, 'qualifierId': 347, 'value': '0'}];cnskozf15ladiqa70l9uo920a;S. Pidro;;;7afp0ecwfakomtj02uhv8g0k;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;3;Minnesota United II;5403;Sub;1,0
2721353899;783;4;2;90;7;1pc6sx2h4rp113ldkbp5d2xas;1;34,6;4,3;2024-09-16T00:50:29.190Z;2024-09-19T12:19:19Z;[{'id': 5216626401, 'qualifierId': 233, 'value': '785'}, {'id': 5216618841, 'qualifierId': 286}, {'id': 5223008193, 'qualifierId': 295}, {'id': 5216618833, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216618837, 'qualifierId': 152}, {'id': 5216618829, 'qualifierId': 13}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;7afp0ecwfakomtj02uhv8g0k;Foul;;;;;;;;;;;;;;;;;;;;;785,0;;1,0;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;90;7;St. Louis City II;5407;Sub;1,0
2721353819;785;4;2;90;7;dqx48fglv1l96cyrmjdod0xec;0;65,4;95,7;2024-09-16T00:50:29.191Z;2024-09-19T12:19:16Z;[{'id': 5216626413, 'qualifierId': 233, 'value': '783'}, {'id': 5216618373, 'qualifierId': 152}, {'id': 5216618371, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216618377, 'qualifierId': 285}, {'id': 5223008115, 'qualifierId': 295}, {'id': 5216618369, 'qualifierId': 13}];cnskozf15ladiqa70l9uo920a;S. Pidro;;;7afp0ecwfakomtj02uhv8g0k;Foul;;;;;;;;;;;;;;;;;;;;;783,0;1,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;7;Minnesota United II;5407;Sub;1,0
2721353841;782;43;2;90;13;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-09-16T00:50:35.066Z;2024-09-16T00:50:42Z;[{'id': 5216618575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216618581, 'qualifierId': 286, 'value': '0'}, {'id': 5216618573, 'qualifierId': 13, 'value': '0'}, {'id': 5216618579, 'qualifierId': 265, 'value': '0'}, {'id': 5216618577, 'qualifierId': 152, 'value': '0'}, {'id': 5216618749, 'qualifierId': 144, 'value': '4'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;7afp0ecwfakomtj02uhv8g0k;Deleted event;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;90;13;St. Louis City II;5413;Sub;1,0
2721353945;784;1;2;90;26;1pc6sx2h4rp113ldkbp5d2xas;1;38,6;5,1;2024-09-16T00:50:47.994Z;2024-09-16T00:50:53Z;[{'id': 5216619025, 'qualifierId': 152}, {'id': 5216619035, 'qualifierId': 213, 'value': '1.93'}, {'id': 5216619033, 'qualifierId': 212, 'value': '18.3'}, {'id': 5216619027, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216619029, 'qualifierId': 140, 'value': '32.4'}, {'id': 5216619023, 'qualifierId': 5}, {'id': 5216619031, 'qualifierId': 141, 'value': '30.3'}];d3456pq0j1inb26jyfxu5ak15;M. Kmeť;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;32,4;1,93;18,3;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;32,4;30,3;;;;;;;;0;90;26;St. Louis City II;5426;DR;1,0
2721353955;785;1;2;90;31;1pc6sx2h4rp113ldkbp5d2xas;1;33,1;33,9;2024-09-16T00:50:52.898Z;2024-09-16T00:50:55Z;[{'id': 5216619097, 'qualifierId': 141, 'value': '76.8'}, {'id': 5216619099, 'qualifierId': 212, 'value': '29.2'}, {'id': 5216619093, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216619095, 'qualifierId': 140, 'value': '32.1'}, {'id': 5216619101, 'qualifierId': 213, 'value': '1.61'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;32,1;1,61;29,2;76,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;32,1;76,8;;;;;;;;0;90;31;St. Louis City II;5431;DL;1,0
2721353973;786;1;2;90;33;1pc6sx2h4rp113ldkbp5d2xas;1;45,6;60,7;2024-09-16T00:50:54.890Z;2024-09-19T12:19:59Z;[{'id': 5216619195, 'qualifierId': 140, 'value': '64.7'}, {'id': 5216619197, 'qualifierId': 141, 'value': '88.9'}, {'id': 5216619199, 'qualifierId': 212, 'value': '27.7'}, {'id': 5216619201, 'qualifierId': 213, 'value': '0.76'}, {'id': 5216619193, 'qualifierId': 56, 'value': 'Left'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;64,7;0,76;27,7;88,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;64,7;88,9;;;;;;;;0;90;33;St. Louis City II;5433;DC;1,0
2721353975;787;1;2;90;36;1pc6sx2h4rp113ldkbp5d2xas;1;68,6;82,3;2024-09-16T00:50:57.610Z;2024-09-16T00:50:59Z;[{'id': 5216619213, 'qualifierId': 212, 'value': '10.3'}, {'id': 5216619211, 'qualifierId': 141, 'value': '71.2'}, {'id': 5216619207, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216619215, 'qualifierId': 213, 'value': '5.46'}, {'id': 5216619209, 'qualifierId': 140, 'value': '75.3'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;75,3;5,46;10,3;71,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;75,3;71,2;;;;;;;;0;90;36;St. Louis City II;5436;DC;1,0
2721353999;788;1;2;90;37;1pc6sx2h4rp113ldkbp5d2xas;1;75,5;72,2;2024-09-16T00:50:59.154Z;2024-09-16T00:51:06Z;[{'id': 5216619365, 'qualifierId': 212, 'value': '15.4'}, {'id': 5216619359, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216619367, 'qualifierId': 213, 'value': '1.02'}, {'id': 5216619361, 'qualifierId': 140, 'value': '83.1'}, {'id': 5216619363, 'qualifierId': 141, 'value': '91.5'}];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;83,1;1,02;15,4;91,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;83,1;91,5;;;;;;;;0;90;37;St. Louis City II;5437;ML;1,0
2721354013;786;43;2;90;45;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-09-16T00:51:06.339Z;2024-09-19T12:20:25Z;[{'id': 5216619425, 'qualifierId': 285, 'value': '0'}, {'id': 5216619423, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223009625, 'qualifierId': 144, 'value': '45'}];276kl5oc1k19y1linbxml0xec;Ó. Benítez;;;7afp0ecwfakomtj02uhv8g0k;Deleted event;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;45;Minnesota United II;5445;Sub;1,0
2721354003;789;43;2;90;45;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-09-16T00:51:06.339Z;2024-09-19T12:20:23Z;[{'id': 5216619375, 'qualifierId': 56, 'value': 'Center'}, {'id': 5223009555, 'qualifierId': 144, 'value': '3'}, {'id': 5216619377, 'qualifierId': 286, 'value': '0'}, {'id': 5216619455, 'qualifierId': 233, 'value': '786'}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;7afp0ecwfakomtj02uhv8g0k;Deleted event;;;;;;;;;;;;;;;;;;;;;786,0;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;90;45;St. Louis City II;5445;FW;1,0
2721354005;790;1;2;90;45;1pc6sx2h4rp113ldkbp5d2xas;0;92,4;70,1;2024-09-16T00:51:06.698Z;2024-09-16T00:51:07Z;[{'id': 5216619389, 'qualifierId': 213, 'value': '3.74'}, {'id': 5216619383, 'qualifierId': 141, 'value': '62.0'}, {'id': 5216619387, 'qualifierId': 212, 'value': '9.8'}, {'id': 5216619381, 'qualifierId': 140, 'value': '84.7'}, {'id': 5216619379, 'qualifierId': 56, 'value': 'Center'}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;84,7;3,74;9,8;62,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;84,7;62,0;;;;;;;;0;90;45;St. Louis City II;5445;FW;1,0
2721354033;787;12;2;90;50;dqx48fglv1l96cyrmjdod0xec;1;12,6;50,9;2024-09-16T00:51:11.390Z;2024-09-16T00:51:13Z;[{'id': 5216619513, 'qualifierId': 141, 'value': '4.4'}, {'id': 5216619509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216619517, 'qualifierId': 213, 'value': '5.16'}, {'id': 5216619515, 'qualifierId': 212, 'value': '35.1'}, {'id': 5216619511, 'qualifierId': 140, 'value': '27.2'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;;7afp0ecwfakomtj02uhv8g0k;Clearance;;;;;;;;;;;;27,2;5,16;35,1;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;27,2;4,4;;;;;;;;0;90;50;Minnesota United II;5450;DC;1,0
2721354035;788;49;2;90;51;dqx48fglv1l96cyrmjdod0xec;1;27,2;4,6;2024-09-16T00:51:13.039Z;2024-09-16T00:51:13Z;[];c51ttt2cn2mguvgay18wfgzdg;R. Dugan;;;7afp0ecwfakomtj02uhv8g0k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;51;Minnesota United II;5451;Sub;1,0
2721354043;789;1;2;90;52;dqx48fglv1l96cyrmjdod0xec;1;26,3;5,5;2024-09-16T00:51:13.511Z;2024-09-16T00:51:14Z;[{'id': 5216619557, 'qualifierId': 212, 'value': '15.6'}, {'id': 5216619551, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216619555, 'qualifierId': 141, 'value': '7.1'}, {'id': 5216619553, 'qualifierId': 140, 'value': '41.1'}, {'id': 5216619559, 'qualifierId': 213, 'value': '0.07'}];c51ttt2cn2mguvgay18wfgzdg;R. Dugan;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;41,1;0,07;15,6;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;41,1;7,1;;;;;;;;0;90;52;Minnesota United II;5452;Sub;1,0
2721354057;790;1;2;90;53;dqx48fglv1l96cyrmjdod0xec;1;41,1;7,3;2024-09-16T00:51:14.607Z;2024-09-16T00:51:16Z;[{'id': 5216619659, 'qualifierId': 213, 'value': '1.38'}, {'id': 5216619653, 'qualifierId': 140, 'value': '42.5'}, {'id': 5216619657, 'qualifierId': 212, 'value': '7.6'}, {'id': 5216619651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216619655, 'qualifierId': 141, 'value': '18.3'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;42,5;1,38;7,6;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;42,5;18,3;;;;;;;;0;90;53;Minnesota United II;5453;FW;1,0
2721354059;791;61;2;90;54;dqx48fglv1l96cyrmjdod0xec;0;42,5;18,8;2024-09-16T00:51:15.798Z;2024-09-16T01:21:04Z;[{'id': 5216619667, 'qualifierId': 56, 'value': 'Back'}];c51ttt2cn2mguvgay18wfgzdg;R. Dugan;;;7afp0ecwfakomtj02uhv8g0k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;54;Minnesota United II;5454;Sub;1,0
2721354053;791;49;2;90;55;1pc6sx2h4rp113ldkbp5d2xas;1;45,5;90,7;2024-09-16T00:51:16.498Z;2024-09-16T00:51:16Z;[];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;7afp0ecwfakomtj02uhv8g0k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;90;55;St. Louis City II;5455;DC;1,0
2721354063;792;3;2;90;55;1pc6sx2h4rp113ldkbp5d2xas;1;52,5;87,4;2024-09-16T00:51:16.922Z;2024-09-19T12:20:47Z;[{'id': 5223009997, 'qualifierId': 464}, {'id': 5216619715, 'qualifierId': 233, 'value': '792'}, {'id': 5216619675, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216619677, 'qualifierId': 286}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;7afp0ecwfakomtj02uhv8g0k;Take On;;;;;;;;;;;;;;;;;;;;;792,0;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;90;55;St. Louis City II;5455;DC;1,0
2721354069;792;45;2;90;55;dqx48fglv1l96cyrmjdod0xec;0;47,5;12,6;2024-09-16T00:51:16.922Z;2024-09-16T01:22:12Z;[{'id': 5216619703, 'qualifierId': 285}, {'id': 5216619701, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216619729, 'qualifierId': 233, 'value': '792'}];c51ttt2cn2mguvgay18wfgzdg;R. Dugan;;;7afp0ecwfakomtj02uhv8g0k;Challenge;;;;;;;;;;;;;;;;;;;;;792,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;55;Minnesota United II;5455;Sub;1,0
2721354065;793;1;2;90;56;1pc6sx2h4rp113ldkbp5d2xas;0;53,3;95,8;2024-09-16T00:51:17.786Z;2024-09-16T00:51:21Z;[{'id': 5216619685, 'qualifierId': 140, 'value': '58.0'}, {'id': 5216619783, 'qualifierId': 286}, {'id': 5216619777, 'qualifierId': 236}, {'id': 5216619779, 'qualifierId': 233, 'value': '793'}, {'id': 5216619687, 'qualifierId': 141, 'value': '96.0'}, {'id': 5216619691, 'qualifierId': 213, 'value': '0.03'}, {'id': 5216619689, 'qualifierId': 212, 'value': '4.9'}, {'id': 5216619683, 'qualifierId': 56, 'value': 'Left'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;58,0;0,03;4,9;96,0;;;;;;793,0;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;58,0;96,0;;;;;;;;0;90;56;St. Louis City II;5456;DC;1,0
2721354081;793;74;2;90;56;dqx48fglv1l96cyrmjdod0xec;1;41,5;2,8;2024-09-16T00:51:17.787Z;2024-09-16T01:22:10Z;[{'id': 5216619773, 'qualifierId': 285}, {'id': 5216619785, 'qualifierId': 233, 'value': '793'}, {'id': 5216619771, 'qualifierId': 56, 'value': 'Back'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;7afp0ecwfakomtj02uhv8g0k;Blocked Pass;;;;;;;;;;;;;;;;;;;;;793,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;56;Minnesota United II;5456;FW;1,0
2721354097;794;5;2;90;59;1pc6sx2h4rp113ldkbp5d2xas;1;56,4;101,7;2024-09-16T00:51:20.923Z;2024-09-16T01:26:08Z;[{'id': 5216619851, 'qualifierId': 347}, {'id': 5216619849, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216619861, 'qualifierId': 233, 'value': '794'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;7afp0ecwfakomtj02uhv8g0k;Out;;;;;;;;;;;;;;;;;;;;;794,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;90;59;St. Louis City II;5459;DC;1,0
2721354083;794;5;2;90;59;dqx48fglv1l96cyrmjdod0xec;0;43,6;-1,7;2024-09-16T00:51:20.923Z;2024-09-16T01:26:08Z;[{'id': 5216619871, 'qualifierId': 233, 'value': '794'}, {'id': 5216619791, 'qualifierId': 347}, {'id': 5216619789, 'qualifierId': 56, 'value': 'Back'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;7afp0ecwfakomtj02uhv8g0k;Out;;;;;;;;;;;;;;;;;;;;;794,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;90;59;Minnesota United II;5459;FW;1,0
