id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Captain;value_Involved;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Length;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_Head;value_OutOfPlay;value_NextEventThrowIn;value_NotVisible;value_ThrowIn;value_Launch;value_HeadPass;value_Cross;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_BlockedPass;value_Shove/Push;value_IntendedTackleTarget;value_DeletedEventType;value_OverhitCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_SwitchOfPlay;value_Handball;value_KeeperThrow;value_IntentionalAssist;value_Assist;value_GkY;value_Assisted;value_GoalmouthZ;value_LeftFooted;value_LowCentre;value_IndividualPlay;value_RelatedEventId;value_GoalmouthY;value_BoxRight;value_BlockedY;value_Blocked;value_GkX;value_BlockedX;value_RegularPlay;value_DefBlock;value_Left;value_CornerTaken;value_InSwinger;value_FirstTouch;value_FromCorner;value_BoxLeft;value_High;value_ShirtPull/Holding;value_BoxCentre;value_NotAssisted;value_RightFooted;value_OutOfBoxCentre;value_CloseLeft;value_TacticalFoul;value_YellowCard;value_Overrun;value_SetPiece;value_Right;value_Straight;value_HighClaim;value_GkKickFromHands;value_PlayersCaughtOffside;value_Indirect;value_LowRight;value_PullBack;value_RecklessOffence;value_LastLine;value_OutSwinger;value_Minutes;value_SmallBoxRight;value_SixYardBlocked;value_OtherBodyPart;value_Sliding;value_ParriedSafe;value_OwnPlayer;value_OwnShotBlocked;value_CloseRight;value_EndType;value_FlickOn;value_AdvantagePlayed;value_LowLeft;value_Hands;value_Collected;value_Stooping;value_Tactical;value_FormationSlot;value_Diving;value_OverArm;value_NotPastGoalLine;value_35Centre;value_BigChance;value_SecondYellow;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_DetailedPositionId;value_BlockedCross;value_HighRight;value_Reaching;value_OtherObstacle;value_GoesToPenalties;value_GoalShotGameClock;value_GoalShotTimestamp;value_Penalty;value_HighLeft;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Missed;value_Saved;value_Weak;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2708327049;6;1;1;0;10;6ubc4y1v6hr63mca7ica4hp90;1;53,8;9,7;2024-08-11T21:04:06.948Z;2024-08-11T21:04:07Z;[{'id': 5145019067, 'qualifierId': 141, 'value': '16.0'}, {'id': 5145019065, 'qualifierId': 140, 'value': '57.1'}, {'id': 5145019069, 'qualifierId': 212, 'value': '5.5'}, {'id': 5145019071, 'qualifierId': 213, 'value': '0.89'}, {'id': 5145019063, 'qualifierId': 56, 'value': 'Right'}];8texi81doeqhy7eu6fnhrstbe;J. Assi;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;57,1;;0,89;16,0;;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;57,1;16,0;;;;;;;;0;0;10;Orlando City B;10;DR;1,0
2708327069;7;1;1;0;11;6ubc4y1v6hr63mca7ica4hp90;1;57,1;16,0;2024-08-11T21:04:07.779Z;2024-08-11T21:04:10Z;[{'id': 5145019143, 'qualifierId': 141, 'value': '31.0'}, {'id': 5145019139, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145019147, 'qualifierId': 213, 'value': '2.72'}, {'id': 5145019145, 'qualifierId': 212, 'value': '25.0'}, {'id': 5145019141, 'qualifierId': 140, 'value': '35.4'}];drt65b9m2f494wnoyep49bn1m;F. Mirkovic;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;35,4;;2,72;31,0;;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;35,4;31,0;;;;;;;;0;0;11;Orlando City B;11;MC;1,0
2708327077;8;1;1;0;14;6ubc4y1v6hr63mca7ica4hp90;1;35,4;31,3;2024-08-11T21:04:10.788Z;2024-08-11T21:04:12Z;[{'id': 5145019203, 'qualifierId': 140, 'value': '41.7'}, {'id': 5145019209, 'qualifierId': 213, 'value': '5.23'}, {'id': 5145019205, 'qualifierId': 141, 'value': '14.2'}, {'id': 5145019201, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145019207, 'qualifierId': 212, 'value': '13.4'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;41,7;;5,23;14,2;;13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;41,7;14,2;;;;;;;;0;0;14;Orlando City B;14;DL;1,0
2708327101;9;1;1;0;16;6ubc4y1v6hr63mca7ica4hp90;1;42,4;13,7;2024-08-11T21:04:12.165Z;2024-08-11T21:04:15Z;[{'id': 5145019351, 'qualifierId': 140, 'value': '61.8'}, {'id': 5145019355, 'qualifierId': 141, 'value': '4.5'}, {'id': 5145019349, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145019361, 'qualifierId': 213, 'value': '5.99'}, {'id': 5145019359, 'qualifierId': 212, 'value': '21.3'}];doqbp8fg8hke6hhifdr4jzklw;E. Peña;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;61,8;;5,99;4,5;;21,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;61,8;4,5;;;;;;;;0;0;16;Orlando City B;16;MC;1,0
2708327131;10;1;1;0;19;6ubc4y1v6hr63mca7ica4hp90;1;62,7;4,8;2024-08-11T21:04:15.812Z;2024-08-11T21:04:20Z;[{'id': 5145019513, 'qualifierId': 213, 'value': '2.22'}, {'id': 5145019509, 'qualifierId': 141, 'value': '14.0'}, {'id': 5145019511, 'qualifierId': 212, 'value': '7.8'}, {'id': 5145019505, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145019507, 'qualifierId': 140, 'value': '58.2'}];8texi81doeqhy7eu6fnhrstbe;J. Assi;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;58,2;;2,22;14,0;;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;58,2;14,0;;;;;;;;0;0;19;Orlando City B;19;DR;1,0
2708327151;11;1;1;0;23;6ubc4y1v6hr63mca7ica4hp90;1;56,8;27,8;2024-08-11T21:04:20.020Z;2024-08-11T21:04:22Z;[{'id': 5145019635, 'qualifierId': 212, 'value': '22.3'}, {'id': 5145019631, 'qualifierId': 140, 'value': '45.7'}, {'id': 5145019637, 'qualifierId': 213, 'value': '2.12'}, {'id': 5145019633, 'qualifierId': 141, 'value': '55.7'}, {'id': 5145019629, 'qualifierId': 56, 'value': 'Back'}];doqbp8fg8hke6hhifdr4jzklw;E. Peña;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;45,7;;2,12;55,7;;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;45,7;55,7;;;;;;;;0;0;23;Orlando City B;23;MC;1,0
2708327167;12;1;1;0;26;6ubc4y1v6hr63mca7ica4hp90;1;46,0;55,8;2024-08-11T21:04:22.756Z;2024-08-11T21:51:36Z;[{'id': 5145019719, 'qualifierId': 141, 'value': '93.2'}, {'id': 5145019721, 'qualifierId': 212, 'value': '27.5'}, {'id': 5145019715, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145019723, 'qualifierId': 213, 'value': '1.18'}, {'id': 5145019717, 'qualifierId': 140, 'value': '56.0'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;56,0;;1,18;93,2;;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;56,0;93,2;;;;;;;;0;0;26;Orlando City B;26;DC;1,0
2708327195;13;1;1;0;28;6ubc4y1v6hr63mca7ica4hp90;1;56,9;89,3;2024-08-11T21:04:24.630Z;2024-08-11T21:04:27Z;[{'id': 5145019891, 'qualifierId': 212, 'value': '21.2'}, {'id': 5145019893, 'qualifierId': 213, 'value': '3.28'}, {'id': 5145019887, 'qualifierId': 140, 'value': '36.9'}, {'id': 5145019885, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145019889, 'qualifierId': 141, 'value': '85.0'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;36,9;;3,28;85,0;;21,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;36,9;85,0;;;;;;;;0;0;28;Orlando City B;28;DC;1,0
2708327225;14;1;1;0;32;6ubc4y1v6hr63mca7ica4hp90;1;32,8;78,5;2024-08-11T21:04:28.756Z;2024-08-11T21:04:30Z;[{'id': 5145020041, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145020045, 'qualifierId': 141, 'value': '48.9'}, {'id': 5145020047, 'qualifierId': 212, 'value': '24.9'}, {'id': 5145020043, 'qualifierId': 140, 'value': '18.9'}, {'id': 5145020049, 'qualifierId': 213, 'value': '4.09'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;18,9;;4,09;48,9;;24,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;18,9;48,9;;;;;;;;0;0;32;Orlando City B;32;DC;1,0
2708327243;15;1;1;0;34;6ubc4y1v6hr63mca7ica4hp90;1;18,9;48,9;2024-08-11T21:04:30.516Z;2024-08-11T21:04:32Z;[{'id': 5145020133, 'qualifierId': 141, 'value': '68.2'}, {'id': 5145020129, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145020131, 'qualifierId': 140, 'value': '31.9'}, {'id': 5145020135, 'qualifierId': 212, 'value': '18.9'}, {'id': 5145020137, 'qualifierId': 213, 'value': '0.77'}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;31,9;;0,77;68,2;;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;31,9;68,2;;;;;;;;0;0;34;Orlando City B;34;GK;1,0
