id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamKit;value_TeamFormation;value_Involved;value_Resume;value_Captain;value_TeamPlayerFormation;value_JerseyNumber;value_DirectionOfPlay;value_PassEndX;value_Zone;value_PassEndY;value_KickOff;value_Length;value_Angle;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_IntendedTackleTarget;value_DeletedEventType;value_Chipped;value_TakeOnOvertake;value_BlockedPass;value_TouchTypeControl;value_LayOff;value_Cross;value_RightFooted;value_OutSwinger;value_MediumGkIntervention;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_TouchTypePass;value_TakeOnSpace;value_PlayersCaughtOffside;value_Indirect;value_InSwinger;value_Head;value_Shove/Push;value_Left;value_Assist;value_CornerTaken;value_IntentionalAssist;value_GkX;value_Blocked;value_GoalmouthZ;value_GoalmouthY;value_BlockedY;value_GkY;value_BlockedX;value_LeftFooted;value_RelatedEventId;value_FromCorner;value_BoxLeft;value_Assisted;value_LowCentre;value_DefBlock;value_FirstTouch;value_BoxCentre;value_LowLeft;value_NotAssisted;value_NotVisible;value_Defensive1V1;value_ShirtPull/Holding;value_HighClaim;value_HighGkIntervention;value_SwitchOfPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_Handball;value_OtherObstacle;value_BallHitsReferee;value_Overrun;value_RegularPlay;value_KeeperThrow;value_PullBack;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_LastLine;value_Right;value_Volley;value_High;value_Strong;value_TacticalFoul;value_YellowCard;value_LowRight;value_IndividualPlay;value_FastBreak;value_InjuredPlayerId;value_Injury;value_BlockedCross;value_NotPastGoalLine;value_Weak;value_CloseRight;value_BoxDeepRight;value_Unchallenged;value_LowGkIntervention;value_Minutes;value_EndType;value_FlickOn;value_OutOfBoxCentre;value_IncorrectOutOfPlayDecision;value_FreeKick;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_HighLeft;value_SwerveLeft;value_BoxDeepLeft;value_CloseLeft;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_OverhitCross;value_OverArm;value_LeadingToAttempt;value_RelatedError1Id;value_BigChance;value_MisHit;value_GkHoof;value_SwerveRight;value_Standing;value_Collected;value_Hands;value_SixYardBlocked;value_OutOfBoxDeepLeft;value_OutOnSideline;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698103925;6;1;1;0;9;cbip96wzs3jc2xadoluhhxotl;0;23,1;94,8;2024-06-27T03:04:25.419Z;2024-06-27T03:05:20Z;[{'id': 5088588911, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588915, 'qualifierId': 141, 'value': '95.0'}, {'id': 5088588913, 'qualifierId': 140, 'value': '33.8'}, {'id': 5088588919, 'qualifierId': 213, 'value': '0.01'}, {'id': 5088588917, 'qualifierId': 212, 'value': '11.2'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;dnplyc5v8gc8dduvix1v3au50;Pass;;;;;;;;;;33,8;;95,0;;11,2;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;33,8;95,0;;;;;;;0;0;0;9;Tacoma Defiance;9;ML;1,0
2698103927;6;8;1;0;12;5icuo8utnztpsd9l03gdd68dl;1;57,6;1,3;2024-06-27T03:04:28.502Z;2024-06-29T12:48:36Z;[{'id': 5090150879, 'qualifierId': 385}, {'id': 5088588921, 'qualifierId': 56, 'value': 'Right'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;dnplyc5v8gc8dduvix1v3au50;Interception;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;12;Real Monarchs;12;MC;1,0
2698103929;7;5;1;0;12;5icuo8utnztpsd9l03gdd68dl;0;61,6;-2,0;2024-06-27T03:04:29.110Z;2024-06-27T03:04:37Z;[{'id': 5088588939, 'qualifierId': 233, 'value': '7'}, {'id': 5088588923, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088588925, 'qualifierId': 347}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;dnplyc5v8gc8dduvix1v3au50;Out;;;;;;;;;;;;;;;;;;7,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;12;Real Monarchs;12;MC;1,0
2698103933;7;5;1;0;12;cbip96wzs3jc2xadoluhhxotl;1;38,4;102,0;2024-06-27T03:04:29.110Z;2024-06-27T04:03:03Z;[{'id': 5088588933, 'qualifierId': 347}, {'id': 5088588931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588935, 'qualifierId': 233, 'value': '7'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;dnplyc5v8gc8dduvix1v3au50;Out;;;;;;;;;;;;;;;;;;7,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;12;Tacoma Defiance;12;DL;1,0
2698103935;8;1;1;0;19;cbip96wzs3jc2xadoluhhxotl;1;26,4;100,0;2024-06-27T03:04:35.998Z;2024-06-27T03:04:39Z;[{'id': 5088588947, 'qualifierId': 140, 'value': '60.1'}, {'id': 5088588943, 'qualifierId': 107}, {'id': 5088588951, 'qualifierId': 212, 'value': '37.8'}, {'id': 5088588955, 'qualifierId': 1}, {'id': 5088588949, 'qualifierId': 141, 'value': '82.4'}, {'id': 5088588953, 'qualifierId': 213, 'value': '5.92'}, {'id': 5088588945, 'qualifierId': 56, 'value': 'Left'}];asy97zdxk0352toy38huzk222;T. Silva;;;dnplyc5v8gc8dduvix1v3au50;Pass;;;;;;;;;;60,1;;82,4;;37,8;5,92;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;60,1;82,4;;;;;;;0;0;0;19;Tacoma Defiance;19;DC;1,0
2698103937;9;50;1;0;22;cbip96wzs3jc2xadoluhhxotl;1;63,7;89,6;2024-06-27T03:04:38.844Z;2024-06-27T03:04:41Z;[{'id': 5088588959, 'qualifierId': 56, 'value': 'Left'}, {'id': 5088588977, 'qualifierId': 233, 'value': '8'}, {'id': 5088588961, 'qualifierId': 286}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;dnplyc5v8gc8dduvix1v3au50;Dispossessed;;;;;;;;;;;;;;;;;;8,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;22;Tacoma Defiance;22;FW;1,0
2698103939;8;7;1;0;22;5icuo8utnztpsd9l03gdd68dl;1;36,3;10,4;2024-06-27T03:04:38.845Z;2024-06-29T12:48:56Z;[{'id': 5090151289, 'qualifierId': 385}, {'id': 5088588967, 'qualifierId': 285}, {'id': 5088588973, 'qualifierId': 233, 'value': '9'}, {'id': 5088588965, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588963, 'qualifierId': 167}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;dnplyc5v8gc8dduvix1v3au50;Tackle;;;;;;;;;;;;;;;;;;9,0;1,0;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;22;Real Monarchs;22;MC;1,0
2698103941;9;5;1;0;24;5icuo8utnztpsd9l03gdd68dl;0;35,8;-1,6;2024-06-27T03:04:40.373Z;2024-06-27T03:04:48Z;[{'id': 5088588969, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588995, 'qualifierId': 233, 'value': '10'}, {'id': 5088588971, 'qualifierId': 347}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;dnplyc5v8gc8dduvix1v3au50;Out;;;;;;;;;;;;;;;;;;10,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;24;Real Monarchs;24;MC;1,0
2698103943;10;5;1;0;24;cbip96wzs3jc2xadoluhhxotl;1;64,2;101,6;2024-06-27T03:04:40.373Z;2024-06-27T04:03:04Z;[{'id': 5088588987, 'qualifierId': 56, 'value': 'Left'}, {'id': 5088588989, 'qualifierId': 347}, {'id': 5088588991, 'qualifierId': 233, 'value': '9'}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;dnplyc5v8gc8dduvix1v3au50;Out;;;;;;;;;;;;;;;;;;9,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;24;Tacoma Defiance;24;FW;1,0
2698103945;11;1;1;0;30;cbip96wzs3jc2xadoluhhxotl;1;54,6;100,0;2024-06-27T03:04:47.067Z;2024-06-27T03:04:52Z;[{'id': 5088589003, 'qualifierId': 140, 'value': '27.8'}, {'id': 5088589007, 'qualifierId': 212, 'value': '29.8'}, {'id': 5088588999, 'qualifierId': 107}, {'id': 5088589005, 'qualifierId': 141, 'value': '87.5'}, {'id': 5088589001, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088589009, 'qualifierId': 213, 'value': '3.48'}, {'id': 5088589011, 'qualifierId': 1}];asy97zdxk0352toy38huzk222;T. Silva;;;dnplyc5v8gc8dduvix1v3au50;Pass;;;;;;;;;;27,8;;87,5;;29,8;3,48;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;27,8;87,5;;;;;;;0;0;0;30;Tacoma Defiance;30;DC;1,0
