id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_Captain;value_TeamFormation;value_Involved;value_Resume;value_PlayerPosition;value_TeamPlayerFormation;value_TeamKit;value_DirectionOfPlay;value_Angle;value_KickOff;value_PassEndY;value_PassEndX;value_Length;value_Zone;value_Chipped;value_SwitchOfPlay;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_IntentionalAssist;value_RegularPlay;value_Assist;value_GkX;value_LeftFooted;value_BigChance;value_GkY;value_GoalmouthZ;value_LowLeft;value_FirstTouch;value_GoalShotGameClock;value_GoalShotTimestamp;value_RelatedEventId;value_GoalmouthY;value_BoxCentre;value_Assisted;value_Cross;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_Direct;value_Shove/Push;value_FreeKickTaken;value_DeletedEventType;value_IntendedTackleTarget;value_FastBreak;value_RightFooted;value_IndividualPlay;value_Right;value_BlockedPass;value_CaptainChange;value_NotVisible;value_OverhitCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_Handball;value_AttemptedTackle;value_BlockedX;value_BoxLeft;value_Blocked;value_BlockedY;value_SixYardBlocked;value_DefBlock;value_FlickOn;value_LowCentre;value_OutOfBoxCentre;value_AerialFoul;value_HeadPass;value_KeeperThrow;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_HighClaim;value_CloseRightAndHigh;value_BoxRight;value_Launch;value_CloseRight;value_SmallBoxLeft;value_HighRight;value_LowRight;value_Diving;value_ParriedSafe;value_Hands;value_YellowCard;value_Dissent;value_FreeKick;value_NotAssisted;value_LayOff;value_RefereeDelay;value_DrinksBreak;value_ThroughBall;value_Volley;value_Stooping;value_OtherBodyPart;value_ParriedDanger;value_OverArm;value_Overrun;value_HitWoodwork;value_HitLeftPost;value_FollowsADribble;value_SoloRun;value_HighLeft;value_KeeperTouched;value_Minutes;value_OtherObstacle;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_BlockedCross;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HighCentre;value_Standing;value_Fingertip;value_CloseLeft;value_Injury;value_ShirtPull/Holding;value_GkHoof;value_35Centre;value_High;value_Feet;value_TacticalFoul;value_Collected;value_GkKickFromHands;value_RecklessOffence;value_BoxDeepRight;value_LeadingToAttempt;value_RelatedError1Id;value_OwnPlayer;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713738483;9;1;1;0;16;cwnjxlibb02fuh0vwgvac6h45;1;29,4;67,6;2024-08-25T23:04:09.886Z;2024-08-25T23:04:13Z;[{'id': 5174913957, 'qualifierId': 213, 'value': '4.59'}, {'id': 5174913951, 'qualifierId': 140, 'value': '27.4'}, {'id': 5174913953, 'qualifierId': 141, 'value': '43.0'}, {'id': 5174913949, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174913955, 'qualifierId': 212, 'value': '16.9'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;4,59;;43,0;27,4;16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;27,4;43,0;;;;;;;0;0;0;16;Inter Miami II;16;DC;1,0
2713738503;10;1;1;0;20;cwnjxlibb02fuh0vwgvac6h45;1;27,4;43,0;2024-08-25T23:04:13.711Z;2024-08-25T23:04:15Z;[{'id': 5174914003, 'qualifierId': 213, 'value': '1.65'}, {'id': 5174913997, 'qualifierId': 140, 'value': '26.1'}, {'id': 5174913995, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174913999, 'qualifierId': 141, 'value': '67.0'}, {'id': 5174914001, 'qualifierId': 212, 'value': '16.4'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;1,65;;67,0;26,1;16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;26,1;67,0;;;;;;;0;0;0;20;Inter Miami II;20;DL;1,0
2713738569;11;1;1;0;22;cwnjxlibb02fuh0vwgvac6h45;1;26,1;67,0;2024-08-25T23:04:15.567Z;2024-08-25T23:04:20Z;[{'id': 5174914217, 'qualifierId': 140, 'value': '30.4'}, {'id': 5174914215, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174914223, 'qualifierId': 213, 'value': '1.21'}, {'id': 5174914221, 'qualifierId': 212, 'value': '12.7'}, {'id': 5174914219, 'qualifierId': 141, 'value': '84.4'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;1,21;;84,4;30,4;12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;30,4;84,4;;;;;;;0;0;0;22;Inter Miami II;22;DC;1,0
2713738649;12;1;1;0;26;cwnjxlibb02fuh0vwgvac6h45;1;30,4;84,4;2024-08-25T23:04:19.967Z;2024-08-25T23:04:25Z;[{'id': 5174914493, 'qualifierId': 213, 'value': '5.21'}, {'id': 5174914481, 'qualifierId': 155}, {'id': 5174914487, 'qualifierId': 140, 'value': '53.1'}, {'id': 5174914485, 'qualifierId': 56, 'value': 'Right'}, {'id': 5174914483, 'qualifierId': 196}, {'id': 5174914491, 'qualifierId': 212, 'value': '49.8'}, {'id': 5174914495, 'qualifierId': 1}, {'id': 5174914489, 'qualifierId': 141, 'value': '20.1'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;5,21;;20,1;53,1;49,8;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;53,1;20,1;;;;;;;0;0;0;26;Inter Miami II;26;MC;1,0
2713738651;13;61;1;0;32;cwnjxlibb02fuh0vwgvac6h45;1;53,1;20,1;2024-08-25T23:04:25.822Z;2024-08-25T23:04:26Z;[{'id': 5174914505, 'qualifierId': 56, 'value': 'Right'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;evfym1jnsr5fsdj10gegj807o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;32;Inter Miami II;32;FW;1,0
2713738657;3;45;1;0;33;c7c4wwva2u1vb3rr7rwava044;0;50,8;78,6;2024-08-25T23:04:26.908Z;2024-08-25T23:16:45Z;[{'id': 5174914623, 'qualifierId': 233, 'value': '14'}, {'id': 5174914547, 'qualifierId': 285}, {'id': 5174914545, 'qualifierId': 56, 'value': 'Center'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;evfym1jnsr5fsdj10gegj807o;Challenge;;;;;;;;;;;;;;;;;;;14,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;0;33;Chattanooga;33;AML;1,0
2713738663;14;3;1;0;33;cwnjxlibb02fuh0vwgvac6h45;1;49,2;21,4;2024-08-25T23:04:26.908Z;2024-08-25T23:16:45Z;[{'id': 5174914619, 'qualifierId': 233, 'value': '3'}, {'id': 5174914581, 'qualifierId': 286}, {'id': 5174914579, 'qualifierId': 56, 'value': 'Back'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;evfym1jnsr5fsdj10gegj807o;Take On;;;;;;;;;;;;;;;;;;;3,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;33;Inter Miami II;33;FW;1,0
2713738675;15;1;1;0;35;cwnjxlibb02fuh0vwgvac6h45;0;59,1;19,7;2024-08-25T23:04:28.287Z;2024-08-25T23:04:29Z;[{'id': 5174914669, 'qualifierId': 212, 'value': '17.5'}, {'id': 5174914671, 'qualifierId': 213, 'value': '0.11'}, {'id': 5174914665, 'qualifierId': 140, 'value': '75.7'}, {'id': 5174914667, 'qualifierId': 141, 'value': '22.5'}, {'id': 5174914663, 'qualifierId': 56, 'value': 'Center'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;0,11;;22,5;75,7;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;75,7;22,5;;;;;;;0;0;0;35;Inter Miami II;35;FW;1,0
2713738681;4;49;1;0;36;c7c4wwva2u1vb3rr7rwava044;1;26,7;73,9;2024-08-25T23:04:29.502Z;2024-08-25T23:04:29Z;[];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;evfym1jnsr5fsdj10gegj807o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;0;36;Chattanooga;36;DC;1,0
2713738697;5;1;1;0;36;c7c4wwva2u1vb3rr7rwava044;1;26,7;73,9;2024-08-25T23:04:29.947Z;2024-08-25T23:04:31Z;[{'id': 5174914739, 'qualifierId': 140, 'value': '35.6'}, {'id': 5174914741, 'qualifierId': 141, 'value': '76.4'}, {'id': 5174914745, 'qualifierId': 213, 'value': '0.18'}, {'id': 5174914737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174914743, 'qualifierId': 212, 'value': '9.5'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;0,18;;76,4;35,6;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;35,6;76,4;;;;;;;0;0;0;36;Chattanooga;36;DC;1,0
