id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_Captain;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Angle;value_PassEndX;value_Length;value_KickOff;value_LongBall;value_Launch;value_DeletedEventType;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_Offensive;value_TakeOnSpace;value_Defensive;value_TouchTypePass;value_BlockedPass;value_HeadPass;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_Assist;value_TakeOnOvertake;value_Blocked;value_BlockedX;value_RelatedEventId;value_Assisted;value_BlockedY;value_RegularPlay;value_LowCentre;value_GkX;value_GkY;value_GoalmouthY;value_BoxLeft;value_GoalmouthZ;value_RightFooted;value_DefBlock;value_Left;value_Cross;value_CornerTaken;value_Chipped;value_InSwinger;value_SwitchOfPlay;value_OutOfPlay;value_Head;value_NextEventThrowIn;value_IntentionalAssist;value_ThrowIn;value_ThrowInSetPiece;value_BoxCentre;value_OwnPlayer;value_LeftFooted;value_OwnShotBlocked;value_BigChance;value_FirstTouch;value_MisHit;value_SmallBoxCentre;value_NextEventGoalKick;value_Low;value_GoalKick;value_MediumGkIntervention;value_KeeperThrow;value_LowGkIntervention;value_LayOff;value_High;value_OverArm;value_AttemptedTackle;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_TouchTypeControl;value_TouchTypeClearance;value_CloseRight;value_SmallBoxLeft;value_FromCorner;value_VideoCoverageLost;value_PullBack;value_Collected;value_Hands;value_Diving;value_FlickOn;value_ThroughBall;value_ShirtPull/Holding;value_LowLeft;value_IndividualPlay;value_NotAssisted;value_ParriedDanger;value_PlayersCaughtOffside;value_Indirect;value_NotVisible;value_DrivenCross;value_Straight;value_ParriedSafe;value_Stooping;value_Right;value_BoxRight;value_LowRight;value_Fumble;value_GkKickFromHands;value_OutOfBoxCentre;value_Overrun;value_YellowCard;value_TacticalFoul;value_BlockedCross;value_AerialFoul;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_NotPastGoalLine;value_CloseHigh;value_RecklessOffence;value_SetPiece;value_LastLine;value_Standing;value_SecondYellow;value_FastBreak;value_2NdAssist;value_2NdRelatedEventId;value_KeeperTouched;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_2NdAssisted;value_CloseLeft;value_1On1;value_PersistentInfringement;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2693786405;3;43;1;0;15;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-06-01T23:04:31.843Z;2024-06-01T23:05:52Z;[{'id': 5064800499, 'qualifierId': 144, 'value': '61'}, {'id': 5064798917, 'qualifierId': 56, 'value': 'Back'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;d5x5je7kb1uy27cqrgp1xdses;Deleted event;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;0;15;Chattanooga;15;FWR;1,0
2693786413;9;1;1;0;15;cwnjxlibb02fuh0vwgvac6h45;1;52,9;95,9;2024-06-01T23:04:31.889Z;2024-06-01T23:04:34Z;[{'id': 5064798945, 'qualifierId': 141, 'value': '80.0'}, {'id': 5064798941, 'qualifierId': 56, 'value': 'Left'}, {'id': 5064798943, 'qualifierId': 140, 'value': '56.1'}, {'id': 5064798947, 'qualifierId': 212, 'value': '11.3'}, {'id': 5064798949, 'qualifierId': 213, 'value': '5.01'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;80,0;5,01;56,1;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;56,1;80,0;;;;;;;0;0;0;15;New England II;15;DC;1,0
2694844239;756;83;1;0;16;csntc7hucmo21gknxc5y0kc4q;1;41,0;26,2;2024-06-01T23:04:33.220Z;2024-06-06T12:29:58Z;[{'id': 5070654533, 'qualifierId': 399, 'value': 'at2xv960peboe9spoag2kn21g'}];et772m1f5cqceeffckpnty1p0;E. Klein;;;d5x5je7kb1uy27cqrgp1xdses;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;0;16;Chattanooga;16;MC;1,0
2693786419;10;1;1;0;18;cwnjxlibb02fuh0vwgvac6h45;1;56,0;80,0;2024-06-01T23:04:34.489Z;2024-06-01T23:04:36Z;[{'id': 5064798993, 'qualifierId': 213, 'value': '4.14'}, {'id': 5064798989, 'qualifierId': 141, 'value': '53.6'}, {'id': 5064798987, 'qualifierId': 140, 'value': '45.1'}, {'id': 5064798991, 'qualifierId': 212, 'value': '21.3'}, {'id': 5064798985, 'qualifierId': 56, 'value': 'Back'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;53,6;4,14;45,1;21,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;45,1;53,6;;;;;;;0;0;0;18;New England II;18;MC;1,0
2693786429;11;1;1;0;19;cwnjxlibb02fuh0vwgvac6h45;1;45,3;52,7;2024-06-01T23:04:36.306Z;2024-06-01T23:04:38Z;[{'id': 5064799025, 'qualifierId': 213, 'value': '4.96'}, {'id': 5064799021, 'qualifierId': 141, 'value': '9.1'}, {'id': 5064799023, 'qualifierId': 212, 'value': '30.6'}, {'id': 5064799019, 'qualifierId': 140, 'value': '52.5'}, {'id': 5064799017, 'qualifierId': 56, 'value': 'Right'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;9,1;4,96;52,5;30,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;52,5;9,1;;;;;;;0;0;0;19;New England II;19;MC;1,0
2693786453;12;1;1;0;21;cwnjxlibb02fuh0vwgvac6h45;1;53,5;8,3;2024-06-01T23:04:38.345Z;2024-06-01T23:04:43Z;[{'id': 5064799147, 'qualifierId': 141, 'value': '7.7'}, {'id': 5064799141, 'qualifierId': 56, 'value': 'Right'}, {'id': 5064799145, 'qualifierId': 140, 'value': '61.0'}, {'id': 5064799151, 'qualifierId': 212, 'value': '7.9'}, {'id': 5064799155, 'qualifierId': 213, 'value': '6.23'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;7,7;6,23;61,0;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;61,0;7,7;;;;;;;0;0;0;21;New England II;21;DR;1,0
2693786485;13;1;1;0;26;cwnjxlibb02fuh0vwgvac6h45;1;60,8;8,0;2024-06-01T23:04:42.897Z;2024-06-01T23:04:47Z;[{'id': 5064799273, 'qualifierId': 212, 'value': '6.6'}, {'id': 5064799269, 'qualifierId': 140, 'value': '57.0'}, {'id': 5064799271, 'qualifierId': 141, 'value': '15.8'}, {'id': 5064799267, 'qualifierId': 56, 'value': 'Right'}, {'id': 5064799275, 'qualifierId': 213, 'value': '2.22'}];82uh6ad46fvub9b0vfapw2vze;J. James;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;15,8;2,22;57,0;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;57,0;15,8;;;;;;;0;0;0;26;New England II;26;FWR;1,0
2693786489;14;1;1;0;30;cwnjxlibb02fuh0vwgvac6h45;1;58,4;16,4;2024-06-01T23:04:47.129Z;2024-06-06T12:30:41Z;[{'id': 5064799307, 'qualifierId': 213, 'value': '0.54'}, {'id': 5064799291, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064799299, 'qualifierId': 141, 'value': '27.0'}, {'id': 5064799303, 'qualifierId': 212, 'value': '14.1'}, {'id': 5064799295, 'qualifierId': 140, 'value': '69.9'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;27,0;0,54;69,9;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;69,9;27,0;;;;;;;0;0;0;30;New England II;30;DR;1,0
2693786491;15;1;1;0;31;cwnjxlibb02fuh0vwgvac6h45;0;65,5;32,3;2024-06-01T23:04:47.679Z;2024-06-02T01:05:56Z;[{'id': 5064799317, 'qualifierId': 141, 'value': '33.8'}, {'id': 5064799319, 'qualifierId': 212, 'value': '21.9'}, {'id': 5064799315, 'qualifierId': 140, 'value': '86.3'}, {'id': 5064799321, 'qualifierId': 213, 'value': '0.05'}, {'id': 5064799313, 'qualifierId': 56, 'value': 'Center'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;33,8;0,05;86,3;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;86,3;33,8;;;;;;;0;0;0;31;New England II;31;MC;1,0
2693786493;4;49;1;0;31;csntc7hucmo21gknxc5y0kc4q;1;20,6;65,7;2024-06-01T23:04:48.384Z;2024-06-02T01:09:27Z;[];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;d5x5je7kb1uy27cqrgp1xdses;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;0;31;Chattanooga;31;DL;1,0
