id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_Involved;value_Resume;value_TeamKit;value_DirectionOfPlay;value_Angle;value_Length;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_LongBall;value_Launch;value_HeadPass;value_Chipped;value_Defensive;value_OppositeRelatedEventId;value_TouchTypeClearance;value_Offensive;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_OutOfPlay;value_DeletedEventType;value_TouchTypeControl;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_RightFooted;value_BlockedCross;value_Assist;value_TakeOnSpace;value_BoxRight;value_CloseHigh;value_Assisted;value_RegularPlay;value_SwerveRight;value_GkX;value_IndividualPlay;value_GkY;value_GoalmouthZ;value_RelatedEventId;value_LeftFooted;value_GoalmouthY;value_NextEventGoalKick;value_GoalKick;value_Low;value_BlockedX;value_LowCentre;value_NotAssisted;value_Blocked;value_BlockedY;value_DefBlock;value_Right;value_Left;value_CornerTaken;value_Handball;value_TakeOnOvertake;value_IntentionalAssist;value_ThroughBall;value_FastBreak;value_CloseLeft;value_1On1;value_BigChance;value_Overrun;value_LowGkIntervention;value_KeeperThrow;value_TouchTypePass;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_LowLeft;value_GoalShotGameClock;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_LayOff;value_InSwinger;value_NotPastGoalLine;value_BoxCentre;value_Head;value_FirstTouch;value_FromCorner;value_PullBack;value_TempBlocked;value_MediumGkIntervention;value_RecklessOffence;value_YellowCard;value_OutOfBoxDeepLeft;value_FreeKick;value_Stooping;value_Hands;value_Collected;value_OverArm;value_OverhitCross;value_FlickOn;value_ShirtPull/Holding;value_Argument;value_Minutes;value_EndType;value_Tactical;value_Shove/Push;value_Defensive1V1;value_TacticalFoul;value_FloatedCross;value_Straight;value_BoxLeft;value_SwerveLeft;value_HighLeft;value_HighGkIntervention;value_HighClaim;value_Penalty;value_PenaltyTakerId;value_LowRight;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistId;value_Diving;value_Scored;value_DrivenCross;value_AerialFoul;value_High;value_Dissent;value_SmallBoxCentre;value_GkKickFromHands;value_ParriedSafe;value_GoesToPenalties;value_HighCentre;value_HitWoodwork;value_HighRight;value_Saved;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2665964143;273;1;1;28;6;6gaq85erpkvbyxvivd96wuw44;0;80,1;92,7;2024-04-01T00:32:59.577Z;2024-04-01T00:33:01Z;[{'id': 4913905765, 'qualifierId': 213, 'value': '5.41'}, {'id': 4913905817, 'qualifierId': 286}, {'id': 4913905763, 'qualifierId': 212, 'value': '3.3'}, {'id': 4913905761, 'qualifierId': 141, 'value': '89.0'}, {'id': 4913905757, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913905813, 'qualifierId': 233, 'value': '245'}, {'id': 4913905811, 'qualifierId': 236}, {'id': 4913905759, 'qualifierId': 140, 'value': '82.1'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,41;3,3;82,1;89,0;;;;;;;;245,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;82,1;89,0;;;;;;;;0;28;6;Colorado Rapids II;1686;MC;1,0
2665964149;245;74;1;28;6;iiolvosiuokkrl5iuoxcjo4p;1;17,3;8,8;2024-04-01T00:32:59.578Z;2024-04-01T01:05:58Z;[{'id': 4913905779, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913905819, 'qualifierId': 233, 'value': '273'}, {'id': 4913905781, 'qualifierId': 285}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Blocked Pass;;;;;;;;;;;;;;;;;;;;1,0;273,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;6;Los Angeles II;1686;MC;1,0
2665964161;246;43;1;28;9;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-04-01T00:33:03.312Z;2024-04-05T14:10:06Z;[{'id': 4923057099, 'qualifierId': 144, 'value': '49'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;9;Los Angeles II;1689;MC;1,0
2665964167;247;1;1;28;10;iiolvosiuokkrl5iuoxcjo4p;0;13,4;3,5;2024-04-01T00:33:03.992Z;2024-04-01T00:33:04Z;[{'id': 4913905885, 'qualifierId': 212, 'value': '11.9'}, {'id': 4913905877, 'qualifierId': 157}, {'id': 4913905889, 'qualifierId': 1}, {'id': 4913905881, 'qualifierId': 140, 'value': '24.3'}, {'id': 4913905883, 'qualifierId': 141, 'value': '0.0'}, {'id': 4913905879, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913905887, 'qualifierId': 213, 'value': '6.01'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;6,01;11,9;24,3;0,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;24,3;0,0;;;;;;;;0;28;10;Los Angeles II;1690;MC;1,0
2665964171;248;5;1;28;11;iiolvosiuokkrl5iuoxcjo4p;0;24,2;-1,6;2024-04-01T00:33:04.697Z;2024-04-01T01:05:49Z;[{'id': 4913905901, 'qualifierId': 347}, {'id': 4913905897, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913905953, 'qualifierId': 233, 'value': '274'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Out;;;;;;;;;;;;;;;;;;;;;274,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;11;Los Angeles II;1691;MC;1,0
2665964175;274;5;1;28;11;6gaq85erpkvbyxvivd96wuw44;1;75,8;101,6;2024-04-01T00:33:04.697Z;2024-04-01T00:33:06Z;[{'id': 4913905921, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913905923, 'qualifierId': 347}, {'id': 4913905937, 'qualifierId': 233, 'value': '248'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;bytb7hv1ld07ucu44cse2t7o4;Out;;;;;;;;;;;;;;;;;;;;;248,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;28;11;Colorado Rapids II;1691;MC;1,0
2665964183;275;1;1;28;12;6gaq85erpkvbyxvivd96wuw44;1;75,8;100,0;2024-04-01T00:33:06.344Z;2024-04-01T00:33:08Z;[{'id': 4913905977, 'qualifierId': 140, 'value': '81.5'}, {'id': 4913905983, 'qualifierId': 213, 'value': '5.70'}, {'id': 4913905981, 'qualifierId': 212, 'value': '7.2'}, {'id': 4913905979, 'qualifierId': 141, 'value': '96.2'}, {'id': 4913905973, 'qualifierId': 107}, {'id': 4913905975, 'qualifierId': 56, 'value': 'Left'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,7;7,2;81,5;96,2;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;81,5;96,2;;;;;;;;0;28;12;Colorado Rapids II;1692;DC;1,0
2665964207;276;1;1;28;14;6gaq85erpkvbyxvivd96wuw44;1;82,2;91,2;2024-04-01T00:33:08.073Z;2024-04-01T00:33:14Z;[{'id': 4913906141, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913906143, 'qualifierId': 140, 'value': '78.9'}, {'id': 4913906149, 'qualifierId': 213, 'value': '4.27'}, {'id': 4913906147, 'qualifierId': 212, 'value': '8.1'}, {'id': 4913906145, 'qualifierId': 141, 'value': '80.4'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;4,27;8,1;78,9;80,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;78,9;80,4;;;;;;;;0;28;14;Colorado Rapids II;1694;MC;1,0
2665964215;277;1;1;28;20;6gaq85erpkvbyxvivd96wuw44;0;92,7;77,1;2024-04-01T00:33:14.041Z;2024-04-05T14:10:29Z;[{'id': 4923057265, 'qualifierId': 224}, {'id': 4913906267, 'qualifierId': 286}, {'id': 4913906211, 'qualifierId': 212, 'value': '0.9'}, {'id': 4913906213, 'qualifierId': 213, 'value': '5.32'}, {'id': 4913906207, 'qualifierId': 140, 'value': '93.2'}, {'id': 4913906261, 'qualifierId': 236}, {'id': 4913906263, 'qualifierId': 233, 'value': '249'}, {'id': 4913906205, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913906209, 'qualifierId': 141, 'value': '76.0'}, {'id': 4923057267, 'qualifierId': 72}, {'id': 4913906201, 'qualifierId': 2}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,32;0,9;93,2;76,0;;;;;;;;249,0;;1,0;1,0;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;93,2;76,0;;;;;;;;0;28;20;Colorado Rapids II;1700;FWL;1,0
2665964219;249;12;1;28;20;iiolvosiuokkrl5iuoxcjo4p;1;6,4;32,6;2024-04-01T00:33:14.141Z;2024-04-01T00:33:17Z;[{'id': 4913906229, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913906227, 'qualifierId': 185}, {'id': 4913906281, 'qualifierId': 233, 'value': '277'}];dw8iyfupgsqkt8ogxssmtss4q;M. Edwards;;bytb7hv1ld07ucu44cse2t7o4;Clearance;;;;;;;;;;;;;;;;;;;;;277,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;20;Los Angeles II;1700;DL;1,0
2665964225;250;6;1;28;22;iiolvosiuokkrl5iuoxcjo4p;0;6,6;28,3;2024-04-01T00:33:16.256Z;2024-04-05T14:10:33Z;[{'id': 4913906353, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913906371, 'qualifierId': 233, 'value': '278'}, {'id': 4913906355, 'qualifierId': 73}];dw8iyfupgsqkt8ogxssmtss4q;M. Edwards;;bytb7hv1ld07ucu44cse2t7o4;Corner Awarded;;;;;;;;;;;;;;;;;;;;;278,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;22;Los Angeles II;1702;DL;1,0
2665964229;278;6;1;28;22;6gaq85erpkvbyxvivd96wuw44;1;93,4;71,7;2024-04-01T00:33:16.256Z;2024-04-01T01:05:46Z;[{'id': 4913906357, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913906359, 'qualifierId': 73}, {'id': 4913906363, 'qualifierId': 233, 'value': '250'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;bytb7hv1ld07ucu44cse2t7o4;Corner Awarded;;;;;;;;;;;;;;;;;;;;;250,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;28;22;Colorado Rapids II;1702;FWL;1,0
2665964333;279;1;1;28;50;6gaq85erpkvbyxvivd96wuw44;1;99,5;99,5;2024-04-01T00:33:43.512Z;2024-04-05T14:10:43Z;[{'id': 4913907017, 'qualifierId': 213, 'value': '4.37'}, {'id': 4923057377, 'qualifierId': 20}, {'id': 4913907009, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913907011, 'qualifierId': 140, 'value': '91.0'}, {'id': 4913907013, 'qualifierId': 141, 'value': '62.5'}, {'id': 4913907015, 'qualifierId': 212, 'value': '26.7'}, {'id': 4913909959, 'qualifierId': 210, 'value': '13'}, {'id': 4913907005, 'qualifierId': 155}, {'id': 4913909961, 'qualifierId': 154}, {'id': 4913907001, 'qualifierId': 2}, {'id': 4913907003, 'qualifierId': 6}, {'id': 4913907007, 'qualifierId': 223}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;1,0;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;4,37;26,7;91,0;62,5;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;91,0;62,5;;;;;;;;0;28;50;Colorado Rapids II;1730;MC;1,0
2665964335;280;44;1;28;54;6gaq85erpkvbyxvivd96wuw44;1;92,4;60,2;2024-04-01T00:33:47.592Z;2024-04-01T00:34:16Z;[{'id': 4913907855, 'qualifierId': 233, 'value': '253'}, {'id': 4913907023, 'qualifierId': 286}, {'id': 4913907021, 'qualifierId': 56, 'value': 'Center'}];1pv6xhgaeshfrhzenz7y14glw;T. Nare;;bytb7hv1ld07ucu44cse2t7o4;Aerial;;;;;;;;;;;;;;;;;;;;;253,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;28;54;Colorado Rapids II;1734;DC;1,0
2665964411;253;44;1;28;54;iiolvosiuokkrl5iuoxcjo4p;0;7,6;39,8;2024-04-01T00:33:47.593Z;2024-04-01T00:34:16Z;[{'id': 4913907865, 'qualifierId': 233, 'value': '280'}, {'id': 4913907511, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913907513, 'qualifierId': 285}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;bytb7hv1ld07ucu44cse2t7o4;Aerial;;;;;;;;;;;;;;;;;;;;1,0;280,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;54;Los Angeles II;1734;DR;1,0
2665964345;281;13;1;28;54;6gaq85erpkvbyxvivd96wuw44;1;94,0;63,0;2024-04-01T00:33:47.880Z;2024-04-05T15:42:56Z;[{'id': 4913909995, 'qualifierId': 103, 'value': '6.9'}, {'id': 4913909657, 'qualifierId': 153}, {'id': 4913908779, 'qualifierId': 17}, {'id': 4913909993, 'qualifierId': 102, 'value': '36.8'}, {'id': 4913909651, 'qualifierId': 15}, {'id': 4913909655, 'qualifierId': 328}, {'id': 4913909997, 'qualifierId': 146, 'value': '99.5'}, {'id': 4913909989, 'qualifierId': 55, 'value': '279'}, {'id': 4913909649, 'qualifierId': 25}, {'id': 4913909999, 'qualifierId': 147, 'value': '37'}, {'id': 4913909987, 'qualifierId': 154}, {'id': 4913909985, 'qualifierId': 29}, {'id': 4913907063, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913910001, 'qualifierId': 230, 'value': '99.7'}, {'id': 4913910003, 'qualifierId': 231, 'value': '51.1'}, {'id': 4913909983, 'qualifierId': 75}];1pv6xhgaeshfrhzenz7y14glw;T. Nare;;bytb7hv1ld07ucu44cse2t7o4;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;99,7;;51,1;6,9;279,0;;36,8;;;;99,5;;;;37,0;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;99,5;37,0;36,8;6.9;279,0;8f5h44hnjdt4rdflu8qqhx5d6;;0;28;54;Colorado Rapids II;1734;DC;1,0
2665964347;282;1;1;28;55;6gaq85erpkvbyxvivd96wuw44;0;99,2;31,5;2024-04-01T00:33:48.554Z;2024-04-05T14:13:20Z;[{'id': 4913913297, 'qualifierId': 195}, {'id': 4913909375, 'qualifierId': 141, 'value': '38.7'}, {'id': 4913909371, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913909373, 'qualifierId': 140, 'value': '94.4'}, {'id': 4913909377, 'qualifierId': 212, 'value': '7.0'}, {'id': 4913909379, 'qualifierId': 213, 'value': '2.37'}];b04uukw5ec0mngnwqjih7oqac;L. Flores;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;2,37;7,0;94,4;38,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;94,4;38,7;;;;;;;;0;28;55;Colorado Rapids II;1735;Sub;1,0
2665964349;251;12;1;28;56;iiolvosiuokkrl5iuoxcjo4p;1;6,5;60,1;2024-04-01T00:33:49.776Z;2024-04-01T00:33:51Z;[{'id': 4913907087, 'qualifierId': 140, 'value': '20.4'}, {'id': 4913907099, 'qualifierId': 167}, {'id': 4913907091, 'qualifierId': 212, 'value': '31.7'}, {'id': 4913907093, 'qualifierId': 213, 'value': '1.09'}, {'id': 4913907089, 'qualifierId': 141, 'value': '100.0'}, {'id': 4913907085, 'qualifierId': 56, 'value': 'Back'}];dw8iyfupgsqkt8ogxssmtss4q;M. Edwards;;bytb7hv1ld07ucu44cse2t7o4;Clearance;;;;;;;;;;1,09;31,7;20,4;100,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;20,4;100,0;;;;;;;;0;28;56;Los Angeles II;1736;DL;1,0
2665964351;252;5;1;28;57;iiolvosiuokkrl5iuoxcjo4p;0;16,9;101,8;2024-04-01T00:33:51.092Z;2024-04-01T00:34:09Z;[{'id': 4913907095, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913907599, 'qualifierId': 233, 'value': '284'}, {'id': 4913907097, 'qualifierId': 347}];dw8iyfupgsqkt8ogxssmtss4q;M. Edwards;;bytb7hv1ld07ucu44cse2t7o4;Out;;;;;;;;;;;;;;;;;;;;;284,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;28;57;Los Angeles II;1737;DL;1,0
2665964419;284;5;1;28;57;6gaq85erpkvbyxvivd96wuw44;1;83,1;-1,8;2024-04-01T00:33:51.092Z;2024-04-01T01:05:49Z;[{'id': 4913907591, 'qualifierId': 233, 'value': '252'}, {'id': 4913907569, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913907571, 'qualifierId': 347}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;bytb7hv1ld07ucu44cse2t7o4;Out;;;;;;;;;;;;;;;;;;;;;252,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;28;57;Colorado Rapids II;1737;FWL;1,0
2665964357;283;43;1;28;59;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-04-01T00:33:53.065Z;2024-04-01T00:34:06Z;[{'id': 4913907131, 'qualifierId': 22, 'value': '0'}, {'id': 4913907133, 'qualifierId': 17, 'value': '0'}, {'id': 4913907407, 'qualifierId': 144, 'value': '39'}, {'id': 4913907135, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913907141, 'qualifierId': 250, 'value': '0'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;bytb7hv1ld07ucu44cse2t7o4;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,0;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;28;59;Colorado Rapids II;1739;FWL;1,0
2665964945;295;1;1;29;10;6gaq85erpkvbyxvivd96wuw44;1;74,3;0,0;2024-04-01T00:34:03.472Z;2024-04-01T00:35:30Z;[{'id': 4913910935, 'qualifierId': 141, 'value': '4.8'}, {'id': 4913911033, 'qualifierId': 107}, {'id': 4913910931, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913910933, 'qualifierId': 140, 'value': '56.2'}, {'id': 4913910937, 'qualifierId': 212, 'value': '19.6'}, {'id': 4913910939, 'qualifierId': 213, 'value': '2.90'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;2,9;19,6;56,2;4,8;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;56,2;4,8;;;;;;;;0;29;10;Colorado Rapids II;1750;DR;1,0
2665965263;303;61;1;29;11;6gaq85erpkvbyxvivd96wuw44;1;39,5;10,8;2024-04-01T00:34:05.090Z;2024-04-01T00:36:28Z;[{'id': 4913912737, 'qualifierId': 189}, {'id': 4913912707, 'qualifierId': 56, 'value': 'Back'}];do2o6ka25talswmmillufejqi;D. Rosales;;bytb7hv1ld07ucu44cse2t7o4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;29;11;Colorado Rapids II;1751;DL;1,0
