id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_Involved;value_TeamKit;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_TeamFormation;value_DirectionOfPlay;value_Zone;value_DeletedEventType;value_PassEndX;value_Length;value_Angle;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_IntendedTackleTarget;value_Chipped;value_OppositeRelatedEventId;value_Offensive;value_TouchTypeControl;value_Defensive;value_TouchTypePass;value_Straight;value_DrivenCross;value_RightFooted;value_Cross;value_NotVisible;value_LeftFooted;value_OutSwinger;value_HeadPass;value_LayOff;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_NotAssisted;value_BigChance;value_GkX;value_GkY;value_GoalmouthY;value_GoalmouthZ;value_FantasyAssistId;value_GoalShotGameClock;value_LowCentre;value_GoalShotTimestamp;value_FirstTouch;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_RegularPlay;value_SmallBoxCentre;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistType;value_OutOfPlay;value_TouchTypeClearance;value_Overrun;value_AttemptedTackle;value_MediumGkIntervention;value_KeeperThrow;value_NextEventGoalKick;value_GoalKick;value_Low;value_TakeOnOvertake;value_Defensive1V1;value_SixYardBlocked;value_FreeKick;value_BlockedX;value_OutOfBoxDeepRight;value_Blocked;value_BlockedY;value_LowLeft;value_DefBlock;value_Left;value_Right;value_InSwinger;value_CornerTaken;value_HighGkIntervention;value_OutOfBoxCentre;value_SavedOffLine;value_FromCorner;value_Volley;value_LastLine;value_BoxCentre;value_LowRight;value_BlockedPass;value_BlockedCross;value_ShirtPull/Holding;value_RelatedEventId;value_YellowCard;value_TacticalFoul;value_IncorrectOutOfPlayDecision;value_IntentionalAssist;value_Assist;value_Assisted;value_NotPastGoalLine;value_Head;value_Handball;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_BallHitsReferee;value_LeadingToGoal;value_1On1;value_BoxRight;value_RelatedError1Id;value_ThroughBall;value_IndividualPlay;value_BoxDeepLeft;value_Hands;value_Diving;value_ParriedDanger;value_Minutes;value_HighRight;value_ThrowInSetPiece;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_PullBack;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_OverhitCross;value_LeadingToAttempt;value_Collected;value_LowGkIntervention;value_FlickOn;value_SwerveRight;value_FastBreak;value_High;value_Stooping;value_InjuredPlayerId;value_Injury;value_RecklessOffence;value_FloatedCross;value_TimeWasting;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2708423655;154;4;1;18;3;5icuo8utnztpsd9l03gdd68dl;0;37,2;68,2;2024-08-12T02:22:53.803Z;2024-08-14T10:02:57Z;[{'id': 5145562493, 'qualifierId': 285}, {'id': 5145562491, 'qualifierId': 152}, {'id': 5145562485, 'qualifierId': 13}, {'id': 5145562489, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145562519, 'qualifierId': 233, 'value': '169'}, {'id': 5145562487, 'qualifierId': 295}, {'id': 5145632187, 'qualifierId': 55, 'value': '155'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;enswumy4bzfogye70d9a11atw;Foul;;;;;;;;;;;;;;;;;;;;;169,0;;;1,0;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;155,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;155,0;ez0t0pl5qxy0sa3zp1l77sjro;0;0;18;3;Real Monarchs;1083;MC;1,0
2708423707;170;43;1;18;4;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T02:22:54.873Z;2024-08-14T10:01:01Z;[{'id': 5148299713, 'qualifierId': 144, 'value': '61'}, {'id': 5145562703, 'qualifierId': 56, 'value': 'Center'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;enswumy4bzfogye70d9a11atw;Deleted event;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;18;4;Tacoma Defiance;1084;MC;1,0
2708423669;155;17;1;18;4;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-08-12T02:22:55.052Z;2024-08-14T10:03:03Z;[{'id': 5145562563, 'qualifierId': 31}, {'id': 5145632183, 'qualifierId': 55, 'value': '154'}, {'id': 5145562565, 'qualifierId': 393}, {'id': 5145562567, 'qualifierId': 13, 'value': '243'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;enswumy4bzfogye70d9a11atw;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;154,0;ez0t0pl5qxy0sa3zp1l77sjro;0;0;18;4;Real Monarchs;1084;MC;1,0
2708913767;926;1;1;18;33;cbip96wzs3jc2xadoluhhxotl;1;67,1;31,7;2024-08-12T02:23:24.387Z;2024-08-14T10:04:40Z;[{'id': 5148301063, 'qualifierId': 5}, {'id': 5148301071, 'qualifierId': 141, 'value': '31.7'}, {'id': 5148301073, 'qualifierId': 212, 'value': '14.0'}, {'id': 5148301065, 'qualifierId': 152}, {'id': 5148301069, 'qualifierId': 140, 'value': '53.8'}, {'id': 5148301067, 'qualifierId': 56, 'value': 'Center'}, {'id': 5148301083, 'qualifierId': 189}, {'id': 5148301075, 'qualifierId': 213, 'value': '3.14'}];6kpb5yyfk2ifjgtfkspb8xwd0;O. Anderson;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;53,8;14,0;3,14;31,7;;;;;;;;;;;;;;;1,0;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;53,8;31,7;;;;;;;0;0;18;33;Tacoma Defiance;1113;AMC;1,0
2708423721;171;1;1;18;35;cbip96wzs3jc2xadoluhhxotl;1;62,7;39,8;2024-08-12T02:23:26.013Z;2024-08-14T10:04:38Z;[{'id': 5145562787, 'qualifierId': 213, 'value': '1.16'}, {'id': 5145562785, 'qualifierId': 212, 'value': '6.6'}, {'id': 5145562783, 'qualifierId': 141, 'value': '48.7'}, {'id': 5145562781, 'qualifierId': 140, 'value': '65.2'}, {'id': 5145562779, 'qualifierId': 56, 'value': 'Center'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;65,2;6,6;1,16;48,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;65,2;48,7;;;;;;;0;0;18;35;Tacoma Defiance;1115;MC;1,0
2708423735;156;83;1;18;36;5icuo8utnztpsd9l03gdd68dl;1;36,9;40,7;2024-08-12T02:23:27.362Z;2024-08-14T10:05:14Z;[{'id': 5145562911, 'qualifierId': 399, 'value': 'bxnegxnynd1glae8g0vfigfvu'}];3y5rrahty1k0l1hnww3bcozmy;O. De Rosario;;;enswumy4bzfogye70d9a11atw;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;18;36;Real Monarchs;1116;FW;1,0
2708423739;172;1;1;18;37;cbip96wzs3jc2xadoluhhxotl;1;66,1;60,0;2024-08-12T02:23:28.294Z;2024-08-12T02:23:36Z;[{'id': 5145562853, 'qualifierId': 141, 'value': '78.2'}, {'id': 5145562851, 'qualifierId': 140, 'value': '57.7'}, {'id': 5145562857, 'qualifierId': 213, 'value': '2.19'}, {'id': 5145562849, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145562855, 'qualifierId': 212, 'value': '15.2'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;57,7;15,2;2,19;78,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;57,7;78,2;;;;;;;0;0;18;37;Tacoma Defiance;1117;MC;1,0
2708423747;173;1;1;18;45;cbip96wzs3jc2xadoluhhxotl;1;64,2;71,9;2024-08-12T02:23:36.294Z;2024-08-12T02:23:40Z;[{'id': 5145562879, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145562883, 'qualifierId': 141, 'value': '34.6'}, {'id': 5145562881, 'qualifierId': 140, 'value': '60.7'}, {'id': 5145562887, 'qualifierId': 213, 'value': '4.57'}, {'id': 5145562885, 'qualifierId': 212, 'value': '25.6'}];f5cmlyf69p88bb6qabbjhris5;M. Silva;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;60,7;25,6;4,57;34,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;60,7;34,6;;;;;;;0;0;18;45;Tacoma Defiance;1125;DC;1,0
2708423751;174;1;1;18;50;cbip96wzs3jc2xadoluhhxotl;1;64,7;31,6;2024-08-12T02:23:40.747Z;2024-08-12T02:23:43Z;[{'id': 5145562897, 'qualifierId': 140, 'value': '67.2'}, {'id': 5145562899, 'qualifierId': 141, 'value': '45.8'}, {'id': 5145562905, 'qualifierId': 213, 'value': '1.31'}, {'id': 5145562903, 'qualifierId': 212, 'value': '10.0'}, {'id': 5145562895, 'qualifierId': 56, 'value': 'Center'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;67,2;10,0;1,31;45,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;67,2;45,8;;;;;;;0;0;18;50;Tacoma Defiance;1130;DL;1,0
2708423763;175;1;1;18;52;cbip96wzs3jc2xadoluhhxotl;1;66,5;46,4;2024-08-12T02:23:42.999Z;2024-08-12T02:23:45Z;[{'id': 5145562953, 'qualifierId': 213, 'value': '0.37'}, {'id': 5145562951, 'qualifierId': 212, 'value': '8.7'}, {'id': 5145562947, 'qualifierId': 140, 'value': '74.2'}, {'id': 5145562945, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145562949, 'qualifierId': 141, 'value': '51.0'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;74,2;8,7;0,37;51,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;74,2;51,0;;;;;;;0;0;18;52;Tacoma Defiance;1132;MC;1,0
2708423771;176;1;1;18;54;cbip96wzs3jc2xadoluhhxotl;1;66,6;47,8;2024-08-12T02:23:45.188Z;2024-08-12T02:23:47Z;[{'id': 5145562997, 'qualifierId': 141, 'value': '17.9'}, {'id': 5145562995, 'qualifierId': 140, 'value': '66.0'}, {'id': 5145562999, 'qualifierId': 212, 'value': '20.3'}, {'id': 5145563001, 'qualifierId': 213, 'value': '4.68'}, {'id': 5145562993, 'qualifierId': 56, 'value': 'Right'}];eswp4t4r8ktirsnkodz26gyui;B. Michel;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;66,0;20,3;4,68;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;66,0;17,9;;;;;;;0;0;18;54;Tacoma Defiance;1134;FW;1,0
2708423783;177;1;1;18;56;cbip96wzs3jc2xadoluhhxotl;1;66,0;17,9;2024-08-12T02:23:47.578Z;2024-08-12T02:23:52Z;[{'id': 5145563051, 'qualifierId': 140, 'value': '55.7'}, {'id': 5145563053, 'qualifierId': 141, 'value': '39.4'}, {'id': 5145563057, 'qualifierId': 213, 'value': '2.21'}, {'id': 5145563049, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145563055, 'qualifierId': 212, 'value': '18.2'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;55,7;18,2;2,21;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;55,7;39,4;;;;;;;0;0;18;56;Tacoma Defiance;1136;DR;1,0
2708423789;178;1;1;19;1;cbip96wzs3jc2xadoluhhxotl;1;56,2;42,5;2024-08-12T02:23:52.139Z;2024-08-12T02:23:55Z;[{'id': 5145563101, 'qualifierId': 141, 'value': '72.9'}, {'id': 5145563103, 'qualifierId': 212, 'value': '20.8'}, {'id': 5145563105, 'qualifierId': 213, 'value': '1.45'}, {'id': 5145563097, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145563099, 'qualifierId': 140, 'value': '58.5'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;58,5;20,8;1,45;72,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;58,5;72,9;;;;;;;0;0;19;1;Tacoma Defiance;1141;DL;1,0
2708423795;179;1;1;19;4;cbip96wzs3jc2xadoluhhxotl;1;57,6;64,4;2024-08-12T02:23:55.420Z;2024-08-12T02:23:56Z;[{'id': 5145563119, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145563127, 'qualifierId': 213, 'value': '4.42'}, {'id': 5145563125, 'qualifierId': 212, 'value': '14.3'}, {'id': 5145563121, 'qualifierId': 140, 'value': '53.7'}, {'id': 5145563123, 'qualifierId': 141, 'value': '44.2'}];f5cmlyf69p88bb6qabbjhris5;M. Silva;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;53,7;14,3;4,42;44,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;53,7;44,2;;;;;;;0;0;19;4;Tacoma Defiance;1144;DC;1,0
2708423805;180;1;1;19;6;cbip96wzs3jc2xadoluhhxotl;1;53,9;41,3;2024-08-12T02:23:56.685Z;2024-08-12T02:24:00Z;[{'id': 5145563165, 'qualifierId': 141, 'value': '10.4'}, {'id': 5145563163, 'qualifierId': 140, 'value': '58.9'}, {'id': 5145563169, 'qualifierId': 213, 'value': '4.96'}, {'id': 5145563161, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145563167, 'qualifierId': 212, 'value': '21.7'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;58,9;21,7;4,96;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;58,9;10,4;;;;;;;0;0;19;6;Tacoma Defiance;1146;DL;1,0
2708423817;181;1;1;19;10;cbip96wzs3jc2xadoluhhxotl;1;61,0;9,8;2024-08-12T02:24:00.653Z;2024-08-12T02:24:05Z;[{'id': 5145563213, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145563211, 'qualifierId': 196}, {'id': 5145563209, 'qualifierId': 155}, {'id': 5145563223, 'qualifierId': 1}, {'id': 5145563221, 'qualifierId': 213, 'value': '1.62'}, {'id': 5145563219, 'qualifierId': 212, 'value': '54.4'}, {'id': 5145563215, 'qualifierId': 140, 'value': '58.3'}, {'id': 5145563217, 'qualifierId': 141, 'value': '89.7'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;58,3;54,4;1,62;89,7;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;58,3;89,7;;;;;;;0;0;19;10;Tacoma Defiance;1150;DR;1,0
2708423825;182;1;1;19;14;cbip96wzs3jc2xadoluhhxotl;1;60,7;89,3;2024-08-12T02:24:05.403Z;2024-08-12T02:24:07Z;[{'id': 5145563259, 'qualifierId': 140, 'value': '76.9'}, {'id': 5145563263, 'qualifierId': 212, 'value': '17.6'}, {'id': 5145563261, 'qualifierId': 141, 'value': '96.2'}, {'id': 5145563265, 'qualifierId': 213, 'value': '0.27'}, {'id': 5145563257, 'qualifierId': 56, 'value': 'Left'}];f5cmlyf69p88bb6qabbjhris5;M. Silva;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;76,9;17,6;0,27;96,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;76,9;96,2;;;;;;;0;0;19;14;Tacoma Defiance;1154;DC;1,0
2708423831;183;1;1;19;16;cbip96wzs3jc2xadoluhhxotl;1;78,4;96,0;2024-08-12T02:24:07.543Z;2024-08-12T02:24:08Z;[{'id': 5145563297, 'qualifierId': 212, 'value': '9.6'}, {'id': 5145563293, 'qualifierId': 140, 'value': '85.4'}, {'id': 5145563291, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145563299, 'qualifierId': 213, 'value': '5.58'}, {'id': 5145563295, 'qualifierId': 141, 'value': '86.9'}];asy97zdxk0352toy38huzk222;T. Silva;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;85,4;9,6;5,58;86,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;85,4;86,9;;;;;;;0;0;19;16;Tacoma Defiance;1156;DC;1,0
2708423835;184;1;1;19;18;cbip96wzs3jc2xadoluhhxotl;0;85,4;86,9;2024-08-12T02:24:08.777Z;2024-08-12T02:24:09Z;[{'id': 5145563315, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145563319, 'qualifierId': 141, 'value': '84.0'}, {'id': 5145563321, 'qualifierId': 212, 'value': '4.4'}, {'id': 5145563323, 'qualifierId': 213, 'value': '3.61'}, {'id': 5145563317, 'qualifierId': 140, 'value': '81.7'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;81,7;4,4;3,61;84,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;81,7;84,0;;;;;;;0;0;19;18;Tacoma Defiance;1158;AML;1,0
2708423837;157;8;1;19;19;5icuo8utnztpsd9l03gdd68dl;1;17,0;14,7;2024-08-12T02:24:09.866Z;2024-08-14T10:06:33Z;[{'id': 5145563329, 'qualifierId': 56, 'value': 'Back'}, {'id': 5148301947, 'qualifierId': 384}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;;enswumy4bzfogye70d9a11atw;Interception;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;19;19;Real Monarchs;1159;AMR;1,0
2708423841;158;49;1;19;20;5icuo8utnztpsd9l03gdd68dl;1;24,8;30,0;2024-08-12T02:24:11.466Z;2024-08-12T02:24:11Z;[];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;enswumy4bzfogye70d9a11atw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;19;20;Real Monarchs;1160;AMC;1,0
2708423851;159;1;1;19;21;5icuo8utnztpsd9l03gdd68dl;1;25,4;30,1;2024-08-12T02:24:11.914Z;2024-08-12T02:24:14Z;[{'id': 5145563385, 'qualifierId': 140, 'value': '34.8'}, {'id': 5145563389, 'qualifierId': 212, 'value': '18.6'}, {'id': 5145563387, 'qualifierId': 141, 'value': '7.0'}, {'id': 5145563383, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145563391, 'qualifierId': 213, 'value': '5.27'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;34,8;18,6;5,27;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;34,8;7,0;;;;;;;0;0;19;21;Real Monarchs;1161;AMC;1,0
2708423859;160;1;1;19;23;5icuo8utnztpsd9l03gdd68dl;1;32,9;8,0;2024-08-12T02:24:14.458Z;2024-08-12T02:24:17Z;[{'id': 5145563425, 'qualifierId': 212, 'value': '11.8'}, {'id': 5145563427, 'qualifierId': 213, 'value': '2.38'}, {'id': 5145563419, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145563423, 'qualifierId': 141, 'value': '20.0'}, {'id': 5145563421, 'qualifierId': 140, 'value': '24.8'}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;24,8;11,8;2,38;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;24,8;20,0;;;;;;;0;0;19;23;Real Monarchs;1163;AMR;1,0
2708423873;161;1;1;19;26;5icuo8utnztpsd9l03gdd68dl;1;27,7;19,4;2024-08-12T02:24:17.291Z;2024-08-12T02:24:23Z;[{'id': 5145563493, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145563499, 'qualifierId': 212, 'value': '31.4'}, {'id': 5145563495, 'qualifierId': 140, 'value': '13.1'}, {'id': 5145563501, 'qualifierId': 213, 'value': '2.08'}, {'id': 5145563497, 'qualifierId': 141, 'value': '59.7'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;13,1;31,4;2,08;59,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;13,1;59,7;;;;;;;0;0;19;26;Real Monarchs;1166;MC;1,0
