id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamKit;value_Captain;value_PlayerPosition;value_Resume;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_Zone;value_Length;value_Angle;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TouchTypeControl;value_TakeOnOvertake;value_DeletedEventType;value_Direct;value_Foul;value_Shove/Push;value_NextEventThrowIn;value_FreeKickTaken;value_Chipped;value_TouchTypeClearance;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_NotVisible;value_AttemptedTackle;value_ThroughBall;value_RegularPlay;value_Assist;value_IntentionalAssist;value_GoalmouthZ;value_GoalShotTimestamp;value_LeftFooted;value_Assisted;value_GkY;value_GoalmouthY;value_BoxCentre;value_BigChance;value_GkX;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_LowCentre;value_FirstTouch;value_GoalShotGameClock;value_RelatedEventId;value_LayOff;value_OutOfBoxCentre;value_IndividualPlay;value_High;value_RightFooted;value_NextEventGoalKick;value_GoalKick;value_ThrowIn;value_OutOfPlay;value_Indirect;value_TouchTypePass;value_ShirtPull/Holding;value_Left;value_CornerTaken;value_BlockedPass;value_Head;value_OutSwinger;value_Cross;value_BlockedCross;value_InSwinger;value_Handball;value_LowGkIntervention;value_KeeperThrow;value_SwitchOfPlay;value_TakeOnSpace;value_AerialFoul;value_Low;value_CloseRight;value_PullBack;value_CloseLeft;value_Defensive1V1;value_YellowCard;value_Argument;value_BlockedX;value_Blocked;value_FreeKick;value_NotAssisted;value_BlockedY;value_DefBlock;value_ByWall;value_InjuredPlayerId;value_Injury;value_MediumGkIntervention;value_GkHoof;value_SmallBoxCentre;value_LowLeft;value_HighClaim;value_HighGkIntervention;value_Right;value_Minutes;value_Straight;value_FloatedCross;value_Sliding;value_Feet;value_ParriedDanger;value_EndType;value_Volley;value_LowRight;value_SixYardBlocked;value_BoxRight;value_Stooping;value_Hands;value_SmallBoxRight;value_Deflection;value_Diving;value_Fumble;value_HighCentre;value_Collected;value_NotPastGoalLine;value_BoxLeft;value_FromShotOffTarget;value_Dissent;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_FastBreak;value_FromCorner;value_Standing;value_Overrun;value_OtherObstacle;value_BallHitsReferee;value_ParriedSafe;value_HighRight;value_TacticalFoul;value_GoesToPenalties;value_Penalty;value_HitWoodwork;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2682615425;5;7;1;0;10;479lsfr4cwlzewpbuda3y2xv4;1;28,4;18,9;2024-05-04T21:04:55.987Z;2024-05-10T07:33:35Z;[{'id': 5003895287, 'qualifierId': 285}, {'id': 5016348749, 'qualifierId': 383}, {'id': 5003895299, 'qualifierId': 233, 'value': '6'}, {'id': 5003895285, 'qualifierId': 56, 'value': 'Back'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;cm8b3670jp7hdcqioiu7a3or8;Tackle;;;;;;;;;;;;;;;;;;1,0;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;0;10;Chattanooga;10;MC;1,0
2682615427;6;49;1;0;11;479lsfr4cwlzewpbuda3y2xv4;1;23,5;6,6;2024-05-04T21:04:57.043Z;2024-05-10T07:33:42Z;[];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;cm8b3670jp7hdcqioiu7a3or8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;0;11;Chattanooga;11;MC;1,0
2682615437;7;1;1;0;12;479lsfr4cwlzewpbuda3y2xv4;0;23,9;1,7;2024-05-04T21:04:58.493Z;2024-05-10T07:33:59Z;[{'id': 5003895367, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003895373, 'qualifierId': 212, 'value': '3.6'}, {'id': 5003895371, 'qualifierId': 141, 'value': '1.3'}, {'id': 5003895375, 'qualifierId': 213, 'value': '6.21'}, {'id': 5003895369, 'qualifierId': 140, 'value': '27.3'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;3,6;6,21;1,3;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;27,3;1,3;;;;;;;;0;0;12;Chattanooga;12;MC;1,0
2684909581;892;61;1;0;13;cwnjxlibb02fuh0vwgvac6h45;1;75,9;96,8;2024-05-04T21:04:58.756Z;2024-05-10T07:34:05Z;[{'id': 5016348935, 'qualifierId': 56, 'value': 'Left'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;13;Orlando City B;13;DC;1,0
2682615461;7;49;1;0;14;cwnjxlibb02fuh0vwgvac6h45;1;52,8;96,0;2024-05-04T21:05:00.287Z;2024-05-10T07:34:10Z;[];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;cm8b3670jp7hdcqioiu7a3or8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;14;Orlando City B;14;MC;1,0
2682615473;8;1;1;0;16;cwnjxlibb02fuh0vwgvac6h45;1;52,8;96,0;2024-05-04T21:05:02.464Z;2024-05-04T21:05:04Z;[{'id': 5003895583, 'qualifierId': 141, 'value': '80.8'}, {'id': 5003895579, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003895587, 'qualifierId': 213, 'value': '3.72'}, {'id': 5003895585, 'qualifierId': 212, 'value': '19.0'}, {'id': 5003895581, 'qualifierId': 140, 'value': '37.6'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;19,0;3,72;80,8;37,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;37,6;80,8;;;;;;;;0;0;16;Orlando City B;16;MC;1,0
2682615485;9;1;1;0;18;cwnjxlibb02fuh0vwgvac6h45;1;37,5;79,4;2024-05-04T21:05:04.415Z;2024-05-04T21:05:06Z;[{'id': 5003895689, 'qualifierId': 140, 'value': '36.6'}, {'id': 5003895695, 'qualifierId': 212, 'value': '17.4'}, {'id': 5003895691, 'qualifierId': 141, 'value': '53.9'}, {'id': 5003895697, 'qualifierId': 213, 'value': '4.66'}, {'id': 5003895687, 'qualifierId': 56, 'value': 'Back'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;17,4;4,66;53,9;36,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;36,6;53,9;;;;;;;;0;0;18;Orlando City B;18;DC;1,0
2682615489;10;1;1;0;21;cwnjxlibb02fuh0vwgvac6h45;1;34,5;53,4;2024-05-04T21:05:06.799Z;2024-05-04T21:05:08Z;[{'id': 5003895725, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003895733, 'qualifierId': 213, 'value': '1.55'}, {'id': 5003895729, 'qualifierId': 141, 'value': '72.7'}, {'id': 5003895731, 'qualifierId': 212, 'value': '13.1'}, {'id': 5003895727, 'qualifierId': 140, 'value': '34.7'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;13,1;1,55;72,7;34,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;34,7;72,7;;;;;;;;0;0;21;Orlando City B;21;DL;1,0
2682615495;11;1;1;0;22;cwnjxlibb02fuh0vwgvac6h45;1;33,2;72,0;2024-05-04T21:05:08.320Z;2024-05-04T21:05:09Z;[{'id': 5003895773, 'qualifierId': 140, 'value': '32.4'}, {'id': 5003895777, 'qualifierId': 212, 'value': '19.7'}, {'id': 5003895779, 'qualifierId': 213, 'value': '4.67'}, {'id': 5003895775, 'qualifierId': 141, 'value': '43.0'}, {'id': 5003895771, 'qualifierId': 56, 'value': 'Back'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;19,7;4,67;43,0;32,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;32,4;43,0;;;;;;;;0;0;22;Orlando City B;22;DC;1,0
2682615573;12;1;1;0;23;cwnjxlibb02fuh0vwgvac6h45;1;32,4;43,0;2024-05-04T21:05:09.408Z;2024-05-04T21:05:16Z;[{'id': 5003896107, 'qualifierId': 141, 'value': '51.0'}, {'id': 5003896103, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003896109, 'qualifierId': 212, 'value': '23.6'}, {'id': 5003896105, 'qualifierId': 140, 'value': '10.5'}, {'id': 5003896111, 'qualifierId': 213, 'value': '2.91'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;23,6;2,91;51,0;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;10,5;51,0;;;;;;;;0;0;23;Orlando City B;23;DL;1,0
