id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamKit;value_Captain;value_PlayerPosition;value_Resume;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_Zone;value_Length;value_Angle;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TouchTypeControl;value_TakeOnOvertake;value_DeletedEventType;value_Direct;value_Foul;value_Shove/Push;value_NextEventThrowIn;value_FreeKickTaken;value_Chipped;value_TouchTypeClearance;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_NotVisible;value_AttemptedTackle;value_ThroughBall;value_RegularPlay;value_Assist;value_IntentionalAssist;value_GoalmouthZ;value_GoalShotTimestamp;value_LeftFooted;value_Assisted;value_GkY;value_GoalmouthY;value_BoxCentre;value_BigChance;value_GkX;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_LowCentre;value_FirstTouch;value_GoalShotGameClock;value_RelatedEventId;value_LayOff;value_OutOfBoxCentre;value_IndividualPlay;value_High;value_RightFooted;value_NextEventGoalKick;value_GoalKick;value_ThrowIn;value_OutOfPlay;value_Indirect;value_TouchTypePass;value_ShirtPull/Holding;value_Left;value_CornerTaken;value_BlockedPass;value_Head;value_OutSwinger;value_Cross;value_BlockedCross;value_InSwinger;value_Handball;value_LowGkIntervention;value_KeeperThrow;value_SwitchOfPlay;value_TakeOnSpace;value_AerialFoul;value_Low;value_CloseRight;value_PullBack;value_CloseLeft;value_Defensive1V1;value_YellowCard;value_Argument;value_BlockedX;value_Blocked;value_FreeKick;value_NotAssisted;value_BlockedY;value_DefBlock;value_ByWall;value_InjuredPlayerId;value_Injury;value_MediumGkIntervention;value_GkHoof;value_SmallBoxCentre;value_LowLeft;value_HighClaim;value_HighGkIntervention;value_Right;value_Minutes;value_Straight;value_FloatedCross;value_Sliding;value_Feet;value_ParriedDanger;value_EndType;value_Volley;value_LowRight;value_SixYardBlocked;value_BoxRight;value_Stooping;value_Hands;value_SmallBoxRight;value_Deflection;value_Diving;value_Fumble;value_HighCentre;value_Collected;value_NotPastGoalLine;value_BoxLeft;value_FromShotOffTarget;value_Dissent;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_FastBreak;value_FromCorner;value_Standing;value_Overrun;value_OtherObstacle;value_BallHitsReferee;value_ParriedSafe;value_HighRight;value_TacticalFoul;value_GoesToPenalties;value_Penalty;value_HitWoodwork;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2682656195;546;1;2;57;34;cwnjxlibb02fuh0vwgvac6h45;1;54,2;52,7;2024-05-04T22:20:58.019Z;2024-05-04T22:20:58Z;[{'id': 5004108157, 'qualifierId': 213, 'value': '2.89'}, {'id': 5004108153, 'qualifierId': 141, 'value': '58.7'}, {'id': 5004108151, 'qualifierId': 140, 'value': '39.2'}, {'id': 5004108155, 'qualifierId': 212, 'value': '16.3'}, {'id': 5004108149, 'qualifierId': 56, 'value': 'Back'}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;16,3;2,89;58,7;39,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;39,2;58,7;;;;;;;;0;57;34;Orlando City B;3454;AML;1,0
2682656231;547;1;2;57;35;cwnjxlibb02fuh0vwgvac6h45;1;39,2;58,7;2024-05-04T22:20:58.851Z;2024-05-04T22:21:03Z;[{'id': 5004108357, 'qualifierId': 212, 'value': '18.2'}, {'id': 5004108353, 'qualifierId': 140, 'value': '56.3'}, {'id': 5004108359, 'qualifierId': 213, 'value': '6.10'}, {'id': 5004108355, 'qualifierId': 141, 'value': '53.9'}, {'id': 5004108351, 'qualifierId': 56, 'value': 'Center'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;18,2;6,1;53,9;56,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;56,3;53,9;;;;;;;;0;57;35;Orlando City B;3455;DC;1,0
2682656235;548;61;2;57;36;cwnjxlibb02fuh0vwgvac6h45;1;56,3;53,9;2024-05-04T22:21:00.077Z;2024-05-04T22:21:06Z;[{'id': 5004108377, 'qualifierId': 56, 'value': 'Center'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;cm8b3670jp7hdcqioiu7a3or8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;57;36;Orlando City B;3456;DR;1,0
2682656215;500;49;2;57;38;479lsfr4cwlzewpbuda3y2xv4;1;39,0;56,3;2024-05-04T22:21:01.543Z;2024-05-04T22:21:01Z;[];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;cm8b3670jp7hdcqioiu7a3or8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;57;38;Chattanooga;3458;MC;1,0
2682656287;501;1;2;57;39;479lsfr4cwlzewpbuda3y2xv4;1;46,7;62,3;2024-05-04T22:21:02.822Z;2024-05-04T22:21:08Z;[{'id': 5004108635, 'qualifierId': 141, 'value': '90.6'}, {'id': 5004108639, 'qualifierId': 213, 'value': '1.19'}, {'id': 5004108631, 'qualifierId': 56, 'value': 'Left'}, {'id': 5004108637, 'qualifierId': 212, 'value': '20.8'}, {'id': 5004108633, 'qualifierId': 140, 'value': '54.1'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;20,8;1,19;90,6;54,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;54,1;90,6;;;;;;;;0;57;39;Chattanooga;3459;MC;1,0
2682656297;502;3;2;57;45;479lsfr4cwlzewpbuda3y2xv4;0;63,4;86,0;2024-05-04T22:21:08.434Z;2024-05-10T10:53:48Z;[{'id': 5016405667, 'qualifierId': 464}, {'id': 5004108681, 'qualifierId': 286}, {'id': 5004108679, 'qualifierId': 56, 'value': 'Left'}, {'id': 5004108861, 'qualifierId': 233, 'value': '549'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;cm8b3670jp7hdcqioiu7a3or8;Take On;;;;;;;;;;;;;;;;;;;549,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;57;45;Chattanooga;3465;AMC;1,0
2682656307;549;7;2;57;45;cwnjxlibb02fuh0vwgvac6h45;1;36,6;14,0;2024-05-04T22:21:08.435Z;2024-05-10T10:53:52Z;[{'id': 5016405689, 'qualifierId': 384}, {'id': 5004108749, 'qualifierId': 285}, {'id': 5004108747, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004108809, 'qualifierId': 233, 'value': '502'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;cm8b3670jp7hdcqioiu7a3or8;Tackle;;;;;;;;;;;;;;;;;;1,0;502,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;57;45;Orlando City B;3465;MC;1,0
2684918901;835;45;2;57;46;479lsfr4cwlzewpbuda3y2xv4;0;58,8;83,9;2024-05-04T22:21:09.619Z;2024-05-10T10:56:29Z;[{'id': 5016406899, 'qualifierId': 233, 'value': '908'}, {'id': 5016406897, 'qualifierId': 285}, {'id': 5016406893, 'qualifierId': 56, 'value': 'Left'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;cm8b3670jp7hdcqioiu7a3or8;Challenge;;;;;;;;;;;;;;;;;;1,0;908,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;57;46;Chattanooga;3466;AMC;1,0
2684918899;908;3;2;57;46;cwnjxlibb02fuh0vwgvac6h45;1;41,2;16,1;2024-05-04T22:21:09.619Z;2024-05-10T10:56:32Z;[{'id': 5016406885, 'qualifierId': 56, 'value': 'Back'}, {'id': 5016406891, 'qualifierId': 464}, {'id': 5016406889, 'qualifierId': 286}, {'id': 5016406947, 'qualifierId': 233, 'value': '835'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Take On;;;;;;;;;;;;;;;;;;;835,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;57;46;Orlando City B;3466;AMC;1,0
2682656315;550;49;2;57;47;cwnjxlibb02fuh0vwgvac6h45;1;42,5;22,4;2024-05-04T22:21:10.403Z;2024-05-04T22:21:10Z;[];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;57;47;Orlando City B;3467;AMC;1,0
2682656335;551;1;2;57;47;cwnjxlibb02fuh0vwgvac6h45;1;42,5;22,4;2024-05-04T22:21:10.515Z;2024-05-04T22:21:12Z;[{'id': 5004108931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004108937, 'qualifierId': 212, 'value': '11.5'}, {'id': 5004108933, 'qualifierId': 140, 'value': '38.9'}, {'id': 5004108935, 'qualifierId': 141, 'value': '6.4'}, {'id': 5004108939, 'qualifierId': 213, 'value': '4.38'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;11,5;4,38;6,4;38,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;38,9;6,4;;;;;;;;0;57;47;Orlando City B;3467;AMC;1,0
2682656359;552;1;2;57;48;cwnjxlibb02fuh0vwgvac6h45;1;39,0;6,4;2024-05-04T22:21:11.955Z;2024-05-04T22:21:15Z;[{'id': 5004109125, 'qualifierId': 1}, {'id': 5004109117, 'qualifierId': 140, 'value': '59.0'}, {'id': 5004109113, 'qualifierId': 155}, {'id': 5004109115, 'qualifierId': 56, 'value': 'Center'}, {'id': 5004109119, 'qualifierId': 141, 'value': '45.1'}, {'id': 5004109123, 'qualifierId': 213, 'value': '0.90'}, {'id': 5004109121, 'qualifierId': 212, 'value': '33.7'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;33,7;0,9;45,1;59,0;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;59,0;45,1;;;;;;;;0;57;48;Orlando City B;3468;MC;1,0
2682656413;553;1;2;57;51;cwnjxlibb02fuh0vwgvac6h45;1;55,2;40,7;2024-05-04T22:21:14.899Z;2024-05-04T22:21:22Z;[{'id': 5004109529, 'qualifierId': 213, 'value': '2.18'}, {'id': 5004109525, 'qualifierId': 141, 'value': '58.8'}, {'id': 5004109521, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004109523, 'qualifierId': 140, 'value': '47.0'}, {'id': 5004109527, 'qualifierId': 212, 'value': '15.0'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;15,0;2,18;58,8;47,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;47,0;58,8;;;;;;;;0;57;51;Orlando City B;3471;FW;1,0
2682656477;554;1;2;57;58;cwnjxlibb02fuh0vwgvac6h45;1;70,9;76,3;2024-05-04T22:21:21.907Z;2024-05-04T22:21:43Z;[{'id': 5004109991, 'qualifierId': 213, 'value': '0.83'}, {'id': 5004109989, 'qualifierId': 212, 'value': '15.7'}, {'id': 5004109985, 'qualifierId': 140, 'value': '81.0'}, {'id': 5004109983, 'qualifierId': 56, 'value': 'Left'}, {'id': 5004109987, 'qualifierId': 141, 'value': '93.3'}, {'id': 5004110915, 'qualifierId': 210, 'value': '13'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;1,0;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;15,7;0,83;93,3;81,0;;;;;;;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;81,0;93,3;;;;;;;;0;57;58;Orlando City B;3478;MC;1,0
2682656481;555;13;2;58;4;cwnjxlibb02fuh0vwgvac6h45;1;86,2;72,6;2024-05-04T22:21:27.251Z;2024-05-04T22:21:43Z;[{'id': 5004110951, 'qualifierId': 83}, {'id': 5004110487, 'qualifierId': 153}, {'id': 5004110015, 'qualifierId': 64}, {'id': 5004110969, 'qualifierId': 147, 'value': '59.0'}, {'id': 5004110017, 'qualifierId': 56, 'value': 'Center'}, {'id': 5004110963, 'qualifierId': 103, 'value': '2.8'}, {'id': 5004110955, 'qualifierId': 55, 'value': '554'}, {'id': 5004110971, 'qualifierId': 230, 'value': '98.1'}, {'id': 5004110953, 'qualifierId': 29}, {'id': 5004110965, 'qualifierId': 215}, {'id': 5004110483, 'qualifierId': 20}, {'id': 5004110973, 'qualifierId': 231, 'value': '52.9'}, {'id': 5004110013, 'qualifierId': 22}, {'id': 5004110967, 'qualifierId': 146, 'value': '99.1'}, {'id': 5004110959, 'qualifierId': 102, 'value': '58.8'}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;cm8b3670jp7hdcqioiu7a3or8;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;2,8;;;1,0;52,9;58,8;;;98,1;;;;;;554,0;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;99,1;;;;59,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;99,1;59,0;58,8;2.8;554,0;b4te1cxogvhtglhug3sdgkmei;;0;58;4;Orlando City B;3484;AML;1,0
2682656505;503;10;2;58;5;479lsfr4cwlzewpbuda3y2xv4;1;1,4;41,6;2024-05-04T22:21:28.238Z;2024-05-10T10:57:35Z;[{'id': 5016407375, 'qualifierId': 376}, {'id': 5004110625, 'qualifierId': 179}, {'id': 5004232873, 'qualifierId': 177}, {'id': 5004110157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004110627, 'qualifierId': 190}, {'id': 5004110155, 'qualifierId': 182}];c2j0af3amobjhnadwf8cucbca;J. Otero;;;cm8b3670jp7hdcqioiu7a3or8;Save;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;58;5;Chattanooga;3485;GK;1,0
2682656665;504;1;2;58;20;479lsfr4cwlzewpbuda3y2xv4;1;3,8;49,4;2024-05-04T22:21:43.166Z;2024-05-10T10:57:42Z;[{'id': 5004111237, 'qualifierId': 212, 'value': '7.9'}, {'id': 5004111229, 'qualifierId': 123}, {'id': 5004111233, 'qualifierId': 140, 'value': '6.3'}, {'id': 5004111239, 'qualifierId': 213, 'value': '1.23'}, {'id': 5004111231, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004111235, 'qualifierId': 141, 'value': '60.3'}];c2j0af3amobjhnadwf8cucbca;J. Otero;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;7,9;1,23;60,3;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;6,3;60,3;;;;;;;;0;58;20;Chattanooga;3500;GK;1,0
2682656681;505;1;2;58;23;479lsfr4cwlzewpbuda3y2xv4;1;9,4;61,8;2024-05-04T22:21:46.502Z;2024-05-10T10:57:49Z;[{'id': 5004111365, 'qualifierId': 141, 'value': '95.6'}, {'id': 5004111369, 'qualifierId': 213, 'value': '1.33'}, {'id': 5004111367, 'qualifierId': 212, 'value': '23.7'}, {'id': 5004111363, 'qualifierId': 140, 'value': '14.8'}, {'id': 5004111361, 'qualifierId': 56, 'value': 'Back'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;23,7;1,33;95,6;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;14,8;95,6;;;;;;;;0;58;23;Chattanooga;3503;DC;1,0
2682656723;506;1;2;58;26;479lsfr4cwlzewpbuda3y2xv4;1;14,7;95,4;2024-05-04T22:21:50.022Z;2024-05-04T22:21:57Z;[{'id': 5004111655, 'qualifierId': 213, 'value': '5.69'}, {'id': 5004111649, 'qualifierId': 140, 'value': '23.5'}, {'id': 5004111653, 'qualifierId': 212, 'value': '11.2'}, {'id': 5004111647, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004111651, 'qualifierId': 141, 'value': '86.2'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;11,2;5,69;86,2;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;23,5;86,2;;;;;;;;0;58;26;Chattanooga;3506;DC;1,0
2682656705;556;83;2;58;31;cwnjxlibb02fuh0vwgvac6h45;0;75,5;4,1;2024-05-04T22:21:54.611Z;2024-05-04T23:25:54Z;[{'id': 5004258407, 'qualifierId': 399, 'value': 'i5wj5hcg2r9934e7gauxtgmi'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;58;31;Orlando City B;3511;AMC;1,0
2682656725;507;61;2;58;32;479lsfr4cwlzewpbuda3y2xv4;0;20,5;97,1;2024-05-04T22:21:56.046Z;2024-05-10T10:58:25Z;[{'id': 5004111805, 'qualifierId': 189}, {'id': 5004111659, 'qualifierId': 56, 'value': 'Back'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;cm8b3670jp7hdcqioiu7a3or8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;58;32;Chattanooga;3512;MC;1,0
2682656731;508;5;2;58;34;479lsfr4cwlzewpbuda3y2xv4;0;20,9;101,4;2024-05-04T22:21:57.736Z;2024-05-04T22:22:00Z;[{'id': 5004111703, 'qualifierId': 56, 'value': 'Back'}, {'id': 5004111825, 'qualifierId': 233, 'value': '557'}, {'id': 5004111705, 'qualifierId': 347}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;cm8b3670jp7hdcqioiu7a3or8;Out;;;;;;;;;;;;;;;;;;;557,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;58;34;Chattanooga;3514;MC;1,0
2682656747;557;5;2;58;34;cwnjxlibb02fuh0vwgvac6h45;1;79,1;-1,4;2024-05-04T22:21:57.736Z;2024-05-04T23:29:38Z;[{'id': 5004111779, 'qualifierId': 56, 'value': 'Right'}, {'id': 5004111811, 'qualifierId': 233, 'value': '508'}, {'id': 5004111781, 'qualifierId': 347}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Out;;;;;;;;;;;;;;;;;;;508,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;58;34;Orlando City B;3514;AMC;1,0
2682656775;558;1;2;58;36;cwnjxlibb02fuh0vwgvac6h45;1;77,4;0,0;2024-05-04T22:21:59.459Z;2024-05-04T22:22:02Z;[{'id': 5004111943, 'qualifierId': 141, 'value': '11.9'}, {'id': 5004111947, 'qualifierId': 213, 'value': '1.64'}, {'id': 5004111937, 'qualifierId': 107}, {'id': 5004111941, 'qualifierId': 140, 'value': '76.8'}, {'id': 5004111945, 'qualifierId': 212, 'value': '9.3'}, {'id': 5004111939, 'qualifierId': 56, 'value': 'Right'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;9,3;1,64;11,9;76,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;76,8;11,9;;;;;;;;0;58;36;Orlando City B;3516;DR;1,0
2682656781;559;1;2;58;38;cwnjxlibb02fuh0vwgvac6h45;0;83,2;25,0;2024-05-04T22:22:01.661Z;2024-05-10T10:58:33Z;[{'id': 5004111985, 'qualifierId': 212, 'value': '5.3'}, {'id': 5004111981, 'qualifierId': 140, 'value': '85.2'}, {'id': 5004111983, 'qualifierId': 141, 'value': '32.2'}, {'id': 5004111979, 'qualifierId': 56, 'value': 'Center'}, {'id': 5004111987, 'qualifierId': 213, 'value': '1.17'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;5,3;1,17;32,2;85,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;85,2;32,2;;;;;;;;0;58;38;Orlando City B;3518;AMC;1,0
