id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Involved;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_Zone;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_Chipped;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_ShirtPull/Holding;value_Direct;value_FreeKickTaken;value_Assist;value_BlockedX;value_IndividualPlay;value_Assisted;value_OutOfBoxCentre;value_LowLeft;value_LeftFooted;value_BlockedY;value_GoalmouthZ;value_RegularPlay;value_RelatedEventId;value_GoalmouthY;value_ParriedSafe;value_Standing;value_Hands;value_KeeperThrow;value_NotVisible;value_SwitchOfPlay;value_OutOfPlay;value_DeletedEventType;value_IncorrectOutOfPlayDecision;value_LayOff;value_PullBack;value_Left;value_Right;value_CornerTaken;value_HighClaim;value_GkKickFromHands;value_FlickOn;value_Cross;value_AttemptedTackle;value_Head;value_IntendedTackleTarget;value_NextEventGoalKick;value_GkX;value_RightFooted;value_GkY;value_Low;value_GoalKick;value_HighCentre;value_BoxLeft;value_OutSwinger;value_IntentionalAssist;value_GoalShotGameClock;value_LowCentre;value_BoxRight;value_GoalShotTimestamp;value_BigChance;value_FollowsADribble;value_LowRight;value_Blocked;value_BoxCentre;value_DefBlock;value_Straight;value_YellowCard;value_TacticalFoul;value_SetPiece;value_NotAssisted;value_HighRight;value_InSwinger;value_InjuredPlayerId;value_Injury;value_FirstTouch;value_NotPastGoalLine;value_Overrun;value_Minutes;value_FastBreak;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_FromCorner;value_PlayersCaughtOffside;value_Indirect;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_Feet;value_Sliding;value_High;value_RecklessOffence;value_BlockedCross;value_Collected;value_Stooping;value_Diving;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_CloseLeft;value_PenaltyTakerId;value_Penalty;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Missed;value_ThroughBall;value_OverArm;value_BoxDeepLeft;value_Shove/Push;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718503897;5;49;1;0;11;6ubc4y1v6hr63mca7ica4hp90;1;19,2;92,9;2024-09-08T19:05:16.753Z;2024-09-08T19:05:17Z;[];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;f5akd2ro7u6o8xebmfwk2meqc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;0;11;Orlando City B;11;DC;1,0
2718503925;6;1;1;0;13;6ubc4y1v6hr63mca7ica4hp90;1;18,9;95,6;2024-09-08T19:05:17.954Z;2024-09-08T19:05:22Z;[{'id': 5201118897, 'qualifierId': 213, 'value': '6.26'}, {'id': 5201118899, 'qualifierId': 1}, {'id': 5201118889, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201118891, 'qualifierId': 140, 'value': '57.4'}, {'id': 5201118895, 'qualifierId': 212, 'value': '40.4'}, {'id': 5201118887, 'qualifierId': 155}, {'id': 5201118893, 'qualifierId': 141, 'value': '94.2'}];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;6,26;94,2;40,4;57,4;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;57,4;94,2;;;;;;;;0;0;13;Orlando City B;13;DC;1,0
2718503933;7;1;1;0;17;6ubc4y1v6hr63mca7ica4hp90;0;57,4;94,2;2024-09-08T19:05:21.905Z;2024-09-08T21:27:55Z;[{'id': 5201118927, 'qualifierId': 212, 'value': '13.0'}, {'id': 5201118925, 'qualifierId': 141, 'value': '88.0'}, {'id': 5201118921, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201118929, 'qualifierId': 213, 'value': '3.47'}, {'id': 5201118923, 'qualifierId': 140, 'value': '45.7'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;3,47;88,0;13,0;45,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;45,7;88,0;;;;;;;;0;0;17;Orlando City B;17;FWL;1,0
2718503953;7;1;1;0;19;479lsfr4cwlzewpbuda3y2xv4;1;55,1;7,9;2024-09-08T19:05:24.151Z;2024-09-08T19:05:26Z;[{'id': 5201119033, 'qualifierId': 213, 'value': '0.59'}, {'id': 5201119027, 'qualifierId': 140, 'value': '62.5'}, {'id': 5201119031, 'qualifierId': 212, 'value': '9.3'}, {'id': 5201119029, 'qualifierId': 141, 'value': '15.5'}, {'id': 5201119025, 'qualifierId': 56, 'value': 'Right'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;0,59;15,5;9,3;62,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;62,5;15,5;;;;;;;;0;0;19;Crown Legacy;19;DR;1,0
2718503955;8;49;1;0;22;479lsfr4cwlzewpbuda3y2xv4;1;59,1;18,0;2024-09-08T19:05:26.806Z;2024-09-08T20:04:36Z;[];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;f5akd2ro7u6o8xebmfwk2meqc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;0;22;Crown Legacy;22;MC;1,0
2718503979;9;1;1;0;23;479lsfr4cwlzewpbuda3y2xv4;1;53,7;16,2;2024-09-08T19:05:28.294Z;2024-09-08T20:04:20Z;[{'id': 5201119193, 'qualifierId': 213, 'value': '1.19'}, {'id': 5201119187, 'qualifierId': 140, 'value': '56.4'}, {'id': 5201119185, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201119191, 'qualifierId': 212, 'value': '7.6'}, {'id': 5201119189, 'qualifierId': 141, 'value': '26.6'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,19;26,6;7,6;56,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;56,4;26,6;;;;;;;;0;0;23;Crown Legacy;23;MC;1,0
2718523449;431;1;1;0;24;479lsfr4cwlzewpbuda3y2xv4;1;57,1;24,7;2024-09-08T19:05:28.786Z;2024-09-08T20:04:28Z;[{'id': 5201222863, 'qualifierId': 141, 'value': '33.1'}, {'id': 5201222859, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201222861, 'qualifierId': 140, 'value': '56.0'}, {'id': 5201222865, 'qualifierId': 212, 'value': '5.8'}, {'id': 5201222867, 'qualifierId': 213, 'value': '1.77'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,77;33,1;5,8;56,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;56,0;33,1;;;;;;;;0;0;24;Crown Legacy;24;AMR;1,0
2718503995;10;1;1;0;25;479lsfr4cwlzewpbuda3y2xv4;1;56,4;36,1;2024-09-08T19:05:30.198Z;2024-09-08T20:04:28Z;[{'id': 5201119253, 'qualifierId': 141, 'value': '43.4'}, {'id': 5201119257, 'qualifierId': 213, 'value': '2.90'}, {'id': 5201119249, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201119255, 'qualifierId': 212, 'value': '21.0'}, {'id': 5201119251, 'qualifierId': 140, 'value': '37.0'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;2,9;43,4;21,0;37,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;37,0;43,4;;;;;;;;0;0;25;Crown Legacy;25;MC;1,0
2718504011;11;1;1;0;26;479lsfr4cwlzewpbuda3y2xv4;1;37,0;43,4;2024-09-08T19:05:31.718Z;2024-09-08T19:05:36Z;[{'id': 5201119327, 'qualifierId': 212, 'value': '23.8'}, {'id': 5201119329, 'qualifierId': 213, 'value': '4.93'}, {'id': 5201119321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201119325, 'qualifierId': 141, 'value': '9.2'}, {'id': 5201119323, 'qualifierId': 140, 'value': '42.0'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;4,93;9,2;23,8;42,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;42,0;9,2;;;;;;;;0;0;26;Crown Legacy;26;DC;1,0
2718504029;12;1;1;0;31;479lsfr4cwlzewpbuda3y2xv4;1;42,5;9,2;2024-09-08T19:05:36.214Z;2024-09-08T19:05:38Z;[{'id': 5201119409, 'qualifierId': 213, 'value': '1.97'}, {'id': 5201119403, 'qualifierId': 140, 'value': '38.3'}, {'id': 5201119405, 'qualifierId': 141, 'value': '24.7'}, {'id': 5201119407, 'qualifierId': 212, 'value': '11.4'}, {'id': 5201119401, 'qualifierId': 56, 'value': 'Back'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,97;24,7;11,4;38,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;38,3;24,7;;;;;;;;0;0;31;Crown Legacy;31;MC;1,0
