id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Length;value_KickOff;value_Angle;value_Zone;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_NextEventGoalKick;value_OppositeRelatedEventId;value_Low;value_GoalKick;value_Chipped;value_LayOff;value_Offensive;value_OutOfPlay;value_Defensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_TakeOnSpace;value_AttemptedTackle;value_SwitchOfPlay;value_BlockedPass;value_TouchTypeControl;value_Cross;value_LeftFooted;value_OutSwinger;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_Assist;value_GoalmouthY;value_IndividualPlay;value_GoalmouthZ;value_Assisted;value_RightFooted;value_HighRight;value_OutOfBoxCentre;value_RegularPlay;value_SwerveLeft;value_RelatedEventId;value_GkX;value_GkY;value_TouchTypePass;value_DeletedEventType;value_HeadPass;value_TakeOnOvertake;value_IntentionalAssist;value_BlockedX;value_LowLeft;value_Blocked;value_BoxCentre;value_BlockedY;value_FirstTouch;value_DefBlock;value_LowCentre;value_BigChance;value_GkYTimeOfGoal;value_SmallBoxCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_Head;value_InjuredPlayerId;value_Injury;value_Left;value_Right;value_InSwinger;value_CornerTaken;value_FromCorner;value_Straight;value_DrivenCross;value_Handball;value_ThroughBall;value_LastLine;value_BlockedCross;value_High;value_LowGkIntervention;value_KeeperThrow;value_OverArm;value_RecklessOffence;value_YellowCard;value_Overrun;value_Standing;value_Hands;value_Collected;value_35Centre;value_NotAssisted;value_SwerveRight;value_1On1;value_Sliding;value_Feet;value_ParriedDanger;value_SixYardBlocked;value_SavedOffLine;value_HighLeft;value_Defensive1V1;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Diving;value_HitWoodwork;value_Shove/Push;value_PullBack;value_OtherBodyPart;value_GkHoof;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_CloseLeft;value_FlickOn;value_TacticalFoul;value_OverhitCross;value_SetPiece;value_LowRight;value_TimeWasting;value_BoxRight;value_BoxLeft;value_HighGkIntervention;value_CloseRightAndHigh;value_Dissent;value_SmallBoxLeft;value_LeadingToAttempt;value_RelatedError1Id;value_Stooping;value_Weak;value_MediumGkIntervention;value_FloatedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;value_OtherReason;value_OfficiallyAnnounced;value_NewStartTime;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2689279379;114;1;1;13;57;5ou8b446l1sl8frblkz3xi17g;1;76,1;11,1;2024-05-19T01:02:16.645Z;2024-05-19T01:02:19Z;[{'id': 5040144527, 'qualifierId': 141, 'value': '18.0'}, {'id': 5040144529, 'qualifierId': 212, 'value': '7.0'}, {'id': 5040144525, 'qualifierId': 140, 'value': '71.2'}, {'id': 5040144523, 'qualifierId': 56, 'value': 'Right'}, {'id': 5040144531, 'qualifierId': 213, 'value': '2.40'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;7,0;;2,4;;18,0;71,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;71,2;18,0;;;;;;;;0;13;57;North Texas;837;FW;1,0
2689279383;115;61;1;14;0;5ou8b446l1sl8frblkz3xi17g;0;71,1;33,7;2024-05-19T01:02:19.638Z;2024-05-19T01:02:20Z;[{'id': 5040144535, 'qualifierId': 56, 'value': 'Center'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cvp2xa681aoyco6topuhzxct0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;14;0;North Texas;840;FW;1,0
2689279407;139;49;1;14;3;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,1;72,8;2024-05-19T01:02:22.520Z;2024-05-19T01:02:22Z;[];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;cvp2xa681aoyco6topuhzxct0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;14;3;Portland Timbers II;843;MC;1,0
2689279421;140;1;1;14;3;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,1;72,8;2024-05-19T01:02:22.584Z;2024-05-19T02:50:47Z;[{'id': 5040144753, 'qualifierId': 140, 'value': '37.2'}, {'id': 5040144757, 'qualifierId': 212, 'value': '11.7'}, {'id': 5040144759, 'qualifierId': 213, 'value': '6.25'}, {'id': 5040144755, 'qualifierId': 141, 'value': '72.3'}, {'id': 5040144751, 'qualifierId': 56, 'value': 'Back'}];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;11,7;;6,25;;72,3;37,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;37,2;72,3;;;;;;;;0;14;3;Portland Timbers II;843;MC;1,0
2689279431;141;3;1;14;5;99l7fsj6ykgbyqcb9zqqu9dgq;0;31,8;75,6;2024-05-19T01:02:25.097Z;2024-05-24T16:46:00Z;[{'id': 5040144835, 'qualifierId': 56, 'value': 'Back'}, {'id': 5051016957, 'qualifierId': 464}, {'id': 5040145119, 'qualifierId': 285}, {'id': 5051118029, 'qualifierId': 233, 'value': '116'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;cvp2xa681aoyco6topuhzxct0;Take On;;;;;;;;;;;;;;;;;;;116,0;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;14;5;Portland Timbers II;845;MC;1,0
2689279457;116;7;1;14;5;5ou8b446l1sl8frblkz3xi17g;1;68,2;24,4;2024-05-19T01:02:25.098Z;2024-05-24T15:50:08Z;[{'id': 5051016927, 'qualifierId': 383}, {'id': 5040145055, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040145057, 'qualifierId': 286}, {'id': 5040145087, 'qualifierId': 233, 'value': '141'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cvp2xa681aoyco6topuhzxct0;Tackle;;;;;;;;;;;;;;;;;;;141,0;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;14;5;North Texas;845;FW;1,0
2689279463;117;49;1;14;6;5ou8b446l1sl8frblkz3xi17g;1;70,3;15,5;2024-05-19T01:02:26.054Z;2024-05-19T01:05:41Z;[];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cvp2xa681aoyco6topuhzxct0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;14;6;North Texas;846;FW;1,0
2689280597;139;1;1;14;7;5ou8b446l1sl8frblkz3xi17g;1;66,6;29,8;2024-05-19T01:02:26.749Z;2024-05-19T01:05:45Z;[{'id': 5040151725, 'qualifierId': 140, 'value': '67.4'}, {'id': 5040151727, 'qualifierId': 141, 'value': '17.9'}, {'id': 5040151729, 'qualifierId': 212, 'value': '8.1'}, {'id': 5040151733, 'qualifierId': 213, 'value': '4.82'}, {'id': 5040151723, 'qualifierId': 56, 'value': 'Right'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;8,1;;4,82;;17,9;67,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;67,4;17,9;;;;;;;;0;14;7;North Texas;847;FW;1,0
2689279469;118;1;1;14;8;5ou8b446l1sl8frblkz3xi17g;0;70,2;15,3;2024-05-19T01:02:28.341Z;2024-05-19T01:02:29Z;[{'id': 5040145123, 'qualifierId': 140, 'value': '74.3'}, {'id': 5040145121, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040145125, 'qualifierId': 141, 'value': '22.1'}, {'id': 5040145129, 'qualifierId': 213, 'value': '0.82'}, {'id': 5040145127, 'qualifierId': 212, 'value': '6.3'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;6,3;;0,82;;22,1;74,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;74,3;22,1;;;;;;;;0;14;8;North Texas;848;MR;1,0
2689279475;142;49;1;14;10;99l7fsj6ykgbyqcb9zqqu9dgq;1;19,7;73,5;2024-05-19T01:02:29.392Z;2024-05-19T02:50:45Z;[];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;cvp2xa681aoyco6topuhzxct0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;14;10;Portland Timbers II;850;DC;1,0
2689279505;143;1;1;14;11;99l7fsj6ykgbyqcb9zqqu9dgq;1;19,7;73,5;2024-05-19T01:02:30.440Z;2024-05-19T01:02:33Z;[{'id': 5040145345, 'qualifierId': 212, 'value': '15.3'}, {'id': 5040145347, 'qualifierId': 213, 'value': '6.09'}, {'id': 5040145343, 'qualifierId': 141, 'value': '69.1'}, {'id': 5040145341, 'qualifierId': 140, 'value': '34.0'}, {'id': 5040145339, 'qualifierId': 56, 'value': 'Back'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;15,3;;6,09;;69,1;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;34,0;69,1;;;;;;;;0;14;11;Portland Timbers II;851;DC;1,0
2689279529;144;1;1;14;14;99l7fsj6ykgbyqcb9zqqu9dgq;1;35,7;78,1;2024-05-19T01:02:33.440Z;2024-05-19T01:02:37Z;[{'id': 5040145471, 'qualifierId': 141, 'value': '78.1'}, {'id': 5040145475, 'qualifierId': 213, 'value': '0.00'}, {'id': 5040145469, 'qualifierId': 140, 'value': '47.1'}, {'id': 5040145467, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040145473, 'qualifierId': 212, 'value': '12.0'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;12,0;;0,0;;78,1;47,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;47,1;78,1;;;;;;;;0;14;14;Portland Timbers II;854;MC;1,0
2689279533;145;50;1;14;17;99l7fsj6ykgbyqcb9zqqu9dgq;1;43,7;70,4;2024-05-19T01:02:36.373Z;2024-05-19T01:02:39Z;[{'id': 5040145483, 'qualifierId': 286}, {'id': 5040145481, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040145677, 'qualifierId': 233, 'value': '119'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;cvp2xa681aoyco6topuhzxct0;Dispossessed;;;;;;;;;;;;;;;;;;;119,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;14;17;Portland Timbers II;857;FW;1,0
2689279555;119;7;1;14;17;5ou8b446l1sl8frblkz3xi17g;1;56,3;29,6;2024-05-19T01:02:36.374Z;2024-05-24T15:50:24Z;[{'id': 5040145623, 'qualifierId': 233, 'value': '145'}, {'id': 5051017119, 'qualifierId': 384}, {'id': 5040145567, 'qualifierId': 285}, {'id': 5040145565, 'qualifierId': 56, 'value': 'Center'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;;cvp2xa681aoyco6topuhzxct0;Tackle;;;;;;;;;;;;;;;;;;;145,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;14;17;North Texas;857;DL;1,0
2689279561;120;49;1;14;19;5ou8b446l1sl8frblkz3xi17g;1;60,8;38,5;2024-05-19T01:02:38.598Z;2024-05-19T01:02:38Z;[];druwx3n136woly4objqgk7tp0;A. Enriquez;;;cvp2xa681aoyco6topuhzxct0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;14;19;North Texas;859;MC;1,0
2689279579;121;1;1;14;19;5ou8b446l1sl8frblkz3xi17g;1;60,7;38,3;2024-05-19T01:02:38.758Z;2024-05-19T01:02:39Z;[{'id': 5040145691, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040145693, 'qualifierId': 140, 'value': '64.3'}, {'id': 5040145697, 'qualifierId': 212, 'value': '4.8'}, {'id': 5040145699, 'qualifierId': 213, 'value': '0.67'}, {'id': 5040145695, 'qualifierId': 141, 'value': '42.7'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;4,8;;0,67;;42,7;64,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;64,3;42,7;;;;;;;;0;14;19;North Texas;859;MC;1,0
2689279595;122;1;1;14;20;5ou8b446l1sl8frblkz3xi17g;1;65,4;41,2;2024-05-19T01:02:39.861Z;2024-05-19T01:02:40Z;[{'id': 5040145797, 'qualifierId': 141, 'value': '27.1'}, {'id': 5040145799, 'qualifierId': 212, 'value': '10.5'}, {'id': 5040145795, 'qualifierId': 140, 'value': '69.4'}, {'id': 5040145793, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040145801, 'qualifierId': 213, 'value': '5.13'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;10,5;;5,13;;27,1;69,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;69,4;27,1;;;;;;;;0;14;20;North Texas;860;FW;1,0
2689279629;123;1;1;14;21;5ou8b446l1sl8frblkz3xi17g;1;69,4;27,1;2024-05-19T01:02:40.838Z;2024-05-19T01:02:43Z;[{'id': 5040146005, 'qualifierId': 212, 'value': '12.6'}, {'id': 5040146007, 'qualifierId': 213, 'value': '4.41'}, {'id': 5040146003, 'qualifierId': 141, 'value': '9.4'}, {'id': 5040146001, 'qualifierId': 140, 'value': '65.8'}, {'id': 5040145999, 'qualifierId': 56, 'value': 'Right'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;12,6;;4,41;;9,4;65,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;65,8;9,4;;;;;;;;0;14;21;North Texas;861;FW;1,0
2689279651;124;1;1;14;24;5ou8b446l1sl8frblkz3xi17g;1;65,8;9,4;2024-05-19T01:02:43.702Z;2024-05-19T01:02:45Z;[{'id': 5040146105, 'qualifierId': 213, 'value': '2.32'}, {'id': 5040146099, 'qualifierId': 140, 'value': '54.0'}, {'id': 5040146097, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040146103, 'qualifierId': 212, 'value': '18.1'}, {'id': 5040146101, 'qualifierId': 141, 'value': '28.9'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;18,1;;2,32;;28,9;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;54,0;28,9;;;;;;;;0;14;24;North Texas;864;MR;1,0
2689279679;125;1;1;14;25;5ou8b446l1sl8frblkz3xi17g;1;53,7;29,8;2024-05-19T01:02:45.157Z;2024-05-19T01:02:47Z;[{'id': 5040146281, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040146285, 'qualifierId': 141, 'value': '56.4'}, {'id': 5040146287, 'qualifierId': 212, 'value': '19.2'}, {'id': 5040146289, 'qualifierId': 213, 'value': '1.92'}, {'id': 5040146283, 'qualifierId': 140, 'value': '47.5'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;19,2;;1,92;;56,4;47,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;47,5;56,4;;;;;;;;0;14;25;North Texas;865;MC;1,0
2689279729;126;1;1;14;27;5ou8b446l1sl8frblkz3xi17g;1;48,3;58,4;2024-05-19T01:02:47.062Z;2024-05-19T01:02:51Z;[{'id': 5040146525, 'qualifierId': 212, 'value': '7.1'}, {'id': 5040146519, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040146527, 'qualifierId': 213, 'value': '6.18'}, {'id': 5040146523, 'qualifierId': 141, 'value': '57.3'}, {'id': 5040146521, 'qualifierId': 140, 'value': '55.0'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;7,1;;6,18;;57,3;55,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;55,0;57,3;;;;;;;;0;14;27;North Texas;867;DC;1,0
2689279763;127;1;1;14;31;5ou8b446l1sl8frblkz3xi17g;1;47,1;57,5;2024-05-19T01:02:51.141Z;2024-05-19T01:02:54Z;[{'id': 5040146729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040146733, 'qualifierId': 141, 'value': '44.0'}, {'id': 5040146731, 'qualifierId': 140, 'value': '37.0'}, {'id': 5040146735, 'qualifierId': 212, 'value': '14.0'}, {'id': 5040146737, 'qualifierId': 213, 'value': '3.86'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;14,0;;3,86;;44,0;37,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;37,0;44,0;;;;;;;;0;14;31;North Texas;871;MC;1,0
2689279813;128;1;1;14;35;5ou8b446l1sl8frblkz3xi17g;1;34,3;41,0;2024-05-19T01:02:54.422Z;2024-05-19T01:02:57Z;[{'id': 5040146993, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040147005, 'qualifierId': 212, 'value': '24.8'}, {'id': 5040147001, 'qualifierId': 141, 'value': '7.0'}, {'id': 5040147011, 'qualifierId': 213, 'value': '5.08'}, {'id': 5040146997, 'qualifierId': 140, 'value': '42.9'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;24,8;;5,08;;7,0;42,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;42,9;7,0;;;;;;;;0;14;35;North Texas;875;DL;1,0
2689279831;129;1;1;14;38;5ou8b446l1sl8frblkz3xi17g;1;42,9;7,0;2024-05-19T01:02:57.670Z;2024-05-19T01:02:59Z;[{'id': 5040147109, 'qualifierId': 141, 'value': '11.7'}, {'id': 5040147107, 'qualifierId': 140, 'value': '58.6'}, {'id': 5040147105, 'qualifierId': 56, 'value': 'Right'}, {'id': 5040147113, 'qualifierId': 213, 'value': '0.19'}, {'id': 5040147111, 'qualifierId': 212, 'value': '16.8'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;16,8;;0,19;;11,7;58,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;58,6;11,7;;;;;;;;0;14;38;North Texas;878;DR;1,0
2689279891;130;1;1;14;39;5ou8b446l1sl8frblkz3xi17g;1;61,3;11,0;2024-05-19T01:02:59.237Z;2024-05-19T01:03:02Z;[{'id': 5040147427, 'qualifierId': 140, 'value': '57.6'}, {'id': 5040147433, 'qualifierId': 213, 'value': '2.53'}, {'id': 5040147429, 'qualifierId': 141, 'value': '15.0'}, {'id': 5040147425, 'qualifierId': 56, 'value': 'Right'}, {'id': 5040147431, 'qualifierId': 212, 'value': '4.7'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;4,7;;2,53;;15,0;57,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;57,6;15,0;;;;;;;;0;14;39;North Texas;879;FW;1,0
