id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_TeamFormation;value_TeamKit;value_Captain;value_Resume;value_DirectionOfPlay;value_Length;value_PassEndX;value_PassEndY;value_Zone;value_Angle;value_Chipped;value_LongBall;value_KeeperThrow;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_Cross;value_SwitchOfPlay;value_BlockedPass;value_Assist;value_Left;value_RegularPlay;value_IndividualPlay;value_GoalmouthY;value_GoalmouthZ;value_GkX;value_Assisted;value_RelatedEventId;value_35Centre;value_GkY;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_HeadPass;value_Launch;value_Head;value_LayOff;value_DeletedEventType;value_Direct;value_Handball;value_YellowCard;value_NotRetreating;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_IntentionalAssist;value_CloseHigh;value_FirstTouch;value_LeftFooted;value_BoxCentre;value_Foul;value_AttemptedTackle;value_FlickOn;value_OutOfPlay;value_HighLeft;value_OutOfBoxCentre;value_GoalShotGameClock;value_HitWoodwork;value_HitBar;value_GoalShotTimestamp;value_BlockedY;value_KickOff;value_NotAssisted;value_HighCentre;value_BlockedX;value_Hands;value_ParriedSafe;value_Reaching;value_InSwinger;value_CornerTaken;value_High;value_SecondYellow;value_RecklessOffence;value_GkKickFromHands;value_PlayersCaughtOffside;value_Indirect;value_Blocked;value_LowRight;value_SixYardBlocked;value_Volley;value_DefBlock;value_Right;value_FromCorner;value_CloseLeft;value_AerialFoul;value_LowCentre;value_ParriedDanger;value_Diving;value_HighRight;value_ShirtPull/Holding;value_TacticalFoul;value_BigChance;value_SetPiece;value_Injury;value_InjuredPlayerId;value_HighClaim;value_SwerveRight;value_BoxRight;value_Minutes;value_CloseRight;value_NotPastGoalLine;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Tap;value_BoxDeepRight;value_Standing;value_Collected;value_OverArm;value_BoxLeft;value_LowLeft;value_GkHoof;value_OwnPlayer;value_OwnShotBlocked;value_Stooping;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2712951083;6;1;1;3;52;csntc7hucmo21gknxc5y0kc4q;1;10,2;33,2;2024-08-24T23:38:09.072Z;2024-08-25T00:31:11Z;[{'id': 5170614645, 'qualifierId': 212, 'value': '18.4'}, {'id': 5170614641, 'qualifierId': 140, 'value': '25.4'}, {'id': 5170614647, 'qualifierId': 213, 'value': '5.76'}, {'id': 5170614643, 'qualifierId': 141, 'value': '19.6'}, {'id': 5170614639, 'qualifierId': 56, 'value': 'Back'}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;18,4;25,4;19,6;;5,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;25,4;19,6;;;;;;;0;0;3;52;Carolina Core;232;DL;1,0
2712951121;7;1;1;3;54;csntc7hucmo21gknxc5y0kc4q;1;26,2;19,4;2024-08-24T23:38:11.288Z;2024-08-24T23:38:14Z;[{'id': 5170614825, 'qualifierId': 141, 'value': '27.8'}, {'id': 5170614821, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170614831, 'qualifierId': 213, 'value': '2.05'}, {'id': 5170614827, 'qualifierId': 212, 'value': '6.4'}, {'id': 5170614823, 'qualifierId': 140, 'value': '23.4'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;6,4;23,4;27,8;;2,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;23,4;27,8;;;;;;;0;0;3;54;Carolina Core;234;AMR;1,0
2712951153;8;1;1;3;57;csntc7hucmo21gknxc5y0kc4q;1;23,2;28,6;2024-08-24T23:38:14.192Z;2024-08-25T00:31:19Z;[{'id': 5170615057, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170615061, 'qualifierId': 141, 'value': '11.3'}, {'id': 5170615065, 'qualifierId': 213, 'value': '3.89'}, {'id': 5170615063, 'qualifierId': 212, 'value': '17.2'}, {'id': 5170615059, 'qualifierId': 140, 'value': '11.2'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;17,2;11,2;11,3;;3,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;11,2;11,3;;;;;;;0;0;3;57;Carolina Core;237;MC;1,0
2712951181;9;1;1;4;0;csntc7hucmo21gknxc5y0kc4q;1;11,6;13,1;2024-08-24T23:38:17.631Z;2024-08-25T00:31:25Z;[{'id': 5170615183, 'qualifierId': 212, 'value': '11.8'}, {'id': 5170615177, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170615181, 'qualifierId': 141, 'value': '29.9'}, {'id': 5170615185, 'qualifierId': 213, 'value': '1.82'}, {'id': 5170615179, 'qualifierId': 140, 'value': '8.8'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;11,8;8,8;29,9;;1,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;8,8;29,9;;;;;;;0;0;4;0;Carolina Core;240;DR;1,0
2712951227;10;1;1;4;2;csntc7hucmo21gknxc5y0kc4q;1;9,4;27,8;2024-08-24T23:38:19.848Z;2024-08-25T00:31:45Z;[{'id': 5170615427, 'qualifierId': 155}, {'id': 5170615433, 'qualifierId': 141, 'value': '3.9'}, {'id': 5170615439, 'qualifierId': 1}, {'id': 5170615435, 'qualifierId': 212, 'value': '36.9'}, {'id': 5170615431, 'qualifierId': 140, 'value': '41.0'}, {'id': 5170615437, 'qualifierId': 213, 'value': '5.83'}, {'id': 5170615429, 'qualifierId': 56, 'value': 'Back'}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;36,9;41,0;3,9;;5,83;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;41,0;3,9;;;;;;;0;0;4;2;Carolina Core;242;DL;1,0
2712988861;344;1;1;4;3;csntc7hucmo21gknxc5y0kc4q;1;38,7;8,8;2024-08-24T23:38:19.930Z;2024-08-25T00:32:03Z;[{'id': 5170825045, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170825049, 'qualifierId': 141, 'value': '14.0'}, {'id': 5170825047, 'qualifierId': 140, 'value': '42.1'}, {'id': 5170825053, 'qualifierId': 213, 'value': '0.78'}, {'id': 5170825051, 'qualifierId': 212, 'value': '5.0'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;5,0;42,1;14,0;;0,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;42,1;14,0;;;;;;;0;0;4;3;Carolina Core;243;MC;1,0
2712951311;11;1;1;4;6;csntc7hucmo21gknxc5y0kc4q;1;66,4;14,3;2024-08-24T23:38:23.032Z;2024-08-24T23:38:29Z;[{'id': 5170615823, 'qualifierId': 140, 'value': '69.7'}, {'id': 5170615827, 'qualifierId': 212, 'value': '21.0'}, {'id': 5170615829, 'qualifierId': 213, 'value': '1.41'}, {'id': 5170615821, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170615825, 'qualifierId': 141, 'value': '44.8'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;21,0;69,7;44,8;;1,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;69,7;44,8;;;;;;;0;0;4;6;Carolina Core;246;AMR;1,0
2712951349;13;3;1;4;9;csntc7hucmo21gknxc5y0kc4q;1;66,8;55,2;2024-08-24T23:38:25.930Z;2024-08-25T01:47:11Z;[{'id': 5170812887, 'qualifierId': 233, 'value': '402'}, {'id': 5170812873, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170812875, 'qualifierId': 286}];4iepghv4p490fxo5s429qeicq;J. Panayotou;;;euott0tjh2b3wppm63c9url78;Take On;;;;;;;;;;;;;;;;;;402,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;4;9;Carolina Core;249;AMC;1,0
2712986575;402;45;1;4;9;2nnef9tr9g7m2s6n873qif95g;0;33,2;44,8;2024-08-24T23:38:25.930Z;2024-08-25T01:47:11Z;[{'id': 5170812505, 'qualifierId': 285}, {'id': 5170812501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170812895, 'qualifierId': 233, 'value': '13'}];74x5zysb9qkyyxuha65102z56;D. Chica;;;euott0tjh2b3wppm63c9url78;Challenge;;;;;;;;;;;;;;;;;;13,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;4;9;New England II;249;DC;1,0
2712951345;12;1;1;4;12;csntc7hucmo21gknxc5y0kc4q;1;78,6;64,8;2024-08-24T23:38:28.984Z;2024-08-25T00:28:03Z;[{'id': 5170615995, 'qualifierId': 212, 'value': '7.0'}, {'id': 5170615991, 'qualifierId': 140, 'value': '84.6'}, {'id': 5170615997, 'qualifierId': 213, 'value': '0.45'}, {'id': 5170615993, 'qualifierId': 141, 'value': '69.3'}, {'id': 5170615989, 'qualifierId': 56, 'value': 'Center'}];4iepghv4p490fxo5s429qeicq;J. Panayotou;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;7,0;84,6;69,3;;0,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;84,6;69,3;;;;;;;0;0;4;12;Carolina Core;252;AMC;1,0
2712951353;14;1;1;4;14;csntc7hucmo21gknxc5y0kc4q;1;85,9;73,4;2024-08-24T23:38:31.376Z;2024-08-25T00:28:22Z;[{'id': 5170814011, 'qualifierId': 141, 'value': '73.8'}, {'id': 5170814009, 'qualifierId': 140, 'value': '91.5'}, {'id': 5170814015, 'qualifierId': 213, 'value': '0.05'}, {'id': 5170814013, 'qualifierId': 212, 'value': '5.9'}, {'id': 5170814007, 'qualifierId': 56, 'value': 'Center'}];anysxg2z6niqapc5m3f4tzims;J. Bolma;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;5,9;91,5;73,8;;0,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;91,5;73,8;;;;;;;0;0;4;14;Carolina Core;254;AML;1,0
2712986975;343;1;1;4;15;csntc7hucmo21gknxc5y0kc4q;0;96,0;81,6;2024-08-24T23:38:31.930Z;2024-08-25T00:28:31Z;[{'id': 5170815005, 'qualifierId': 140, 'value': '97.3'}, {'id': 5170814999, 'qualifierId': 2}, {'id': 5170815009, 'qualifierId': 212, 'value': '19.3'}, {'id': 5170815011, 'qualifierId': 213, 'value': '4.78'}, {'id': 5170815003, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170815007, 'qualifierId': 141, 'value': '53.3'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;19,3;97,3;53,3;;4,78;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;97,3;53,3;;;;;;;0;0;4;15;Carolina Core;255;DC;1,0
