id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_Captain;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Angle;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_Length;value_Chipped;value_LongBall;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_TouchTypeControl;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_BlockedPass;value_LayOff;value_TakeOnSpace;value_Direct;value_Handball;value_FreeKickTaken;value_DeletedEventType;value_IntendedTackleTarget;value_AttemptedTackle;value_Foul;value_Defensive1V1;value_SwitchOfPlay;value_HeadPass;value_OutSwinger;value_IntentionalAssist;value_Cross;value_RightFooted;value_Assist;value_Assisted;value_FirstTouch;value_GoalmouthY;value_GkY;value_RelatedEventId;value_GkX;value_BoxCentre;value_GoalmouthZ;value_Volley;value_Right;value_RegularPlay;value_NextEventGoalKick;value_GoalKick;value_NotVisible;value_Low;value_Launch;value_PlayersCaughtOffside;value_Indirect;value_LowRight;value_BoxRight;value_BlockedY;value_FastBreak;value_BlockedX;value_LowGkIntervention;value_Collected;value_Diving;value_Hands;value_OverArm;value_KeeperThrow;value_CloseLeft;value_IndividualPlay;value_OutOfBoxCentre;value_ShirtPull/Holding;value_LeftFooted;value_FloatedCross;value_Straight;value_GkYTimeOfGoal;value_BigChance;value_LowCentre;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_TouchTypePass;value_AerialFoul;value_RecklessOffence;value_YellowCard;value_SetPiece;value_Head;value_LowLeft;value_Standing;value_MediumGkIntervention;value_ParriedDanger;value_Stooping;value_NotAssisted;value_HighClaim;value_HighGkIntervention;value_High;value_RefereeDelay;value_DrinksBreak;value_LeadingToAttempt;value_CloseRight;value_BoxLeft;value_InSwinger;value_OverhitCross;value_Left;value_CornerTaken;value_NotPastGoalLine;value_FromCorner;value_GoalDisallowed;value_ParriedSafe;value_OwnPlayer;value_Blocked;value_OwnShotBlocked;value_Minutes;value_HighRight;value_HighCentre;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_HighLeft;value_FreeKick;value_SwerveLeft;value_SmallBoxRight;value_TacticalFoul;value_FlickOn;value_Shove/Push;value_MisHit;value_PersistentInfringement;value_SmallBoxCentre;value_Tap;value_DefBlock;value_Overrun;value_InjuredPlayerId;value_Injury;value_FollowsADribble;value_BoxDeepLeft;value_SoloRun;value_Dissent;value_Feet;value_ThroughBall;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692559197;6;1;1;0;29;4gymgvqmve0m2vh89v84tt3x0;1;70,8;3,1;2024-05-26T22:05:19.354Z;2024-05-26T22:05:23Z;[{'id': 5058104991, 'qualifierId': 1}, {'id': 5058104987, 'qualifierId': 213, 'value': '2.91'}, {'id': 5058104973, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058104977, 'qualifierId': 140, 'value': '34.3'}, {'id': 5058104985, 'qualifierId': 212, 'value': '39.4'}, {'id': 5058104981, 'qualifierId': 141, 'value': '16.4'}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;2,91;34,3;16,4;;;39,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;34,3;16,4;;;;;;;0;0;0;29;Orlando City B;29;MR;1,0
2692559199;7;49;1;0;33;4gymgvqmve0m2vh89v84tt3x0;1;35,1;17,6;2024-05-26T22:05:22.906Z;2024-05-26T22:05:23Z;[];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;d1qvmoz6u1wh5rpyr1mm9snbo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;33;Orlando City B;33;DL;1,0
2692559231;8;1;1;0;35;4gymgvqmve0m2vh89v84tt3x0;1;34,6;29,1;2024-05-26T22:05:24.778Z;2024-05-26T22:05:26Z;[{'id': 5058105161, 'qualifierId': 212, 'value': '19.8'}, {'id': 5058105157, 'qualifierId': 140, 'value': '34.5'}, {'id': 5058105163, 'qualifierId': 213, 'value': '1.58'}, {'id': 5058105155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058105159, 'qualifierId': 141, 'value': '58.2'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,58;34,5;58,2;;;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;34,5;58,2;;;;;;;0;0;0;35;Orlando City B;35;DL;1,0
2692559249;9;1;1;0;37;4gymgvqmve0m2vh89v84tt3x0;1;37,3;68,7;2024-05-26T22:05:26.715Z;2024-05-26T22:05:30Z;[{'id': 5058105285, 'qualifierId': 140, 'value': '38.5'}, {'id': 5058105289, 'qualifierId': 212, 'value': '14.7'}, {'id': 5058105283, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058105287, 'qualifierId': 141, 'value': '90.2'}, {'id': 5058105291, 'qualifierId': 213, 'value': '1.48'}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,48;38,5;90,2;;;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;38,5;90,2;;;;;;;0;0;0;37;Orlando City B;37;DC;1,0
2692559251;10;50;1;0;41;4gymgvqmve0m2vh89v84tt3x0;1;40,6;94,6;2024-05-26T22:05:30.442Z;2024-05-26T22:05:33Z;[{'id': 5058105417, 'qualifierId': 233, 'value': '6'}, {'id': 5058105297, 'qualifierId': 286}, {'id': 5058105295, 'qualifierId': 56, 'value': 'Back'}];9ncybediodv8share9pox2kno;T. Ritondale;;;d1qvmoz6u1wh5rpyr1mm9snbo;Dispossessed;;;;;;;;;;;;;;;;;;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;41;Orlando City B;41;DC;1,0
2692559265;6;7;1;0;41;479lsfr4cwlzewpbuda3y2xv4;1;59,4;5,4;2024-05-26T22:05:30.443Z;2024-05-31T08:21:54Z;[{'id': 5058105369, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058105371, 'qualifierId': 285}, {'id': 5062631907, 'qualifierId': 383}, {'id': 5058105411, 'qualifierId': 233, 'value': '10'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;d1qvmoz6u1wh5rpyr1mm9snbo;Tackle;;;;;;;;;;;;;;;;;;10,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;0;41;Huntsville City;41;AMR;1,0
2692559271;7;3;1;0;42;479lsfr4cwlzewpbuda3y2xv4;0;60,2;4,1;2024-05-26T22:05:32.026Z;2024-05-31T08:21:58Z;[{'id': 5062631909, 'qualifierId': 465}, {'id': 5058105381, 'qualifierId': 286}, {'id': 5058105451, 'qualifierId': 233, 'value': '11'}, {'id': 5058105379, 'qualifierId': 56, 'value': 'Right'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;d1qvmoz6u1wh5rpyr1mm9snbo;Take On;;;;;;;;;;;;;;;;;;11,0;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;0;42;Huntsville City;42;AMR;1,0
2692559277;11;7;1;0;42;4gymgvqmve0m2vh89v84tt3x0;1;39,8;95,9;2024-05-26T22:05:32.027Z;2024-05-31T08:22:04Z;[{'id': 5062631913, 'qualifierId': 385}, {'id': 5058105407, 'qualifierId': 56, 'value': 'Back'}, {'id': 5062631911, 'qualifierId': 167}, {'id': 5058105409, 'qualifierId': 285}, {'id': 5058105439, 'qualifierId': 233, 'value': '7'}];9ncybediodv8share9pox2kno;T. Ritondale;;;d1qvmoz6u1wh5rpyr1mm9snbo;Tackle;;;;;;;;;;;;;;;;;;7,0;;;;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;42;Orlando City B;42;DC;1,0
2692559341;8;5;1;0;44;479lsfr4cwlzewpbuda3y2xv4;1;60,6;-2,0;2024-05-26T22:05:33.699Z;2024-05-26T22:05:42Z;[{'id': 5058105783, 'qualifierId': 347}, {'id': 5058105781, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058105799, 'qualifierId': 233, 'value': '12'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;d1qvmoz6u1wh5rpyr1mm9snbo;Out;;;;;;;;;;;;;;;;;;12,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;0;44;Huntsville City;44;AMR;1,0
2692559285;12;5;1;0;44;4gymgvqmve0m2vh89v84tt3x0;0;39,4;102,0;2024-05-26T22:05:33.699Z;2024-05-26T22:09:16Z;[{'id': 5058105471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058105833, 'qualifierId': 233, 'value': '8'}, {'id': 5058105473, 'qualifierId': 347}];9ncybediodv8share9pox2kno;T. Ritondale;;;d1qvmoz6u1wh5rpyr1mm9snbo;Out;;;;;;;;;;;;;;;;;;8,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;44;Orlando City B;44;DC;1,0
