id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_Involved;value_TeamKit;value_Captain;value_TeamPlayerFormation;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndY;value_KickOff;value_PassEndX;value_Angle;value_NotVisible;value_Chipped;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_SwitchOfPlay;value_BlockedPass;value_NextEventGoalKick;value_Low;value_GoalKick;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_Overrun;value_DeletedEventType;value_Assist;value_RelatedEventId;value_LeftFooted;value_Assisted;value_GkX;value_IndividualPlay;value_BoxRight;value_RegularPlay;value_Blocked;value_GoalmouthY;value_LowCentre;value_GkY;value_BlockedY;value_GoalmouthZ;value_BlockedX;value_DefBlock;value_OtherReason;value_RefereeDelay;value_RefereeStop;value_BallHitsReferee;value_OutOfPlay;value_FlickOn;value_ShirtPull/Holding;value_Left;value_IntentionalAssist;value_CornerTaken;value_Cross;value_OutSwinger;value_BoxCentre;value_High;value_FirstTouch;value_Head;value_Shove/Push;value_LowLeft;value_KeeperThrow;value_Right;value_NotAssisted;value_OutOfBoxCentre;value_FreeKick;value_Standing;value_ParriedDanger;value_Hands;value_Fumble;value_Injury;value_InjuredPlayerId;value_InSwinger;value_Minutes;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_RightFooted;value_35Centre;value_LowRight;value_Collected;value_ThrowInSetPiece;value_PullBack;value_BoxLeft;value_1On1;value_BigChance;value_OtherBodyPart;value_Sliding;value_GoalShotGameClock;value_GoalShotTimestamp;value_HighCentre;value_CloseLeft;value_YellowCard;value_RecklessOffence;value_CloseRight;value_NotPastGoalLine;value_OutOfBoxDeepRight;value_FromCorner;value_MisHit;value_Weak;value_GkKickFromHands;value_Diving;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710901329;5;1;1;0;16;cbip96wzs3jc2xadoluhhxotl;1;43,1;61,5;2024-08-19T00:04:27.202Z;2024-08-19T00:04:30Z;[{'id': 5159314991, 'qualifierId': 213, 'value': '5.08'}, {'id': 5159314985, 'qualifierId': 140, 'value': '46.7'}, {'id': 5159314987, 'qualifierId': 141, 'value': '46.9'}, {'id': 5159314989, 'qualifierId': 212, 'value': '10.6'}, {'id': 5159314983, 'qualifierId': 56, 'value': 'Back'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;10,6;;46,9;;46,7;5,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;46,7;46,9;;;;;;;0;0;0;16;Colorado Rapids II;16;MC;1,0
2710901347;6;1;1;0;19;cbip96wzs3jc2xadoluhhxotl;1;45,1;38,5;2024-08-19T00:04:29.938Z;2024-08-19T00:04:35Z;[{'id': 5159315139, 'qualifierId': 213, 'value': '4.42'}, {'id': 5159315129, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315135, 'qualifierId': 141, 'value': '11.6'}, {'id': 5159315131, 'qualifierId': 140, 'value': '39.8'}, {'id': 5159315137, 'qualifierId': 212, 'value': '19.1'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;19,1;;11,6;;39,8;4,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;39,8;11,6;;;;;;;0;0;0;19;Colorado Rapids II;19;MC;1,0
2710901363;7;1;1;0;25;cbip96wzs3jc2xadoluhhxotl;1;41,3;33,6;2024-08-19T00:04:35.427Z;2024-08-19T00:04:40Z;[{'id': 5159315281, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315287, 'qualifierId': 212, 'value': '13.9'}, {'id': 5159315285, 'qualifierId': 141, 'value': '53.7'}, {'id': 5159315293, 'qualifierId': 189}, {'id': 5159315289, 'qualifierId': 213, 'value': '1.39'}, {'id': 5159315283, 'qualifierId': 140, 'value': '43.7'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;13,9;;53,7;;43,7;1,39;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;43,7;53,7;;;;;;;0;0;0;25;Colorado Rapids II;25;DR;1,0
2710901373;8;1;1;0;30;cbip96wzs3jc2xadoluhhxotl;1;32,5;82,4;2024-08-19T00:04:41.123Z;2024-08-19T00:04:44Z;[{'id': 5159315377, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315379, 'qualifierId': 140, 'value': '29.8'}, {'id': 5159315383, 'qualifierId': 212, 'value': '10.9'}, {'id': 5159315385, 'qualifierId': 213, 'value': '4.45'}, {'id': 5159315381, 'qualifierId': 141, 'value': '66.9'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;10,9;;66,9;;29,8;4,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;29,8;66,9;;;;;;;0;0;0;30;Colorado Rapids II;30;DC;1,0
2710901405;9;1;1;0;33;cbip96wzs3jc2xadoluhhxotl;1;30,3;67,9;2024-08-19T00:04:43.940Z;2024-08-19T00:04:49Z;[{'id': 5159315559, 'qualifierId': 212, 'value': '54.8'}, {'id': 5159315553, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159315549, 'qualifierId': 155}, {'id': 5159315561, 'qualifierId': 213, 'value': '5.85'}, {'id': 5159315557, 'qualifierId': 141, 'value': '33.7'}, {'id': 5159315555, 'qualifierId': 140, 'value': '77.6'}, {'id': 5159315563, 'qualifierId': 1}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;54,8;;33,7;;77,6;5,85;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;77,6;33,7;;;;;;;0;0;0;33;Colorado Rapids II;33;DL;1,0
2710901413;10;61;1;0;35;cbip96wzs3jc2xadoluhhxotl;0;78,7;28,6;2024-08-19T00:04:45.347Z;2024-08-19T01:05:42Z;[{'id': 5159315581, 'qualifierId': 56, 'value': 'Center'}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;escuo3udzopdk3kvb15wo7w2c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;35;Colorado Rapids II;35;MR;1,0
2710901385;7;49;1;0;35;iiolvosiuokkrl5iuoxcjo4p;1;15,0;71,6;2024-08-19T00:04:46.223Z;2024-08-19T00:04:46Z;[];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;escuo3udzopdk3kvb15wo7w2c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;0;35;Real Monarchs;35;DC;1,0
2710901407;8;1;1;0;36;iiolvosiuokkrl5iuoxcjo4p;1;15,0;73,1;2024-08-19T00:04:46.799Z;2024-08-19T00:04:49Z;[{'id': 5159315567, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315569, 'qualifierId': 140, 'value': '35.7'}, {'id': 5159315573, 'qualifierId': 212, 'value': '23.1'}, {'id': 5159315575, 'qualifierId': 213, 'value': '0.35'}, {'id': 5159315571, 'qualifierId': 141, 'value': '84.8'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;23,1;;84,8;;35,7;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;35,7;84,8;;;;;;;0;0;0;36;Real Monarchs;36;DC;1,0
2710901425;9;1;1;0;41;iiolvosiuokkrl5iuoxcjo4p;1;36,8;86,8;2024-08-19T00:04:51.390Z;2024-08-19T01:02:05Z;[{'id': 5159315641, 'qualifierId': 212, 'value': '6.5'}, {'id': 5159315643, 'qualifierId': 213, 'value': '4.42'}, {'id': 5159315639, 'qualifierId': 141, 'value': '77.6'}, {'id': 5159315635, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315637, 'qualifierId': 140, 'value': '35.0'}];1p1ektnr3l7lj518cbs2dnmdw;R. Garcia;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;6,5;;77,6;;35,0;4,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;35,0;77,6;;;;;;;0;0;0;41;Real Monarchs;41;FWL;1,0
2710901429;10;1;1;0;41;iiolvosiuokkrl5iuoxcjo4p;1;35,0;77,6;2024-08-19T00:04:51.951Z;2024-08-19T00:04:53Z;[{'id': 5159315679, 'qualifierId': 212, 'value': '9.3'}, {'id': 5159315673, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315675, 'qualifierId': 140, 'value': '29.2'}, {'id': 5159315677, 'qualifierId': 141, 'value': '88.0'}, {'id': 5159315681, 'qualifierId': 213, 'value': '2.28'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;9,3;;88,0;;29,2;2,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;29,2;88,0;;;;;;;0;0;0;41;Real Monarchs;41;MC;1,0
2710901443;11;1;1;0;42;iiolvosiuokkrl5iuoxcjo4p;1;28,7;88,3;2024-08-19T00:04:53.183Z;2024-08-19T00:04:56Z;[{'id': 5159315779, 'qualifierId': 212, 'value': '7.8'}, {'id': 5159315773, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159315775, 'qualifierId': 140, 'value': '24.1'}, {'id': 5159315777, 'qualifierId': 141, 'value': '79.3'}, {'id': 5159315781, 'qualifierId': 213, 'value': '4.04'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;7,8;;79,3;;24,1;4,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;24,1;79,3;;;;;;;0;0;0;42;Real Monarchs;42;DC;1,0
