id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_PlayerPosition;value_Resume;value_JerseyNumber;value_Captain;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_Length;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_DeletedEventType;value_Head;value_KeeperThrow;value_ShirtPull/Holding;value_Foul;value_Direct;value_FreeKickTaken;value_Chipped;value_NotAssisted;value_RegularPlay;value_LowRight;value_GoalmouthY;value_GoalmouthZ;value_BoxCentre;value_RightFooted;value_BlockedX;value_BlockedY;value_Diving;value_ParriedSafe;value_Feet;value_Left;value_Right;value_CornerTaken;value_Assist;value_FromCorner;value_Assisted;value_GkY;value_LeftFooted;value_GkX;value_RelatedEventId;value_OutOfBoxCentre;value_NextEventGoalKick;value_GoalKick;value_Low;value_SwitchOfPlay;value_IntentionalAssist;value_LowLeft;value_FirstTouch;value_Hands;value_Standing;value_Collected;value_GkHoof;value_GoalShotTimestamp;value_GoalShotGameClock;value_BoxLeft;value_1On1;value_BigChance;value_OutOfPlay;value_Cross;value_CloseRight;value_BlockedPass;value_AttemptedTackle;value_Shove/Push;value_Blocked;value_DefBlock;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_BoxRight;value_High;value_SmallBoxLeft;value_HighLeft;value_LowCentre;value_GkKickFromHands;value_AerialFoul;value_Minutes;value_PersistentInfringement;value_YellowCard;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LayOff;value_IntendedTackleTarget;value_IndividualPlay;value_OutSwinger;value_35Centre;value_NotPastGoalLine;value_TimeWasting;value_BlockedCross;value_ThroughBall;value_Overrun;value_InSwinger;value_ProfessionalFoulLastMan;value_RedCard;value_FreeKick;value_HighClaim;value_NotVisible;value_MisHit;value_CaptainChange;value_HighRight;value_Argument;value_CloseLeft;value_Volley;value_BoxDeepLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710178069;6;1;1;0;13;4g68p0t2f5jzhzfr67i2rj1ex;1;17,3;83,9;2024-08-18T00:03:53.341Z;2024-08-18T00:03:56Z;[{'id': 5155321205, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155321207, 'qualifierId': 140, 'value': '21.6'}, {'id': 5155321211, 'qualifierId': 212, 'value': '23.6'}, {'id': 5155321209, 'qualifierId': 141, 'value': '49.8'}, {'id': 5155321213, 'qualifierId': 213, 'value': '4.90'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;23,6;;4,9;49,8;;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;21,6;49,8;;;;;;;0;0;0;13;Huntsville City;13;DC;1,0
2710178099;7;1;1;0;16;4g68p0t2f5jzhzfr67i2rj1ex;1;21,6;49,8;2024-08-18T00:03:56.365Z;2024-08-18T00:03:58Z;[{'id': 5155321369, 'qualifierId': 141, 'value': '62.0'}, {'id': 5155321365, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155321373, 'qualifierId': 213, 'value': '1.04'}, {'id': 5155321367, 'qualifierId': 140, 'value': '26.2'}, {'id': 5155321371, 'qualifierId': 212, 'value': '9.6'}];80p7shawtxjiydizsg5fo5a1g;A. Mehmeti;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;9,6;;1,04;62,0;;26,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;26,2;62,0;;;;;;;0;0;0;16;Huntsville City;16;MC;1,0
2710178149;8;1;1;0;18;4g68p0t2f5jzhzfr67i2rj1ex;1;26,2;62,0;2024-08-18T00:03:58.029Z;2024-08-18T00:04:01Z;[{'id': 5155321643, 'qualifierId': 213, 'value': '5.06'}, {'id': 5155321639, 'qualifierId': 141, 'value': '37.3'}, {'id': 5155321635, 'qualifierId': 140, 'value': '32.0'}, {'id': 5155321641, 'qualifierId': 212, 'value': '17.9'}, {'id': 5155321631, 'qualifierId': 56, 'value': 'Back'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;17,9;;5,06;37,3;;32,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;32,0;37,3;;;;;;;0;0;0;18;Huntsville City;18;MC;1,0
2710178189;9;1;1;0;21;4g68p0t2f5jzhzfr67i2rj1ex;1;33,6;33,9;2024-08-18T00:04:01.325Z;2024-08-18T00:04:04Z;[{'id': 5155321825, 'qualifierId': 212, 'value': '39.4'}, {'id': 5155321827, 'qualifierId': 213, 'value': '6.07'}, {'id': 5155321819, 'qualifierId': 56, 'value': 'Center'}, {'id': 5155321823, 'qualifierId': 141, 'value': '21.4'}, {'id': 5155321829, 'qualifierId': 1}, {'id': 5155321821, 'qualifierId': 140, 'value': '70.2'}];80p7shawtxjiydizsg5fo5a1g;A. Mehmeti;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;39,4;;6,07;21,4;;70,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;70,2;21,4;;;;;;;0;0;0;21;Huntsville City;21;MC;1,0
2710178193;10;61;1;0;24;4g68p0t2f5jzhzfr67i2rj1ex;0;70,2;21,4;2024-08-18T00:04:03.981Z;2024-08-18T00:04:04Z;[{'id': 5155321839, 'qualifierId': 56, 'value': 'Center'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;eoz5rggu2xofxedh4twwxy39w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;24;Huntsville City;24;FW;1,0
2710178231;6;49;1;0;26;4gymgvqmve0m2vh89v84tt3x0;1;23,8;75,4;2024-08-18T00:04:05.836Z;2024-08-18T00:52:53Z;[];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;eoz5rggu2xofxedh4twwxy39w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;0;26;New York RB II;26;DC;1,0
2710178253;7;1;1;0;26;4gymgvqmve0m2vh89v84tt3x0;0;23,8;75,4;2024-08-18T00:04:06.183Z;2024-08-18T00:52:55Z;[{'id': 5155322115, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155322129, 'qualifierId': 1}, {'id': 5155322123, 'qualifierId': 141, 'value': '100.0'}, {'id': 5155322127, 'qualifierId': 213, 'value': '0.44'}, {'id': 5155322119, 'qualifierId': 140, 'value': '58.9'}, {'id': 5155322125, 'qualifierId': 212, 'value': '40.8'}, {'id': 5155322109, 'qualifierId': 157}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;40,8;;0,44;100,0;;58,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;58,9;100,0;;;;;;;0;0;0;26;New York RB II;26;DC;1,0
2710178259;8;5;1;0;26;4gymgvqmve0m2vh89v84tt3x0;0;60,2;101,3;2024-08-18T00:04:06.221Z;2024-08-18T00:39:00Z;[{'id': 5155322153, 'qualifierId': 347}, {'id': 5155322151, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155322247, 'qualifierId': 233, 'value': '11'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;eoz5rggu2xofxedh4twwxy39w;Out;;;;;;;;;;;;;;;;;;;1,0;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;0;26;New York RB II;26;DC;1,0
2710178275;11;5;1;0;26;4g68p0t2f5jzhzfr67i2rj1ex;1;39,8;-1,3;2024-08-18T00:04:06.221Z;2024-08-18T00:39:00Z;[{'id': 5155322227, 'qualifierId': 347}, {'id': 5155322233, 'qualifierId': 233, 'value': '8'}, {'id': 5155322225, 'qualifierId': 56, 'value': 'Back'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;eoz5rggu2xofxedh4twwxy39w;Out;;;;;;;;;;;;;;;;;;;1,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;26;Huntsville City;26;FW;1,0
2710178295;12;1;1;0;31;4g68p0t2f5jzhzfr67i2rj1ex;0;37,8;0,0;2024-08-18T00:04:11.309Z;2024-08-18T00:04:14Z;[{'id': 5155322369, 'qualifierId': 212, 'value': '28.2'}, {'id': 5155322365, 'qualifierId': 140, 'value': '63.9'}, {'id': 5155322373, 'qualifierId': 1}, {'id': 5155322363, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155322367, 'qualifierId': 141, 'value': '7.7'}, {'id': 5155322371, 'qualifierId': 213, 'value': '0.23'}, {'id': 5155322361, 'qualifierId': 107}];6rgdv71lxh4cpz487ygvy5nv8;C. Berkley;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;28,2;;0,23;7,7;;63,9;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;63,9;7,7;;;;;;;0;0;0;31;Huntsville City;31;DR;1,0
2710178349;9;1;1;0;37;4gymgvqmve0m2vh89v84tt3x0;0;29,4;80,9;2024-08-18T00:04:17.611Z;2024-08-18T00:04:18Z;[{'id': 5155322605, 'qualifierId': 140, 'value': '67.3'}, {'id': 5155322607, 'qualifierId': 141, 'value': '95.9'}, {'id': 5155322603, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155322611, 'qualifierId': 213, 'value': '0.25'}, {'id': 5155322609, 'qualifierId': 212, 'value': '41.1'}, {'id': 5155322613, 'qualifierId': 1}, {'id': 5155322601, 'qualifierId': 157}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;41,1;;0,25;95,9;;67,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;67,3;95,9;;;;;;;0;0;0;37;New York RB II;37;DC;1,0
