id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_JerseyNumber;value_Resume;value_TeamKit;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_Length;value_KickOff;value_PassEndY;value_PassEndX;value_Zone;value_Angle;value_Chipped;value_LongBall;value_NextEventGoalKick;value_OppositeRelatedEventId;value_GoalKick;value_Low;value_Launch;value_IntendedTackleTarget;value_BlockedPass;value_Offensive;value_Defensive;value_HeadPass;value_TakeOnOvertake;value_OverhitCross;value_Cross;value_RightFooted;value_OutSwinger;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_TouchTypePass;value_TouchTypeClearance;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_NotVisible;value_OutOfPlay;value_SwitchOfPlay;value_DeletedEventType;value_FlickOn;value_MediumGkIntervention;value_KeeperThrow;value_LeftFooted;value_BlockedCross;value_Left;value_CornerTaken;value_LayOff;value_Right;value_Head;value_IndividualPlay;value_LowLeft;value_OutOfBoxCentre;value_FromCorner;value_GkX;value_GoalmouthY;value_GkY;value_Volley;value_BlockedY;value_Blocked;value_NotAssisted;value_GoalmouthZ;value_BlockedX;value_DefBlock;value_InSwinger;value_TouchTypeControl;value_BoxDeepRight;value_FirstTouch;value_AttemptedTackle;value_Defensive1V1;value_IntentionalAssist;value_Assist;value_BoxCentre;value_RelatedEventId;value_High;value_RegularPlay;value_Assisted;value_BoxRight;value_LowRight;value_ParriedSafe;value_Diving;value_Hands;value_CloseRight;value_RecklessOffence;value_YellowCard;value_LowGkIntervention;value_ThroughBall;value_LowCentre;value_HighGkIntervention;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_NotRetreating;value_TacticalFoul;value_RedCard;value_ProfessionalFoulLastMan;value_FreeKick;value_ByWall;value_Minutes;value_GkKickFromHands;value_NotPastGoalLine;value_MisHit;value_Straight;value_FloatedCross;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Collected;value_HighRight;value_Injury;value_InjuredPlayerId;value_SecondYellow;value_BoxLeft;value_CloseRightAndHigh;value_Shove/Push;value_BigChance;value_Stooping;value_ParriedDanger;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GoalShotGameClock;value_SetPiece;value_GkYTimeOfGoal;value_Overrun;value_Dissent;value_SmallBoxRight;value_OtherBodyPart;value_Sliding;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_SmallBoxCentre;value_PullBack;value_HighLeft;value_AerialFoul;value_PenaltyTakerId;value_Penalty;value_Saved;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_BlockedClearance;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2684584171;116;7;1;12;31;6ubc4y1v6hr63mca7ica4hp90;1;29,0;96,2;2024-05-08T23:46:12.607Z;2024-05-16T10:21:55Z;[{'id': 5014538597, 'qualifierId': 233, 'value': '150'}, {'id': 5014538559, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014538561, 'qualifierId': 285}, {'id': 5014538557, 'qualifierId': 167}, {'id': 5033207727, 'qualifierId': 385}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;cpmvernaow086rgpiwuke60ic;Tackle;;;;;;;;;;;;;;;;;;;150,0;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;12;31;New England II;751;FWL;1,0
2684584177;117;5;1;12;32;6ubc4y1v6hr63mca7ica4hp90;0;28,0;101,5;2024-05-08T23:46:13.870Z;2024-05-09T00:33:21Z;[{'id': 5014538589, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014539111, 'qualifierId': 233, 'value': '151'}, {'id': 5014538591, 'qualifierId': 347}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;cpmvernaow086rgpiwuke60ic;Out;;;;;;;;;;;;;;;;;;;151,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;12;32;New England II;752;FWL;1,0
2684584261;151;5;1;12;32;csntc7hucmo21gknxc5y0kc4q;1;72,0;-1,5;2024-05-08T23:46:13.870Z;2024-05-08T23:46:29Z;[{'id': 5014539085, 'qualifierId': 347}, {'id': 5014539083, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014539103, 'qualifierId': 233, 'value': '117'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;cpmvernaow086rgpiwuke60ic;Out;;;;;;;;;;;;;;;;;;;117,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;12;32;Crown Legacy;752;DR;1,0
2684584281;152;1;1;12;47;csntc7hucmo21gknxc5y0kc4q;0;74,1;0,0;2024-05-08T23:46:28.687Z;2024-05-08T23:46:31Z;[{'id': 5014539195, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014539201, 'qualifierId': 212, 'value': '26.8'}, {'id': 5014539199, 'qualifierId': 141, 'value': '22.2'}, {'id': 5014539203, 'qualifierId': 213, 'value': '0.66'}, {'id': 5014539193, 'qualifierId': 107}, {'id': 5014539205, 'qualifierId': 1}, {'id': 5014539197, 'qualifierId': 140, 'value': '94.3'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;26,8;;22,2;94,3;;0,66;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;94,3;22,2;;;;;;;;0;12;47;Crown Legacy;767;AMR;1,0
2684584303;118;12;1;12;51;6ubc4y1v6hr63mca7ica4hp90;1;11,0;74,2;2024-05-08T23:46:32.893Z;2024-05-16T10:22:22Z;[{'id': 5014539333, 'qualifierId': 56, 'value': 'Back'}, {'id': 5033207975, 'qualifierId': 140, 'value': '0.0'}, {'id': 5033207981, 'qualifierId': 213, 'value': '2.42'}, {'id': 5033207973, 'qualifierId': 167}, {'id': 5033207979, 'qualifierId': 212, 'value': '17.7'}, {'id': 5033207977, 'qualifierId': 141, 'value': '91.4'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;cpmvernaow086rgpiwuke60ic;Clearance;;;;;;;;;;17,7;;91,4;0,0;;2,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;0,0;91,4;;;;;;;;0;12;51;New England II;771;MC;1,0
2688005751;828;56;1;12;52;csntc7hucmo21gknxc5y0kc4q;1;97,4;17,9;2024-05-08T23:46:33.528Z;2024-05-16T10:22:41Z;[{'id': 5033208391, 'qualifierId': 56, 'value': 'Right'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;cpmvernaow086rgpiwuke60ic;Shield ball opp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;12;52;Crown Legacy;772;MC;1,0
2684584621;123;6;1;12;53;6ubc4y1v6hr63mca7ica4hp90;0;9,2;65,8;2024-05-08T23:46:34.655Z;2024-05-16T10:22:51Z;[{'id': 5014541585, 'qualifierId': 233, 'value': '153'}, {'id': 5014541241, 'qualifierId': 73}, {'id': 5014541237, 'qualifierId': 56, 'value': 'Back'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;cpmvernaow086rgpiwuke60ic;Corner Awarded;;;;;;;;;;;;;;;;;;;153,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;12;53;New England II;773;MC;1,0
2684584305;153;6;1;12;53;csntc7hucmo21gknxc5y0kc4q;1;90,8;34,2;2024-05-08T23:46:34.655Z;2024-05-09T01:31:58Z;[{'id': 5014539675, 'qualifierId': 75}, {'id': 5014539469, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014541559, 'qualifierId': 233, 'value': '123'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;cpmvernaow086rgpiwuke60ic;Corner Awarded;;;;;;;;;;;;;;;;;;;123,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;12;53;Crown Legacy;773;AMR;1,0
2684584465;154;1;1;13;18;csntc7hucmo21gknxc5y0kc4q;0;99,5;0,4;2024-05-08T23:46:59.776Z;2024-05-16T10:22:55Z;[{'id': 5014540353, 'qualifierId': 140, 'value': '93.2'}, {'id': 5014540349, 'qualifierId': 224}, {'id': 5033208619, 'qualifierId': 20}, {'id': 5014540355, 'qualifierId': 141, 'value': '39.3'}, {'id': 5014540347, 'qualifierId': 155}, {'id': 5014540345, 'qualifierId': 6}, {'id': 5014540351, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014540357, 'qualifierId': 212, 'value': '27.3'}, {'id': 5014540359, 'qualifierId': 213, 'value': '1.82'}, {'id': 5014540343, 'qualifierId': 2}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;27,3;;39,3;93,2;;1,82;1,0;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;93,2;39,3;;;;;;;;0;13;18;Crown Legacy;798;MC;1,0
2684584491;119;44;1;13;22;6ubc4y1v6hr63mca7ica4hp90;1;8,2;61,2;2024-05-08T23:47:03.007Z;2024-05-08T23:47:05Z;[{'id': 5014540489, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014540491, 'qualifierId': 285}, {'id': 5014540511, 'qualifierId': 233, 'value': '155'}];35i699wz5v6nush729peu776c;Josué;;;cpmvernaow086rgpiwuke60ic;Aerial;;;;;;;;;;;;;;;;;;;155,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;13;22;New England II;802;DR;1,0
2684584469;155;44;1;13;22;csntc7hucmo21gknxc5y0kc4q;0;91,8;38,8;2024-05-08T23:47:03.008Z;2024-05-08T23:47:05Z;[{'id': 5014540515, 'qualifierId': 233, 'value': '119'}, {'id': 5014540381, 'qualifierId': 286}, {'id': 5014540379, 'qualifierId': 56, 'value': 'Center'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Aerial;;;;;;;;;;;;;;;;;;;119,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;13;22;Crown Legacy;802;FW;1,0
2684584497;120;12;1;13;23;6ubc4y1v6hr63mca7ica4hp90;1;5,3;62,0;2024-05-08T23:47:03.983Z;2024-05-16T10:23:45Z;[{'id': 5014540543, 'qualifierId': 141, 'value': '43.6'}, {'id': 5014540587, 'qualifierId': 15}, {'id': 5014540539, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014540545, 'qualifierId': 212, 'value': '19.7'}, {'id': 5014540547, 'qualifierId': 213, 'value': '5.60'}, {'id': 5014540541, 'qualifierId': 140, 'value': '19.8'}];35i699wz5v6nush729peu776c;Josué;;;cpmvernaow086rgpiwuke60ic;Clearance;;;;;;;;;;19,7;;43,6;19,8;;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;19,8;43,6;;;;;;;;0;13;23;New England II;803;DR;1,0
2684584501;156;15;1;13;25;csntc7hucmo21gknxc5y0kc4q;1;82,1;65,4;2024-05-08T23:47:05.920Z;2024-05-08T23:48:15Z;[{'id': 5014541417, 'qualifierId': 233, 'value': '121'}, {'id': 5014540567, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014541371, 'qualifierId': 215}, {'id': 5014543735, 'qualifierId': 76}, {'id': 5014543733, 'qualifierId': 18}, {'id': 5014541097, 'qualifierId': 25}, {'id': 5014541379, 'qualifierId': 230, 'value': '98.4'}, {'id': 5014541367, 'qualifierId': 102, 'value': '52.8'}, {'id': 5014541381, 'qualifierId': 231, 'value': '51.1'}, {'id': 5014543737, 'qualifierId': 108}, {'id': 5014541099, 'qualifierId': 72}, {'id': 5014541377, 'qualifierId': 147, 'value': '63.2'}, {'id': 5014541103, 'qualifierId': 82}, {'id': 5014541373, 'qualifierId': 458}, {'id': 5014541369, 'qualifierId': 103, 'value': '19'}, {'id': 5014541375, 'qualifierId': 146, 'value': '85.3'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;cpmvernaow086rgpiwuke60ic;Attempt Saved;;;;;;;;;;;;;;;;;;;121,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;1,0;1,0;1,0;1,0;98,4;52,8;51,1;1,0;63,2;1,0;1,0;19,0;85,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;85,3;63,2;52,8;19;;;;0;13;25;Crown Legacy;805;AMR;1,0
2684584507;121;10;1;13;25;6ubc4y1v6hr63mca7ica4hp90;1;14,4;34,6;2024-05-08T23:47:06.020Z;2024-05-16T10:23:58Z;[{'id': 5014541437, 'qualifierId': 233, 'value': '156'}, {'id': 5014540601, 'qualifierId': 94}, {'id': 5014540603, 'qualifierId': 56, 'value': 'Back'}];7bxp7ho4cmsoviw19q4bxr02c;B. Romero;;;cpmvernaow086rgpiwuke60ic;Save;;;;;;;;;;;;;;;;;;;156,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;13;25;New England II;805;FWR;1,0
2684584531;122;6;1;13;28;6ubc4y1v6hr63mca7ica4hp90;0;11,1;20,8;2024-05-08T23:47:09.575Z;2024-05-16T10:24:06Z;[{'id': 5014540727, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014540889, 'qualifierId': 233, 'value': '157'}, {'id': 5014540729, 'qualifierId': 73}];7bxp7ho4cmsoviw19q4bxr02c;B. Romero;;;cpmvernaow086rgpiwuke60ic;Corner Awarded;;;;;;;;;;;;;;;;;;;157,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;13;28;New England II;808;FWR;1,0
2684584551;157;6;1;13;28;csntc7hucmo21gknxc5y0kc4q;1;88,9;79,2;2024-05-08T23:47:09.575Z;2024-05-09T01:31:59Z;[{'id': 5014540841, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014540843, 'qualifierId': 73}, {'id': 5014540855, 'qualifierId': 233, 'value': '122'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;cpmvernaow086rgpiwuke60ic;Corner Awarded;;;;;;;;;;;;;;;;;;;122,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;13;28;Crown Legacy;808;AMR;1,0
2684584861;158;1;1;14;7;csntc7hucmo21gknxc5y0kc4q;1;99,6;99,5;2024-05-08T23:47:47.938Z;2024-05-16T14:10:23Z;[{'id': 5014542649, 'qualifierId': 140, 'value': '96.4'}, {'id': 5014542653, 'qualifierId': 212, 'value': '41.5'}, {'id': 5033209713, 'qualifierId': 20}, {'id': 5014542655, 'qualifierId': 213, 'value': '4.63'}, {'id': 5014542641, 'qualifierId': 6}, {'id': 5014542639, 'qualifierId': 2}, {'id': 5014542657, 'qualifierId': 1}, {'id': 5014542647, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014542645, 'qualifierId': 223}, {'id': 5014542651, 'qualifierId': 141, 'value': '38.7'}, {'id': 5014542643, 'qualifierId': 155}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;41,5;;38,7;96,4;;4,63;1,0;1,0;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;96,4;38,7;;;;;;;;0;14;7;Crown Legacy;847;MC;1,0
2688006381;829;44;1;14;10;csntc7hucmo21gknxc5y0kc4q;1;96,4;38,6;2024-05-08T23:47:51.359Z;2024-06-13T09:03:45Z;[{'id': 5033211585, 'qualifierId': 56, 'value': 'Center'}, {'id': 5033211589, 'qualifierId': 286}, {'id': 5033211591, 'qualifierId': 233, 'value': '798'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;cpmvernaow086rgpiwuke60ic;Aerial;;;;;;;;;;;;;;;;;;;798,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;14;10;Crown Legacy;850;DL;1,0
2688006375;798;44;1;14;10;6ubc4y1v6hr63mca7ica4hp90;0;3,6;61,4;2024-05-08T23:47:51.360Z;2024-05-16T10:27:06Z;[{'id': 5033211573, 'qualifierId': 285}, {'id': 5033211569, 'qualifierId': 56, 'value': 'Back'}, {'id': 5033211649, 'qualifierId': 233, 'value': '829'}];7bxp7ho4cmsoviw19q4bxr02c;B. Romero;;;cpmvernaow086rgpiwuke60ic;Aerial;;;;;;;;;;;;;;;;;;;829,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;14;10;New England II;850;FWR;1,0
2684584863;159;1;1;14;10;csntc7hucmo21gknxc5y0kc4q;1;96,2;41,4;2024-05-08T23:47:51.394Z;2024-06-13T09:03:48Z;[{'id': 5014542665, 'qualifierId': 140, 'value': '85.0'}, {'id': 5014542669, 'qualifierId': 212, 'value': '14.3'}, {'id': 5014542663, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014542671, 'qualifierId': 213, 'value': '2.53'}, {'id': 5014542661, 'qualifierId': 3}, {'id': 5014542667, 'qualifierId': 141, 'value': '53.4'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;14,3;;53,4;85,0;;2,53;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;85,0;53,4;;;;;;;;0;14;10;Crown Legacy;850;DL;1,0
2684584877;160;1;1;14;12;csntc7hucmo21gknxc5y0kc4q;0;84,5;45,2;2024-05-08T23:47:53.235Z;2024-05-16T10:27:32Z;[{'id': 5014542779, 'qualifierId': 212, 'value': '11.7'}, {'id': 5014542771, 'qualifierId': 3}, {'id': 5014542777, 'qualifierId': 141, 'value': '61.1'}, {'id': 5014542775, 'qualifierId': 140, 'value': '88.8'}, {'id': 5014542781, 'qualifierId': 213, 'value': '1.18'}, {'id': 5014542773, 'qualifierId': 56, 'value': 'Center'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;11,7;;61,1;88,8;;1,18;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;88,8;61,1;;;;;;;;0;14;12;Crown Legacy;852;AMR;1,0
2684584903;124;12;1;14;14;6ubc4y1v6hr63mca7ica4hp90;1;13,5;39,7;2024-05-08T23:47:55.351Z;2024-05-16T10:27:49Z;[{'id': 5014542965, 'qualifierId': 213, 'value': '0.87'}, {'id': 5014542957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014542959, 'qualifierId': 140, 'value': '19.4'}, {'id': 5014542961, 'qualifierId': 141, 'value': '50.5'}, {'id': 5014542963, 'qualifierId': 212, 'value': '9.6'}];35i699wz5v6nush729peu776c;Josué;;;cpmvernaow086rgpiwuke60ic;Clearance;;;;;;;;;;9,6;;50,5;19,4;;0,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;19,4;50,5;;;;;;;;0;14;14;New England II;854;DR;1,0
2684584911;125;1;1;14;16;6ubc4y1v6hr63mca7ica4hp90;0;21,2;46,0;2024-05-08T23:47:57.064Z;2024-05-16T10:29:03Z;[{'id': 5014542987, 'qualifierId': 141, 'value': '43.8'}, {'id': 5014542991, 'qualifierId': 213, 'value': '6.22'}, {'id': 5014542983, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014542989, 'qualifierId': 212, 'value': '25.3'}, {'id': 5014542985, 'qualifierId': 140, 'value': '45.3'}];ezda0qbkzxiyuxmpc360mcdn8;A. Ouedraogo;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;25,3;;43,8;45,3;;6,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;45,3;43,8;;;;;;;;0;14;16;New England II;856;DC;1,0
2684584939;161;1;1;14;20;csntc7hucmo21gknxc5y0kc4q;1;54,3;57,0;2024-05-08T23:48:00.978Z;2024-05-08T23:48:02Z;[{'id': 5014543151, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014543157, 'qualifierId': 212, 'value': '20.5'}, {'id': 5014543159, 'qualifierId': 213, 'value': '1.06'}, {'id': 5014543153, 'qualifierId': 140, 'value': '63.9'}, {'id': 5014543155, 'qualifierId': 141, 'value': '83.3'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;20,5;;83,3;63,9;;1,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;63,9;83,3;;;;;;;;0;14;20;Crown Legacy;860;DR;1,0
