id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Involved;value_JerseyNumber;value_Captain;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndY;value_KickOff;value_PassEndX;value_Angle;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_IntendedTackleTarget;value_OutSwinger;value_Chipped;value_LeftFooted;value_Cross;value_TakeOnSpace;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_TouchTypePass;value_GoalmouthZ;value_GkY;value_RightFooted;value_CloseLeft;value_GoalmouthY;value_RelatedEventId;value_OutOfBoxCentre;value_IndividualPlay;value_GkX;value_Assisted;value_RegularPlay;value_NextEventGoalKick;value_GoalKick;value_High;value_TakeOnOvertake;value_TouchTypeControl;value_SwitchOfPlay;value_LayOff;value_AttemptedTackle;value_LeadingToAttempt;value_NotAssisted;value_LowCentre;value_BlockedY;value_RelatedError1Id;value_BlockedX;value_Stooping;value_ParriedSafe;value_LowGkIntervention;value_Hands;value_NotVisible;value_Defensive1V1;value_Assist;value_Left;value_BoxDeepRight;value_Low;value_Blocked;value_DefBlock;value_Right;value_CornerTaken;value_InSwinger;value_HighGkIntervention;value_OutOfPlay;value_Head;value_BoxCentre;value_TempMissed;value_PlayersCaughtOffside;value_Indirect;value_LowLeft;value_Collected;value_Diving;value_Standing;value_KeeperThrow;value_BlockedPass;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_Overrun;value_IntentionalAssist;value_BigChance;value_FirstTouch;value_CloseHigh;value_SmallBoxLeft;value_FromCorner;value_FastBreak;value_ThroughBall;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_KeeperTouched;value_DrivenCross;value_Straight;value_FlickOn;value_CloseRight;value_MisHit;value_PullBack;value_VideoCoverageLost;value_GkKickFromHands;value_BoxLeft;value_Minutes;value_EndType;value_RecklessOffence;value_HighLeft;value_SwerveRight;value_FantasyAssistedBy;value_FreeKick;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_Volley;value_BoxRight;value_MediumGkIntervention;value_HighClaim;value_OverArm;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowRight;value_ParriedDanger;value_IncorrectOutOfPlayDecision;value_SwerveLeft;value_FollowsADribble;value_FloatedCross;value_SecondYellow;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2673250103;6;1;1;0;7;6gaq85erpkvbyxvivd96wuw44;1;77,3;21,5;2024-04-15T02:04:45.525Z;2024-04-15T02:04:48Z;[{'id': 4953178601, 'qualifierId': 212, 'value': '8.7'}, {'id': 4953178599, 'qualifierId': 141, 'value': '34.2'}, {'id': 4953178597, 'qualifierId': 140, 'value': '77.8'}, {'id': 4953178603, 'qualifierId': 213, 'value': '1.51'}, {'id': 4953178595, 'qualifierId': 56, 'value': 'Center'}];36e17qrefearxp7lxb1eibwbu;N. Ordaz;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;8,7;;34,2;;77,8;1,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;77,8;34,2;;;;;;;0;0;0;7;Ventura County;7;FWR;1,0
2673250097;6;43;1;0;8;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-04-15T02:04:46.677Z;2024-04-15T03:06:30Z;[{'id': 4953178563, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953178561, 'qualifierId': 3, 'value': '0'}, {'id': 4953178567, 'qualifierId': 141, 'value': '54.8'}, {'id': 4953259399, 'qualifierId': 144, 'value': '1'}, {'id': 4953178571, 'qualifierId': 213, 'value': '5.56'}, {'id': 4953178569, 'qualifierId': 212, 'value': '8.7'}, {'id': 4953178565, 'qualifierId': 140, 'value': '21.4'}];cap9cd2acljdjbbdmt7zb3uvo;C. Diaz;;;c8z3yr2rqui379ijraoxuqcyc;Deleted event;;;;;;;;;;8,7;;54,8;;21,4;5,56;;;;;;0,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;21,4;54,8;;;;;;;0;0;0;8;Los Angeles II;8;DC;1,0
2674392885;909;83;1;0;9;8ijkk62897so5r3bq0wgwx4bu;1;20,9;57,6;2024-04-15T02:04:47.563Z;2024-04-18T11:36:50Z;[{'id': 4959284627, 'qualifierId': 399, 'value': '6mm2h3x9hmyea3bu2wt80uo7o'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;c8z3yr2rqui379ijraoxuqcyc;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;9;Los Angeles II;9;MC;1,0
2673250117;7;1;1;0;9;6gaq85erpkvbyxvivd96wuw44;1;78,0;34,9;2024-04-15T02:04:47.907Z;2024-04-15T02:04:50Z;[{'id': 4953178679, 'qualifierId': 140, 'value': '80.5'}, {'id': 4953178683, 'qualifierId': 212, 'value': '4.4'}, {'id': 4953178677, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953178685, 'qualifierId': 213, 'value': '0.93'}, {'id': 4953178681, 'qualifierId': 141, 'value': '40.1'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;4,4;;40,1;;80,5;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;80,5;40,1;;;;;;;0;0;0;9;Ventura County;9;MC;1,0
2673250139;8;1;1;0;12;6gaq85erpkvbyxvivd96wuw44;1;80,6;50,4;2024-04-15T02:04:50.082Z;2024-04-15T02:04:52Z;[{'id': 4953178789, 'qualifierId': 213, 'value': '2.40'}, {'id': 4953178785, 'qualifierId': 141, 'value': '68.8'}, {'id': 4953178781, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953178787, 'qualifierId': 212, 'value': '18.4'}, {'id': 4953178783, 'qualifierId': 140, 'value': '67.7'}];5xdvsfx9nuars278c5g9grnys;T. Ángel;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;18,4;;68,8;;67,7;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;67,7;68,8;;;;;;;0;0;0;12;Ventura County;12;FW;1,0
2673250161;9;1;1;0;14;6gaq85erpkvbyxvivd96wuw44;1;67,8;70,8;2024-04-15T02:04:52.451Z;2024-04-15T02:04:58Z;[{'id': 4953178903, 'qualifierId': 141, 'value': '87.5'}, {'id': 4953178899, 'qualifierId': 56, 'value': 'Left'}, {'id': 4953178905, 'qualifierId': 212, 'value': '17.7'}, {'id': 4953178901, 'qualifierId': 140, 'value': '80.7'}, {'id': 4953178907, 'qualifierId': 213, 'value': '0.70'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;17,7;;87,5;;80,7;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;80,7;87,5;;;;;;;0;0;0;14;Ventura County;14;DC;1,0
2673250163;10;1;1;0;19;6gaq85erpkvbyxvivd96wuw44;0;97,7;96,5;2024-04-15T02:04:57.859Z;2024-04-18T11:37:24Z;[{'id': 4959284923, 'qualifierId': 224}, {'id': 4953178919, 'qualifierId': 141, 'value': '62.6'}, {'id': 4953178921, 'qualifierId': 212, 'value': '23.7'}, {'id': 4953178913, 'qualifierId': 155}, {'id': 4953178915, 'qualifierId': 56, 'value': 'Center'}, {'id': 4959284925, 'qualifierId': 72}, {'id': 4953178911, 'qualifierId': 2}, {'id': 4953178923, 'qualifierId': 213, 'value': '4.48'}, {'id': 4953178917, 'qualifierId': 140, 'value': '92.6'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;23,7;;62,6;;92,6;4,48;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;92,6;62,6;;;;;;;0;0;0;19;Ventura County;19;FWL;1,0
2673250183;7;49;1;0;23;8ijkk62897so5r3bq0wgwx4bu;1;5,0;24,8;2024-04-15T02:05:01.268Z;2024-04-15T02:05:01Z;[];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;c8z3yr2rqui379ijraoxuqcyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;23;Los Angeles II;23;MC;1,0
2673250201;8;3;1;0;24;8ijkk62897so5r3bq0wgwx4bu;1;5,0;26,6;2024-04-15T02:05:02.149Z;2024-04-18T11:37:31Z;[{'id': 4953179097, 'qualifierId': 285}, {'id': 4959285029, 'qualifierId': 464}, {'id': 4953179095, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953179125, 'qualifierId': 233, 'value': '11'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;c8z3yr2rqui379ijraoxuqcyc;Take On;;;;;;;;;;;;;;;;;;1,0;11,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;24;Los Angeles II;24;MC;1,0
2673250187;11;45;1;0;24;6gaq85erpkvbyxvivd96wuw44;0;95,0;73,4;2024-04-15T02:05:02.149Z;2024-04-15T02:05:05Z;[{'id': 4953179031, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953179139, 'qualifierId': 233, 'value': '8'}, {'id': 4953179033, 'qualifierId': 286}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;c8z3yr2rqui379ijraoxuqcyc;Challenge;;;;;;;;;;;;;;;;;;;8,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;0;0;0;24;Ventura County;24;MC;1,0
