id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_TeamKit;value_DirectionOfPlay;value_Zone;value_KickOff;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_LongBall;value_Launch;value_HeadPass;value_IntendedTackleTarget;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_LayOff;value_BlockedPass;value_Offensive;value_Defensive;value_TakeOnSpace;value_OutOfPlay;value_TouchTypeControl;value_DeletedEventType;value_Chipped;value_TakeOnOvertake;value_Left;value_RightFooted;value_Cross;value_InSwinger;value_CornerTaken;value_Head;value_SmallBoxLeft;value_GoalmouthZ;value_GoalmouthY;value_FirstTouch;value_GkX;value_NotAssisted;value_GkY;value_FromCorner;value_NextEventGoalKick;value_GoalKick;value_High;value_FlickOn;value_MediumGkIntervention;value_KeeperThrow;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_FairPlay;value_NotVisible;value_YellowCard;value_Dissent;value_LeftFooted;value_Straight;value_FloatedCross;value_Assist;value_Blocked;value_SixYardBlocked;value_BoxCentre;value_BlockedY;value_Volley;value_BlockedX;value_SavedOffLine;value_LowRight;value_LastLine;value_DefBlock;value_TouchTypePass;value_AttemptedTackle;value_SwitchOfPlay;value_Overrun;value_AerialFoul;value_BlockedCross;value_Defensive1V1;value_Low;value_Assisted;value_LowLeft;value_RelatedEventId;value_RegularPlay;value_Hands;value_LowGkIntervention;value_Stooping;value_ParriedSafe;value_Shove/Push;value_Right;value_IntentionalAssist;value_BigChance;value_Diving;value_LowCentre;value_OverArm;value_ParriedDanger;value_GkYTimeOfGoal;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistTeam;value_GkXTimeOfGoal;value_FantasyAssistedBy;value_HighCentre;value_GoalShotGameClock;value_FantasyAssistId;value_RefereeDelay;value_DrinksBreak;value_NotRetreating;value_IndividualPlay;value_OutOfBoxCentre;value_Minutes;value_HitWoodwork;value_HitBar;value_CloseLeft;value_EndType;value_LeadingToGoal;value_RelatedError1Id;value_SmallBoxCentre;value_TacticalFoul;value_SecondYellow;value_OverhitCross;value_ThroughBall;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Injury;value_InjuredPlayerId;value_GkHoof;value_HighRight;value_FreeKick;value_ByWall;value_Collected;value_OwnPlayer;value_BoxLeft;value_Standing;value_GkKickFromHands;value_CaptainChange;value_PlayersCaughtOffside;value_Indirect;value_BoxDeepRight;value_Feet;value_IncorrectOutOfPlayDecision;value_FastBreak;value_Caught;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2700181391;286;1;1;31;14;4gymgvqmve0m2vh89v84tt3x0;1;50,3;11,1;2024-07-10T15:36:41.710Z;2024-07-10T15:36:43Z;[{'id': 5100046329, 'qualifierId': 212, 'value': '9.0'}, {'id': 5100046323, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100046331, 'qualifierId': 213, 'value': '1.13'}, {'id': 5100046325, 'qualifierId': 140, 'value': '54.0'}, {'id': 5100046327, 'qualifierId': 141, 'value': '23.1'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;1,13;23,1;9,0;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;54,0;23,1;;;;;;;0;0;31;14;New England II;1874;DR;1,0
2700181393;287;1;1;31;16;4gymgvqmve0m2vh89v84tt3x0;1;54,0;23,1;2024-07-10T15:36:43.799Z;2024-07-10T15:36:46Z;[{'id': 5100046343, 'qualifierId': 213, 'value': '2.99'}, {'id': 5100046339, 'qualifierId': 141, 'value': '25.5'}, {'id': 5100046341, 'qualifierId': 212, 'value': '11.1'}, {'id': 5100046337, 'qualifierId': 140, 'value': '43.5'}, {'id': 5100046335, 'qualifierId': 56, 'value': 'Back'}];1kr4ax5uy3f9gbjzr34u0svf8;I. Jones;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;2,99;25,5;11,1;43,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;43,5;25,5;;;;;;;0;0;31;16;New England II;1876;AMC;1,0
2700181395;288;1;1;31;19;4gymgvqmve0m2vh89v84tt3x0;1;43,5;25,5;2024-07-10T15:36:46.527Z;2024-07-10T15:36:49Z;[{'id': 5100046351, 'qualifierId': 141, 'value': '42.4'}, {'id': 5100046355, 'qualifierId': 213, 'value': '1.32'}, {'id': 5100046347, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046353, 'qualifierId': 212, 'value': '11.9'}, {'id': 5100046349, 'qualifierId': 140, 'value': '46.3'}];2v5j1i5ae9fnciilwy3op8and;N. DePuy;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;1,32;42,4;11,9;46,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;46,3;42,4;;;;;;;0;0;31;19;New England II;1879;DL;1,0
2700181401;289;1;1;31;22;4gymgvqmve0m2vh89v84tt3x0;1;45,6;44,2;2024-07-10T15:36:48.975Z;2024-07-10T15:36:52Z;[{'id': 5100046377, 'qualifierId': 213, 'value': '2.02'}, {'id': 5100046373, 'qualifierId': 141, 'value': '64.6'}, {'id': 5100046369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046375, 'qualifierId': 212, 'value': '15.4'}, {'id': 5100046371, 'qualifierId': 140, 'value': '39.2'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;2,02;64,6;15,4;39,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;39,2;64,6;;;;;;;0;0;31;22;New England II;1882;MC;1,0
2700181403;290;1;1;31;25;4gymgvqmve0m2vh89v84tt3x0;1;40,1;72,3;2024-07-10T15:36:52.743Z;2024-07-10T15:36:56Z;[{'id': 5100046395, 'qualifierId': 212, 'value': '21.1'}, {'id': 5100046391, 'qualifierId': 140, 'value': '53.0'}, {'id': 5100046389, 'qualifierId': 56, 'value': 'Left'}, {'id': 5100046393, 'qualifierId': 141, 'value': '96.0'}, {'id': 5100046397, 'qualifierId': 213, 'value': '0.87'}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;0,87;96,0;21,1;53,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;53,0;96,0;;;;;;;0;0;31;25;New England II;1885;DC;1,0
2700181407;291;1;1;31;29;4gymgvqmve0m2vh89v84tt3x0;1;51,8;93,8;2024-07-10T15:36:56.071Z;2024-07-10T15:37:00Z;[{'id': 5100046419, 'qualifierId': 212, 'value': '20.5'}, {'id': 5100046421, 'qualifierId': 213, 'value': '3.89'}, {'id': 5100046413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046415, 'qualifierId': 140, 'value': '37.5'}, {'id': 5100046417, 'qualifierId': 141, 'value': '73.3'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;3,89;73,3;20,5;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;37,5;73,3;;;;;;;0;0;31;29;New England II;1889;DC;1,0
2700181409;292;1;1;31;33;4gymgvqmve0m2vh89v84tt3x0;1;37,5;73,3;2024-07-10T15:37:00.111Z;2024-07-10T15:37:01Z;[{'id': 5100046429, 'qualifierId': 141, 'value': '63.3'}, {'id': 5100046433, 'qualifierId': 213, 'value': '5.09'}, {'id': 5100046425, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046431, 'qualifierId': 212, 'value': '7.3'}, {'id': 5100046427, 'qualifierId': 140, 'value': '40.1'}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;5,09;63,3;7,3;40,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;40,1;63,3;;;;;;;0;0;31;33;New England II;1893;DC;1,0
2700181411;293;1;1;31;33;4gymgvqmve0m2vh89v84tt3x0;1;40,1;63,3;2024-07-10T15:37:00.967Z;2024-07-10T15:37:02Z;[{'id': 5100046439, 'qualifierId': 140, 'value': '38.5'}, {'id': 5100046443, 'qualifierId': 212, 'value': '6.4'}, {'id': 5100046437, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046441, 'qualifierId': 141, 'value': '72.4'}, {'id': 5100046445, 'qualifierId': 213, 'value': '1.84'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;1,84;72,4;6,4;38,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;38,5;72,4;;;;;;;0;0;31;33;New England II;1893;MC;1,0
2700181417;294;1;1;31;35;4gymgvqmve0m2vh89v84tt3x0;1;38,5;72,3;2024-07-10T15:37:02.391Z;2024-07-10T15:37:08Z;[{'id': 5100046475, 'qualifierId': 212, 'value': '22.4'}, {'id': 5100046471, 'qualifierId': 140, 'value': '34.4'}, {'id': 5100046469, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046473, 'qualifierId': 141, 'value': '40.0'}, {'id': 5100046477, 'qualifierId': 213, 'value': '4.52'}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;4,52;40,0;22,4;34,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;34,4;40,0;;;;;;;0;0;31;35;New England II;1895;DC;1,0
2700181419;295;1;1;31;41;4gymgvqmve0m2vh89v84tt3x0;1;41,0;30,3;2024-07-10T15:37:08.255Z;2024-07-10T15:37:12Z;[{'id': 5100046487, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100046495, 'qualifierId': 213, 'value': '6.20'}, {'id': 5100046491, 'qualifierId': 141, 'value': '27.3'}, {'id': 5100046493, 'qualifierId': 212, 'value': '24.2'}, {'id': 5100046489, 'qualifierId': 140, 'value': '64.0'}];2v5j1i5ae9fnciilwy3op8and;N. DePuy;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;6,2;27,3;24,2;64,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,0;27,3;;;;;;;0;0;31;41;New England II;1901;DL;1,0
2700181421;294;83;1;31;44;csntc7hucmo21gknxc5y0kc4q;0;34,8;87,8;2024-07-10T15:37:11.541Z;2024-07-11T06:11:19Z;[{'id': 5100046861, 'qualifierId': 399, 'value': 'c08hvq1hplcct8kxrxucfpqp6'}];357vd87hv0jvljqtt2qf4vmz8;S. Suárez;;;dys904w2vdy4mzvqgnq1l7spg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;31;44;Huntsville City;1904;DC;1,0
2700181423;296;1;1;31;45;4gymgvqmve0m2vh89v84tt3x0;1;62,3;10,0;2024-07-10T15:37:12.471Z;2024-07-10T15:37:16Z;[{'id': 5100046511, 'qualifierId': 213, 'value': '5.93'}, {'id': 5100046507, 'qualifierId': 141, 'value': '3.4'}, {'id': 5100046503, 'qualifierId': 56, 'value': 'Right'}, {'id': 5100046509, 'qualifierId': 212, 'value': '12.9'}, {'id': 5100046505, 'qualifierId': 140, 'value': '73.8'}];c08hvq1hplcct8kxrxucfpqp6;W. Pacius;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;5,93;3,4;12,9;73,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;73,8;3,4;;;;;;;0;0;31;45;New England II;1905;FW;1,0
2700181425;297;1;1;31;49;4gymgvqmve0m2vh89v84tt3x0;1;64,8;5,5;2024-07-10T15:37:16.086Z;2024-07-10T15:37:19Z;[{'id': 5100046523, 'qualifierId': 213, 'value': '2.88'}, {'id': 5100046515, 'qualifierId': 56, 'value': 'Right'}, {'id': 5100046517, 'qualifierId': 140, 'value': '59.4'}, {'id': 5100046519, 'qualifierId': 141, 'value': '7.7'}, {'id': 5100046521, 'qualifierId': 212, 'value': '5.9'}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;2,88;7,7;5,9;59,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;59,4;7,7;;;;;;;0;0;31;49;New England II;1909;AMR;1,0
2700181427;298;1;1;31;52;4gymgvqmve0m2vh89v84tt3x0;0;63,0;8,5;2024-07-10T15:37:19.043Z;2024-07-10T15:39:15Z;[{'id': 5100046533, 'qualifierId': 212, 'value': '2.1'}, {'id': 5100046529, 'qualifierId': 140, 'value': '64.3'}, {'id': 5100046543, 'qualifierId': 233, 'value': '295'}, {'id': 5100046527, 'qualifierId': 56, 'value': 'Right'}, {'id': 5100046541, 'qualifierId': 236}, {'id': 5100046547, 'qualifierId': 286}, {'id': 5100046531, 'qualifierId': 141, 'value': '6.1'}, {'id': 5100046535, 'qualifierId': 213, 'value': '5.41'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;5,41;6,1;2,1;64,3;;;;;;;295,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,3;6,1;;;;;;;0;0;31;52;New England II;1912;DR;1,0
2700181429;295;74;1;31;52;csntc7hucmo21gknxc5y0kc4q;1;33,3;93,2;2024-07-10T15:37:19.044Z;2024-07-10T15:39:15Z;[{'id': 5100046549, 'qualifierId': 233, 'value': '298'}, {'id': 5100046537, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046539, 'qualifierId': 285}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dys904w2vdy4mzvqgnq1l7spg;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;298,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;31;52;Huntsville City;1912;AML;1,0
2700181431;296;5;1;31;53;csntc7hucmo21gknxc5y0kc4q;0;34,2;101,7;2024-07-10T15:37:20.423Z;2024-07-10T15:39:09Z;[{'id': 5100046565, 'qualifierId': 233, 'value': '299'}, {'id': 5100046555, 'qualifierId': 347}, {'id': 5100046553, 'qualifierId': 56, 'value': 'Back'}];c1z6mxuhvuegd4c5b3hau93ze;M. Al-Hasnawi;;;dys904w2vdy4mzvqgnq1l7spg;Out;;;;;;;;;;;;;;;;;;;;;1,0;299,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;31;53;Huntsville City;1913;DC;1,0
2700181433;299;5;1;31;53;4gymgvqmve0m2vh89v84tt3x0;1;65,8;-1,7;2024-07-10T15:37:20.423Z;2024-07-10T15:37:22Z;[{'id': 5100046557, 'qualifierId': 56, 'value': 'Right'}, {'id': 5100046561, 'qualifierId': 233, 'value': '296'}, {'id': 5100046559, 'qualifierId': 347}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Out;;;;;;;;;;;;;;;;;;;;;1,0;296,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;31;53;New England II;1913;DR;1,0
2700181435;300;1;1;31;55;4gymgvqmve0m2vh89v84tt3x0;1;65,4;0,0;2024-07-10T15:37:22.223Z;2024-07-10T15:37:25Z;[{'id': 5100046575, 'qualifierId': 141, 'value': '7.4'}, {'id': 5100046571, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046569, 'qualifierId': 107}, {'id': 5100046577, 'qualifierId': 212, 'value': '21.1'}, {'id': 5100046579, 'qualifierId': 213, 'value': '2.84'}, {'id': 5100046573, 'qualifierId': 140, 'value': '46.2'}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;2,84;7,4;21,1;46,2;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;46,2;7,4;;;;;;;0;0;31;55;New England II;1915;AMR;1,0
2700181439;301;1;1;31;58;4gymgvqmve0m2vh89v84tt3x0;1;45,6;9,5;2024-07-10T15:37:25.830Z;2024-07-10T15:37:29Z;[{'id': 5100046599, 'qualifierId': 140, 'value': '41.2'}, {'id': 5100046603, 'qualifierId': 212, 'value': '16.0'}, {'id': 5100046597, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100046601, 'qualifierId': 141, 'value': '32.1'}, {'id': 5100046605, 'qualifierId': 213, 'value': '1.86'}];2v5j1i5ae9fnciilwy3op8and;N. DePuy;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;1,86;32,1;16,0;41,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;41,2;32,1;;;;;;;0;0;31;58;New England II;1918;DL;1,0
2700181441;302;1;1;32;2;4gymgvqmve0m2vh89v84tt3x0;1;41,5;33,7;2024-07-10T15:37:29.470Z;2024-07-10T15:37:30Z;[{'id': 5100046609, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100046613, 'qualifierId': 141, 'value': '61.7'}, {'id': 5100046617, 'qualifierId': 213, 'value': '0.88'}, {'id': 5100046611, 'qualifierId': 140, 'value': '56.5'}, {'id': 5100046615, 'qualifierId': 212, 'value': '24.7'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;0,88;61,7;24,7;56,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;56,5;61,7;;;;;;;0;0;32;2;New England II;1922;MC;1,0
2700181443;303;1;1;32;3;4gymgvqmve0m2vh89v84tt3x0;1;56,5;62,0;2024-07-10T15:37:30.767Z;2024-07-10T15:37:35Z;[{'id': 5100046623, 'qualifierId': 56, 'value': 'Left'}, {'id': 5100046629, 'qualifierId': 212, 'value': '21.2'}, {'id': 5100046627, 'qualifierId': 141, 'value': '91.7'}, {'id': 5100046631, 'qualifierId': 213, 'value': '1.27'}, {'id': 5100046625, 'qualifierId': 140, 'value': '62.5'}];5mkyx29nr54rr3quwdgfpz3oq;E. O'Brien;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;1,27;91,7;21,2;62,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;62,5;91,7;;;;;;;0;0;32;3;New England II;1923;MC;1,0
2700181445;304;1;1;32;8;4gymgvqmve0m2vh89v84tt3x0;1;70,8;90,2;2024-07-10T15:37:35.319Z;2024-07-10T15:37:37Z;[{'id': 5100046643, 'qualifierId': 213, 'value': '5.16'}, {'id': 5100046639, 'qualifierId': 141, 'value': '72.7'}, {'id': 5100046641, 'qualifierId': 212, 'value': '13.2'}, {'id': 5100046637, 'qualifierId': 140, 'value': '76.3'}, {'id': 5100046635, 'qualifierId': 56, 'value': 'Center'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;5,16;72,7;13,2;76,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;76,3;72,7;;;;;;;0;0;32;8;New England II;1928;DC;1,0
2700181447;305;50;1;32;9;4gymgvqmve0m2vh89v84tt3x0;1;74,1;69,0;2024-07-10T15:37:36.935Z;2024-07-10T15:37:38Z;[{'id': 5100046647, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100046659, 'qualifierId': 233, 'value': '297'}, {'id': 5100046649, 'qualifierId': 286}];bvmdxx61yedgrgfw586y8dgr8;J. Knight;;;dys904w2vdy4mzvqgnq1l7spg;Dispossessed;;;;;;;;;;;;;;;;;;;;;;297,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;32;9;New England II;1929;AML;1,0
2700181449;297;7;1;32;9;csntc7hucmo21gknxc5y0kc4q;0;25,9;31,0;2024-07-10T15:37:36.936Z;2024-07-11T05:49:53Z;[{'id': 5100046655, 'qualifierId': 233, 'value': '305'}, {'id': 5100046651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100522997, 'qualifierId': 385}, {'id': 5100046653, 'qualifierId': 285}];7djbfbsqwu0g7wd1xo1ufp2zu;G. Calderón;;;dys904w2vdy4mzvqgnq1l7spg;Tackle;;;;;;;;;;;;;;;;;;;;1,0;;305,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;32;9;Huntsville City;1929;DL;1,0
