id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_Involved;value_TeamKit;value_JerseyNumber;value_Resume;value_TeamPlayerFormation;value_Captain;value_DirectionOfPlay;value_Zone;value_Angle;value_KickOff;value_PassEndX;value_Length;value_PassEndY;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Direct;value_Foul;value_AttemptedTackle;value_Defensive;value_Offensive;value_FreeKickTaken;value_IntendedTackleTarget;value_TouchTypeControl;value_Chipped;value_TakeOnOvertake;value_LeftFooted;value_Cross;value_InSwinger;value_Shove/Push;value_DeletedEventType;value_NextEventGoalKick;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_LayOff;value_SwitchOfPlay;value_GoalKick;value_Low;value_HeadPass;value_Head;value_RightFooted;value_PlayersCaughtOffside;value_Indirect;value_FlickOn;value_BlockedPass;value_IntentionalAssist;value_Assist;value_GkX;value_RegularPlay;value_Assisted;value_HighRight;value_GoalmouthY;value_FirstTouch;value_RelatedEventId;value_GoalmouthZ;value_BoxCentre;value_GkY;value_High;value_BigChance;value_SmallBoxCentre;value_GoalShotGameClock;value_GoalShotTimestamp;value_NotAssisted;value_GkYTimeOfGoal;value_FantasyAssistedBy;value_LowLeft;value_FantasyAssistType;value_GkXTimeOfGoal;value_FantasyAssistTeam;value_FantasyAssistId;value_NotVisible;value_OutSwinger;value_ShirtPull/Holding;value_TakeOnSpace;value_YellowCard;value_TacticalFoul;value_LowGkIntervention;value_KeeperThrow;value_Dissent;value_BlockedCross;value_Right;value_Left;value_CornerTaken;value_HighGkIntervention;value_HighClaim;value_BlockedY;value_BlockedX;value_BoxLeft;value_LowRight;value_Diving;value_ParriedDanger;value_Hands;value_VideoCoverageLost;value_Blocked;value_LowCentre;value_OutOfBoxCentre;value_IndividualPlay;value_DefBlock;value_RecklessOffence;value_SixYardBlocked;value_SavedOffLine;value_LastLine;value_Handball;value_TouchTypePass;value_FastBreak;value_FreeKick;value_35Centre;value_NotPastGoalLine;value_SmallBoxRight;value_FromCorner;value_ThroughBall;value_Weak;value_SetPiece;value_SmallBoxLeft;value_CloseRight;value_Minutes;value_MediumGkIntervention;value_OverArm;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Injury;value_InjuredPlayerId;value_CloseLeft;value_SwerveRight;value_BoxRight;value_Volley;value_HighLeft;value_Penalty;value_PenaltyTakerId;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Straight;value_DrivenCross;value_Collected;value_GkKickFromHands;value_HighCentre;value_Standing;value_ParriedSafe;value_Defensive1V1;value_TimeWasting;value_GkHoof;value_Simulation;value_CloseHigh;value_SwerveLeft;value_OtherObstacle;value_CloseLeftAndHigh;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2673038429;383;1;1;45;25;bd0378yx50xpdcgwkt9p9bmz8;1;49,9;91,8;2024-04-14T18:48:53.473Z;2024-04-14T18:48:56Z;[{'id': 4951995183, 'qualifierId': 212, 'value': '19.6'}, {'id': 4951995175, 'qualifierId': 140, 'value': '36.5'}, {'id': 4951995171, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951995179, 'qualifierId': 141, 'value': '71.8'}, {'id': 4951995187, 'qualifierId': 213, 'value': '3.91'}];bpr7u1cp7bzt1w2t1tsmru73e;J. Castellano;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;3,91;;36,5;19,6;71,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;36,5;71,8;;;;;;;;0;45;25;Toronto II;2725;FW;1,0
2673038461;384;1;1;45;28;bd0378yx50xpdcgwkt9p9bmz8;1;36,8;73,8;2024-04-14T18:48:56.160Z;2024-04-14T18:48:58Z;[{'id': 4951995367, 'qualifierId': 140, 'value': '32.7'}, {'id': 4951995371, 'qualifierId': 212, 'value': '18.3'}, {'id': 4951995365, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951995369, 'qualifierId': 141, 'value': '47.6'}, {'id': 4951995373, 'qualifierId': 213, 'value': '4.48'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;4,48;;32,7;18,3;47,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;32,7;47,6;;;;;;;;0;45;28;Toronto II;2728;MC;1,0
2673038555;385;1;1;45;30;bd0378yx50xpdcgwkt9p9bmz8;1;31,4;48,1;2024-04-14T18:48:58.384Z;2024-04-14T18:49:04Z;[{'id': 4951995955, 'qualifierId': 212, 'value': '22.5'}, {'id': 4951995953, 'qualifierId': 141, 'value': '15.5'}, {'id': 4951995951, 'qualifierId': 140, 'value': '35.2'}, {'id': 4951995957, 'qualifierId': 213, 'value': '4.89'}, {'id': 4951995949, 'qualifierId': 56, 'value': 'Back'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;4,89;;35,2;22,5;15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;35,2;15,5;;;;;;;;0;45;30;Toronto II;2730;DC;1,0
2673038573;386;1;1;45;37;bd0378yx50xpdcgwkt9p9bmz8;1;44,8;16,4;2024-04-14T18:49:04.865Z;2024-04-14T18:49:07Z;[{'id': 4951996087, 'qualifierId': 56, 'value': 'Center'}, {'id': 4951996093, 'qualifierId': 212, 'value': '11.6'}, {'id': 4951996095, 'qualifierId': 213, 'value': '0.68'}, {'id': 4951996091, 'qualifierId': 141, 'value': '27.1'}, {'id': 4951996089, 'qualifierId': 140, 'value': '53.4'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;0,68;;53,4;11,6;27,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;53,4;27,1;;;;;;;;0;45;37;Toronto II;2737;DC;1,0
2673038625;387;1;1;45;39;bd0378yx50xpdcgwkt9p9bmz8;1;56,3;25,3;2024-04-14T18:49:07.136Z;2024-04-14T18:49:11Z;[{'id': 4951996437, 'qualifierId': 140, 'value': '70.8'}, {'id': 4951996435, 'qualifierId': 56, 'value': 'Right'}, {'id': 4951996443, 'qualifierId': 213, 'value': '5.61'}, {'id': 4951996439, 'qualifierId': 141, 'value': '7.6'}, {'id': 4951996441, 'qualifierId': 212, 'value': '19.4'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,61;;70,8;19,4;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;70,8;7,6;;;;;;;;0;45;39;Toronto II;2739;MC;1,0
2673038649;389;1;1;45;45;bd0378yx50xpdcgwkt9p9bmz8;1;66,1;7,4;2024-04-14T18:49:12.656Z;2024-04-14T18:49:13Z;[{'id': 4951996581, 'qualifierId': 212, 'value': '21.3'}, {'id': 4951996579, 'qualifierId': 141, 'value': '16.4'}, {'id': 4951996575, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951996583, 'qualifierId': 213, 'value': '2.85'}, {'id': 4951996577, 'qualifierId': 140, 'value': '46.7'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,85;;46,7;21,3;16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;46,7;16,4;;;;;;;;0;45;45;Toronto II;2745;DMR;1,0
2673038677;390;1;1;45;46;bd0378yx50xpdcgwkt9p9bmz8;1;46,8;18,8;2024-04-14T18:49:13.825Z;2024-04-14T18:49:16Z;[{'id': 4951996737, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951996747, 'qualifierId': 213, 'value': '1.65'}, {'id': 4951996745, 'qualifierId': 212, 'value': '17.5'}, {'id': 4951996743, 'qualifierId': 141, 'value': '44.5'}, {'id': 4951996741, 'qualifierId': 140, 'value': '45.4'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,65;;45,4;17,5;44,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;45,4;44,5;;;;;;;;0;45;46;Toronto II;2746;DC;1,0
2673038753;391;1;1;45;48;bd0378yx50xpdcgwkt9p9bmz8;1;52,9;44,6;2024-04-14T18:49:16.321Z;2024-04-14T18:49:21Z;[{'id': 4951997207, 'qualifierId': 141, 'value': '19.7'}, {'id': 4951997211, 'qualifierId': 213, 'value': '5.15'}, {'id': 4951997203, 'qualifierId': 56, 'value': 'Right'}, {'id': 4951997205, 'qualifierId': 140, 'value': '60.4'}, {'id': 4951997209, 'qualifierId': 212, 'value': '18.7'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,15;;60,4;18,7;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;60,4;19,7;;;;;;;;0;45;48;Toronto II;2748;DC;1,0
2673038803;392;1;1;45;54;bd0378yx50xpdcgwkt9p9bmz8;1;50,8;16,1;2024-04-14T18:49:21.489Z;2024-04-14T18:49:26Z;[{'id': 4951997555, 'qualifierId': 212, 'value': '10.1'}, {'id': 4951997551, 'qualifierId': 140, 'value': '43.6'}, {'id': 4951997553, 'qualifierId': 141, 'value': '25.9'}, {'id': 4951997557, 'qualifierId': 213, 'value': '2.42'}, {'id': 4951997549, 'qualifierId': 56, 'value': 'Back'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,42;;43,6;10,1;25,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;43,6;25,9;;;;;;;;0;45;54;Toronto II;2754;MC;1,0
2673038867;393;1;1;45;58;bd0378yx50xpdcgwkt9p9bmz8;1;37,3;30,1;2024-04-14T18:49:26.353Z;2024-04-17T13:47:29Z;[{'id': 4951997943, 'qualifierId': 212, 'value': '22.6'}, {'id': 4951997945, 'qualifierId': 213, 'value': '2.61'}, {'id': 4951997941, 'qualifierId': 141, 'value': '46.8'}, {'id': 4951997939, 'qualifierId': 140, 'value': '18.7'}, {'id': 4951997937, 'qualifierId': 56, 'value': 'Back'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,61;;18,7;22,6;46,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;18,7;46,8;;;;;;;;0;45;58;Toronto II;2758;DC;1,0
2673038875;394;30;1;46;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-04-14T18:49:27.524Z;2024-04-14T18:49:34Z;[{'id': 4951997975, 'qualifierId': 57, 'value': '0'}];;;;;c5kex9ls9yntut3qugnj2mcd0;End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;46;0;Toronto II;2760;;
2673038863;338;30;1;46;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-04-14T18:49:28.422Z;2024-04-14T18:49:33Z;[{'id': 4951997929, 'qualifierId': 57, 'value': '0'}];;;;;c5kex9ls9yntut3qugnj2mcd0;End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;46;0;Cincinnati II;2760;;
2673049831;406;18;2;45;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-04-14T19:04:31.420Z;2024-04-14T19:05:34Z;[{'id': 4952063617, 'qualifierId': 59, 'value': '52'}, {'id': 4952063613, 'qualifierId': 42}, {'id': 4952063615, 'qualifierId': 44, 'value': 'Midfielder'}, {'id': 4952063709, 'qualifierId': 55, 'value': '407'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Player off;;;;;52,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;407,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;407,0;aw0ngrym0lzn2paoz70wtlgyc;;0;45;0;Toronto II;2700;MC;1,0
2673049837;407;19;2;45;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-04-14T19:04:31.421Z;2024-04-14T19:05:35Z;[{'id': 4952063663, 'qualifierId': 44, 'value': 'Midfielder'}, {'id': 4952063665, 'qualifierId': 55, 'value': '406'}, {'id': 4952063659, 'qualifierId': 292, 'value': '7'}, {'id': 4952063645, 'qualifierId': 42}, {'id': 4952063661, 'qualifierId': 293, 'value': '4'}, {'id': 4952063657, 'qualifierId': 59, 'value': '77'}, {'id': 4952063653, 'qualifierId': 145, 'value': '8'}];aw0ngrym0lzn2paoz70wtlgyc;S. Chirilă;;;c5kex9ls9yntut3qugnj2mcd0;Player on;;;;;77,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;406,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;7,0;4,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;406,0;bu0qf3q6j69an4i0gz7xhqcd0;;0;45;0;Toronto II;2700;Sub;1,0
2673049043;342;32;2;45;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-04-14T19:04:41.420Z;2024-04-17T13:47:50Z;[{'id': 4952058787, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;c5kex9ls9yntut3qugnj2mcd0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;45;0;Cincinnati II;2700;;
2673049063;399;32;2;45;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-04-14T19:04:41.420Z;2024-04-14T19:04:42Z;[{'id': 4952058863, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;c5kex9ls9yntut3qugnj2mcd0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;45;0;Toronto II;2700;;
2673049077;400;1;2;45;0;bd0378yx50xpdcgwkt9p9bmz8;0;49,9;50,3;2024-04-14T19:04:41.421Z;2024-04-14T19:09:41Z;[{'id': 4952058977, 'qualifierId': 213, 'value': '2.98'}, {'id': 4952058969, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952058979, 'qualifierId': 279, 'value': 'S'}, {'id': 4952058975, 'qualifierId': 212, 'value': '25.2'}, {'id': 4952058971, 'qualifierId': 140, 'value': '26.2'}, {'id': 4952058973, 'qualifierId': 141, 'value': '56.3'}];9asj8t10cvfumot9hr3dprsic;B. Stitz;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,98;;26,2;25,2;56,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;26,2;56,3;;;;;;;;0;45;0;Toronto II;2700;FW;1,0
2673049107;401;1;2;45;2;bd0378yx50xpdcgwkt9p9bmz8;1;26,9;56,0;2024-04-14T19:04:44.206Z;2024-04-14T19:04:46Z;[{'id': 4952059137, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952059139, 'qualifierId': 140, 'value': '33.4'}, {'id': 4952059143, 'qualifierId': 212, 'value': '17.1'}, {'id': 4952059145, 'qualifierId': 213, 'value': '1.16'}, {'id': 4952059141, 'qualifierId': 141, 'value': '79.1'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,16;;33,4;17,1;79,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;33,4;79,1;;;;;;;;0;45;2;Toronto II;2702;DC;1,0
2673049191;402;1;2;45;5;bd0378yx50xpdcgwkt9p9bmz8;0;33,7;76,9;2024-04-14T19:04:46.781Z;2024-04-14T19:04:54Z;[{'id': 4952059739, 'qualifierId': 140, 'value': '57.7'}, {'id': 4952059737, 'qualifierId': 56, 'value': 'Left'}, {'id': 4952059743, 'qualifierId': 212, 'value': '26.2'}, {'id': 4952059745, 'qualifierId': 213, 'value': '0.27'}, {'id': 4952059741, 'qualifierId': 141, 'value': '87.2'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;0,27;;57,7;26,2;87,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;57,7;87,2;;;;;;;;0;45;5;Toronto II;2705;DC;1,0
2673049229;343;3;2;45;13;29nx7yxy1rdqv2oobqn5pjf8p;0;43,4;9,6;2024-04-14T19:04:55.021Z;2024-04-17T13:53:07Z;[{'id': 4952067623, 'qualifierId': 233, 'value': '403'}, {'id': 4952059961, 'qualifierId': 286}, {'id': 4957713029, 'qualifierId': 465}, {'id': 4952059959, 'qualifierId': 56, 'value': 'Back'}];7q8y6gbmg9j75zgm3nhs3bfh0;L. Olguin;;;c5kex9ls9yntut3qugnj2mcd0;Take On;;;;;;;;;;;;;;;;;;403,0;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;45;13;Cincinnati II;2713;AMC;1,0
2673049291;403;7;2;45;13;bd0378yx50xpdcgwkt9p9bmz8;1;56,6;90,4;2024-04-14T19:04:55.022Z;2024-04-17T13:53:09Z;[{'id': 4952067605, 'qualifierId': 233, 'value': '343'}, {'id': 4952060345, 'qualifierId': 285}, {'id': 4952060341, 'qualifierId': 167}, {'id': 4952060343, 'qualifierId': 56, 'value': 'Left'}, {'id': 4957713037, 'qualifierId': 385}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;c5kex9ls9yntut3qugnj2mcd0;Tackle;;;;;;;;;;;;;;;;;;343,0;;;;1,0;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;45;13;Toronto II;2713;AMC;1,0
2673049411;344;5;2;45;15;29nx7yxy1rdqv2oobqn5pjf8p;1;43,4;-2,0;2024-04-14T19:04:56.422Z;2024-04-14T19:05:10Z;[{'id': 4952061157, 'qualifierId': 233, 'value': '404'}, {'id': 4952061107, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952061109, 'qualifierId': 347}];7q8y6gbmg9j75zgm3nhs3bfh0;L. Olguin;;;c5kex9ls9yntut3qugnj2mcd0;Out;;;;;;;;;;;;;;;;;;404,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;45;15;Cincinnati II;2715;AMC;1,0
2673049297;404;5;2;45;15;bd0378yx50xpdcgwkt9p9bmz8;0;56,6;102,0;2024-04-14T19:04:56.422Z;2024-04-14T19:12:21Z;[{'id': 4952060371, 'qualifierId': 56, 'value': 'Left'}, {'id': 4952060373, 'qualifierId': 347}, {'id': 4952061193, 'qualifierId': 233, 'value': '344'}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;c5kex9ls9yntut3qugnj2mcd0;Out;;;;;;;;;;;;;;;;;;344,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;45;15;Toronto II;2715;AMC;1,0
2673049457;345;1;2;45;27;29nx7yxy1rdqv2oobqn5pjf8p;1;39,4;0,0;2024-04-14T19:05:09.302Z;2024-04-14T19:05:26Z;[{'id': 4952061453, 'qualifierId': 212, 'value': '14.2'}, {'id': 4952061449, 'qualifierId': 140, 'value': '52.7'}, {'id': 4952061457, 'qualifierId': 213, 'value': '0.20'}, {'id': 4952061445, 'qualifierId': 107}, {'id': 4952061451, 'qualifierId': 141, 'value': '2.5'}, {'id': 4952061447, 'qualifierId': 56, 'value': 'Right'}];u5v1owoegnvaqvk214qlvh90;T. Pusztahegyi;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;0,2;;52,7;14,2;2,5;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;52,7;2,5;;;;;;;;0;45;27;Cincinnati II;2727;DC;1,0
