id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_Resume;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_Angle;value_KickOff;value_Length;value_PassEndY;value_Zone;value_PassEndX;value_LongBall;value_Chipped;value_HeadPass;value_Defensive;value_OppositeRelatedEventId;value_TakeOnSpace;value_Offensive;value_TouchTypeControl;value_DeletedEventType;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_LowGkIntervention;value_KeeperThrow;value_VideoCoverageLost;value_LeadingToGoal;value_GoalShotGameClock;value_GoalmouthZ;value_GoalmouthY;value_LeftFooted;value_GkX;value_GkXTimeOfGoal;value_FirstTouch;value_OutOfBoxCentre;value_RegularPlay;value_RelatedError1Id;value_GkYTimeOfGoal;value_LowRight;value_GoalShotTimestamp;value_NotAssisted;value_GkY;value_NotVisible;value_Cross;value_OutSwinger;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_PlayersCaughtOffside;value_OutOfPlay;value_Left;value_Indirect;value_HighClaim;value_MediumGkIntervention;value_Assist;value_BlockedY;value_Blocked;value_LowCentre;value_IndividualPlay;value_RelatedEventId;value_OutOfBoxLeft;value_Assisted;value_BlockedX;value_DefBlock;value_IntendedTackleTarget;value_LayOff;value_Head;value_PullBack;value_ThroughBall;value_Straight;value_DrivenCross;value_CaptainChange;value_TouchTypePass;value_InSwinger;value_IntentionalAssist;value_BoxCentre;value_Hands;value_Collected;value_Standing;value_FlickOn;value_Right;value_CornerTaken;value_TakeOnOvertake;value_TouchTypeClearance;value_Handball;value_BlockedCross;value_High;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_OtherObstacle;value_GkStart;value_BoxRight;value_InjuredPlayerId;value_Injury;value_HighGkIntervention;value_FromCorner;value_Overrun;value_Minutes;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_SixYardBlocked;value_HighLeft;value_SetPiece;value_LowLeft;value_BoxLeft;value_BigChance;value_GkHoof;value_Volley;value_Defensive1V1;value_AerialFoul;value_CloseHigh;value_RecklessOffence;value_BoxDeepLeft;value_Strong;value_HitWoodwork;value_HitBar;value_ViolentConduct;value_RedCard;value_Argument;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Diving;value_Saved;value_ParriedSafe;value_Missed;value_HighCentre;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704516063;4;7;1;0;10;eo64tqkioegeb09iice2hf8bt;0;35,8;61,7;2024-07-29T02:04:23.762Z;2024-08-01T06:02:19Z;[{'id': 5124003685, 'qualifierId': 285}, {'id': 5124003683, 'qualifierId': 56, 'value': 'Back'}, {'id': 5127019889, 'qualifierId': 383}, {'id': 5124032137, 'qualifierId': 233, 'value': '6'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;echqli2q50v5boptrbe4fxxck;Tackle;;;;;;;;;;;;;;;;;;;1,0;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;10;Real Monarchs;10;AMC;1,0
2704516033;7;61;1;0;11;cbip96wzs3jc2xadoluhhxotl;1;65,7;28,0;2024-07-29T02:04:24.123Z;2024-08-01T06:02:23Z;[{'id': 5124003647, 'qualifierId': 56, 'value': 'Center'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;echqli2q50v5boptrbe4fxxck;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;11;Vancouver Whitecaps II;11;FWL;1,0
2704516035;8;1;1;0;11;cbip96wzs3jc2xadoluhhxotl;0;67,8;29,2;2024-07-29T02:04:24.690Z;2024-08-01T06:02:44Z;[{'id': 5124003651, 'qualifierId': 140, 'value': '72.3'}, {'id': 5124003655, 'qualifierId': 212, 'value': '4.9'}, {'id': 5124003653, 'qualifierId': 141, 'value': '27.4'}, {'id': 5124003657, 'qualifierId': 213, 'value': '6.03'}, {'id': 5124003649, 'qualifierId': 56, 'value': 'Center'}];6kpb5yyfk2ifjgtfkspb8xwd0;O. Anderson;;;echqli2q50v5boptrbe4fxxck;Pass;;;;;;;;;;6,03;;4,9;27,4;;72,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;72,3;27,4;;;;;;;;0;0;11;Vancouver Whitecaps II;11;FW;1,0
2704521337;303;61;1;0;12;eo64tqkioegeb09iice2hf8bt;1;33,5;58,7;2024-07-29T02:04:24.817Z;2024-07-29T02:56:28Z;[{'id': 5124034017, 'qualifierId': 56, 'value': 'Back'}];4y4mypo5jyzbp0dtvm6y7ajxm;J. Ndakala;;;echqli2q50v5boptrbe4fxxck;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;12;Real Monarchs;12;DC;1,0
2704521357;304;49;1;0;15;eo64tqkioegeb09iice2hf8bt;1;34,1;52,2;2024-07-29T02:04:27.817Z;2024-07-29T02:56:47Z;[];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;echqli2q50v5boptrbe4fxxck;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;15;Real Monarchs;15;AMC;1,0
2704516065;5;43;1;0;16;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-07-29T02:04:29.713Z;2024-07-29T02:56:50Z;[{'id': 5124034157, 'qualifierId': 144, 'value': '49'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;echqli2q50v5boptrbe4fxxck;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;16;Real Monarchs;16;DC;1,0
2704516067;6;50;1;0;18;eo64tqkioegeb09iice2hf8bt;1;39,4;49,8;2024-07-29T02:04:31.400Z;2024-07-29T02:55:56Z;[{'id': 5124003697, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124003699, 'qualifierId': 286}, {'id': 5124003721, 'qualifierId': 233, 'value': '9'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;echqli2q50v5boptrbe4fxxck;Dispossessed;;;;;;;;;;;;;;;;;;;;9,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;18;Real Monarchs;18;AMC;1,0
2704516047;9;7;1;0;18;cbip96wzs3jc2xadoluhhxotl;1;60,6;50,2;2024-07-29T02:04:31.401Z;2024-08-01T06:03:31Z;[{'id': 5124003701, 'qualifierId': 233, 'value': '6'}, {'id': 5127020197, 'qualifierId': 383}, {'id': 5124003677, 'qualifierId': 285}, {'id': 5124003675, 'qualifierId': 56, 'value': 'Center'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;echqli2q50v5boptrbe4fxxck;Tackle;;;;;;;;;;;;;;;;;;;1,0;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;18;Vancouver Whitecaps II;18;MC;1,0
2704516061;10;49;1;0;19;cbip96wzs3jc2xadoluhhxotl;1;62,3;43,1;2024-07-29T02:04:32.498Z;2024-07-29T02:04:32Z;[];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;echqli2q50v5boptrbe4fxxck;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;19;Vancouver Whitecaps II;19;MC;1,0
2704516071;11;1;1;0;19;cbip96wzs3jc2xadoluhhxotl;1;61,8;41,6;2024-07-29T02:04:32.641Z;2024-07-29T02:04:37Z;[{'id': 5124003733, 'qualifierId': 213, 'value': '2.71'}, {'id': 5124003725, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124003729, 'qualifierId': 141, 'value': '55.2'}, {'id': 5124003727, 'qualifierId': 140, 'value': '42.6'}, {'id': 5124003731, 'qualifierId': 212, 'value': '22.2'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;echqli2q50v5boptrbe4fxxck;Pass;;;;;;;;;;2,71;;22,2;55,2;;42,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;42,6;55,2;;;;;;;;0;0;19;Vancouver Whitecaps II;19;MC;1,0
2704516077;12;1;1;0;24;cbip96wzs3jc2xadoluhhxotl;1;42,4;58,2;2024-07-29T02:04:37.418Z;2024-07-29T02:04:41Z;[{'id': 5124003791, 'qualifierId': 141, 'value': '37.7'}, {'id': 5124003793, 'qualifierId': 212, 'value': '15.1'}, {'id': 5124003795, 'qualifierId': 213, 'value': '4.31'}, {'id': 5124003787, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124003789, 'qualifierId': 140, 'value': '36.8'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;echqli2q50v5boptrbe4fxxck;Pass;;;;;;;;;;4,31;;15,1;37,7;;36,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;36,8;37,7;;;;;;;;0;0;24;Vancouver Whitecaps II;24;DC;1,0
