id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_Resume;value_Involved;value_PlayerPosition;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_PassEndY;value_Length;value_Zone;value_KickOff;value_PassEndX;value_Angle;value_HeadPass;value_LongBall;value_Chipped;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_BlockedPass;value_OutOfPlay;value_IntendedTackleTarget;value_Left;value_IndividualPlay;value_OutOfBoxCentre;value_GkX;value_RegularPlay;value_GkY;value_GoalmouthY;value_RightFooted;value_GoalmouthZ;value_NotAssisted;value_NextEventGoalKick;value_Low;value_GoalKick;value_DeletedEventType;value_SwitchOfPlay;value_Launch;value_AttemptedTackle;value_Foul;value_Direct;value_Assist;value_FreeKickTaken;value_IntentionalAssist;value_Cross;value_RelatedEventId;value_BoxCentre;value_Assisted;value_SetPiece;value_FirstTouch;value_Head;value_NotVisible;value_High;value_FlickOn;value_LayOff;value_CloseRight;value_HighRight;value_BoxDeepLeft;value_LeftFooted;value_BlockedCross;value_Right;value_InSwinger;value_CornerTaken;value_FromCorner;value_HighLeft;value_ThroughBall;value_YellowCard;value_Dissent;value_BlockedClearance;value_Shove/Push;value_FreeKick;value_Blocked;value_BlockedY;value_LowCentre;value_OutOfBoxDeepRight;value_BlockedX;value_DefBlock;value_KeeperThrow;value_Handball;value_BoxRight;value_PullBack;value_BoxLeft;value_IncorrectOutOfPlayDecision;value_DrinksBreak;value_RefereeDelay;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_Stooping;value_Hands;value_Collected;value_HighClaim;value_InjuredPlayerId;value_Injury;value_PenaltyTakerId;value_Penalty;value_Scored;value_Diving;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistTeam;value_BigChance;value_CausingPlayer;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistedBy;value_GoalShotGameClock;value_FastBreak;value_OutSwinger;value_Minutes;value_Deflection;value_Standing;value_GkKickFromHands;value_CloseHigh;value_DeniedGoalScoringOpp;value_OverhitCross;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowLeft;value_ParriedSafe;value_OverArm;value_OwnPlayer;value_OwnShotBlocked;value_CloseLeft;value_TacticalFoul;value_AerialFoul;value_LastLine;value_MisHit;value_Overrun;value_ShirtPull/Holding;value_GoesToPenalties;value_KeeperTouched;value_LowRight;value_Missed;value_Saved;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705310489;84;4;1;10;12;eo64tqkioegeb09iice2hf8bt;0;40,2;49,7;2024-08-03T00:15:05.325Z;2024-08-03T00:15:07Z;[{'id': 5128471021, 'qualifierId': 233, 'value': '133'}, {'id': 5128470963, 'qualifierId': 265}, {'id': 5128470959, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128470965, 'qualifierId': 285}, {'id': 5128470961, 'qualifierId': 152}, {'id': 5128470957, 'qualifierId': 13}];4y4mypo5jyzbp0dtvm6y7ajxm;J. Ndakala;;edzlyy9z5g4tf6yhbzd73t9uc;Foul;;;;;;;;;;;;;;;;;;;133,0;;;;1,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;12;Sporting KC II;612;;1,0
2705310505;134;1;1;10;14;7fbej4xwoq4imaf5l39304m37;1;62,5;56,7;2024-08-03T00:15:06.897Z;2024-08-03T00:15:08Z;[{'id': 5128471059, 'qualifierId': 141, 'value': '46.3'}, {'id': 5128471063, 'qualifierId': 213, 'value': '5.54'}, {'id': 5128471053, 'qualifierId': 152}, {'id': 5128471055, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128471051, 'qualifierId': 5}, {'id': 5128471061, 'qualifierId': 212, 'value': '10.4'}, {'id': 5128471057, 'qualifierId': 140, 'value': '69.8'}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;46,3;10,4;;;69,8;5,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;69,8;46,3;;;;;;;;0;10;14;Vancouver Whitecaps II;614;MC;1,0
2705310509;135;50;1;10;15;7fbej4xwoq4imaf5l39304m37;1;68,2;40,6;2024-08-03T00:15:08.540Z;2024-08-03T00:15:10Z;[{'id': 5128471071, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128471091, 'qualifierId': 233, 'value': '85'}, {'id': 5128471073, 'qualifierId': 286}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;edzlyy9z5g4tf6yhbzd73t9uc;Dispossessed;;;;;;;;;;;;;;;;;;;85,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;10;15;Vancouver Whitecaps II;615;FW;1,0
2705310507;85;7;1;10;15;eo64tqkioegeb09iice2hf8bt;0;31,8;59,4;2024-08-03T00:15:08.541Z;2024-08-03T00:15:10Z;[{'id': 5128471067, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128471087, 'qualifierId': 233, 'value': '135'}, {'id': 5128471069, 'qualifierId': 285}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;edzlyy9z5g4tf6yhbzd73t9uc;Tackle;;;;;;;;;;;;;;;;;;;135,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;15;Sporting KC II;615;;1,0
2705310519;136;1;1;10;17;7fbej4xwoq4imaf5l39304m37;1;70,6;42,1;2024-08-03T00:15:09.889Z;2024-08-03T00:15:10Z;[{'id': 5128471133, 'qualifierId': 140, 'value': '67.4'}, {'id': 5128471139, 'qualifierId': 213, 'value': '4.38'}, {'id': 5128471137, 'qualifierId': 212, 'value': '10.4'}, {'id': 5128471135, 'qualifierId': 141, 'value': '27.7'}, {'id': 5128471131, 'qualifierId': 56, 'value': 'Center'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;27,7;10,4;;;67,4;4,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;67,4;27,7;;;;;;;;0;10;17;Vancouver Whitecaps II;617;FW;1,0
2705310521;137;1;1;10;18;7fbej4xwoq4imaf5l39304m37;1;67,4;27,7;2024-08-03T00:15:10.866Z;2024-08-03T00:15:11Z;[{'id': 5128471147, 'qualifierId': 141, 'value': '29.8'}, {'id': 5128471151, 'qualifierId': 213, 'value': '0.17'}, {'id': 5128471143, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128471145, 'qualifierId': 140, 'value': '75.1'}, {'id': 5128471149, 'qualifierId': 212, 'value': '8.2'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;29,8;8,2;;;75,1;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;75,1;29,8;;;;;;;;0;10;18;Vancouver Whitecaps II;618;MC;1,0
2705310533;138;1;1;10;19;7fbej4xwoq4imaf5l39304m37;0;75,5;29,8;2024-08-03T00:15:11.634Z;2024-08-03T00:15:14Z;[{'id': 5128471213, 'qualifierId': 212, 'value': '6.2'}, {'id': 5128471209, 'qualifierId': 140, 'value': '70.6'}, {'id': 5128471215, 'qualifierId': 213, 'value': '3.73'}, {'id': 5128471211, 'qualifierId': 141, 'value': '24.7'}, {'id': 5128471207, 'qualifierId': 56, 'value': 'Center'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;24,7;6,2;;;70,6;3,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;70,6;24,7;;;;;;;;0;10;19;Vancouver Whitecaps II;619;FWR;1,0
2705310529;86;8;1;10;20;eo64tqkioegeb09iice2hf8bt;1;30,5;66,6;2024-08-03T00:15:13.069Z;2024-08-03T00:15:13Z;[{'id': 5128471193, 'qualifierId': 56, 'value': 'Back'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;edzlyy9z5g4tf6yhbzd73t9uc;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;20;Sporting KC II;620;;1,0
2705310559;87;3;1;10;21;eo64tqkioegeb09iice2hf8bt;1;27,9;81,2;2024-08-03T00:15:13.563Z;2024-08-03T01:06:20Z;[{'id': 5128527707, 'qualifierId': 233, 'value': '457'}, {'id': 5128527383, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128527385, 'qualifierId': 285}];2mdvkj8gcfmn6wve50ewfi7mc;M. Clark;;edzlyy9z5g4tf6yhbzd73t9uc;Take On;;;;;;;;;;;;;;;;;;;457,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;21;Sporting KC II;621;;1,0
2705320297;457;45;1;10;21;7fbej4xwoq4imaf5l39304m37;0;72,1;18,8;2024-08-03T00:15:13.563Z;2024-08-03T01:06:21Z;[{'id': 5128527711, 'qualifierId': 233, 'value': '87'}, {'id': 5128527703, 'qualifierId': 56, 'value': 'Right'}, {'id': 5128527705, 'qualifierId': 286}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;edzlyy9z5g4tf6yhbzd73t9uc;Challenge;;;;;;;;;;;;;;;;;;;87,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;10;21;Vancouver Whitecaps II;621;DR;1,0
2705310569;88;49;1;10;25;eo64tqkioegeb09iice2hf8bt;1;24,2;81,6;2024-08-03T00:15:17.684Z;2024-08-03T01:06:49Z;[];2mdvkj8gcfmn6wve50ewfi7mc;M. Clark;;edzlyy9z5g4tf6yhbzd73t9uc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;25;Sporting KC II;625;;1,0
2705310571;89;1;1;10;25;eo64tqkioegeb09iice2hf8bt;1;28,3;86,5;2024-08-03T00:15:17.869Z;2024-08-03T01:06:51Z;[{'id': 5128528159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128528163, 'qualifierId': 141, 'value': '76.1'}, {'id': 5128528161, 'qualifierId': 140, 'value': '20.1'}, {'id': 5128528165, 'qualifierId': 212, 'value': '11.1'}, {'id': 5128528169, 'qualifierId': 213, 'value': '3.83'}];2mdvkj8gcfmn6wve50ewfi7mc;M. Clark;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;76,1;11,1;;;20,1;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;20,1;76,1;;;;;;;;0;10;25;Sporting KC II;625;;1,0
2705320459;367;1;1;10;26;eo64tqkioegeb09iice2hf8bt;0;17,7;75,4;2024-08-03T00:15:18.563Z;2024-08-03T01:07:06Z;[{'id': 5128528599, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128528603, 'qualifierId': 141, 'value': '79.0'}, {'id': 5128528607, 'qualifierId': 213, 'value': '0.11'}, {'id': 5128528601, 'qualifierId': 140, 'value': '38.9'}, {'id': 5128528597, 'qualifierId': 157}, {'id': 5128528609, 'qualifierId': 1}, {'id': 5128528605, 'qualifierId': 212, 'value': '22.4'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;79,0;22,4;;;38,9;0,11;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;38,9;79,0;;;;;;;;0;10;26;Sporting KC II;626;;1,0
2705310577;139;1;1;10;27;7fbej4xwoq4imaf5l39304m37;0;66,5;10,4;2024-08-03T00:15:19.586Z;2024-08-03T00:15:20Z;[{'id': 5128471393, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128471389, 'qualifierId': 2}, {'id': 5128471403, 'qualifierId': 1}, {'id': 5128471399, 'qualifierId': 212, 'value': '36.3'}, {'id': 5128471397, 'qualifierId': 141, 'value': '50.3'}, {'id': 5128471401, 'qualifierId': 213, 'value': '0.85'}, {'id': 5128471395, 'qualifierId': 140, 'value': '89.4'}, {'id': 5128471391, 'qualifierId': 155}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;50,3;36,3;;;89,4;0,85;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;89,4;50,3;;;;;;;;0;10;27;Vancouver Whitecaps II;627;MC;1,0
2705310591;90;12;1;10;28;eo64tqkioegeb09iice2hf8bt;1;21,9;63,9;2024-08-03T00:15:20.765Z;2024-08-03T01:07:29Z;[{'id': 5128471481, 'qualifierId': 212, 'value': '27.0'}, {'id': 5128471475, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128471479, 'qualifierId': 141, 'value': '49.4'}, {'id': 5128471483, 'qualifierId': 213, 'value': '5.91'}, {'id': 5128471487, 'qualifierId': 15}, {'id': 5128471477, 'qualifierId': 140, 'value': '45.8'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;edzlyy9z5g4tf6yhbzd73t9uc;Clearance;;;;;;;;;;49,4;27,0;;;45,8;5,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;45,8;49,4;;;;;;;;0;10;28;Sporting KC II;628;;1,0
2705310615;140;1;1;10;34;7fbej4xwoq4imaf5l39304m37;1;53,2;50,6;2024-08-03T00:15:26.913Z;2024-08-03T00:15:28Z;[{'id': 5128471595, 'qualifierId': 141, 'value': '72.9'}, {'id': 5128471591, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128471597, 'qualifierId': 212, 'value': '21.0'}, {'id': 5128471599, 'qualifierId': 213, 'value': '0.81'}, {'id': 5128471593, 'qualifierId': 140, 'value': '67.0'}];tvbjgz0zeq5irumgofxrko44;L. Christiano;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;72,9;21,0;;;67,0;0,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;67,0;72,9;;;;;;;;0;10;34;Vancouver Whitecaps II;634;DC;1,0
2705310621;141;1;1;10;35;7fbej4xwoq4imaf5l39304m37;1;67,0;72,9;2024-08-03T00:15:28.098Z;2024-08-03T00:15:30Z;[{'id': 5128471635, 'qualifierId': 213, 'value': '2.06'}, {'id': 5128471629, 'qualifierId': 140, 'value': '61.2'}, {'id': 5128471631, 'qualifierId': 141, 'value': '89.9'}, {'id': 5128471633, 'qualifierId': 212, 'value': '13.1'}, {'id': 5128471627, 'qualifierId': 56, 'value': 'Left'}];c7luarkv7hwdspd9xhidhisk4;C. Tschantret;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;89,9;13,1;;;61,2;2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;61,2;89,9;;;;;;;;0;10;35;Vancouver Whitecaps II;635;MC;1,0
2705310627;142;1;1;10;37;7fbej4xwoq4imaf5l39304m37;1;59,3;84,4;2024-08-03T00:15:30.498Z;2024-08-03T00:15:33Z;[{'id': 5128471671, 'qualifierId': 141, 'value': '58.8'}, {'id': 5128471667, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128471675, 'qualifierId': 213, 'value': '3.88'}, {'id': 5128471669, 'qualifierId': 140, 'value': '41.1'}, {'id': 5128471673, 'qualifierId': 212, 'value': '25.9'}];9kahvwswke29dt3uumulbktpm;M. Visconti;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;58,8;25,9;;;41,1;3,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;41,1;58,8;;;;;;;;0;10;37;Vancouver Whitecaps II;637;DC;1,0
2705310645;143;1;1;10;41;7fbej4xwoq4imaf5l39304m37;1;41,0;58,8;2024-08-03T00:15:33.682Z;2024-08-03T00:15:38Z;[{'id': 5128471773, 'qualifierId': 140, 'value': '38.1'}, {'id': 5128471779, 'qualifierId': 213, 'value': '4.58'}, {'id': 5128471777, 'qualifierId': 212, 'value': '23.2'}, {'id': 5128471775, 'qualifierId': 141, 'value': '25.0'}, {'id': 5128471771, 'qualifierId': 56, 'value': 'Back'}];tvbjgz0zeq5irumgofxrko44;L. Christiano;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;25,0;23,2;;;38,1;4,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;38,1;25,0;;;;;;;;0;10;41;Vancouver Whitecaps II;641;DC;1,0
2705310671;144;1;1;10;46;7fbej4xwoq4imaf5l39304m37;1;38,1;25,0;2024-08-03T00:15:38.769Z;2024-08-03T00:15:43Z;[{'id': 5128471925, 'qualifierId': 213, 'value': '1.45'}, {'id': 5128471919, 'qualifierId': 140, 'value': '41.0'}, {'id': 5128471921, 'qualifierId': 141, 'value': '60.5'}, {'id': 5128471923, 'qualifierId': 212, 'value': '24.3'}, {'id': 5128471917, 'qualifierId': 56, 'value': 'Back'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;60,5;24,3;;;41,0;1,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;41,0;60,5;;;;;;;;0;10;46;Vancouver Whitecaps II;646;DL;1,0
2705310677;145;1;1;10;51;7fbej4xwoq4imaf5l39304m37;1;54,6;72,4;2024-08-03T00:15:43.586Z;2024-08-03T00:15:46Z;[{'id': 5128471963, 'qualifierId': 212, 'value': '22.2'}, {'id': 5128471959, 'qualifierId': 140, 'value': '70.1'}, {'id': 5128471965, 'qualifierId': 213, 'value': '0.75'}, {'id': 5128471961, 'qualifierId': 141, 'value': '94.7'}, {'id': 5128471957, 'qualifierId': 56, 'value': 'Left'}];c7luarkv7hwdspd9xhidhisk4;C. Tschantret;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;94,7;22,2;;;70,1;0,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;70,1;94,7;;;;;;;;0;10;51;Vancouver Whitecaps II;651;MC;1,0
2705310685;146;1;1;10;53;7fbej4xwoq4imaf5l39304m37;1;70,5;94,7;2024-08-03T00:15:45.938Z;2024-08-03T00:15:47Z;[{'id': 5128471989, 'qualifierId': 56, 'value': 'Left'}, {'id': 5128471993, 'qualifierId': 141, 'value': '87.8'}, {'id': 5128471997, 'qualifierId': 213, 'value': '5.52'}, {'id': 5128471991, 'qualifierId': 140, 'value': '75.2'}, {'id': 5128471995, 'qualifierId': 212, 'value': '6.8'}];9ts3xs5p912m8f3pph7ni9vkk;S. Donovan;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;87,8;6,8;;;75,2;5,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;75,2;87,8;;;;;;;;0;10;53;Vancouver Whitecaps II;653;FWL;1,0
2705310689;147;1;1;10;54;7fbej4xwoq4imaf5l39304m37;1;75,6;87,5;2024-08-03T00:15:46.946Z;2024-08-03T00:15:50Z;[{'id': 5128472013, 'qualifierId': 56, 'value': 'Left'}, {'id': 5128472019, 'qualifierId': 212, 'value': '6.5'}, {'id': 5128472021, 'qualifierId': 213, 'value': '3.36'}, {'id': 5128472017, 'qualifierId': 141, 'value': '85.4'}, {'id': 5128472015, 'qualifierId': 140, 'value': '69.6'}, {'id': 5128472059, 'qualifierId': 156}];9kahvwswke29dt3uumulbktpm;M. Visconti;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;85,4;6,5;;;69,6;3,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;69,6;85,4;;;;;;;;0;10;54;Vancouver Whitecaps II;654;DC;1,0
2705310693;148;3;1;10;55;7fbej4xwoq4imaf5l39304m37;0;72,0;84,0;2024-08-03T00:15:48.017Z;2024-08-03T00:15:52Z;[{'id': 5128472025, 'qualifierId': 56, 'value': 'Left'}, {'id': 5128472085, 'qualifierId': 233, 'value': '91'}, {'id': 5128472027, 'qualifierId': 286}];9ts3xs5p912m8f3pph7ni9vkk;S. Donovan;;edzlyy9z5g4tf6yhbzd73t9uc;Take On;;;;;;;;;;;;;;;;;;;91,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;10;55;Vancouver Whitecaps II;655;FWL;1,0
