id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_Resume;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Length;value_Zone;value_LongBall;value_Launch;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_DeletedEventType;value_OutOfPlay;value_Direct;value_Foul;value_Shove/Push;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Chipped;value_BlockedPass;value_TakeOnSpace;value_TouchTypeControl;value_IntentionalAssist;value_Assist;value_RegularPlay;value_BoxCentre;value_GoalmouthY;value_GoalShotGameClock;value_GkY;value_FirstTouch;value_LowCentre;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkX;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_RightFooted;value_BigChance;value_KeeperTouched;value_TakeOnOvertake;value_IntendedTackleTarget;value_ShirtPull/Holding;value_Injury;value_InjuredPlayerId;value_Head;value_LayOff;value_OutSwinger;value_Cross;value_BlockedCross;value_NextEventGoalKick;value_NotVisible;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_GoalKick;value_Low;value_HeadPass;value_PlayersCaughtOffside;value_Indirect;value_PenaltyTakerId;value_AttemptedTackle;value_Penalty;value_LeftFooted;value_FantasyAssistType;value_NotAssisted;value_FantasyAssistTeam;value_FantasyAssistedBy;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_LowLeft;value_FantasyAssistId;value_Left;value_Diving;value_Scored;value_SavedOffLine;value_Blocked;value_BlockedY;value_BlockedX;value_SixYardBlocked;value_DefBlock;value_LastLine;value_BoxLeft;value_Right;value_OverhitCross;value_CornerTaken;value_NotPastGoalLine;value_ThroughBall;value_DrivenCross;value_Straight;value_InSwinger;value_TempShotOn;value_Standing;value_Hands;value_Collected;value_Overrun;value_BoxRight;value_LowGkIntervention;value_KeeperThrow;value_FlickOn;value_TouchTypePass;value_HighRight;value_HitBar;value_OutOfBoxCentre;value_HitWoodwork;value_IndividualPlay;value_Fingertip;value_HighGkIntervention;value_FromCorner;value_Volley;value_Weak;value_HighCentre;value_MediumGkIntervention;value_OverArm;value_YellowCard;value_RecklessOffence;value_Minutes;value_High;value_EndType;value_Tactical;value_RefereeDelay;value_OtherReason;value_RefereeStop;value_GkKickFromHands;value_DangerousPlay;value_HighClaim;value_CloseRight;value_HighLeft;value_SetPiece;value_Stooping;value_ParriedDanger;value_Feet;value_FollowsShotRebound;value_Deflection;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2717174265;562;1;2;69;27;dqx48fglv1l96cyrmjdod0xec;1;60,6;91,2;2024-09-03T00:30:45.548Z;2024-09-03T00:30:47Z;[{'id': 5193743931, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193743939, 'qualifierId': 141, 'value': '84.1'}, {'id': 5193743935, 'qualifierId': 140, 'value': '63.2'}, {'id': 5193743947, 'qualifierId': 213, 'value': '5.23'}, {'id': 5193743943, 'qualifierId': 212, 'value': '5.5'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;84,1;63,2;;5,23;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;63,2;84,1;;;;;;;;0;69;27;Austin II;4167;DC;1,0
2717174267;563;61;2;69;28;dqx48fglv1l96cyrmjdod0xec;0;63,3;83,6;2024-09-03T00:30:46.971Z;2024-09-03T00:30:47Z;[{'id': 5193743955, 'qualifierId': 56, 'value': 'Left'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;f3d45kvur76bbj9ergh1luplg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;69;28;Austin II;4168;Sub;1,0
2717174273;654;1;2;69;28;d0c07im4a6oj8qa7f1zlt3pqs;1;31,5;24,6;2024-09-03T00:30:47.012Z;2024-09-03T00:30:48Z;[{'id': 5193743985, 'qualifierId': 213, 'value': '0.18'}, {'id': 5193743981, 'qualifierId': 141, 'value': '27.1'}, {'id': 5193743979, 'qualifierId': 140, 'value': '40.6'}, {'id': 5193743977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193743983, 'qualifierId': 212, 'value': '9.7'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;27,1;40,6;;0,18;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;40,6;27,1;;;;;;;;0;69;28;St. Louis City II;4168;MC;1,0
2717174275;655;49;2;69;29;d0c07im4a6oj8qa7f1zlt3pqs;1;41,1;27,1;2024-09-03T00:30:48.005Z;2024-09-03T00:30:48Z;[];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;f3d45kvur76bbj9ergh1luplg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;69;29;St. Louis City II;4169;Sub;1,0
2717174279;656;3;2;69;30;d0c07im4a6oj8qa7f1zlt3pqs;0;42,7;23,0;2024-09-03T00:30:48.620Z;2024-09-06T21:41:51Z;[{'id': 5193744007, 'qualifierId': 286}, {'id': 5193744005, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744113, 'qualifierId': 233, 'value': '564'}, {'id': 5198038779, 'qualifierId': 464}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;f3d45kvur76bbj9ergh1luplg;Take On;;;;;;;;;;;;;;;;;;;;564,0;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;69;30;St. Louis City II;4170;Sub;1,0
2717174297;564;7;2;69;30;dqx48fglv1l96cyrmjdod0xec;1;57,3;77,0;2024-09-03T00:30:48.621Z;2024-09-06T21:41:56Z;[{'id': 5198038815, 'qualifierId': 383}, {'id': 5193744081, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193744083, 'qualifierId': 285}, {'id': 5193744101, 'qualifierId': 233, 'value': '656'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;f3d45kvur76bbj9ergh1luplg;Tackle;;;;;;;;;;;;;;;;;;;;656,0;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;69;30;Austin II;4170;DC;1,0
2717174311;565;1;2;69;32;dqx48fglv1l96cyrmjdod0xec;1;43,3;69,7;2024-09-03T00:30:50.860Z;2024-09-03T00:30:54Z;[{'id': 5193744165, 'qualifierId': 213, 'value': '3.49'}, {'id': 5193744167, 'qualifierId': 1}, {'id': 5193744161, 'qualifierId': 141, 'value': '53.0'}, {'id': 5193744157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744159, 'qualifierId': 140, 'value': '13.2'}, {'id': 5193744163, 'qualifierId': 212, 'value': '33.6'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;53,0;13,2;;3,49;33,6;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;13,2;53,0;;;;;;;;0;69;32;Austin II;4172;Sub;1,0
2717174315;566;49;2;69;35;dqx48fglv1l96cyrmjdod0xec;1;13,2;53,0;2024-09-03T00:30:54.028Z;2024-09-03T00:30:54Z;[];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;f3d45kvur76bbj9ergh1luplg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;69;35;Austin II;4175;GK;1,0
2717174339;567;1;2;69;36;dqx48fglv1l96cyrmjdod0xec;1;18,4;51,2;2024-09-03T00:30:55.083Z;2024-09-03T00:30:59Z;[{'id': 5193744321, 'qualifierId': 213, 'value': '5.21'}, {'id': 5193744317, 'qualifierId': 141, 'value': '26.5'}, {'id': 5193744319, 'qualifierId': 212, 'value': '19.1'}, {'id': 5193744313, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744315, 'qualifierId': 140, 'value': '27.0'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;26,5;27,0;;5,21;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;27,0;26,5;;;;;;;;0;69;36;Austin II;4176;GK;1,0
2717174353;568;1;2;69;40;dqx48fglv1l96cyrmjdod0xec;0;35,9;23,6;2024-09-03T00:30:59.148Z;2024-09-03T00:31:00Z;[{'id': 5193744413, 'qualifierId': 212, 'value': '21.4'}, {'id': 5193744411, 'qualifierId': 141, 'value': '32.5'}, {'id': 5193744415, 'qualifierId': 213, 'value': '0.29'}, {'id': 5193744407, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193744409, 'qualifierId': 140, 'value': '55.4'}];emzxhx2ki2r67c5l33hfv8844;J. Girdwood-Reich;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;32,5;55,4;;0,29;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;55,4;32,5;;;;;;;;0;69;40;Austin II;4180;DL;1,0
2717174383;658;1;2;69;47;d0c07im4a6oj8qa7f1zlt3pqs;1;51,2;70,3;2024-09-03T00:31:05.613Z;2024-09-03T00:31:07Z;[{'id': 5193744587, 'qualifierId': 213, 'value': '6.00'}, {'id': 5193744581, 'qualifierId': 140, 'value': '55.8'}, {'id': 5193744585, 'qualifierId': 212, 'value': '5.0'}, {'id': 5193744583, 'qualifierId': 141, 'value': '68.2'}, {'id': 5193744579, 'qualifierId': 56, 'value': 'Center'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;68,2;55,8;;6,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;55,8;68,2;;;;;;;;0;69;47;St. Louis City II;4187;MC;1,0
2717174373;657;49;2;69;48;d0c07im4a6oj8qa7f1zlt3pqs;1;51,2;70,3;2024-09-03T00:31:06.285Z;2024-09-03T00:31:38Z;[];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;69;48;St. Louis City II;4188;DR;1,0
2717174397;659;1;2;69;49;d0c07im4a6oj8qa7f1zlt3pqs;1;56,1;67,2;2024-09-03T00:31:07.340Z;2024-09-03T00:31:08Z;[{'id': 5193744645, 'qualifierId': 141, 'value': '76.1'}, {'id': 5193744637, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193744649, 'qualifierId': 212, 'value': '11.0'}, {'id': 5193744653, 'qualifierId': 213, 'value': '0.58'}, {'id': 5193744641, 'qualifierId': 140, 'value': '64.9'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;76,1;64,9;;0,58;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;64,9;76,1;;;;;;;;0;69;49;St. Louis City II;4189;DR;1,0
2717174389;569;83;2;69;50;dqx48fglv1l96cyrmjdod0xec;0;34,9;24,1;2024-09-03T00:31:08.236Z;2024-09-03T00:31:16Z;[{'id': 5193744881, 'qualifierId': 399, 'value': '9yldym4386a2icfk6qb6i90r8'}];emzxhx2ki2r67c5l33hfv8844;J. Girdwood-Reich;;;f3d45kvur76bbj9ergh1luplg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;69;50;Austin II;4190;DL;1,0
2717174399;660;3;2;69;50;d0c07im4a6oj8qa7f1zlt3pqs;0;68,8;74,0;2024-09-03T00:31:08.717Z;2024-09-06T21:42:39Z;[{'id': 5198039149, 'qualifierId': 464}, {'id': 5193744721, 'qualifierId': 233, 'value': '570'}, {'id': 5193744661, 'qualifierId': 286}, {'id': 5193744659, 'qualifierId': 56, 'value': 'Center'}];9yldym4386a2icfk6qb6i90r8;A. De Anda;;;f3d45kvur76bbj9ergh1luplg;Take On;;;;;;;;;;;;;;;;;;;;570,0;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;69;50;St. Louis City II;4190;Sub;1,0
2717174409;570;7;2;69;50;dqx48fglv1l96cyrmjdod0xec;0;31,2;26,0;2024-09-03T00:31:08.718Z;2024-09-06T21:42:44Z;[{'id': 5198039197, 'qualifierId': 385}, {'id': 5193744715, 'qualifierId': 233, 'value': '660'}, {'id': 5193744711, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744713, 'qualifierId': 285}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;f3d45kvur76bbj9ergh1luplg;Tackle;;;;;;;;;;;;;;;;;;1,0;;660,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;69;50;Austin II;4190;Sub;1,0
2717174425;661;1;2;69;54;d0c07im4a6oj8qa7f1zlt3pqs;1;54,9;93,0;2024-09-03T00:31:13.118Z;2024-09-03T00:31:14Z;[{'id': 5193744815, 'qualifierId': 141, 'value': '74.4'}, {'id': 5193744811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744819, 'qualifierId': 213, 'value': '3.76'}, {'id': 5193744817, 'qualifierId': 212, 'value': '21.7'}, {'id': 5193744813, 'qualifierId': 140, 'value': '38.1'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;74,4;38,1;;3,76;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;38,1;74,4;;;;;;;;0;69;54;St. Louis City II;4194;DC;1,0
2717174439;662;1;2;69;56;d0c07im4a6oj8qa7f1zlt3pqs;1;34,8;70,2;2024-09-03T00:31:14.237Z;2024-09-03T00:31:16Z;[{'id': 5193744869, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744873, 'qualifierId': 141, 'value': '39.2'}, {'id': 5193744875, 'qualifierId': 212, 'value': '21.1'}, {'id': 5193744871, 'qualifierId': 140, 'value': '33.7'}, {'id': 5193744877, 'qualifierId': 213, 'value': '4.66'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;39,2;33,7;;4,66;21,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;33,7;39,2;;;;;;;;0;69;56;St. Louis City II;4196;DC;1,0
2717174463;663;1;2;70;1;d0c07im4a6oj8qa7f1zlt3pqs;1;21,8;30,0;2024-09-03T00:31:19.629Z;2024-09-03T00:31:22Z;[{'id': 5193744985, 'qualifierId': 141, 'value': '40.6'}, {'id': 5193744989, 'qualifierId': 213, 'value': '2.71'}, {'id': 5193744981, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193744987, 'qualifierId': 212, 'value': '17.1'}, {'id': 5193744983, 'qualifierId': 140, 'value': '7.0'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;40,6;7,0;;2,71;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;7,0;40,6;;;;;;;;0;70;1;St. Louis City II;4201;DL;1,0
2717174475;664;1;2;70;3;d0c07im4a6oj8qa7f1zlt3pqs;0;7,0;40,0;2024-09-03T00:31:21.949Z;2024-09-03T00:31:23Z;[{'id': 5193745029, 'qualifierId': 140, 'value': '36.1'}, {'id': 5193745027, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193745035, 'qualifierId': 213, 'value': '6.16'}, {'id': 5193745037, 'qualifierId': 1}, {'id': 5193745031, 'qualifierId': 141, 'value': '34.3'}, {'id': 5193745025, 'qualifierId': 157}, {'id': 5193745033, 'qualifierId': 212, 'value': '30.8'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;34,3;36,1;;6,16;30,8;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;36,1;34,3;;;;;;;;0;70;3;St. Louis City II;4203;GK;1,0
2717174493;571;1;2;70;5;dqx48fglv1l96cyrmjdod0xec;1;62,7;68,4;2024-09-03T00:31:24.014Z;2024-09-03T00:31:26Z;[{'id': 5193745119, 'qualifierId': 3}, {'id': 5193745123, 'qualifierId': 140, 'value': '73.7'}, {'id': 5193745129, 'qualifierId': 213, 'value': '0.15'}, {'id': 5193745127, 'qualifierId': 212, 'value': '11.7'}, {'id': 5193745121, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193745125, 'qualifierId': 141, 'value': '70.9'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;70,9;73,7;;0,15;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;73,7;70,9;;;;;;;;0;70;5;Austin II;4205;Sub;1,0
2717174495;572;49;2;70;7;dqx48fglv1l96cyrmjdod0xec;1;73,7;70,9;2024-09-03T00:31:26.108Z;2024-09-03T00:31:26Z;[];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;70;7;Austin II;4207;AML;1,0
2717174519;573;1;2;70;10;dqx48fglv1l96cyrmjdod0xec;0;94,1;75,3;2024-09-03T00:31:28.783Z;2024-09-03T00:31:29Z;[{'id': 5193745251, 'qualifierId': 286}, {'id': 5193745229, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193745247, 'qualifierId': 233, 'value': '665'}, {'id': 5193745235, 'qualifierId': 141, 'value': '73.2'}, {'id': 5193745237, 'qualifierId': 212, 'value': '1.5'}, {'id': 5193745239, 'qualifierId': 213, 'value': '4.50'}, {'id': 5193745245, 'qualifierId': 236}, {'id': 5193745233, 'qualifierId': 140, 'value': '93.8'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;73,2;93,8;;4,5;1,5;;;;;;665,0;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;93,8;73,2;;;;;;;;0;70;10;Austin II;4210;AML;1,0
2717174521;665;74;2;70;10;d0c07im4a6oj8qa7f1zlt3pqs;1;8,6;27,7;2024-09-03T00:31:28.784Z;2024-09-03T00:37:42Z;[{'id': 5193745241, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193745243, 'qualifierId': 285}, {'id': 5193745277, 'qualifierId': 233, 'value': '573'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;f3d45kvur76bbj9ergh1luplg;Blocked Pass;;;;;;;;;;;;;;;;;;;;573,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;70;10;St. Louis City II;4210;Sub;1,0
2717174537;574;6;2;70;11;dqx48fglv1l96cyrmjdod0xec;1;92,4;72,8;2024-09-03T00:31:29.846Z;2024-09-03T00:37:39Z;[{'id': 5193745329, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193745331, 'qualifierId': 73}, {'id': 5193745339, 'qualifierId': 233, 'value': '666'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Corner Awarded;;;;;;;;;;;;;;;;;;;;666,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;70;11;Austin II;4211;AML;1,0
2717174527;666;6;2;70;11;d0c07im4a6oj8qa7f1zlt3pqs;0;7,6;27,2;2024-09-03T00:31:29.846Z;2024-09-06T21:44:07Z;[{'id': 5193745301, 'qualifierId': 73}, {'id': 5193745345, 'qualifierId': 233, 'value': '574'}, {'id': 5193745299, 'qualifierId': 56, 'value': 'Back'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;f3d45kvur76bbj9ergh1luplg;Corner Awarded;;;;;;;;;;;;;;;;;;;;574,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;70;11;St. Louis City II;4211;Sub;1,0
