id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_Resume;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Length;value_Zone;value_LongBall;value_Launch;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_DeletedEventType;value_OutOfPlay;value_Direct;value_Foul;value_Shove/Push;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Chipped;value_BlockedPass;value_TakeOnSpace;value_TouchTypeControl;value_IntentionalAssist;value_Assist;value_RegularPlay;value_BoxCentre;value_GoalmouthY;value_GoalShotGameClock;value_GkY;value_FirstTouch;value_LowCentre;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkX;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_RightFooted;value_BigChance;value_KeeperTouched;value_TakeOnOvertake;value_IntendedTackleTarget;value_ShirtPull/Holding;value_Injury;value_InjuredPlayerId;value_Head;value_LayOff;value_OutSwinger;value_Cross;value_BlockedCross;value_NextEventGoalKick;value_NotVisible;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_GoalKick;value_Low;value_HeadPass;value_PlayersCaughtOffside;value_Indirect;value_PenaltyTakerId;value_AttemptedTackle;value_Penalty;value_LeftFooted;value_FantasyAssistType;value_NotAssisted;value_FantasyAssistTeam;value_FantasyAssistedBy;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_LowLeft;value_FantasyAssistId;value_Left;value_Diving;value_Scored;value_SavedOffLine;value_Blocked;value_BlockedY;value_BlockedX;value_SixYardBlocked;value_DefBlock;value_LastLine;value_BoxLeft;value_Right;value_OverhitCross;value_CornerTaken;value_NotPastGoalLine;value_ThroughBall;value_DrivenCross;value_Straight;value_InSwinger;value_TempShotOn;value_Standing;value_Hands;value_Collected;value_Overrun;value_BoxRight;value_LowGkIntervention;value_KeeperThrow;value_FlickOn;value_TouchTypePass;value_HighRight;value_HitBar;value_OutOfBoxCentre;value_HitWoodwork;value_IndividualPlay;value_Fingertip;value_HighGkIntervention;value_FromCorner;value_Volley;value_Weak;value_HighCentre;value_MediumGkIntervention;value_OverArm;value_YellowCard;value_RecklessOffence;value_Minutes;value_High;value_EndType;value_Tactical;value_RefereeDelay;value_OtherReason;value_RefereeStop;value_GkKickFromHands;value_DangerousPlay;value_HighClaim;value_CloseRight;value_HighLeft;value_SetPiece;value_Stooping;value_ParriedDanger;value_Feet;value_FollowsShotRebound;value_Deflection;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2717153625;204;1;1;20;39;d0c07im4a6oj8qa7f1zlt3pqs;1;16,3;68,1;2024-09-02T23:24:18.759Z;2024-09-02T23:24:19Z;[{'id': 5193629299, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193629305, 'qualifierId': 212, 'value': '18.1'}, {'id': 5193629303, 'qualifierId': 141, 'value': '88.1'}, {'id': 5193629301, 'qualifierId': 140, 'value': '27.7'}, {'id': 5193629307, 'qualifierId': 213, 'value': '0.85'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;88,1;27,7;;0,85;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;27,7;88,1;;;;;;;;0;20;39;St. Louis City II;1239;DC;1,0
2717153633;205;1;1;20;39;d0c07im4a6oj8qa7f1zlt3pqs;1;27,8;88,4;2024-09-02T23:24:19.559Z;2024-09-02T23:24:21Z;[{'id': 5193629361, 'qualifierId': 212, 'value': '19.5'}, {'id': 5193629363, 'qualifierId': 213, 'value': '3.83'}, {'id': 5193629359, 'qualifierId': 141, 'value': '70.2'}, {'id': 5193629357, 'qualifierId': 140, 'value': '13.4'}, {'id': 5193629355, 'qualifierId': 56, 'value': 'Back'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;70,2;13,4;;3,83;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;13,4;70,2;;;;;;;;0;20;39;St. Louis City II;1239;DC;1,0
2717153675;206;1;1;20;41;d0c07im4a6oj8qa7f1zlt3pqs;1;13,4;70,2;2024-09-02T23:24:20.911Z;2024-09-02T23:24:26Z;[{'id': 5193629643, 'qualifierId': 212, 'value': '13.8'}, {'id': 5193629641, 'qualifierId': 141, 'value': '55.8'}, {'id': 5193629645, 'qualifierId': 213, 'value': '3.93'}, {'id': 5193629637, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193629639, 'qualifierId': 140, 'value': '4.1'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;55,8;4,1;;3,93;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;4,1;55,8;;;;;;;;0;20;41;St. Louis City II;1241;DC;1,0
2717153701;207;1;1;20;46;d0c07im4a6oj8qa7f1zlt3pqs;1;5,0;51,6;2024-09-02T23:24:26.280Z;2024-09-02T23:24:30Z;[{'id': 5193629779, 'qualifierId': 1}, {'id': 5193629771, 'qualifierId': 140, 'value': '40.8'}, {'id': 5193629777, 'qualifierId': 213, 'value': '5.62'}, {'id': 5193629775, 'qualifierId': 212, 'value': '47.7'}, {'id': 5193629773, 'qualifierId': 141, 'value': '8.5'}, {'id': 5193629767, 'qualifierId': 155}, {'id': 5193629769, 'qualifierId': 56, 'value': 'Back'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;8,5;40,8;;5,62;47,7;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;40,8;8,5;;;;;;;;0;20;46;St. Louis City II;1246;GK;1,0
2717153733;208;1;1;20;51;d0c07im4a6oj8qa7f1zlt3pqs;1;45,8;33,3;2024-09-02T23:24:30.744Z;2024-09-02T23:24:34Z;[{'id': 5193629959, 'qualifierId': 140, 'value': '52.9'}, {'id': 5193629957, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193629961, 'qualifierId': 141, 'value': '67.9'}, {'id': 5193629965, 'qualifierId': 213, 'value': '1.26'}, {'id': 5193629963, 'qualifierId': 212, 'value': '24.7'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;67,9;52,9;;1,26;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;52,9;67,9;;;;;;;;0;20;51;St. Louis City II;1251;DR;1,0
2717153745;160;83;1;20;54;dqx48fglv1l96cyrmjdod0xec;0;32,3;31,3;2024-09-02T23:24:34.022Z;2024-09-02T23:24:40Z;[{'id': 5193630259, 'qualifierId': 399, 'value': '7m5wyvhq876dyap45egqs2tjo'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;20;54;Austin II;1254;AML;1,0
2717153749;209;1;1;20;54;d0c07im4a6oj8qa7f1zlt3pqs;0;64,4;68,4;2024-09-02T23:24:34.096Z;2024-09-06T18:36:33Z;[{'id': 5197669937, 'qualifierId': 4}, {'id': 5193630063, 'qualifierId': 212, 'value': '34.2'}, {'id': 5193630065, 'qualifierId': 213, 'value': '0.03'}, {'id': 5193630061, 'qualifierId': 141, 'value': '69.9'}, {'id': 5193630067, 'qualifierId': 1}, {'id': 5193630057, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193630059, 'qualifierId': 140, 'value': '97.0'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;69,9;97,0;;0,03;34,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;97,0;69,9;;;;;;;;0;20;54;St. Louis City II;1254;MC;1,0
2717167183;352;49;1;20;57;dqx48fglv1l96cyrmjdod0xec;1;6,1;29,2;2024-09-02T23:24:36.727Z;2024-09-02T23:57:46Z;[];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;f3d45kvur76bbj9ergh1luplg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;20;57;Austin II;1257;GK;1,0
2717153783;161;43;1;21;1;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-09-02T23:24:40.982Z;2024-09-02T23:31:24Z;[{'id': 5193645709, 'qualifierId': 144, 'value': '52'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;f3d45kvur76bbj9ergh1luplg;Deleted event;;;;;;;;;;;;;;;;;;;;;;;52,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;21;1;Austin II;1261;GK;1,0
2717153851;162;1;1;21;10;dqx48fglv1l96cyrmjdod0xec;1;4,8;45,1;2024-09-02T23:24:49.861Z;2024-09-02T23:58:08Z;[{'id': 5193630621, 'qualifierId': 140, 'value': '12.2'}, {'id': 5193630627, 'qualifierId': 213, 'value': '5.14'}, {'id': 5193630625, 'qualifierId': 212, 'value': '18.6'}, {'id': 5193630623, 'qualifierId': 141, 'value': '20.3'}, {'id': 5193630619, 'qualifierId': 56, 'value': 'Back'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;20,3;12,2;;5,14;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;12,2;20,3;;;;;;;;0;21;10;Austin II;1270;GK;1,0
2717153891;163;1;1;21;15;dqx48fglv1l96cyrmjdod0xec;1;17,4;24,3;2024-09-02T23:24:55.077Z;2024-09-02T23:24:56Z;[{'id': 5193630847, 'qualifierId': 213, 'value': '1.27'}, {'id': 5193630841, 'qualifierId': 140, 'value': '20.4'}, {'id': 5193630845, 'qualifierId': 212, 'value': '10.8'}, {'id': 5193630839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193630843, 'qualifierId': 141, 'value': '39.5'}];emzxhx2ki2r67c5l33hfv8844;J. Girdwood-Reich;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;39,5;20,4;;1,27;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;20,4;39,5;;;;;;;;0;21;15;Austin II;1275;DL;1,0
2717153901;164;1;1;21;16;dqx48fglv1l96cyrmjdod0xec;1;21,9;40,4;2024-09-02T23:24:56.118Z;2024-09-02T23:24:57Z;[{'id': 5193630909, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193630915, 'qualifierId': 212, 'value': '14.2'}, {'id': 5193630911, 'qualifierId': 140, 'value': '9.7'}, {'id': 5193630917, 'qualifierId': 213, 'value': '2.70'}, {'id': 5193630913, 'qualifierId': 141, 'value': '49.3'}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;49,3;9,7;;2,7;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;9,7;49,3;;;;;;;;0;21;16;Austin II;1276;MC;1,0
2717153923;165;1;1;21;17;dqx48fglv1l96cyrmjdod0xec;1;9,7;49,1;2024-09-02T23:24:57.318Z;2024-09-02T23:25:01Z;[{'id': 5193631003, 'qualifierId': 141, 'value': '77.6'}, {'id': 5193631007, 'qualifierId': 213, 'value': '1.38'}, {'id': 5193631001, 'qualifierId': 140, 'value': '13.2'}, {'id': 5193630999, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193631005, 'qualifierId': 212, 'value': '19.7'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;77,6;13,2;;1,38;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;13,2;77,6;;;;;;;;0;21;17;Austin II;1277;GK;1,0
2717153941;166;1;1;21;21;dqx48fglv1l96cyrmjdod0xec;1;19,8;85,6;2024-09-02T23:25:01.158Z;2024-09-02T23:25:07Z;[{'id': 5193631143, 'qualifierId': 140, 'value': '42.4'}, {'id': 5193631147, 'qualifierId': 212, 'value': '23.7'}, {'id': 5193631141, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193631149, 'qualifierId': 213, 'value': '6.26'}, {'id': 5193631145, 'qualifierId': 141, 'value': '84.7'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;84,7;42,4;;6,26;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;42,4;84,7;;;;;;;;0;21;21;Austin II;1281;DC;1,0
2717153945;167;4;1;21;26;dqx48fglv1l96cyrmjdod0xec;1;42,0;82,4;2024-09-02T23:25:05.759Z;2024-09-02T23:25:10Z;[{'id': 5193631171, 'qualifierId': 265}, {'id': 5193631175, 'qualifierId': 233, 'value': '210'}, {'id': 5193631165, 'qualifierId': 13}, {'id': 5193631173, 'qualifierId': 286}, {'id': 5193631167, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193631169, 'qualifierId': 152}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Foul;;;;;;;;;;;;;;;;;;;;210,0;;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;21;26;Austin II;1286;AML;1,0
2717153935;210;4;1;21;26;d0c07im4a6oj8qa7f1zlt3pqs;0;58,0;17,6;2024-09-02T23:25:05.760Z;2024-09-02T23:25:11Z;[{'id': 5193631139, 'qualifierId': 285}, {'id': 5193631137, 'qualifierId': 265}, {'id': 5193631131, 'qualifierId': 13}, {'id': 5193631133, 'qualifierId': 56, 'value': 'Right'}, {'id': 5193631193, 'qualifierId': 233, 'value': '167'}, {'id': 5193631135, 'qualifierId': 152}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Foul;;;;;;;;;;;;;;;;;;;;167,0;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;21;26;St. Louis City II;1286;DR;1,0
2717154063;168;1;1;21;39;dqx48fglv1l96cyrmjdod0xec;1;39,8;79,1;2024-09-02T23:25:19.286Z;2024-09-02T23:25:21Z;[{'id': 5193631773, 'qualifierId': 213, 'value': '3.94'}, {'id': 5193631771, 'qualifierId': 212, 'value': '13.0'}, {'id': 5193631765, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193631769, 'qualifierId': 141, 'value': '65.4'}, {'id': 5193631761, 'qualifierId': 5}, {'id': 5193631767, 'qualifierId': 140, 'value': '31.1'}, {'id': 5193631763, 'qualifierId': 152}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;65,4;31,1;;3,94;13,0;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;31,1;65,4;;;;;;;;0;21;39;Austin II;1299;MC;1,0
2717154071;169;1;1;21;41;dqx48fglv1l96cyrmjdod0xec;1;31,1;66,1;2024-09-02T23:25:21.494Z;2024-09-02T23:25:22Z;[{'id': 5193631799, 'qualifierId': 140, 'value': '31.3'}, {'id': 5193631797, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193631803, 'qualifierId': 212, 'value': '18.5'}, {'id': 5193631805, 'qualifierId': 213, 'value': '4.72'}, {'id': 5193631801, 'qualifierId': 141, 'value': '38.9'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;38,9;31,3;;4,72;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;31,3;38,9;;;;;;;;0;21;41;Austin II;1301;DC;1,0
2717154099;170;1;1;21;42;dqx48fglv1l96cyrmjdod0xec;1;31,3;38,8;2024-09-02T23:25:22.486Z;2024-09-02T23:25:24Z;[{'id': 5193631943, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193631945, 'qualifierId': 140, 'value': '31.2'}, {'id': 5193631949, 'qualifierId': 212, 'value': '23.5'}, {'id': 5193631947, 'qualifierId': 141, 'value': '73.3'}, {'id': 5193631951, 'qualifierId': 213, 'value': '1.58'}];emzxhx2ki2r67c5l33hfv8844;J. Girdwood-Reich;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;73,3;31,2;;1,58;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;31,2;73,3;;;;;;;;0;21;42;Austin II;1302;DL;1,0
2717154129;171;1;1;21;44;dqx48fglv1l96cyrmjdod0xec;1;31,3;74,1;2024-09-02T23:25:24.630Z;2024-09-02T23:25:27Z;[{'id': 5193632107, 'qualifierId': 140, 'value': '40.1'}, {'id': 5193632109, 'qualifierId': 141, 'value': '78.5'}, {'id': 5193632113, 'qualifierId': 213, 'value': '0.31'}, {'id': 5193632105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193632111, 'qualifierId': 212, 'value': '9.7'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;78,5;40,1;;0,31;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;40,1;78,5;;;;;;;;0;21;44;Austin II;1304;DC;1,0
2717154169;172;1;1;21;47;dqx48fglv1l96cyrmjdod0xec;0;42,2;79,4;2024-09-02T23:25:27.463Z;2024-09-02T23:25:32Z;[{'id': 5193632295, 'qualifierId': 212, 'value': '36.0'}, {'id': 5193632299, 'qualifierId': 1}, {'id': 5193632297, 'qualifierId': 213, 'value': '0.36'}, {'id': 5193632291, 'qualifierId': 140, 'value': '74.3'}, {'id': 5193632289, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193632293, 'qualifierId': 141, 'value': '98.0'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;98,0;74,3;;0,36;36,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;74,3;98,0;;;;;;;;0;21;47;Austin II;1307;MC;1,0
2717154155;211;49;1;21;51;d0c07im4a6oj8qa7f1zlt3pqs;1;30,2;1,9;2024-09-02T23:25:31.130Z;2024-09-02T23:25:31Z;[];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;21;51;St. Louis City II;1311;DR;1,0
2717154231;212;1;1;21;52;d0c07im4a6oj8qa7f1zlt3pqs;1;26,0;3,7;2024-09-02T23:25:32.235Z;2024-09-02T23:25:39Z;[{'id': 5193632651, 'qualifierId': 141, 'value': '27.9'}, {'id': 5193632649, 'qualifierId': 140, 'value': '4.3'}, {'id': 5193632647, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193632655, 'qualifierId': 213, 'value': '2.52'}, {'id': 5193632653, 'qualifierId': 212, 'value': '28.1'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;27,9;4,3;;2,52;28,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;4,3;27,9;;;;;;;;0;21;52;St. Louis City II;1312;DR;1,0
2717154247;213;1;1;21;59;d0c07im4a6oj8qa7f1zlt3pqs;1;7,4;45,1;2024-09-02T23:25:39.378Z;2024-09-02T23:25:42Z;[{'id': 5193632737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193632739, 'qualifierId': 140, 'value': '15.3'}, {'id': 5193632745, 'qualifierId': 213, 'value': '5.36'}, {'id': 5193632741, 'qualifierId': 141, 'value': '28.9'}, {'id': 5193632743, 'qualifierId': 212, 'value': '13.8'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;28,9;15,3;;5,36;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;15,3;28,9;;;;;;;;0;21;59;St. Louis City II;1319;GK;1,0
