id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Involved;value_PlayerPosition;value_TeamFormation;value_TeamPlayerFormation;value_TeamKit;value_Resume;value_Captain;value_DirectionOfPlay;value_PassEndY;value_Length;value_Angle;value_PassEndX;value_KickOff;value_Zone;value_ShirtPull/Holding;value_Offensive;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Defensive;value_FreeKickTaken;value_IntendedTackleTarget;value_DeletedEventType;value_LongBall;value_BlockedPass;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Cross;value_Chipped;value_AttemptedTackle;value_Head;value_Assist;value_GoalmouthY;value_RelatedEventId;value_BlockedX;value_RegularPlay;value_IndividualPlay;value_Assisted;value_OutOfBoxCentre;value_LeftFooted;value_BlockedY;value_LowCentre;value_GoalmouthZ;value_Standing;value_Collected;value_Hands;value_KeeperThrow;value_NextEventGoalKick;value_High;value_GoalKick;value_Launch;value_HeadPass;value_Shove/Push;value_Handball;value_SwitchOfPlay;value_OverArm;value_LayOff;value_TacticalFoul;value_YellowCard;value_RecklessOffence;value_NotVisible;value_Left;value_Right;value_CornerTaken;value_Straight;value_RightFooted;value_HighCentre;value_Reaching;value_InSwinger;value_IntentionalAssist;value_BoxCentre;value_GkY;value_FirstTouch;value_CloseLeft;value_GkX;value_OverhitCross;value_Dissent;value_Overrun;value_BlockedCross;value_HighClaim;value_GkKickFromHands;value_BoxRight;value_LowRight;value_Minutes;value_EndType;value_BoxLeft;value_HighLeft;value_FlickOn;value_LowLeft;value_Blocked;value_DefBlock;value_OutSwinger;value_BoxDeepLeft;value_Low;value_35Centre;value_BigChance;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_ThroughBall;value_InjuredPlayerId;value_Injury;value_CloseRight;value_FromCorner;value_Feet;value_Stooping;value_ParriedSafe;value_SmallBoxCentre;value_NotAssisted;value_Sliding;value_HitLeftPost;value_GoalShotGameClock;value_GoalShotTimestamp;value_HitWoodwork;value_GkHoof;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2731871225;9;4;1;0;18;2nnef9tr9g7m2s6n873qif95g;1;51,4;89,3;2024-10-06T17:07:00.851Z;2024-10-06T17:11:55Z;[{'id': 5274163577, 'qualifierId': 295}, {'id': 5274126721, 'qualifierId': 286}, {'id': 5274127411, 'qualifierId': 233, 'value': '3'}, {'id': 5274126713, 'qualifierId': 13}, {'id': 5274126717, 'qualifierId': 152}, {'id': 5274126715, 'qualifierId': 56, 'value': 'Left'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;jsfono2kxucpdz0mkzlx3cb8;Foul;;;;;;;;;;;;;;;;1,0;1,0;3,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;18;Inter Miami II;18;FW;1,0
2731871277;3;4;1;0;18;c7c4wwva2u1vb3rr7rwava044;0;48,6;10,7;2024-10-06T17:07:00.852Z;2024-10-06T17:11:52Z;[{'id': 5274127393, 'qualifierId': 285}, {'id': 5274127391, 'qualifierId': 152}, {'id': 5274127387, 'qualifierId': 295}, {'id': 5274127389, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274127385, 'qualifierId': 13}, {'id': 5274127447, 'qualifierId': 233, 'value': '9'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;jsfono2kxucpdz0mkzlx3cb8;Foul;;;;;;;;;;;;;;;;1,0;;9,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;18;Carolina Core;18;FWR;1,0
2731871291;10;1;1;0;20;2nnef9tr9g7m2s6n873qif95g;1;63,3;91,1;2024-10-06T17:07:02.451Z;2024-10-06T17:07:04Z;[{'id': 5274127049, 'qualifierId': 152}, {'id': 5274127047, 'qualifierId': 5}, {'id': 5274127051, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274127063, 'qualifierId': 213, 'value': '3.11'}, {'id': 5274127055, 'qualifierId': 140, 'value': '48.1'}, {'id': 5274127059, 'qualifierId': 141, 'value': '91.8'}, {'id': 5274127061, 'qualifierId': 212, 'value': '16.0'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;91,8;16,0;3,11;48,1;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;48,1;91,8;;;;;;;0;0;0;20;Inter Miami II;20;FW;1,0
2731871335;11;1;1;0;22;2nnef9tr9g7m2s6n873qif95g;1;46,8;90,2;2024-10-06T17:07:04.201Z;2024-10-06T17:07:06Z;[{'id': 5274127341, 'qualifierId': 140, 'value': '30.4'}, {'id': 5274127343, 'qualifierId': 141, 'value': '56.9'}, {'id': 5274127347, 'qualifierId': 213, 'value': '4.06'}, {'id': 5274127339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274127345, 'qualifierId': 212, 'value': '28.4'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;56,9;28,4;4,06;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;30,4;56,9;;;;;;;0;0;0;22;Inter Miami II;22;DMC;1,0
2731871361;12;1;1;0;24;2nnef9tr9g7m2s6n873qif95g;1;29,8;56,1;2024-10-06T17:07:06.101Z;2024-10-06T17:07:07Z;[{'id': 5274127515, 'qualifierId': 213, 'value': '5.03'}, {'id': 5274127511, 'qualifierId': 141, 'value': '30.9'}, {'id': 5274127507, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274127509, 'qualifierId': 140, 'value': '35.2'}, {'id': 5274127513, 'qualifierId': 212, 'value': '18.0'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;30,9;18,0;5,03;35,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;35,2;30,9;;;;;;;0;0;0;24;Inter Miami II;24;DC;1,0
2731871389;13;1;1;0;25;2nnef9tr9g7m2s6n873qif95g;1;35,4;30,7;2024-10-06T17:07:07.244Z;2024-10-06T17:07:08Z;[{'id': 5274127653, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274127661, 'qualifierId': 213, 'value': '0.30'}, {'id': 5274127657, 'qualifierId': 141, 'value': '34.6'}, {'id': 5274127659, 'qualifierId': 212, 'value': '9.1'}, {'id': 5274127655, 'qualifierId': 140, 'value': '43.7'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;34,6;9,1;0,3;43,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;43,7;34,6;;;;;;;0;0;0;25;Inter Miami II;25;DC;1,0
2731871493;14;1;1;0;26;2nnef9tr9g7m2s6n873qif95g;1;43,7;35,4;2024-10-06T17:07:08.872Z;2024-10-06T17:07:13Z;[{'id': 5274128255, 'qualifierId': 141, 'value': '27.0'}, {'id': 5274128259, 'qualifierId': 213, 'value': '3.47'}, {'id': 5274128257, 'qualifierId': 212, 'value': '17.8'}, {'id': 5274128253, 'qualifierId': 140, 'value': '27.6'}, {'id': 5274128251, 'qualifierId': 56, 'value': 'Back'}];f3uzkdl46t1mujsddhr5tg07o;M. Alenga;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;27,0;17,8;3,47;27,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;27,6;27,0;;;;;;;0;0;0;26;Inter Miami II;26;DMC;1,0
2731871523;15;1;1;0;31;2nnef9tr9g7m2s6n873qif95g;1;32,0;30,3;2024-10-06T17:07:13.595Z;2024-10-06T17:07:14Z;[{'id': 5274128393, 'qualifierId': 213, 'value': '1.57'}, {'id': 5274128389, 'qualifierId': 141, 'value': '60.8'}, {'id': 5274128387, 'qualifierId': 140, 'value': '32.1'}, {'id': 5274128385, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274128391, 'qualifierId': 212, 'value': '20.7'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;60,8;20,7;1,57;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;32,1;60,8;;;;;;;0;0;0;31;Inter Miami II;31;DC;1,0
2731871567;16;1;1;0;32;2nnef9tr9g7m2s6n873qif95g;1;32,1;60,8;2024-10-06T17:07:14.731Z;2024-10-06T17:07:17Z;[{'id': 5274128651, 'qualifierId': 212, 'value': '18.1'}, {'id': 5274128643, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274128653, 'qualifierId': 213, 'value': '0.24'}, {'id': 5274128645, 'qualifierId': 140, 'value': '48.8'}, {'id': 5274128647, 'qualifierId': 141, 'value': '67.2'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;67,2;18,1;0,24;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;48,8;67,2;;;;;;;0;0;0;32;Inter Miami II;32;DC;1,0
2731871593;17;1;1;0;35;2nnef9tr9g7m2s6n873qif95g;1;48,6;67,5;2024-10-06T17:07:17.061Z;2024-10-06T17:07:18Z;[{'id': 5274128773, 'qualifierId': 140, 'value': '41.0'}, {'id': 5274128771, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274128777, 'qualifierId': 212, 'value': '18.3'}, {'id': 5274128779, 'qualifierId': 213, 'value': '4.26'}, {'id': 5274128775, 'qualifierId': 141, 'value': '43.3'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;43,3;18,3;4,26;41,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;41,0;43,3;;;;;;;0;0;0;35;Inter Miami II;35;DMC;1,0
2731871575;4;83;1;0;35;c7c4wwva2u1vb3rr7rwava044;0;60,8;53,2;2024-10-06T17:07:17.773Z;2024-10-06T17:07:27Z;[{'id': 5274129837, 'qualifierId': 399, 'value': 'f3uzkdl46t1mujsddhr5tg07o'}];infc7r3a8oktbajwp4pff7dg;C. Abadia-Reda;;;jsfono2kxucpdz0mkzlx3cb8;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;35;Carolina Core;35;FWL;1,0
