id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Captain;value_TeamFormation;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_DirectionOfPlay;value_PassEndX;value_PassEndY;value_Angle;value_KickOff;value_Length;value_Zone;value_Chipped;value_LongBall;value_HighGkIntervention;value_KeeperThrow;value_OverArm;value_OppositeRelatedEventId;value_Offensive;value_TakeOnOvertake;value_Defensive;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_DeletedEventType;value_TouchTypeControl;value_RightFooted;value_Cross;value_InSwinger;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_LayOff;value_BlockedPass;value_OutOfPlay;value_Head;value_HeadPass;value_LeftFooted;value_OutSwinger;value_Left;value_CornerTaken;value_AttemptedTackle;value_TakeOnSpace;value_TouchTypeClearance;value_SwitchOfPlay;value_NextEventGoalKick;value_Low;value_NotVisible;value_GoalKick;value_Straight;value_IntentionalAssist;value_DrivenCross;value_Assist;value_RegularPlay;value_GoalmouthZ;value_GkX;value_BoxCentre;value_GkY;value_Assisted;value_GoalShotGameClock;value_GkYTimeOfGoal;value_HighCentre;value_RelatedEventId;value_GoalShotTimestamp;value_FirstTouch;value_GoalmouthY;value_GkXTimeOfGoal;value_Strong;value_LowLeft;value_NotAssisted;value_BlockedY;value_BlockedX;value_OutOfBoxCentre;value_Blocked;value_IndividualPlay;value_DefBlock;value_LowRight;value_Standing;value_Fumble;value_Hands;value_MediumGkIntervention;value_ParriedDanger;value_LowGkIntervention;value_HighRight;value_Volley;value_High;value_SetPiece;value_LeadingToGoal;value_SmallBoxCentre;value_RelatedError1Id;value_BigChance;value_LowCentre;value_PlayersCaughtOffside;value_Indirect;value_BoxRight;value_Defensive1V1;value_Collected;value_BlockedCross;value_Right;value_HighClaim;value_Overrun;value_FromCorner;value_YellowCard;value_TacticalFoul;value_Launch;value_Shove/Push;value_NotRetreating;value_CloseRight;value_Diving;value_ThrowInSetPiece;value_Feet;value_ParriedSafe;value_Deflection;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_FlickOn;value_OverhitCross;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_IncorrectOutOfPlayDecision;value_CloseLeft;value_NotPastGoalLine;value_RecklessOffence;value_FastBreak;value_Stooping;value_Dissent;value_OutOfBoxDeepLeft;value_SmallBoxRight;value_SixYardBlocked;value_PullBack;value_GkKickFromHands;value_DangerousPlay;value_HighLeft;value_SmallBoxLeft;value_Penalty;value_PenaltyTakerId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2721210463;487;1;2;55;6;erwnez7ksfkns4dqmyr1fhbe;1;43,5;91,2;2024-09-15T20:22:01.932Z;2024-09-15T20:22:03Z;[{'id': 5215833893, 'qualifierId': 56, 'value': 'Left'}, {'id': 5215833891, 'qualifierId': 3}, {'id': 5215833901, 'qualifierId': 213, 'value': '6.03'}, {'id': 5215833895, 'qualifierId': 140, 'value': '61.9'}, {'id': 5215833897, 'qualifierId': 141, 'value': '83.9'}, {'id': 5215833899, 'qualifierId': 212, 'value': '19.9'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;61,9;83,9;6,03;;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;61,9;83,9;;;;;;;;0;55;6;Huntsville City;3306;DC;1,0
2721210467;488;43;2;55;8;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-09-15T20:22:03.690Z;2024-09-19T11:32:10Z;[{'id': 5222972967, 'qualifierId': 144, 'value': '49'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;5eiwin6m1ptykc4p4mdkzt3o;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;8;Huntsville City;3308;MC;1,0
2721210499;489;61;2;55;8;erwnez7ksfkns4dqmyr1fhbe;1;62,0;83,9;2024-09-15T20:22:03.882Z;2024-09-19T11:32:17Z;[{'id': 5215834061, 'qualifierId': 56, 'value': 'Left'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;5eiwin6m1ptykc4p4mdkzt3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;8;Huntsville City;3308;MC;1,0
2722499331;849;49;2;55;9;erwnez7ksfkns4dqmyr1fhbe;1;64,9;71,8;2024-09-15T20:22:04.175Z;2024-09-19T11:32:21Z;[];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;5eiwin6m1ptykc4p4mdkzt3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;9;Huntsville City;3309;MC;1,0
2721210517;490;1;2;55;11;erwnez7ksfkns4dqmyr1fhbe;1;69,4;83,6;2024-09-15T20:22:06.615Z;2024-09-15T20:22:08Z;[{'id': 5215834181, 'qualifierId': 213, 'value': '5.64'}, {'id': 5215834179, 'qualifierId': 212, 'value': '12.0'}, {'id': 5215834173, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215834177, 'qualifierId': 141, 'value': '73.0'}, {'id': 5215834175, 'qualifierId': 140, 'value': '78.5'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;78,5;73,0;5,64;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;78,5;73,0;;;;;;;;0;55;11;Huntsville City;3311;MC;1,0
2721210555;491;1;2;55;13;erwnez7ksfkns4dqmyr1fhbe;1;78,7;73,0;2024-09-15T20:22:08.012Z;2024-09-19T11:32:30Z;[{'id': 5222973307, 'qualifierId': 156}, {'id': 5215834379, 'qualifierId': 212, 'value': '6.2'}, {'id': 5215834381, 'qualifierId': 213, 'value': '4.44'}, {'id': 5215834373, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215835727, 'qualifierId': 154}, {'id': 5215835725, 'qualifierId': 210, 'value': '15'}, {'id': 5215834375, 'qualifierId': 140, 'value': '77.1'}, {'id': 5215834377, 'qualifierId': 141, 'value': '64.2'}];eg5gobm8zylt21enud00dfnmy;K. Tmimi;;1,0;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;77,1;64,2;4,44;;6,2;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;1,0;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;77,1;64,2;;;;;;;;0;55;13;Huntsville City;3313;Sub;1,0
2721210559;492;15;2;55;14;erwnez7ksfkns4dqmyr1fhbe;1;79,6;64,0;2024-09-15T20:22:09.661Z;2024-09-19T11:32:51Z;[{'id': 5215835749, 'qualifierId': 154}, {'id': 5215834741, 'qualifierId': 20}, {'id': 5215835765, 'qualifierId': 147, 'value': '52.9'}, {'id': 5215838227, 'qualifierId': 233, 'value': '425'}, {'id': 5215835745, 'qualifierId': 78}, {'id': 5215835761, 'qualifierId': 328}, {'id': 5215835757, 'qualifierId': 103, 'value': '10.8'}, {'id': 5215834393, 'qualifierId': 18}, {'id': 5215835751, 'qualifierId': 55, 'value': '491'}, {'id': 5215835747, 'qualifierId': 29}, {'id': 5215834397, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215835755, 'qualifierId': 102, 'value': '49.8'}, {'id': 5215835763, 'qualifierId': 146, 'value': '95.1'}, {'id': 5215834389, 'qualifierId': 22}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;5eiwin6m1ptykc4p4mdkzt3o;Attempt Saved;;;;;;;;;;;;;;;;;;;;;425,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;10,8;;;;1,0;;;;491,0;;1,0;49,8;;;;;52,9;95,1;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;95,1;52,9;49,8;10.8;491,0;eg5gobm8zylt21enud00dfnmy;;0;55;14;Huntsville City;3314;MC;1,0
2721210583;425;10;2;55;14;4gymgvqmve0m2vh89v84tt3x0;1;6,8;45,7;2024-09-15T20:22:09.761Z;2024-09-19T11:32:58Z;[{'id': 5222973783, 'qualifierId': 377}, {'id': 5215834505, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215834501, 'qualifierId': 178}, {'id': 5215834503, 'qualifierId': 182}, {'id': 5215838213, 'qualifierId': 174}, {'id': 5215838233, 'qualifierId': 233, 'value': '492'}];4r4a2d3piuh8wusw8ftrsh016;B. Dowd;;;5eiwin6m1ptykc4p4mdkzt3o;Save;;;;;;;;;;;;;;;;;;;;;492,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;55;14;Atlanta United II;3314;GK;1,0
2721210621;426;12;2;55;17;4gymgvqmve0m2vh89v84tt3x0;1;9,1;46,7;2024-09-15T20:22:12.943Z;2024-09-15T20:22:15Z;[{'id': 5215834727, 'qualifierId': 141, 'value': '100.0'}, {'id': 5215834725, 'qualifierId': 140, 'value': '17.9'}, {'id': 5215834729, 'qualifierId': 212, 'value': '37.8'}, {'id': 5215834731, 'qualifierId': 213, 'value': '1.32'}, {'id': 5215834753, 'qualifierId': 167}, {'id': 5215834723, 'qualifierId': 56, 'value': 'Back'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;5eiwin6m1ptykc4p4mdkzt3o;Clearance;;;;;;;;;;17,9;100,0;1,32;;37,8;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;17,9;100,0;;;;;;;;0;55;17;Atlanta United II;3317;DC;1,0
2721210627;427;5;2;55;19;4gymgvqmve0m2vh89v84tt3x0;0;18,4;100,9;2024-09-15T20:22:14.626Z;2024-09-15T21:03:16Z;[{'id': 5215834749, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215834995, 'qualifierId': 233, 'value': '493'}, {'id': 5215834751, 'qualifierId': 347}];374euncv00zs2oy6ux1u519be;J. Skinner;;;5eiwin6m1ptykc4p4mdkzt3o;Out;;;;;;;;;;;;;;;;;;;;;493,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;55;19;Atlanta United II;3319;DC;1,0
2721210667;493;5;2;55;19;erwnez7ksfkns4dqmyr1fhbe;1;81,6;-0,9;2024-09-15T20:22:14.626Z;2024-09-15T21:03:16Z;[{'id': 5215834991, 'qualifierId': 233, 'value': '427'}, {'id': 5215834971, 'qualifierId': 56, 'value': 'Right'}, {'id': 5215834973, 'qualifierId': 347}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;5eiwin6m1ptykc4p4mdkzt3o;Out;;;;;;;;;;;;;;;;;;;;;427,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;19;Huntsville City;3319;MC;1,0
2721210689;494;1;2;55;22;erwnez7ksfkns4dqmyr1fhbe;1;80,8;0,0;2024-09-15T20:22:17.638Z;2024-09-15T20:22:21Z;[{'id': 5215835127, 'qualifierId': 56, 'value': 'Right'}, {'id': 5215835125, 'qualifierId': 107}, {'id': 5215835135, 'qualifierId': 213, 'value': '0.75'}, {'id': 5215835131, 'qualifierId': 141, 'value': '11.6'}, {'id': 5215835133, 'qualifierId': 212, 'value': '12.8'}, {'id': 5215835129, 'qualifierId': 140, 'value': '89.7'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;89,7;11,6;0,75;;12,8;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;89,7;11,6;;;;;;;;0;55;22;Huntsville City;3322;DR;1,0
2721210699;495;61;2;55;26;erwnez7ksfkns4dqmyr1fhbe;0;87,8;15,6;2024-09-15T20:22:21.484Z;2024-09-15T20:22:22Z;[{'id': 5215835183, 'qualifierId': 56, 'value': 'Right'}];a63su8pudaernrvj1fi9006qc;L. Brennan;;;5eiwin6m1ptykc4p4mdkzt3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;26;Huntsville City;3326;Sub;1,0
2721210723;428;1;2;55;27;4gymgvqmve0m2vh89v84tt3x0;1;14,0;75,0;2024-09-15T20:22:22.320Z;2024-09-15T20:22:23Z;[{'id': 5215835339, 'qualifierId': 213, 'value': '0.31'}, {'id': 5215835337, 'qualifierId': 212, 'value': '19.1'}, {'id': 5215835335, 'qualifierId': 141, 'value': '83.6'}, {'id': 5215835331, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215835333, 'qualifierId': 140, 'value': '31.3'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;31,3;83,6;0,31;;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;31,3;83,6;;;;;;;;0;55;27;Atlanta United II;3327;DC;1,0
2721210727;429;49;2;55;28;4gymgvqmve0m2vh89v84tt3x0;1;31,3;83,6;2024-09-15T20:22:23.344Z;2024-09-15T20:22:23Z;[];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;5eiwin6m1ptykc4p4mdkzt3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;55;28;Atlanta United II;3328;AMC;1,0
2721210735;430;1;2;55;28;4gymgvqmve0m2vh89v84tt3x0;1;31,3;83,6;2024-09-15T20:22:23.520Z;2024-09-15T20:22:24Z;[{'id': 5215835385, 'qualifierId': 212, 'value': '12.0'}, {'id': 5215835387, 'qualifierId': 213, 'value': '3.18'}, {'id': 5215835383, 'qualifierId': 141, 'value': '82.9'}, {'id': 5215835381, 'qualifierId': 140, 'value': '19.9'}, {'id': 5215835379, 'qualifierId': 56, 'value': 'Back'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;19,9;82,9;3,18;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;19,9;82,9;;;;;;;;0;55;28;Atlanta United II;3328;AMC;1,0
2721210747;431;1;2;55;29;4gymgvqmve0m2vh89v84tt3x0;1;19,9;82,9;2024-09-15T20:22:24.416Z;2024-09-15T20:22:25Z;[{'id': 5215835429, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215835437, 'qualifierId': 213, 'value': '1.03'}, {'id': 5215835435, 'qualifierId': 212, 'value': '10.6'}, {'id': 5215835431, 'qualifierId': 140, 'value': '25.1'}, {'id': 5215835433, 'qualifierId': 141, 'value': '96.2'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;25,1;96,2;1,03;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;25,1;96,2;;;;;;;;0;55;29;Atlanta United II;3329;DC;1,0
2721210795;432;1;2;55;30;4gymgvqmve0m2vh89v84tt3x0;1;25,2;95,9;2024-09-15T20:22:25.280Z;2024-09-15T20:22:31Z;[{'id': 5215835669, 'qualifierId': 212, 'value': '13.6'}, {'id': 5215835667, 'qualifierId': 141, 'value': '83.6'}, {'id': 5215835671, 'qualifierId': 213, 'value': '5.62'}, {'id': 5215835663, 'qualifierId': 140, 'value': '35.4'}, {'id': 5215835659, 'qualifierId': 56, 'value': 'Back'}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;35,4;83,6;5,62;;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;35,4;83,6;;;;;;;;0;55;30;Atlanta United II;3330;MR;1,0
2721210845;433;1;2;55;36;4gymgvqmve0m2vh89v84tt3x0;1;55,6;50,8;2024-09-15T20:22:31.281Z;2024-09-15T20:23:01Z;[{'id': 5215835995, 'qualifierId': 213, 'value': '5.73'}, {'id': 5215837555, 'qualifierId': 154}, {'id': 5215835989, 'qualifierId': 140, 'value': '74.3'}, {'id': 5215837553, 'qualifierId': 210, 'value': '15'}, {'id': 5215835993, 'qualifierId': 212, 'value': '23.1'}, {'id': 5215835987, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215835991, 'qualifierId': 141, 'value': '32.8'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;1,0;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;74,3;32,8;5,73;;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;74,3;32,8;;;;;;;;0;55;36;Atlanta United II;3336;AMC;1,0
2721210847;434;15;2;55;41;4gymgvqmve0m2vh89v84tt3x0;1;93,7;33,8;2024-09-15T20:22:36.400Z;2024-09-15T20:23:03Z;[{'id': 5215837073, 'qualifierId': 23}, {'id': 5215837581, 'qualifierId': 102, 'value': '46.9'}, {'id': 5215836005, 'qualifierId': 63}, {'id': 5215837573, 'qualifierId': 29}, {'id': 5215837577, 'qualifierId': 55, 'value': '433'}, {'id': 5215837669, 'qualifierId': 233, 'value': '496'}, {'id': 5215837583, 'qualifierId': 103, 'value': '15.8'}, {'id': 5215837571, 'qualifierId': 80}, {'id': 5215836007, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215837575, 'qualifierId': 154}, {'id': 5215837075, 'qualifierId': 20}, {'id': 5215837591, 'qualifierId': 147, 'value': '41.5'}, {'id': 5215837587, 'qualifierId': 146, 'value': '97.3'}];5iy3sz4b3mokizd2qlcskl5d6;J. Pérez;;;5eiwin6m1ptykc4p4mdkzt3o;Attempt Saved;;;;;;;;;;;;;;;;;;;;;496,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;15,8;;;;1,0;;;;433,0;;;46,9;;;;;41,5;97,3;;;;;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;97,3;41,5;46,9;15.8;433,0;6qe888q8yqq73bxr27jbyu2hg;;0;55;41;Atlanta United II;3341;Sub;1,0
2721210841;496;10;2;55;41;erwnez7ksfkns4dqmyr1fhbe;1;2,0;56,1;2024-09-15T20:22:36.500Z;2024-09-19T11:35:02Z;[{'id': 5215836183, 'qualifierId': 180}, {'id': 5215837159, 'qualifierId': 233, 'value': '434'}, {'id': 5215835975, 'qualifierId': 173}, {'id': 5215835981, 'qualifierId': 56, 'value': 'Back'}, {'id': 5222974963, 'qualifierId': 376}, {'id': 5222974961, 'qualifierId': 183}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;5eiwin6m1ptykc4p4mdkzt3o;Save;;;;;;;;;;;;;;;;;;;;;434,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;41;Huntsville City;3341;GK;1,0
2721210877;435;6;2;55;44;4gymgvqmve0m2vh89v84tt3x0;1;99,2;37,2;2024-09-15T20:22:39.184Z;2024-09-15T20:22:44Z;[{'id': 5215836267, 'qualifierId': 233, 'value': '497'}, {'id': 5215836251, 'qualifierId': 75}, {'id': 5215836249, 'qualifierId': 56, 'value': 'Center'}];5iy3sz4b3mokizd2qlcskl5d6;J. Pérez;;;5eiwin6m1ptykc4p4mdkzt3o;Corner Awarded;;;;;;;;;;;;;;;;;;;;;497,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;55;44;Atlanta United II;3344;Sub;1,0
2721210879;497;6;2;55;44;erwnez7ksfkns4dqmyr1fhbe;0;0,8;62,8;2024-09-15T20:22:39.184Z;2024-09-19T11:44:48Z;[{'id': 5215836223, 'qualifierId': 73}, {'id': 5215836289, 'qualifierId': 233, 'value': '435'}, {'id': 5215836221, 'qualifierId': 56, 'value': 'Back'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;5eiwin6m1ptykc4p4mdkzt3o;Corner Awarded;;;;;;;;;;;;;;;;;;;;;435,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;55;44;Huntsville City;3344;GK;1,0
