id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Captain;value_TeamFormation;value_JerseyNumber;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_PassEndY;value_Zone;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Shove/Push;value_Offensive;value_Defensive;value_FreeKickTaken;value_Assist;value_LowCentre;value_BlockedX;value_RelatedEventId;value_GoalmouthZ;value_RightFooted;value_BlockedY;value_OutOfBoxCentre;value_RegularPlay;value_GoalmouthY;value_Assisted;value_IndividualPlay;value_Collected;value_Stooping;value_Hands;value_OverArm;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_AttemptedTackle;value_YellowCard;value_TacticalFoul;value_IntentionalAssist;value_Chipped;value_Cross;value_BoxCentre;value_Head;value_FirstTouch;value_HighCentre;value_SetPiece;value_Standing;value_BlockedPass;value_BlockedCross;value_IntendedTackleTarget;value_DeletedEventType;value_SwitchOfPlay;value_BigChance;value_GoalShotTimestamp;value_SmallBoxCentre;value_LowLeft;value_GoalShotGameClock;value_GkY;value_GkX;value_OutOfPlay;value_BoxRight;value_ParriedDanger;value_Diving;value_NotVisible;value_FairPlay;value_Left;value_Right;value_CornerTaken;value_FromCorner;value_Blocked;value_HitBar;value_OutOfBoxDeepRight;value_HitWoodwork;value_LeftFooted;value_DefBlock;value_TempBlocked;value_SmallBoxLeft;value_InSwinger;value_Handball;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_High;value_FreeKick;value_SwerveLeft;value_NotAssisted;value_PlayersCaughtOffside;value_Indirect;value_Deflection;value_Injury;value_InjuredPlayerId;value_LowRight;value_ParriedSafe;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Minutes;value_ThroughBall;value_FastBreak;value_EndType;value_Tactical;value_RecklessOffence;value_ShirtPull/Holding;value_HighLeft;value_OverhitCross;value_Overrun;value_BoxLeft;value_NotPastGoalLine;value_TempShotOn;value_PullBack;value_Volley;value_CloseLeft;value_BoxDeepRight;value_TempMissed;value_Feet;value_Sliding;value_HighClaim;value_GkKickFromHands;value_OutSwinger;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2707716413;3;1;1;0;15;99l7fsj6ykgbyqcb9zqqu9dgq;1;46,9;46,3;2024-08-11T00:19:32.218Z;2024-08-11T01:22:59Z;[{'id': 5141739287, 'qualifierId': 56, 'value': 'Center'}, {'id': 5141739293, 'qualifierId': 141, 'value': '45.7'}, {'id': 5141739297, 'qualifierId': 213, 'value': '6.24'}, {'id': 5141739295, 'qualifierId': 212, 'value': '8.5'}, {'id': 5141739285, 'qualifierId': 3}, {'id': 5141739291, 'qualifierId': 140, 'value': '55.0'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;6,24;8,5;45,7;;55,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;55,0;45,7;;;;;;;0;0;0;15;Sporting KC II;15;DC;1,0
2707716415;4;4;1;0;19;99l7fsj6ykgbyqcb9zqqu9dgq;1;54,2;47,6;2024-08-11T00:19:35.893Z;2024-08-11T01:23:05Z;[{'id': 5141739461, 'qualifierId': 233, 'value': '8'}, {'id': 5141739313, 'qualifierId': 13}, {'id': 5141739317, 'qualifierId': 152}, {'id': 5141739315, 'qualifierId': 56, 'value': 'Center'}, {'id': 5141922029, 'qualifierId': 294}, {'id': 5141739321, 'qualifierId': 286}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;eljv81fqo5qn12un1aa4at7o4;Foul;;;;;;;;;;;;;;;;;;;8,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;0;19;Sporting KC II;19;MC;1,0
2707716401;8;4;1;0;19;7fbej4xwoq4imaf5l39304m37;0;45,8;52,4;2024-08-11T00:19:35.894Z;2024-08-11T01:23:08Z;[{'id': 5141739449, 'qualifierId': 152}, {'id': 5141739447, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141739451, 'qualifierId': 285}, {'id': 5141739443, 'qualifierId': 13}, {'id': 5141739487, 'qualifierId': 233, 'value': '4'}, {'id': 5141922137, 'qualifierId': 294}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;;eljv81fqo5qn12un1aa4at7o4;Foul;;;;;;;;;;;;;;;;;;;4,0;1,0;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;0;19;North Texas;19;FW;1,0
2707716503;5;1;1;0;29;99l7fsj6ykgbyqcb9zqqu9dgq;1;55,3;47,8;2024-08-11T00:19:45.994Z;2024-08-11T00:19:47Z;[{'id': 5141739845, 'qualifierId': 5}, {'id': 5141739853, 'qualifierId': 141, 'value': '31.8'}, {'id': 5141739857, 'qualifierId': 213, 'value': '3.77'}, {'id': 5141739855, 'qualifierId': 212, 'value': '18.6'}, {'id': 5141739849, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141739851, 'qualifierId': 140, 'value': '40.9'}, {'id': 5141739847, 'qualifierId': 152}];6girdg17h5o2qr8stoywy3vv8;A. Urzua;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;3,77;18,6;31,8;;40,9;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;40,9;31,8;;;;;;;0;0;0;29;Sporting KC II;29;MC;1,0
2707716517;6;1;1;0;30;99l7fsj6ykgbyqcb9zqqu9dgq;1;40,9;31,8;2024-08-11T00:19:47.210Z;2024-08-11T00:19:48Z;[{'id': 5141739917, 'qualifierId': 212, 'value': '10.5'}, {'id': 5141739913, 'qualifierId': 140, 'value': '38.2'}, {'id': 5141739919, 'qualifierId': 213, 'value': '1.85'}, {'id': 5141739911, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141739915, 'qualifierId': 141, 'value': '46.6'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,85;10,5;46,6;;38,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;38,2;46,6;;;;;;;0;0;0;30;Sporting KC II;30;DC;1,0
2707716549;7;1;1;0;31;99l7fsj6ykgbyqcb9zqqu9dgq;1;38,2;46,6;2024-08-11T00:19:48.057Z;2024-08-11T00:19:51Z;[{'id': 5141740085, 'qualifierId': 213, 'value': '4.80'}, {'id': 5141740077, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141740081, 'qualifierId': 141, 'value': '25.8'}, {'id': 5141740083, 'qualifierId': 212, 'value': '14.2'}, {'id': 5141740079, 'qualifierId': 140, 'value': '39.4'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;4,8;14,2;25,8;;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;39,4;25,8;;;;;;;0;0;0;31;Sporting KC II;31;DC;1,0
2707716567;8;1;1;0;34;99l7fsj6ykgbyqcb9zqqu9dgq;1;42,3;30,9;2024-08-11T00:19:50.921Z;2024-08-11T00:19:53Z;[{'id': 5141740203, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141740207, 'qualifierId': 141, 'value': '70.3'}, {'id': 5141740205, 'qualifierId': 140, 'value': '39.6'}, {'id': 5141740209, 'qualifierId': 212, 'value': '26.9'}, {'id': 5141740211, 'qualifierId': 213, 'value': '1.68'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,68;26,9;70,3;;39,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;39,6;70,3;;;;;;;0;0;0;34;Sporting KC II;34;DC;1,0
2707716593;9;1;1;0;37;99l7fsj6ykgbyqcb9zqqu9dgq;1;41,1;69,4;2024-08-11T00:19:53.737Z;2024-08-11T00:19:56Z;[{'id': 5141740349, 'qualifierId': 213, 'value': '0.06'}, {'id': 5141740347, 'qualifierId': 212, 'value': '28.3'}, {'id': 5141740343, 'qualifierId': 140, 'value': '68.0'}, {'id': 5141740345, 'qualifierId': 141, 'value': '72.1'}, {'id': 5141740341, 'qualifierId': 56, 'value': 'Center'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;0,06;28,3;72,1;;68,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;68,0;72,1;;;;;;;0;0;0;37;Sporting KC II;37;DC;1,0
2707716595;10;61;1;0;39;99l7fsj6ykgbyqcb9zqqu9dgq;0;70,5;69,0;2024-08-11T00:19:56.362Z;2024-08-11T00:19:56Z;[{'id': 5141740357, 'qualifierId': 56, 'value': 'Center'}];6ggqe5gi2w2jjclmbjev6dd78;Pedrinho;;;eljv81fqo5qn12un1aa4at7o4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;0;39;Sporting KC II;39;FWL;1,0
2707716613;9;1;1;0;41;7fbej4xwoq4imaf5l39304m37;0;29,8;29,5;2024-08-11T00:19:58.151Z;2024-08-11T00:19:58Z;[{'id': 5141740459, 'qualifierId': 212, 'value': '21.7'}, {'id': 5141740453, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141740457, 'qualifierId': 141, 'value': '48.5'}, {'id': 5141740463, 'qualifierId': 1}, {'id': 5141740455, 'qualifierId': 140, 'value': '46.4'}, {'id': 5141740451, 'qualifierId': 157}, {'id': 5141740461, 'qualifierId': 213, 'value': '0.64'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;0,64;21,7;48,5;;46,4;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;46,4;48,5;;;;;;;0;0;0;41;North Texas;41;DR;1,0
