id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Captain;value_TeamFormation;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_TeamKit;value_Involved;value_DirectionOfPlay;value_PassEndX;value_Angle;value_PassEndY;value_KickOff;value_Zone;value_Length;value_Chipped;value_LongBall;value_DeletedEventType;value_Defensive;value_Launch;value_OppositeRelatedEventId;value_Offensive;value_BlockedPass;value_IntendedTackleTarget;value_Cross;value_RightFooted;value_OutSwinger;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Assist;value_HeadPass;value_BlockedX;value_BlockedY;value_IndividualPlay;value_BoxCentre;value_GoalmouthZ;value_BigChance;value_Assisted;value_1On1;value_RelatedEventId;value_FastBreak;value_GoalmouthY;value_LowCentre;value_ParriedDanger;value_Feet;value_Sliding;value_LowGkIntervention;value_GkX;value_GkY;value_NotAssisted;value_LowRight;value_FirstTouch;value_OutOfBoxCentre;value_Blocked;value_DefBlock;value_InjuredPlayerId;value_Injury;value_Head;value_AttemptedTackle;value_TakeOnSpace;value_TouchTypeClearance;value_Left;value_Right;value_CornerTaken;value_LayOff;value_TouchTypePass;value_BlockedCross;value_Overrun;value_TouchTypeControl;value_LeftFooted;value_InSwinger;value_NextEventGoalKick;value_GoalKick;value_Low;value_TakeOnOvertake;value_FlickOn;value_PlayersCaughtOffside;value_YellowCard;value_TacticalFoul;value_High;value_FreeKick;value_SwitchOfPlay;value_KeeperThrow;value_RegularPlay;value_FromCorner;value_IntentionalAssist;value_GoalShotGameClock;value_SmallBoxCentre;value_GoalShotTimestamp;value_LowLeft;value_Diving;value_Hands;value_OverArm;value_HighCentre;value_Collected;value_Standing;value_Handball;value_RecklessOffence;value_Dissent;value_CoachId;value_BoxDeepLeft;value_ParriedSafe;value_Stooping;value_Minutes;value_EndType;value_HighClaim;value_TempShotOn;value_CloseLeftAndHigh;value_ShirtPull/Holding;value_NotVisible;value_Indirect;value_BoxLeft;value_CloseLeft;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_Tactical;value_HighLeft;value_Tap;value_ViolentConduct;value_RedCard;value_TimeWasting;value_CaptainChange;value_GkKickFromHands;value_GameEnd;value_GoesToPenalties;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713738403;6;1;1;0;20;4g68p0t2f5jzhzfr67i2rj1ex;0;3,1;97,5;2024-08-25T23:04:02.146Z;2024-08-25T23:04:04Z;[{'id': 5174913551, 'qualifierId': 140, 'value': '5.8'}, {'id': 5174913543, 'qualifierId': 157}, {'id': 5174913547, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174913581, 'qualifierId': 233, 'value': '7'}, {'id': 5174913559, 'qualifierId': 212, 'value': '3.1'}, {'id': 5174913585, 'qualifierId': 286}, {'id': 5174913555, 'qualifierId': 141, 'value': '95.6'}, {'id': 5174913579, 'qualifierId': 236}, {'id': 5174913563, 'qualifierId': 1}, {'id': 5174913561, 'qualifierId': 213, 'value': '5.86'}];afqry84j23xgkhqryrontj190;I. Kasule;;;evtbhe5j6fze9zsov2rg22x3o;Pass;;;;;;;;;;5,8;5,86;95,6;;;3,1;;1,0;;;1,0;7,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;5,8;95,6;;;;;;;0;0;0;20;Crown Legacy;20;ML;1,0
2713738399;7;74;1;0;20;6ubc4y1v6hr63mca7ica4hp90;1;87,5;11,6;2024-08-25T23:04:02.147Z;2024-08-25T23:04:04Z;[{'id': 5174913525, 'qualifierId': 56, 'value': 'Right'}, {'id': 5174913527, 'qualifierId': 285}, {'id': 5174913593, 'qualifierId': 233, 'value': '6'}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;;evtbhe5j6fze9zsov2rg22x3o;Blocked Pass;;;;;;;;;;;;;;;;;;;1,0;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;0;20;New York RB II;20;DR;1,0
2714728091;821;1;1;0;21;6ubc4y1v6hr63mca7ica4hp90;0;93,6;14,1;2024-08-25T23:04:02.602Z;2024-08-29T06:07:53Z;[{'id': 5180404375, 'qualifierId': 140, 'value': '86.7'}, {'id': 5180404381, 'qualifierId': 213, 'value': '3.09'}, {'id': 5180404379, 'qualifierId': 212, 'value': '7.3'}, {'id': 5180404377, 'qualifierId': 141, 'value': '14.7'}, {'id': 5180404373, 'qualifierId': 56, 'value': 'Right'}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;evtbhe5j6fze9zsov2rg22x3o;Pass;;;;;;;;;;86,7;3,09;14,7;;;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;86,7;14,7;;;;;;;0;0;0;21;New York RB II;21;MC;1,0
2713738433;7;1;1;0;24;4g68p0t2f5jzhzfr67i2rj1ex;0;9,9;96,2;2024-08-25T23:04:05.772Z;2024-08-25T23:04:07Z;[{'id': 5174913683, 'qualifierId': 157}, {'id': 5174913687, 'qualifierId': 140, 'value': '32.0'}, {'id': 5174913693, 'qualifierId': 213, 'value': '6.12'}, {'id': 5174913691, 'qualifierId': 212, 'value': '23.5'}, {'id': 5174913685, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174913695, 'qualifierId': 1}, {'id': 5174913689, 'qualifierId': 141, 'value': '90.5'}];afqry84j23xgkhqryrontj190;I. Kasule;;;evtbhe5j6fze9zsov2rg22x3o;Pass;;;;;;;;;;32,0;6,12;90,5;;;23,5;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;32,0;90,5;;;;;;;0;0;0;24;Crown Legacy;24;ML;1,0
2713738453;8;49;1;0;27;6ubc4y1v6hr63mca7ica4hp90;1;72,1;17,6;2024-08-25T23:04:08.963Z;2024-08-25T23:04:09Z;[];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;evtbhe5j6fze9zsov2rg22x3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;0;27;New York RB II;27;MC;1,0
2713738469;9;1;1;0;28;6ubc4y1v6hr63mca7ica4hp90;1;73,1;17,3;2024-08-25T23:04:09.700Z;2024-08-25T23:04:11Z;[{'id': 5174913885, 'qualifierId': 212, 'value': '4.6'}, {'id': 5174913881, 'qualifierId': 140, 'value': '72.0'}, {'id': 5174913879, 'qualifierId': 56, 'value': 'Right'}, {'id': 5174913887, 'qualifierId': 213, 'value': '4.46'}, {'id': 5174913883, 'qualifierId': 141, 'value': '10.7'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;evtbhe5j6fze9zsov2rg22x3o;Pass;;;;;;;;;;72,0;4,46;10,7;;;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;72,0;10,7;;;;;;;0;0;0;28;New York RB II;28;MC;1,0
2713738477;8;83;1;0;29;4g68p0t2f5jzhzfr67i2rj1ex;1;26,7;93,0;2024-08-25T23:04:10.540Z;2024-08-29T06:08:29Z;[{'id': 5175081483, 'qualifierId': 399, 'value': 'ds4avrkvrp4jxq9lp02ssci22'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;evtbhe5j6fze9zsov2rg22x3o;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;29;Crown Legacy;29;DC;1,0
2713738471;10;61;1;0;30;6ubc4y1v6hr63mca7ica4hp90;1;73,3;7,0;2024-08-25T23:04:11.539Z;2024-08-26T00:04:41Z;[{'id': 5174913891, 'qualifierId': 56, 'value': 'Right'}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;;evtbhe5j6fze9zsov2rg22x3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;0;30;New York RB II;30;DR;1,0
2713738487;9;43;1;0;31;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-08-25T23:04:12.836Z;2024-08-25T23:04:26Z;[{'id': 5174913971, 'qualifierId': 285, 'value': '0'}, {'id': 5174914523, 'qualifierId': 144, 'value': '7'}, {'id': 5174913969, 'qualifierId': 56, 'value': 'Back'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;evtbhe5j6fze9zsov2rg22x3o;Deleted event;;;;;;;;;;;;;;;;;;7,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;31;Crown Legacy;31;DC;1,0
2713738507;11;1;1;0;33;6ubc4y1v6hr63mca7ica4hp90;0;88,3;11,5;2024-08-25T23:04:15.012Z;2024-08-29T06:08:58Z;[{'id': 5174914011, 'qualifierId': 56, 'value': 'Center'}, {'id': 5174914007, 'qualifierId': 2}, {'id': 5174914017, 'qualifierId': 212, 'value': '20.8'}, {'id': 5180404685, 'qualifierId': 20}, {'id': 5174914013, 'qualifierId': 140, 'value': '90.3'}, {'id': 5174914009, 'qualifierId': 155}, {'id': 5174914019, 'qualifierId': 213, 'value': '1.47'}, {'id': 5180404683, 'qualifierId': 224}, {'id': 5174914015, 'qualifierId': 141, 'value': '41.9'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;evtbhe5j6fze9zsov2rg22x3o;Pass;;;;;;;;;;90,3;1,47;41,9;;;20,8;1,0;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;90,3;41,9;;;;;;;0;0;0;33;New York RB II;33;MC;1,0
2713738587;10;12;1;0;35;4g68p0t2f5jzhzfr67i2rj1ex;1;12,6;53,4;2024-08-25T23:04:16.571Z;2024-08-26T00:04:48Z;[{'id': 5174914277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174914285, 'qualifierId': 213, 'value': '5.12'}, {'id': 5174914281, 'qualifierId': 141, 'value': '47.6'}, {'id': 5174914283, 'qualifierId': 212, 'value': '4.3'}, {'id': 5174914279, 'qualifierId': 140, 'value': '14.2'}];e23u0x31okggroh6dkoqx5fdg;D. Alexandre;;;evtbhe5j6fze9zsov2rg22x3o;Clearance;;;;;;;;;;14,2;5,12;47,6;;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;14,2;47,6;;;;;;;0;0;0;35;Crown Legacy;35;DL;1,0
