id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Involved;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Length;value_PassEndX;value_Zone;value_Angle;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_Chipped;value_HeadPass;value_IntendedTackleTarget;value_OutOfBoxCentre;value_GoalmouthZ;value_RelatedEventId;value_BlockedY;value_GoalmouthY;value_LowCentre;value_RegularPlay;value_BlockedX;value_RightFooted;value_IndividualPlay;value_Assisted;value_Diving;value_Collected;value_Hands;value_KeeperThrow;value_DeletedEventType;value_BlockedPass;value_Assist;value_Blocked;value_GkY;value_LowLeft;value_GkX;value_DefBlock;value_Direct;value_ShirtPull/Holding;value_Foul;value_FreeKickTaken;value_Head;value_Injury;value_InjuredPlayerId;value_NotVisible;value_AttemptedTackle;value_Shove/Push;value_Cross;value_IntentionalAssist;value_LeftFooted;value_BoxLeft;value_FirstTouch;value_ParriedDanger;value_SmallBoxLeft;value_BigChance;value_NotAssisted;value_ParriedSafe;value_Stooping;value_CloseLeft;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_LowRight;value_Left;value_Right;value_CornerTaken;value_OutSwinger;value_BoxCentre;value_FromCorner;value_Volley;value_BoxRight;value_Feet;value_SmallBoxCentre;value_ThrowInSetPiece;value_OverArm;value_OutOfPlay;value_InSwinger;value_CloseHigh;value_High;value_Unchallenged;value_GoalShotTimestamp;value_GoalShotGameClock;value_Overrun;value_HighRight;value_HighClaim;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_PlayersCaughtOffside;value_Indirect;value_Standing;value_GkChallenge;value_Minutes;value_GkHoof;value_FlickOn;value_EndType;value_FastBreak;value_KeeperTouched;value_OverhitCross;value_HighCentre;value_Tactical;value_YellowCard;value_TimeWasting;value_Simulation;value_Strong;value_SetPiece;value_ThroughBall;value_PullBack;value_HighLeft;value_SwitchOfPlay;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704518077;152;52;1;19;9;8ijkk62897so5r3bq0wgwx4bu;1;9,8;40,0;2024-07-29T02:24:57.071Z;2024-07-29T02:24:57Z;[];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;;ed8nywqwwu0zwv8e1g7cgopas;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;19;9;The Town;1149;GK;1,0
2704518081;153;1;1;19;11;8ijkk62897so5r3bq0wgwx4bu;1;11,9;42,1;2024-07-29T02:24:58.606Z;2024-07-29T02:24:59Z;[{'id': 5124015501, 'qualifierId': 213, 'value': '1.07'}, {'id': 5124015493, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124015507, 'qualifierId': 287}, {'id': 5124015499, 'qualifierId': 212, 'value': '34.2'}, {'id': 5124015503, 'qualifierId': 1}, {'id': 5124015491, 'qualifierId': 123}, {'id': 5124015495, 'qualifierId': 140, 'value': '27.5'}, {'id': 5124015497, 'qualifierId': 141, 'value': '86.3'}];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;86,3;;34,2;27,5;;1,07;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;27,5;86,3;;;;;;;0;0;19;11;The Town;1151;GK;1,0
2704518091;154;1;1;19;15;8ijkk62897so5r3bq0wgwx4bu;1;37,4;84,8;2024-07-29T02:25:03.263Z;2024-07-29T02:25:12Z;[{'id': 5124015611, 'qualifierId': 212, 'value': '16.7'}, {'id': 5124015607, 'qualifierId': 140, 'value': '52.5'}, {'id': 5124015605, 'qualifierId': 56, 'value': 'Left'}, {'id': 5124015613, 'qualifierId': 213, 'value': '0.32'}, {'id': 5124015609, 'qualifierId': 141, 'value': '92.6'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;92,6;;16,7;52,5;;0,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;52,5;92,6;;;;;;;0;0;19;15;The Town;1155;DML;1,0
2704518093;155;4;1;19;23;8ijkk62897so5r3bq0wgwx4bu;1;43,6;83,6;2024-07-29T02:25:10.780Z;2024-07-29T03:04:34Z;[{'id': 5124015639, 'qualifierId': 286}, {'id': 5124015637, 'qualifierId': 152}, {'id': 5124015633, 'qualifierId': 295}, {'id': 5124015641, 'qualifierId': 233, 'value': '201'}, {'id': 5124015635, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124015631, 'qualifierId': 13}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;ed8nywqwwu0zwv8e1g7cgopas;Foul;;;;;;;;;;;;;;;;;;201,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;19;23;The Town;1163;FW;1,0
2704518087;201;4;1;19;23;ew2zirzye0sw1txr2m33nr25y;0;56,4;16,4;2024-07-29T02:25:10.781Z;2024-07-29T04:21:19Z;[{'id': 5124015603, 'qualifierId': 285}, {'id': 5124015595, 'qualifierId': 13}, {'id': 5124015647, 'qualifierId': 233, 'value': '155'}, {'id': 5124082579, 'qualifierId': 295}, {'id': 5124015597, 'qualifierId': 56, 'value': 'Right'}, {'id': 5124015599, 'qualifierId': 152}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;;;ed8nywqwwu0zwv8e1g7cgopas;Foul;;;;;;;;;;;;;;;;;;155,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;19;23;Ventura County;1163;DR;1,0
2704518101;156;1;1;19;29;8ijkk62897so5r3bq0wgwx4bu;1;43,8;77,3;2024-07-29T02:25:16.558Z;2024-07-29T02:25:20Z;[{'id': 5124015663, 'qualifierId': 5}, {'id': 5124015673, 'qualifierId': 212, 'value': '18.6'}, {'id': 5124015669, 'qualifierId': 140, 'value': '37.4'}, {'id': 5124015665, 'qualifierId': 152}, {'id': 5124015671, 'qualifierId': 141, 'value': '51.8'}, {'id': 5124015675, 'qualifierId': 213, 'value': '4.34'}, {'id': 5124015667, 'qualifierId': 56, 'value': 'Back'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;51,8;;18,6;37,4;;4,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;37,4;51,8;;;;;;;0;0;19;29;The Town;1169;DC;1,0
2704518107;157;1;1;19;32;8ijkk62897so5r3bq0wgwx4bu;1;36,2;49,7;2024-07-29T02:25:20.126Z;2024-07-29T02:25:25Z;[{'id': 5124015707, 'qualifierId': 212, 'value': '13.7'}, {'id': 5124015709, 'qualifierId': 213, 'value': '1.32'}, {'id': 5124015703, 'qualifierId': 140, 'value': '39.4'}, {'id': 5124015705, 'qualifierId': 141, 'value': '69.3'}, {'id': 5124015701, 'qualifierId': 56, 'value': 'Back'}];ckqdb14rd2i1scytlygbsncb8;J. Magaña;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;69,3;;13,7;39,4;;1,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;39,4;69,3;;;;;;;0;0;19;32;The Town;1172;DC;1,0
2704518109;158;1;1;19;38;8ijkk62897so5r3bq0wgwx4bu;1;37,3;74,1;2024-07-29T02:25:25.454Z;2024-07-29T02:25:30Z;[{'id': 5124015719, 'qualifierId': 141, 'value': '86.9'}, {'id': 5124015713, 'qualifierId': 155}, {'id': 5124015725, 'qualifierId': 1}, {'id': 5124015721, 'qualifierId': 212, 'value': '45.6'}, {'id': 5124015717, 'qualifierId': 140, 'value': '79.9'}, {'id': 5124015723, 'qualifierId': 213, 'value': '0.19'}, {'id': 5124015715, 'qualifierId': 56, 'value': 'Left'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;86,9;;45,6;79,9;;0,19;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;79,9;86,9;;;;;;;0;0;19;38;The Town;1178;DC;1,0
2704518111;159;1;1;19;42;8ijkk62897so5r3bq0wgwx4bu;0;85,2;86,2;2024-07-29T02:25:30.191Z;2024-07-29T02:25:32Z;[{'id': 5124015729, 'qualifierId': 2}, {'id': 5124015737, 'qualifierId': 141, 'value': '43.9'}, {'id': 5124015731, 'qualifierId': 155}, {'id': 5124015735, 'qualifierId': 140, 'value': '90.4'}, {'id': 5124015739, 'qualifierId': 212, 'value': '29.3'}, {'id': 5124015741, 'qualifierId': 213, 'value': '4.90'}, {'id': 5124015733, 'qualifierId': 56, 'value': 'Center'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;43,9;;29,3;90,4;;4,9;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;90,4;43,9;;;;;;;0;0;19;42;The Town;1182;DML;1,0
2704518115;202;12;1;19;45;ew2zirzye0sw1txr2m33nr25y;1;10,5;57,5;2024-07-29T02:25:32.604Z;2024-07-29T02:25:35Z;[{'id': 5124015751, 'qualifierId': 141, 'value': '41.3'}, {'id': 5124015755, 'qualifierId': 213, 'value': '3.87'}, {'id': 5124015749, 'qualifierId': 140, 'value': '0.0'}, {'id': 5124015753, 'qualifierId': 212, 'value': '16.6'}, {'id': 5124015777, 'qualifierId': 15}, {'id': 5124015759, 'qualifierId': 167}, {'id': 5124015747, 'qualifierId': 56, 'value': 'Back'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;ed8nywqwwu0zwv8e1g7cgopas;Clearance;;;;;;;;;;41,3;;16,6;0,0;;3,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;0,0;41,3;;;;;;;0;0;19;45;Ventura County;1185;DC;1,0
2704518113;160;6;1;19;45;8ijkk62897so5r3bq0wgwx4bu;1;98,6;55,0;2024-07-29T02:25:33.231Z;2024-07-29T02:25:38Z;[{'id': 5124015779, 'qualifierId': 56, 'value': 'Center'}, {'id': 5124015781, 'qualifierId': 73}, {'id': 5124015801, 'qualifierId': 233, 'value': '203'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;ed8nywqwwu0zwv8e1g7cgopas;Corner Awarded;;;;;;;;;;;;;;;;;;203,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;19;45;The Town;1185;DML;1,0
2704518117;203;6;1;19;45;ew2zirzye0sw1txr2m33nr25y;0;1,4;45,0;2024-07-29T02:25:33.231Z;2024-07-29T03:58:51Z;[{'id': 5124015783, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124015785, 'qualifierId': 73}, {'id': 5124015811, 'qualifierId': 233, 'value': '160'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;ed8nywqwwu0zwv8e1g7cgopas;Corner Awarded;;;;;;;;;;;;;;;;;;160,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;19;45;Ventura County;1185;DC;1,0
2704518175;161;1;1;20;21;8ijkk62897so5r3bq0wgwx4bu;1;99,5;99,5;2024-07-29T02:26:08.687Z;2024-07-29T04:21:25Z;[{'id': 5124016091, 'qualifierId': 141, 'value': '54.6'}, {'id': 5124016095, 'qualifierId': 213, 'value': '4.45'}, {'id': 5124016081, 'qualifierId': 6}, {'id': 5124016085, 'qualifierId': 223}, {'id': 5124016083, 'qualifierId': 155}, {'id': 5124016093, 'qualifierId': 212, 'value': '31.6'}, {'id': 5124016089, 'qualifierId': 140, 'value': '91.6'}, {'id': 5124016205, 'qualifierId': 154}, {'id': 5124016087, 'qualifierId': 56, 'value': 'Center'}, {'id': 5124016079, 'qualifierId': 2}, {'id': 5124016203, 'qualifierId': 210, 'value': '13'}];58akq0ojntf5n123msb1tzeok;G. Arnold;1,0;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;54,6;;31,6;91,6;;4,45;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;91,6;54,6;;;;;;;0;0;20;21;The Town;1221;MC;1,0
2704518177;162;13;1;20;23;8ijkk62897so5r3bq0wgwx4bu;1;91,6;54,5;2024-07-29T02:26:10.743Z;2024-07-29T04:21:24Z;[{'id': 5124016223, 'qualifierId': 231, 'value': '50'}, {'id': 5124016211, 'qualifierId': 154}, {'id': 5124016219, 'qualifierId': 103, 'value': '59.7'}, {'id': 5124016213, 'qualifierId': 55, 'value': '161'}, {'id': 5124016221, 'qualifierId': 230, 'value': '98.8'}, {'id': 5124016209, 'qualifierId': 29}, {'id': 5124016217, 'qualifierId': 102, 'value': '52.3'}, {'id': 5124016149, 'qualifierId': 328}, {'id': 5124016105, 'qualifierId': 56, 'value': 'Center'}, {'id': 5124016143, 'qualifierId': 25}, {'id': 5124016207, 'qualifierId': 85}, {'id': 5124016103, 'qualifierId': 17}, {'id': 5124016145, 'qualifierId': 15}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;ed8nywqwwu0zwv8e1g7cgopas;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;59,7;161,0;;52,3;;;;;;1,0;;;;;;;;;50,0;;98,8;;;;;;1,0;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;52,3;59.7;161,0;58akq0ojntf5n123msb1tzeok;0;0;20;23;The Town;1223;DC;1,0
2704518179;163;5;1;20;24;8ijkk62897so5r3bq0wgwx4bu;0;101,0;51,2;2024-07-29T02:26:12.397Z;2024-07-29T03:38:55Z;[{'id': 5124016113, 'qualifierId': 56, 'value': 'Center'}, {'id': 5124016125, 'qualifierId': 233, 'value': '204'}, {'id': 5124016115, 'qualifierId': 346}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;ed8nywqwwu0zwv8e1g7cgopas;Out;;;;;;;;;;;;;;;;;;204,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;20;24;The Town;1224;DC;1,0
2704518171;204;5;1;20;24;ew2zirzye0sw1txr2m33nr25y;1;-1,0;48,8;2024-07-29T02:26:12.397Z;2024-07-29T02:26:16Z;[{'id': 5124016071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124016121, 'qualifierId': 233, 'value': '163'}, {'id': 5124016073, 'qualifierId': 346}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;ed8nywqwwu0zwv8e1g7cgopas;Out;;;;;;;;;;;;;;;;;;163,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;20;24;Ventura County;1224;DC;1,0
2704518205;205;1;1;20;53;ew2zirzye0sw1txr2m33nr25y;0;4,8;62,4;2024-07-29T02:26:40.555Z;2024-07-29T02:26:49Z;[{'id': 5124016365, 'qualifierId': 212, 'value': '53.6'}, {'id': 5124016361, 'qualifierId': 141, 'value': '71.1'}, {'id': 5124016367, 'qualifierId': 213, 'value': '0.11'}, {'id': 5124016371, 'qualifierId': 74}, {'id': 5124016353, 'qualifierId': 56, 'value': 'Center'}, {'id': 5124016357, 'qualifierId': 140, 'value': '55.5'}, {'id': 5124016349, 'qualifierId': 124}, {'id': 5124016369, 'qualifierId': 1}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;71,1;;53,6;55,5;;0,11;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;55,5;71,1;;;;;;;0;0;20;53;Ventura County;1253;DC;1,0
2704518215;164;1;1;20;58;8ijkk62897so5r3bq0wgwx4bu;0;36,2;31,5;2024-07-29T02:26:45.614Z;2024-07-29T02:26:46Z;[{'id': 5124016393, 'qualifierId': 3}, {'id': 5124016403, 'qualifierId': 213, 'value': '0.08'}, {'id': 5124016401, 'qualifierId': 212, 'value': '7.5'}, {'id': 5124016395, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124016397, 'qualifierId': 140, 'value': '43.3'}, {'id': 5124016399, 'qualifierId': 141, 'value': '32.4'}];e6ocmgjfubq6qvg4wfp8zipsk;C. Tchouante;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;32,4;;7,5;43,3;;0,08;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;43,3;32,4;;;;;;;0;0;20;58;The Town;1258;DC;1,0
2704518209;206;61;1;20;58;ew2zirzye0sw1txr2m33nr25y;1;55,5;71,1;2024-07-29T02:26:45.766Z;2024-07-29T02:26:45Z;[{'id': 5124016383, 'qualifierId': 56, 'value': 'Center'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;ed8nywqwwu0zwv8e1g7cgopas;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;20;58;Ventura County;1258;FWL;1,0
2704518219;165;49;1;21;0;8ijkk62897so5r3bq0wgwx4bu;1;41,1;35,4;2024-07-29T02:26:48.206Z;2024-07-29T02:26:48Z;[];al111zqt4j4b3yg8064d9cep6;D. López;;;ed8nywqwwu0zwv8e1g7cgopas;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;21;0;The Town;1260;MC;1,0
2704518221;166;1;1;21;1;8ijkk62897so5r3bq0wgwx4bu;1;41,2;35,2;2024-07-29T02:26:48.942Z;2024-07-29T02:26:50Z;[{'id': 5124016429, 'qualifierId': 141, 'value': '14.4'}, {'id': 5124016431, 'qualifierId': 212, 'value': '23.6'}, {'id': 5124016427, 'qualifierId': 140, 'value': '59.2'}, {'id': 5124016425, 'qualifierId': 56, 'value': 'Right'}, {'id': 5124016433, 'qualifierId': 213, 'value': '5.64'}];al111zqt4j4b3yg8064d9cep6;D. López;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;14,4;;23,6;59,2;;5,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;59,2;14,4;;;;;;;0;0;21;1;The Town;1261;MC;1,0
2704518223;167;1;1;21;3;8ijkk62897so5r3bq0wgwx4bu;1;60,9;7,7;2024-07-29T02:26:50.574Z;2024-07-29T02:26:51Z;[{'id': 5124016463, 'qualifierId': 141, 'value': '15.6'}, {'id': 5124016467, 'qualifierId': 213, 'value': '1.10'}, {'id': 5124016465, 'qualifierId': 212, 'value': '6.0'}, {'id': 5124016461, 'qualifierId': 140, 'value': '63.5'}, {'id': 5124016459, 'qualifierId': 56, 'value': 'Right'}];70e7dozhms3xdkr0n6kas00es;H. Miller;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;15,6;;6,0;63,5;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;63,5;15,6;;;;;;;0;0;21;3;The Town;1263;DMR;1,0
2704518225;168;1;1;21;4;8ijkk62897so5r3bq0wgwx4bu;1;63,5;15,6;2024-07-29T02:26:51.438Z;2024-07-29T02:26:53Z;[{'id': 5124016473, 'qualifierId': 140, 'value': '39.5'}, {'id': 5124016479, 'qualifierId': 213, 'value': '3.14'}, {'id': 5124016475, 'qualifierId': 141, 'value': '15.6'}, {'id': 5124016471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124016477, 'qualifierId': 212, 'value': '25.2'}];b2sl4wp77nrynvodb6k19yfze;D. Díaz;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;15,6;;25,2;39,5;;3,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;39,5;15,6;;;;;;;0;0;21;4;The Town;1264;FWR;1,0
2704518229;169;1;1;21;5;8ijkk62897so5r3bq0wgwx4bu;1;39,8;16,1;2024-07-29T02:26:53.086Z;2024-07-29T02:26:56Z;[{'id': 5124016497, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124016499, 'qualifierId': 140, 'value': '38.0'}, {'id': 5124016501, 'qualifierId': 141, 'value': '39.8'}, {'id': 5124016505, 'qualifierId': 213, 'value': '1.69'}, {'id': 5124016503, 'qualifierId': 212, 'value': '16.2'}];e6ocmgjfubq6qvg4wfp8zipsk;C. Tchouante;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;39,8;;16,2;38,0;;1,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;38,0;39,8;;;;;;;0;0;21;5;The Town;1265;DC;1,0
2704518237;170;1;1;21;9;8ijkk62897so5r3bq0wgwx4bu;1;35,1;35,4;2024-07-29T02:26:56.494Z;2024-07-29T02:27:00Z;[{'id': 5124016545, 'qualifierId': 213, 'value': '5.67'}, {'id': 5124016541, 'qualifierId': 141, 'value': '10.1'}, {'id': 5124016543, 'qualifierId': 212, 'value': '29.7'}, {'id': 5124016539, 'qualifierId': 140, 'value': '58.2'}, {'id': 5124016537, 'qualifierId': 56, 'value': 'Right'}];ckqdb14rd2i1scytlygbsncb8;J. Magaña;;;ed8nywqwwu0zwv8e1g7cgopas;Pass;;;;;;;;;;10,1;;29,7;58,2;;5,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;58,2;10,1;;;;;;;0;0;21;9;The Town;1269;DC;1,0
