id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_TeamFormation;value_JerseyNumber;value_Captain;value_Resume;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Zone;value_Angle;value_Length;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_LayOff;value_Direct;value_Foul;value_Shove/Push;value_DeletedEventType;value_FreeKickTaken;value_TouchTypeControl;value_LowGkIntervention;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_IntendedTackleTarget;value_RightFooted;value_OutSwinger;value_Cross;value_Head;value_FlickOn;value_BlockedPass;value_TakeOnOvertake;value_OutOfPlay;value_TouchTypeClearance;value_TakeOnSpace;value_KeeperThrow;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_LeftFooted;value_AttemptedTackle;value_Overrun;value_ShirtPull/Holding;value_Assist;value_RegularPlay;value_GoalmouthZ;value_GoalShotGameClock;value_Assisted;value_GoalmouthY;value_LowRight;value_GkX;value_IndividualPlay;value_GkY;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_BoxLeft;value_LastLine;value_TouchTypePass;value_OutOfBoxCentre;value_NotAssisted;value_BlockedY;value_BlockedX;value_LowLeft;value_ParriedDanger;value_Stooping;value_Hands;value_Fumble;value_Unchallenged;value_OverArm;value_ThroughBall;value_NotVisible;value_Left;value_IntentionalAssist;value_CornerTaken;value_InSwinger;value_FromCorner;value_FirstTouch;value_High;value_SmallBoxRight;value_NextEventGoalKick;value_GoalKick;value_BoxCentre;value_Blocked;value_LowCentre;value_DefBlock;value_Right;value_NotPastGoalLine;value_Volley;value_Low;value_SwitchOfPlay;value_HighLeft;value_LeadingToGoal;value_BigChance;value_FollowsADribble;value_RelatedError1Id;value_35Centre;value_Collected;value_Standing;value_GkKickFromHands;value_CloseRightAndHigh;value_PullBack;value_SmallBoxLeft;value_MisHit;value_Deflection;value_FreeKick;value_Minutes;value_Dissent;value_PlayersCaughtOffside;value_Indirect;value_EndType;value_Handball;value_CloseRight;value_FloatedCross;value_OverhitCross;value_Straight;value_MediumGkIntervention;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HighGkIntervention;value_HighClaim;value_AerialFoul;value_BlockedClearance;value_PenaltyTakerId;value_Penalty;value_FantasyAssistType;value_FantasyAssistedBy;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistId;value_FantasyAssistTeam;value_Scored;value_Diving;value_BlockedCross;value_Injury;value_TacticalFoul;value_CloseLeft;value_DeniedGoalScoringOpp;value_GkHoof;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2676708339;417;1;1;47;5;1pc6sx2h4rp113ldkbp5d2xas;1;4,3;65,2;2024-04-21T21:50:46.234Z;2024-04-21T21:50:51Z;[{'id': 4971852985, 'qualifierId': 212, 'value': '7.8'}, {'id': 4971852979, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971852987, 'qualifierId': 213, 'value': '0.85'}, {'id': 4971852981, 'qualifierId': 140, 'value': '9.2'}, {'id': 4971852983, 'qualifierId': 141, 'value': '73.8'}];4ac61l7qt4s63hv34g8zsihgp;A. Smir;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;73,8;;;0,85;7,8;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;9,2;73,8;;;;;;;;0;47;5;Portland Timbers II;2825;GK;1,0
2676708355;418;1;1;47;10;1pc6sx2h4rp113ldkbp5d2xas;1;11,6;72,6;2024-04-21T21:50:51.218Z;2024-04-21T21:50:52Z;[{'id': 4971853109, 'qualifierId': 213, 'value': '4.04'}, {'id': 4971853107, 'qualifierId': 212, 'value': '12.0'}, {'id': 4971853103, 'qualifierId': 140, 'value': '4.5'}, {'id': 4971853105, 'qualifierId': 141, 'value': '58.7'}, {'id': 4971853101, 'qualifierId': 56, 'value': 'Back'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;58,7;;;4,04;12,0;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;4,5;58,7;;;;;;;;0;47;10;Portland Timbers II;2830;DC;1,0
2676708389;419;1;1;47;12;1pc6sx2h4rp113ldkbp5d2xas;1;4,5;58,7;2024-04-21T21:50:52.421Z;2024-04-21T21:50:55Z;[{'id': 4971853255, 'qualifierId': 140, 'value': '6.2'}, {'id': 4971853261, 'qualifierId': 213, 'value': '4.85'}, {'id': 4971853257, 'qualifierId': 141, 'value': '39.7'}, {'id': 4971853259, 'qualifierId': 212, 'value': '13.0'}, {'id': 4971853253, 'qualifierId': 56, 'value': 'Back'}];4ac61l7qt4s63hv34g8zsihgp;A. Smir;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;39,7;;;4,85;13,0;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;6,2;39,7;;;;;;;;0;47;12;Portland Timbers II;2832;GK;1,0
2676708435;420;1;1;47;14;1pc6sx2h4rp113ldkbp5d2xas;1;6,9;38,0;2024-04-21T21:50:55.108Z;2024-04-21T21:51:02Z;[{'id': 4971853505, 'qualifierId': 140, 'value': '25.3'}, {'id': 4971853511, 'qualifierId': 213, 'value': '5.40'}, {'id': 4971853509, 'qualifierId': 212, 'value': '30.4'}, {'id': 4971853507, 'qualifierId': 141, 'value': '3.4'}, {'id': 4971853503, 'qualifierId': 56, 'value': 'Back'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;3,4;;;5,4;30,4;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;25,3;3,4;;;;;;;;0;47;14;Portland Timbers II;2834;DL;1,0
2676708451;421;1;1;47;21;1pc6sx2h4rp113ldkbp5d2xas;1;52,5;16,5;2024-04-21T21:51:02.358Z;2024-04-21T21:51:05Z;[{'id': 4971853625, 'qualifierId': 213, 'value': '1.08'}, {'id': 4971853619, 'qualifierId': 140, 'value': '58.5'}, {'id': 4971853621, 'qualifierId': 141, 'value': '33.7'}, {'id': 4971853623, 'qualifierId': 212, 'value': '13.3'}, {'id': 4971853617, 'qualifierId': 56, 'value': 'Center'}];5g3yur7k1fvc47hjz5y2zrze;D. Dodson;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;33,7;;;1,08;13,3;58,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;58,5;33,7;;;;;;;;0;47;21;Portland Timbers II;2841;DR;1,0
2676708485;422;1;1;47;24;1pc6sx2h4rp113ldkbp5d2xas;1;58,5;33,7;2024-04-21T21:51:05.092Z;2024-04-21T21:51:09Z;[{'id': 4971853835, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971853837, 'qualifierId': 140, 'value': '53.7'}, {'id': 4971853841, 'qualifierId': 212, 'value': '27.5'}, {'id': 4971853843, 'qualifierId': 213, 'value': '1.75'}, {'id': 4971853839, 'qualifierId': 141, 'value': '73.5'}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;73,5;;;1,75;27,5;53,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;53,7;73,5;;;;;;;;0;47;24;Portland Timbers II;2844;AMC;1,0
2676708501;423;1;1;47;29;1pc6sx2h4rp113ldkbp5d2xas;1;55,4;76,0;2024-04-21T21:51:09.670Z;2024-04-21T21:51:11Z;[{'id': 4971853953, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971853959, 'qualifierId': 212, 'value': '22.2'}, {'id': 4971853961, 'qualifierId': 213, 'value': '0.63'}, {'id': 4971853955, 'qualifierId': 140, 'value': '72.5'}, {'id': 4971853957, 'qualifierId': 141, 'value': '95.1'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;95,1;;;0,63;22,2;72,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;72,5;95,1;;;;;;;;0;47;29;Portland Timbers II;2849;DC;1,0
2676708507;424;61;1;47;31;1pc6sx2h4rp113ldkbp5d2xas;0;73,5;97,4;2024-04-21T21:51:11.873Z;2024-04-21T21:51:12Z;[{'id': 4971853975, 'qualifierId': 56, 'value': 'Left'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;cdvxgoz7u66jq1ar2ymgr7yms;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;47;31;Portland Timbers II;2851;AML;1,0
2676708521;425;5;1;47;31;1pc6sx2h4rp113ldkbp5d2xas;0;71,6;101,0;2024-04-21T21:51:12.279Z;2024-04-21T21:51:38Z;[{'id': 4971854033, 'qualifierId': 347}, {'id': 4971855203, 'qualifierId': 233, 'value': '466'}, {'id': 4971854031, 'qualifierId': 56, 'value': 'Left'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;cdvxgoz7u66jq1ar2ymgr7yms;Out;;;;;;;;;;;;;;;;;;;466,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;47;31;Portland Timbers II;2851;AML;1,0
2676708701;466;5;1;47;31;5ou8b446l1sl8frblkz3xi17g;1;28,4;-1,0;2024-04-21T21:51:12.279Z;2024-04-21T22:02:20Z;[{'id': 4971855191, 'qualifierId': 347}, {'id': 4971855189, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971855199, 'qualifierId': 233, 'value': '425'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;cdvxgoz7u66jq1ar2ymgr7yms;Out;;;;;;;;;;;;;;;;;;;425,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;47;31;Minnesota United II;2851;MC;1,0
2676708717;467;1;1;47;57;5ou8b446l1sl8frblkz3xi17g;1;32,3;0,0;2024-04-21T21:51:37.816Z;2024-04-21T21:51:39Z;[{'id': 4971855273, 'qualifierId': 212, 'value': '19.9'}, {'id': 4971855269, 'qualifierId': 140, 'value': '47.3'}, {'id': 4971855271, 'qualifierId': 141, 'value': '17.0'}, {'id': 4971855265, 'qualifierId': 107}, {'id': 4971855275, 'qualifierId': 213, 'value': '0.66'}, {'id': 4971855267, 'qualifierId': 56, 'value': 'Back'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;17,0;;;0,66;19,9;47,3;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;47,3;17,0;;;;;;;;0;47;57;Minnesota United II;2877;DR;1,0
2676708723;468;44;1;47;59;5ou8b446l1sl8frblkz3xi17g;1;46,6;15,6;2024-04-21T21:51:39.816Z;2024-04-21T21:51:40Z;[{'id': 4971855301, 'qualifierId': 285}, {'id': 4971855327, 'qualifierId': 233, 'value': '426'}, {'id': 4971855299, 'qualifierId': 56, 'value': 'Back'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cdvxgoz7u66jq1ar2ymgr7yms;Aerial;;;;;;;;;;;;;;;;;;;426,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;47;59;Minnesota United II;2879;FW;1,0
2676708727;426;44;1;47;59;1pc6sx2h4rp113ldkbp5d2xas;0;53,4;84,4;2024-04-21T21:51:39.817Z;2024-04-21T21:51:41Z;[{'id': 4971855311, 'qualifierId': 286}, {'id': 4971855331, 'qualifierId': 233, 'value': '468'}, {'id': 4971855309, 'qualifierId': 56, 'value': 'Left'}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Aerial;;;;;;;;;;;;;;;;;;;468,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;47;59;Portland Timbers II;2879;MC;1,0
2676708733;469;61;1;47;59;5ou8b446l1sl8frblkz3xi17g;0;47,3;17,0;2024-04-21T21:51:39.929Z;2024-04-21T21:51:40Z;[{'id': 4971855319, 'qualifierId': 56, 'value': 'Back'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cdvxgoz7u66jq1ar2ymgr7yms;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;47;59;Minnesota United II;2879;FW;1,0
2676708793;427;5;1;48;0;1pc6sx2h4rp113ldkbp5d2xas;1;52,0;101,8;2024-04-21T21:51:40.761Z;2024-04-21T22:02:20Z;[{'id': 4971855625, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971855627, 'qualifierId': 347}, {'id': 4971855633, 'qualifierId': 233, 'value': '470'}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Out;;;;;;;;;;;;;;;;;;;470,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;48;0;Portland Timbers II;2880;MC;1,0
2676708739;470;5;1;48;0;5ou8b446l1sl8frblkz3xi17g;0;48,0;-1,8;2024-04-21T21:51:40.761Z;2024-04-21T21:51:48Z;[{'id': 4971855347, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971855349, 'qualifierId': 347}, {'id': 4971855637, 'qualifierId': 233, 'value': '427'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;cdvxgoz7u66jq1ar2ymgr7yms;Out;;;;;;;;;;;;;;;;;;;427,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;48;0;Minnesota United II;2880;FW;1,0
2676708801;428;1;1;48;6;1pc6sx2h4rp113ldkbp5d2xas;1;50,5;100,0;2024-04-21T21:51:47.278Z;2024-04-21T21:51:51Z;[{'id': 4971855715, 'qualifierId': 141, 'value': '86.9'}, {'id': 4971855711, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971855719, 'qualifierId': 213, 'value': '3.75'}, {'id': 4971855709, 'qualifierId': 107}, {'id': 4971855717, 'qualifierId': 212, 'value': '17.8'}, {'id': 4971855713, 'qualifierId': 140, 'value': '36.6'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;86,9;;;3,75;17,8;36,6;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;36,6;86,9;;;;;;;;0;48;6;Portland Timbers II;2886;DC;1,0
2676708809;429;30;1;48;7;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-04-21T21:51:47.633Z;2024-04-27T17:33:46Z;[{'id': 4971855743, 'qualifierId': 57, 'value': '0'}];;;;;cdvxgoz7u66jq1ar2ymgr7yms;End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;48;7;Portland Timbers II;2887;;
2676708803;471;30;1;48;7;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-04-21T21:51:47.633Z;2024-04-21T21:51:54Z;[{'id': 4971855727, 'qualifierId': 57, 'value': '0'}];;;;;cdvxgoz7u66jq1ar2ymgr7yms;End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;48;7;Minnesota United II;2887;;
2676715009;438;32;2;45;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-04-21T22:07:33.430Z;2024-04-21T22:07:35Z;[{'id': 4971892401, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;cdvxgoz7u66jq1ar2ymgr7yms;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;45;0;Portland Timbers II;2700;;
2676715001;482;32;2;45;0;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-04-21T22:07:33.430Z;2024-04-27T17:32:36Z;[{'id': 4971892349, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;cdvxgoz7u66jq1ar2ymgr7yms;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;45;0;Minnesota United II;2700;;
2676715063;439;1;2;45;0;1pc6sx2h4rp113ldkbp5d2xas;1;49,9;50,1;2024-04-21T22:07:34.222Z;2024-04-21T22:07:52Z;[{'id': 4971892681, 'qualifierId': 213, 'value': '3.00'}, {'id': 4971892675, 'qualifierId': 140, 'value': '40.0'}, {'id': 4971892677, 'qualifierId': 141, 'value': '52.3'}, {'id': 4971892673, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971892679, 'qualifierId': 212, 'value': '10.5'}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;52,3;;;3,0;10,5;40,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;40,0;52,3;;;;;;;;0;45;0;Portland Timbers II;2700;MC;1,0
2676715069;440;1;2;45;3;1pc6sx2h4rp113ldkbp5d2xas;1;40,1;51,0;2024-04-21T22:07:37.309Z;2024-04-21T22:07:38Z;[{'id': 4971892731, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971892739, 'qualifierId': 213, 'value': '0.00'}, {'id': 4971892733, 'qualifierId': 140, 'value': '48.6'}, {'id': 4971892735, 'qualifierId': 141, 'value': '51.0'}, {'id': 4971892737, 'qualifierId': 212, 'value': '8.9'}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;51,0;;;0,0;8,9;48,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;48,6;51,0;;;;;;;;0;45;3;Portland Timbers II;2703;AMC;1,0
2676715083;441;1;2;45;4;1pc6sx2h4rp113ldkbp5d2xas;1;48,6;51,0;2024-04-21T22:07:38.189Z;2024-04-27T19:29:12Z;[{'id': 4971892847, 'qualifierId': 213, 'value': '3.67'}, {'id': 4985386207, 'qualifierId': 156}, {'id': 4971892845, 'qualifierId': 212, 'value': '7.4'}, {'id': 4971892839, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971892843, 'qualifierId': 141, 'value': '45.5'}, {'id': 4971892841, 'qualifierId': 140, 'value': '42.5'}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;45,5;;;3,67;7,4;42,5;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;42,5;45,5;;;;;;;;0;45;4;Portland Timbers II;2704;MC;1,0
2676715103;442;1;2;45;5;1pc6sx2h4rp113ldkbp5d2xas;1;42,6;45,5;2024-04-21T22:07:39.271Z;2024-04-27T19:29:22Z;[{'id': 4971892947, 'qualifierId': 141, 'value': '13.1'}, {'id': 4971892945, 'qualifierId': 140, 'value': '97.2'}, {'id': 4971892949, 'qualifierId': 212, 'value': '61.4'}, {'id': 4971892951, 'qualifierId': 213, 'value': '5.92'}, {'id': 4985386653, 'qualifierId': 155}, {'id': 4971892943, 'qualifierId': 56, 'value': 'Right'}, {'id': 4971892953, 'qualifierId': 1}];69h930ebovyl7rut5dz4r2iok;M. Khan;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;13,1;;;5,92;61,4;97,2;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;97,2;13,1;;;;;;;;0;45;5;Portland Timbers II;2705;MC;1,0
