id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_TeamKit;value_JerseyNumber;value_Involved;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Zone;value_Length;value_KickOff;value_PassEndX;value_PassEndY;value_Angle;value_Chipped;value_LongBall;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_TouchTypePass;value_TouchTypeClearance;value_DeletedEventType;value_TouchTypeControl;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_Direct;value_Shove/Push;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_Cross;value_LeftFooted;value_OutSwinger;value_BlockedClearance;value_Launch;value_TakeOnSpace;value_TakeOnOvertake;value_OutOfPlay;value_Assist;value_OutOfBoxCentre;value_RegularPlay;value_RightFooted;value_BlockedX;value_GkY;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_LowCentre;value_BlockedY;value_IndividualPlay;value_Blocked;value_GkX;value_GoalmouthY;value_DefBlock;value_InSwinger;value_Head;value_NextEventGoalKick;value_GoalKick;value_Low;value_SwitchOfPlay;value_IntendedTackleTarget;value_AttemptedTackle;value_LayOff;value_NotVisible;value_LowGkIntervention;value_KeeperThrow;value_BlockedCross;value_Left;value_Right;value_CornerTaken;value_Overrun;value_LeadingToAttempt;value_RelatedError1Id;value_NotAssisted;value_BoxCentre;value_FirstTouch;value_BigChance;value_SavedOffLine;value_LastLine;value_LowLeft;value_FromCorner;value_Volley;value_HighGkIntervention;value_BoxRight;value_MediumGkIntervention;value_OverArm;value_HighCentre;value_Deflection;value_Collected;value_Hands;value_Standing;value_FlickOn;value_ShirtPull/Holding;value_HighClaim;value_High;value_Minutes;value_EndType;value_FastBreak;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BoxLeft;value_GoalShotGameClock;value_GkYTimeOfGoal;value_LowRight;value_IntentionalAssist;value_HitBar;value_HighRight;value_HitWoodwork;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_Defensive1V1;value_Unchallenged;value_TempShotOn;value_ParriedSafe;value_PullBack;value_HighLeft;value_SwerveRight;value_CloseLeft;value_CloseHigh;value_MisHit;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695506627;4;49;1;0;10;6gaq85erpkvbyxvivd96wuw44;1;27,1;85,9;2024-06-10T01:04:28.534Z;2024-06-10T01:52:35Z;[];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;ddh698ik8ddfkray0yi4tskyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;10;Vancouver Whitecaps II;10;MC;1,0
2695506631;5;1;1;0;10;6gaq85erpkvbyxvivd96wuw44;1;28,5;86,3;2024-06-10T01:04:28.855Z;2024-06-10T01:52:38Z;[{'id': 5074325037, 'qualifierId': 212, 'value': '6.7'}, {'id': 5074325031, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074325033, 'qualifierId': 140, 'value': '33.8'}, {'id': 5074325039, 'qualifierId': 213, 'value': '0.59'}, {'id': 5074325035, 'qualifierId': 141, 'value': '91.8'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;ddh698ik8ddfkray0yi4tskyc;Pass;;;;;;;;;;;6,7;;33,8;91,8;0,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;33,8;91,8;;;;;;;0;0;0;10;Vancouver Whitecaps II;10;MC;1,0
2695506633;6;50;1;0;11;6gaq85erpkvbyxvivd96wuw44;1;34,6;88,8;2024-06-10T01:04:30.134Z;2024-06-10T01:04:34Z;[{'id': 5074325045, 'qualifierId': 286}, {'id': 5074325043, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074325109, 'qualifierId': 233, 'value': '7'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;;ddh698ik8ddfkray0yi4tskyc;Dispossessed;;;;;;;;;;;;;;;;;;1,0;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;11;Vancouver Whitecaps II;11;FWL;1,0
2695506637;7;7;1;0;11;eo64tqkioegeb09iice2hf8bt;1;65,4;11,2;2024-06-10T01:04:30.135Z;2024-06-14T16:19:29Z;[{'id': 5077065617, 'qualifierId': 384}, {'id': 5074325075, 'qualifierId': 285}, {'id': 5074325073, 'qualifierId': 56, 'value': 'Right'}, {'id': 5074325105, 'qualifierId': 233, 'value': '6'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;ddh698ik8ddfkray0yi4tskyc;Tackle;;;;;;;;;;;;;;;;;;;6,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;0;11;Los Angeles II;11;MR;1,0
2695506639;8;49;1;0;14;eo64tqkioegeb09iice2hf8bt;1;57,8;18,8;2024-06-10T01:04:33.140Z;2024-06-10T01:04:33Z;[];8hf35b309tq3wuc59xgshmbro;M. Simmons;;;ddh698ik8ddfkray0yi4tskyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;0;14;Los Angeles II;14;MC;1,0
2695506651;9;1;1;0;15;eo64tqkioegeb09iice2hf8bt;1;57,8;18,8;2024-06-10T01:04:33.524Z;2024-06-10T01:59:26Z;[{'id': 5074325123, 'qualifierId': 141, 'value': '8.2'}, {'id': 5074325125, 'qualifierId': 212, 'value': '15.6'}, {'id': 5074325121, 'qualifierId': 140, 'value': '44.6'}, {'id': 5074325127, 'qualifierId': 213, 'value': '3.62'}, {'id': 5074325119, 'qualifierId': 56, 'value': 'Back'}];8hf35b309tq3wuc59xgshmbro;M. Simmons;;;ddh698ik8ddfkray0yi4tskyc;Pass;;;;;;;;;;;15,6;;44,6;8,2;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;44,6;8,2;;;;;;;0;0;0;15;Los Angeles II;15;MC;1,0
2695506659;10;1;1;0;17;eo64tqkioegeb09iice2hf8bt;1;37,5;15,2;2024-06-10T01:04:35.973Z;2024-06-14T16:19:59Z;[{'id': 5074325165, 'qualifierId': 212, 'value': '42.5'}, {'id': 5074325167, 'qualifierId': 213, 'value': '2.59'}, {'id': 5074325161, 'qualifierId': 140, 'value': '3.0'}, {'id': 5074325159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074325163, 'qualifierId': 141, 'value': '47.9'}, {'id': 5074325169, 'qualifierId': 1}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;ddh698ik8ddfkray0yi4tskyc;Pass;;;;;;;;;;;42,5;;3,0;47,9;2,59;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;3,0;47,9;;;;;;;0;0;0;17;Los Angeles II;17;DR;1,0
2695506663;11;1;1;0;20;eo64tqkioegeb09iice2hf8bt;0;9,0;54,0;2024-06-10T01:04:39.173Z;2024-06-14T16:20:03Z;[{'id': 5074325193, 'qualifierId': 141, 'value': '89.7'}, {'id': 5074325189, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074325195, 'qualifierId': 212, 'value': '29.9'}, {'id': 5074325187, 'qualifierId': 155}, {'id': 5074325191, 'qualifierId': 140, 'value': '25.6'}, {'id': 5074325197, 'qualifierId': 213, 'value': '0.95'}];6cdhdb44atdm9b3n7swgi002y;M. Anchor;;;ddh698ik8ddfkray0yi4tskyc;Pass;;;;;;;;;;;29,9;;25,6;89,7;0,95;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;25,6;89,7;;;;;;;0;0;0;20;Los Angeles II;20;GK;1,0
2695506665;7;49;1;0;22;6gaq85erpkvbyxvivd96wuw44;1;75,0;13,7;2024-06-10T01:04:41.319Z;2024-06-10T01:04:41Z;[];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;ddh698ik8ddfkray0yi4tskyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;22;Vancouver Whitecaps II;22;FWR;1,0
2695506677;8;1;1;0;24;6gaq85erpkvbyxvivd96wuw44;0;78,5;17,5;2024-06-10T01:04:43.142Z;2024-06-14T18:50:42Z;[{'id': 5074325247, 'qualifierId': 56, 'value': 'Center'}, {'id': 5074325259, 'qualifierId': 1}, {'id': 5074325255, 'qualifierId': 212, 'value': '36.5'}, {'id': 5074325257, 'qualifierId': 213, 'value': '1.90'}, {'id': 5074325251, 'qualifierId': 141, 'value': '68.3'}, {'id': 5074325249, 'qualifierId': 140, 'value': '67.2'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;ddh698ik8ddfkray0yi4tskyc;Pass;;;;;;;;;;;36,5;;67,2;68,3;1,9;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;67,2;68,3;;;;;;;0;0;0;24;Vancouver Whitecaps II;24;FWR;1,0
2695506681;13;8;1;0;28;eo64tqkioegeb09iice2hf8bt;1;30,1;34,4;2024-06-10T01:04:47.055Z;2024-06-14T16:20:20Z;[{'id': 5074325283, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077066117, 'qualifierId': 385}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;ddh698ik8ddfkray0yi4tskyc;Interception;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;0;28;Los Angeles II;28;MC;1,0
2695506675;12;43;1;0;29;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-06-10T01:04:47.702Z;2024-06-10T01:04:57Z;[{'id': 5074325403, 'qualifierId': 144, 'value': '8'}, {'id': 5074325245, 'qualifierId': 56, 'value': 'Back'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;ddh698ik8ddfkray0yi4tskyc;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;0;29;Los Angeles II;29;MC;1,0
