id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_TeamKit;value_Involved;value_TeamFormation;value_Captain;value_Resume;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_KickOff;value_PassEndX;value_PassEndY;value_Zone;value_Length;value_Chipped;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_LayOff;value_LongBall;value_NextEventThrowIn;value_ThrowIn;value_NotVisible;value_HeadPass;value_OutOfPlay;value_Cross;value_HighClaim;value_KeeperThrow;value_OverArm;value_IntendedTackleTarget;value_DeletedEventType;value_Left;value_InSwinger;value_CornerTaken;value_Head;value_Assist;value_RegularPlay;value_LeftFooted;value_OutOfBoxCentre;value_RelatedEventId;value_IndividualPlay;value_BlockedY;value_GoalmouthY;value_Assisted;value_BlockedX;value_GoalmouthZ;value_LowRight;value_Diving;value_Hands;value_Collected;value_Foul;value_Direct;value_Shove/Push;value_FreeKickTaken;value_NextEventGoalKick;value_GoalKick;value_Low;value_Launch;value_Handball;value_BlockedPass;value_PlayersCaughtOffside;value_Indirect;value_LowLeft;value_Standing;value_RightFooted;value_GkX;value_BoxRight;value_Blocked;value_GkY;value_DefBlock;value_Right;value_FromCorner;value_LowCentre;value_ShirtPull/Holding;value_BigChance;value_BoxLeft;value_NotAssisted;value_ParriedSafe;value_IntentionalAssist;value_BoxCentre;value_FirstTouch;value_TimeWasting;value_YellowCard;value_SwitchOfPlay;value_AttemptedTackle;value_OtherObstacle;value_Feet;value_BlockedCross;value_DrinksBreak;value_RefereeDelay;value_RecklessOffence;value_ThroughBall;value_GoalShotTimestamp;value_GoalShotGameClock;value_Unchallenged;value_FlickOn;value_Minutes;value_Weak;value_GkKickFromHands;value_EndType;value_High;value_FastBreak;value_MisHit;value_Overrun;value_35Centre;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_CaptainChange;value_ParriedDanger;value_Sliding;value_OtherBodyPart;value_1On1;value_SmallBoxLeft;value_Volley;value_SixYardBlocked;value_CloseHigh;value_HighLeft;value_Caught;value_SwerveRight;value_CloseLeft;value_SecondYellow;value_PenaltyTakerId;value_Penalty;value_Scored;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Tap;value_NotPastGoalLine;value_35Right;value_SmallBoxCentre;value_CloseRightAndHigh;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704445707;7;1;1;0;13;1zgjjyruyufrkh4xjvryqsb1i;1;66,1;45,4;2024-07-28T22:04:10.739Z;2024-07-28T22:04:12Z;[{'id': 5123611779, 'qualifierId': 140, 'value': '71.7'}, {'id': 5123611781, 'qualifierId': 141, 'value': '32.1'}, {'id': 5123611785, 'qualifierId': 213, 'value': '5.29'}, {'id': 5123611783, 'qualifierId': 212, 'value': '10.8'}, {'id': 5123611777, 'qualifierId': 56, 'value': 'Center'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;5,29;;71,7;32,1;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;71,7;32,1;;;;;;;;0;0;13;Columbus Crew II;13;DMC;1,0
2704445713;8;1;1;0;14;1zgjjyruyufrkh4xjvryqsb1i;1;71,4;31,5;2024-07-28T22:04:12.052Z;2024-07-28T22:04:13Z;[{'id': 5123611811, 'qualifierId': 213, 'value': '4.12'}, {'id': 5123611805, 'qualifierId': 140, 'value': '62.8'}, {'id': 5123611807, 'qualifierId': 141, 'value': '11.6'}, {'id': 5123611803, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123611831, 'qualifierId': 156}, {'id': 5123611809, 'qualifierId': 212, 'value': '16.3'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;4,12;;62,8;11,6;;16,3;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;62,8;11,6;;;;;;;;0;0;14;Columbus Crew II;14;AMC;1,0
2704445729;9;1;1;0;16;1zgjjyruyufrkh4xjvryqsb1i;1;62,5;12,2;2024-07-28T22:04:14.531Z;2024-07-28T22:04:17Z;[{'id': 5123611903, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123611913, 'qualifierId': 213, 'value': '2.66'}, {'id': 5123611911, 'qualifierId': 212, 'value': '11.1'}, {'id': 5123611905, 'qualifierId': 140, 'value': '53.1'}, {'id': 5123611907, 'qualifierId': 141, 'value': '19.7'}];872ifpo3qufi9vv9vy7ty6uj8;G. Wetzel;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;2,66;;53,1;19,7;;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;53,1;19,7;;;;;;;;0;0;16;Columbus Crew II;16;DR;1,0
2704445735;10;1;1;0;19;1zgjjyruyufrkh4xjvryqsb1i;1;54,1;20,8;2024-07-28T22:04:17.363Z;2024-07-28T22:04:20Z;[{'id': 5123611963, 'qualifierId': 213, 'value': '2.17'}, {'id': 5123611959, 'qualifierId': 141, 'value': '36.7'}, {'id': 5123611957, 'qualifierId': 140, 'value': '47.1'}, {'id': 5123611961, 'qualifierId': 212, 'value': '13.1'}, {'id': 5123611955, 'qualifierId': 56, 'value': 'Back'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;2,17;;47,1;36,7;;13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;47,1;36,7;;;;;;;;0;0;19;Columbus Crew II;19;DMC;1,0
2704445739;11;1;1;0;23;1zgjjyruyufrkh4xjvryqsb1i;1;47,1;36,7;2024-07-28T22:04:20.819Z;2024-07-28T22:04:24Z;[{'id': 5123611989, 'qualifierId': 212, 'value': '42.0'}, {'id': 5123611983, 'qualifierId': 56, 'value': 'Left'}, {'id': 5123611987, 'qualifierId': 141, 'value': '90.0'}, {'id': 5123611981, 'qualifierId': 155}, {'id': 5123611985, 'qualifierId': 140, 'value': '67.4'}, {'id': 5123611993, 'qualifierId': 1}, {'id': 5123611991, 'qualifierId': 213, 'value': '1.04'}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;1,04;;67,4;90,0;;42,0;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;67,4;90,0;;;;;;;;0;0;23;Columbus Crew II;23;DL;1,0
2704445747;12;1;1;0;26;1zgjjyruyufrkh4xjvryqsb1i;1;67,6;90,0;2024-07-28T22:04:23.987Z;2024-07-28T22:04:25Z;[{'id': 5123612041, 'qualifierId': 212, 'value': '11.5'}, {'id': 5123612039, 'qualifierId': 141, 'value': '89.5'}, {'id': 5123612035, 'qualifierId': 56, 'value': 'Left'}, {'id': 5123612043, 'qualifierId': 213, 'value': '6.25'}, {'id': 5123612037, 'qualifierId': 140, 'value': '78.5'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;6,25;;78,5;89,5;;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;78,5;89,5;;;;;;;;0;0;26;Columbus Crew II;26;DC;1,0
2704445749;13;61;1;0;27;1zgjjyruyufrkh4xjvryqsb1i;0;78,5;90,8;2024-07-28T22:04:24.811Z;2024-07-28T22:12:36Z;[{'id': 5123612047, 'qualifierId': 56, 'value': 'Left'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ebd9ql6s4s7oe7o0mz66btc7o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;0;27;Columbus Crew II;27;ML;1,0
2704445789;5;5;1;0;27;5b4ccd62yeeqdl2qk6jzsmjv8;1;19,7;-1,2;2024-07-28T22:04:25.404Z;2024-07-28T22:04:32Z;[{'id': 5123612217, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123612219, 'qualifierId': 347}, {'id': 5123612225, 'qualifierId': 233, 'value': '14'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;ebd9ql6s4s7oe7o0mz66btc7o;Out;;;;;;;;;;;;;;;;;;14,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;0;27;Philadelphia Union II;27;DC;1,0
2704445751;14;5;1;0;27;1zgjjyruyufrkh4xjvryqsb1i;0;80,3;101,2;2024-07-28T22:04:25.404Z;2024-07-28T22:27:48Z;[{'id': 5123612051, 'qualifierId': 347}, {'id': 5123612229, 'qualifierId': 233, 'value': '5'}, {'id': 5123612049, 'qualifierId': 56, 'value': 'Left'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ebd9ql6s4s7oe7o0mz66btc7o;Out;;;;;;;;;;;;;;;;;;5,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;0;27;Columbus Crew II;27;ML;1,0
2704445829;6;1;1;0;42;5b4ccd62yeeqdl2qk6jzsmjv8;1;19,8;0,0;2024-07-28T22:04:39.680Z;2024-07-28T22:04:41Z;[{'id': 5123612469, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123612475, 'qualifierId': 212, 'value': '9.2'}, {'id': 5123612471, 'qualifierId': 140, 'value': '23.6'}, {'id': 5123612477, 'qualifierId': 213, 'value': '1.12'}, {'id': 5123612467, 'qualifierId': 107}, {'id': 5123612473, 'qualifierId': 141, 'value': '10.9'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;1,12;;23,6;10,9;;9,2;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;23,6;10,9;;;;;;;;0;0;42;Philadelphia Union II;42;DMR;1,0
