id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_Resume;value_TeamKit;value_Involved;value_DirectionOfPlay;value_Length;value_Angle;value_KickOff;value_PassEndY;value_PassEndX;value_Zone;value_LongBall;value_Chipped;value_FlickOn;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_IntendedTackleTarget;value_Launch;value_Offensive;value_TakeOnSpace;value_TouchTypeClearance;value_Defensive;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_TouchTypePass;value_DeletedEventType;value_HeadPass;value_Assist;value_TakeOnOvertake;value_IndividualPlay;value_GoalmouthZ;value_LeftFooted;value_RegularPlay;value_RelatedEventId;value_LowRight;value_BlockedX;value_BlockedY;value_Assisted;value_GoalmouthY;value_35Centre;value_Caught;value_Hands;value_HighGkIntervention;value_Standing;value_SwitchOfPlay;value_Defensive1V1;value_NotVisible;value_BlockedPass;value_OutOfPlay;value_LayOff;value_CloseLeft;value_GkY;value_OutOfBoxCentre;value_RightFooted;value_GkX;value_NextEventGoalKick;value_GoalKick;value_Low;value_Shove/Push;value_TouchTypeControl;value_ThroughBall;value_ShirtPull/Holding;value_Handball;value_IntentionalAssist;value_GoalShotTimestamp;value_KeeperTouched;value_GoalShotGameClock;value_LowCentre;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_FirstTouch;value_BoxLeft;value_BigChance;value_1On1;value_YellowCard;value_RecklessOffence;value_InSwinger;value_Cross;value_Straight;value_FloatedCross;value_OutSwinger;value_Right;value_PlayersCaughtOffside;value_RefereeDelay;value_DrinksBreak;value_Indirect;value_Head;value_Weak;value_SetPiece;value_CloseLeftAndHigh;value_BoxRight;value_TacticalFoul;value_LowLeft;value_NotAssisted;value_Blocked;value_DefBlock;value_Left;value_CornerTaken;value_Minutes;value_OverhitCross;value_High;value_EndType;value_MediumGkIntervention;value_KeeperThrow;value_NotRetreating;value_LowGkIntervention;value_DrivenCross;value_BlockedCross;value_TimeWasting;value_FromCorner;value_SwerveLeft;value_HighRight;value_NotPastGoalLine;value_Collected;value_FromShotOffTarget;value_Stooping;value_ParriedSafe;value_Overrun;value_Strong;value_ParriedDanger;value_Fumble;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_BoxCentre;value_PullBack;value_BlockedClearance;value_MisHit;value_Volley;value_FastBreak;value_Diving;value_OtherReason;value_InjuredPlayerId;value_Injury;value_BoxDeepRight;value_Deflection;value_GkKickFromHands;value_OutOnSideline;value_IncorrectOutOfPlayDecision;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_HighCentre;value_CloseRight;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695062359;369;61;1;42;48;d0c07im4a6oj8qa7f1zlt3pqs;1;33,9;87,1;2024-06-08T01:46:38.605Z;2024-06-14T09:12:21Z;[{'id': 5071869969, 'qualifierId': 56, 'value': 'Back'}];7nxqbiq6fics5w3qnwhz249as;S. Louis-Jean;;;dbl4khkyxz3wn6wrkmemwwk5w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;42;48;Colorado Rapids II;2568;MC;1,0
2695062369;370;49;1;42;50;d0c07im4a6oj8qa7f1zlt3pqs;1;37,4;68,1;2024-06-08T01:46:40.269Z;2024-06-08T01:47:55Z;[];35ds2xu43z6jccyhlr8jsomzu;B. Arellano;;;dbl4khkyxz3wn6wrkmemwwk5w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;42;50;Colorado Rapids II;2570;AMC;1,0
2695062375;371;1;1;42;50;d0c07im4a6oj8qa7f1zlt3pqs;1;37,4;68,1;2024-06-08T01:46:40.428Z;2024-06-08T01:47:56Z;[{'id': 5071870025, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870027, 'qualifierId': 140, 'value': '18.3'}, {'id': 5071870031, 'qualifierId': 212, 'value': '20.1'}, {'id': 5071870029, 'qualifierId': 141, 'value': '70.2'}, {'id': 5071870033, 'qualifierId': 213, 'value': '3.07'}];35ds2xu43z6jccyhlr8jsomzu;B. Arellano;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;20,1;3,07;;70,2;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;18,3;70,2;;;;;;;;0;42;50;Colorado Rapids II;2570;AMC;1,0
2695062389;372;1;1;42;51;d0c07im4a6oj8qa7f1zlt3pqs;1;18,3;70,2;2024-06-08T01:46:41.628Z;2024-06-08T01:46:54Z;[{'id': 5071870093, 'qualifierId': 212, 'value': '22.0'}, {'id': 5071870089, 'qualifierId': 140, 'value': '6.8'}, {'id': 5071870091, 'qualifierId': 141, 'value': '43.1'}, {'id': 5071870095, 'qualifierId': 213, 'value': '4.13'}, {'id': 5071870087, 'qualifierId': 56, 'value': 'Back'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;22,0;4,13;;43,1;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;6,8;43,1;;;;;;;;0;42;51;Colorado Rapids II;2571;DL;1,0
2695062393;373;1;1;42;56;d0c07im4a6oj8qa7f1zlt3pqs;0;4,9;31,8;2024-06-08T01:46:46.028Z;2024-06-08T01:46:47Z;[{'id': 5071870119, 'qualifierId': 212, 'value': '35.2'}, {'id': 5071870121, 'qualifierId': 213, 'value': '5.88'}, {'id': 5071870115, 'qualifierId': 140, 'value': '35.7'}, {'id': 5071870113, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870117, 'qualifierId': 141, 'value': '11.4'}, {'id': 5071870123, 'qualifierId': 1}, {'id': 5071870111, 'qualifierId': 155}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;35,2;5,88;;11,4;35,7;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;35,7;11,4;;;;;;;;0;42;56;Colorado Rapids II;2576;GK;1,0
2695062399;353;1;1;42;57;iiolvosiuokkrl5iuoxcjo4p;0;60,2;90,6;2024-06-08T01:46:47.647Z;2024-06-08T01:46:50Z;[{'id': 5071870149, 'qualifierId': 212, 'value': '29.9'}, {'id': 5071870147, 'qualifierId': 141, 'value': '100.0'}, {'id': 5071870151, 'qualifierId': 213, 'value': '0.26'}, {'id': 5071870143, 'qualifierId': 56, 'value': 'Left'}, {'id': 5071870145, 'qualifierId': 140, 'value': '87.7'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;29,9;0,26;;100,0;87,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;87,7;100,0;;;;;;;;0;42;57;Austin II;2577;DC;1,0
2695062401;354;5;1;43;0;iiolvosiuokkrl5iuoxcjo4p;0;90,0;101,2;2024-06-08T01:46:50.091Z;2024-06-08T01:46:55Z;[{'id': 5071870249, 'qualifierId': 233, 'value': '374'}, {'id': 5071870155, 'qualifierId': 347}, {'id': 5071870153, 'qualifierId': 56, 'value': 'Left'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;dbl4khkyxz3wn6wrkmemwwk5w;Out;;;;;;;;;;;;;;;;;;;1,0;374,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;43;0;Austin II;2580;DC;1,0
2695062413;374;5;1;43;0;d0c07im4a6oj8qa7f1zlt3pqs;1;10,0;-1,2;2024-06-08T01:46:50.091Z;2024-06-08T02:07:03Z;[{'id': 5071870219, 'qualifierId': 347}, {'id': 5071870239, 'qualifierId': 233, 'value': '354'}, {'id': 5071870217, 'qualifierId': 56, 'value': 'Back'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;dbl4khkyxz3wn6wrkmemwwk5w;Out;;;;;;;;;;;;;;;;;;;1,0;354,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;43;0;Colorado Rapids II;2580;GK;1,0
2695062493;375;1;1;43;25;d0c07im4a6oj8qa7f1zlt3pqs;0;8,6;0,0;2024-06-08T01:47:14.829Z;2024-06-08T01:47:17Z;[{'id': 5071870631, 'qualifierId': 107}, {'id': 5071870641, 'qualifierId': 213, 'value': '0.20'}, {'id': 5071870633, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870635, 'qualifierId': 140, 'value': '38.8'}, {'id': 5071870637, 'qualifierId': 141, 'value': '7.7'}, {'id': 5071870639, 'qualifierId': 212, 'value': '32.3'}, {'id': 5071870643, 'qualifierId': 1}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;32,3;0,2;;7,7;38,8;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;38,8;7,7;;;;;;;;0;43;25;Colorado Rapids II;2605;MC;1,0
2695062499;355;4;1;43;30;iiolvosiuokkrl5iuoxcjo4p;1;56,8;94,6;2024-06-08T01:47:20.065Z;2024-06-08T01:47:22Z;[{'id': 5071870695, 'qualifierId': 286}, {'id': 5071870681, 'qualifierId': 13}, {'id': 5071870691, 'qualifierId': 152}, {'id': 5071870683, 'qualifierId': 295}, {'id': 5071870729, 'qualifierId': 233, 'value': '377'}, {'id': 5071870687, 'qualifierId': 56, 'value': 'Left'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;dbl4khkyxz3wn6wrkmemwwk5w;Foul;;;;;;;;;;;;;;;;;;;;377,0;;;;1,0;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;43;30;Austin II;2610;DC;1,0
2695062505;377;4;1;43;30;d0c07im4a6oj8qa7f1zlt3pqs;0;43,2;5,4;2024-06-08T01:47:20.066Z;2024-06-08T01:47:22Z;[{'id': 5071870711, 'qualifierId': 152}, {'id': 5071870709, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870733, 'qualifierId': 233, 'value': '355'}, {'id': 5071870713, 'qualifierId': 285}, {'id': 5071870705, 'qualifierId': 13}, {'id': 5071870707, 'qualifierId': 295}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;dbl4khkyxz3wn6wrkmemwwk5w;Foul;;;;;;;;;;;;;;;;;;;;355,0;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;43;30;Colorado Rapids II;2610;FW;1,0
2695062503;376;43;1;43;30;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-06-08T01:47:20.205Z;2024-06-08T01:47:23Z;[{'id': 5071870739, 'qualifierId': 144, 'value': '42'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;dbl4khkyxz3wn6wrkmemwwk5w;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;43;30;Colorado Rapids II;2610;FW;1,0
2695062513;356;1;1;43;33;iiolvosiuokkrl5iuoxcjo4p;1;41,0;94,2;2024-06-08T01:47:22.929Z;2024-06-08T01:47:24Z;[{'id': 5071870757, 'qualifierId': 140, 'value': '35.0'}, {'id': 5071870753, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870761, 'qualifierId': 141, 'value': '63.5'}, {'id': 5071870745, 'qualifierId': 5}, {'id': 5071870767, 'qualifierId': 213, 'value': '4.42'}, {'id': 5071870765, 'qualifierId': 212, 'value': '21.8'}, {'id': 5071870749, 'qualifierId': 152}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;21,8;4,42;;63,5;35,0;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;35,0;63,5;;;;;;;;0;43;33;Austin II;2613;DC;1,0
2695062517;357;1;1;43;34;iiolvosiuokkrl5iuoxcjo4p;1;35,0;63,5;2024-06-08T01:47:23.889Z;2024-06-08T01:47:24Z;[{'id': 5071870779, 'qualifierId': 141, 'value': '65.8'}, {'id': 5071870775, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870781, 'qualifierId': 212, 'value': '8.3'}, {'id': 5071870777, 'qualifierId': 140, 'value': '42.8'}, {'id': 5071870783, 'qualifierId': 213, 'value': '0.19'}];a9w6952jyw6x83gxp94zs8ro4;J. Belluz;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;8,3;0,19;;65,8;42,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;42,8;65,8;;;;;;;;0;43;34;Austin II;2614;DL;1,0
2695062527;358;1;1;43;35;iiolvosiuokkrl5iuoxcjo4p;1;42,8;65,8;2024-06-08T01:47:24.769Z;2024-06-08T01:47:28Z;[{'id': 5071870847, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870851, 'qualifierId': 141, 'value': '38.4'}, {'id': 5071870849, 'qualifierId': 140, 'value': '39.8'}, {'id': 5071870853, 'qualifierId': 212, 'value': '18.9'}, {'id': 5071870855, 'qualifierId': 213, 'value': '4.54'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;18,9;4,54;;38,4;39,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;39,8;38,4;;;;;;;;0;43;35;Austin II;2615;MC;1,0
2695062529;359;1;1;43;38;iiolvosiuokkrl5iuoxcjo4p;1;40,6;39,5;2024-06-08T01:47:28.529Z;2024-06-08T01:47:29Z;[{'id': 5071870861, 'qualifierId': 140, 'value': '33.3'}, {'id': 5071870863, 'qualifierId': 141, 'value': '55.6'}, {'id': 5071870865, 'qualifierId': 212, 'value': '13.4'}, {'id': 5071870859, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071870867, 'qualifierId': 213, 'value': '2.18'}];4wu5ystem7t4d7veep83j2qne;S. Flores;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;13,4;2,18;;55,6;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;33,3;55,6;;;;;;;;0;43;38;Austin II;2618;DR;1,0
2695062539;360;1;1;43;39;iiolvosiuokkrl5iuoxcjo4p;1;33,3;55,6;2024-06-08T01:47:29.313Z;2024-06-08T01:47:31Z;[{'id': 5071870913, 'qualifierId': 141, 'value': '64.6'}, {'id': 5071870909, 'qualifierId': 140, 'value': '41.5'}, {'id': 5071870917, 'qualifierId': 212, 'value': '10.6'}, {'id': 5071870921, 'qualifierId': 213, 'value': '0.62'}, {'id': 5071870905, 'qualifierId': 56, 'value': 'Back'}];a9w6952jyw6x83gxp94zs8ro4;J. Belluz;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;10,6;0,62;;64,6;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;41,5;64,6;;;;;;;;0;43;39;Austin II;2619;DL;1,0
2695062565;361;1;1;43;41;iiolvosiuokkrl5iuoxcjo4p;1;43,3;66,9;2024-06-08T01:47:31.217Z;2024-06-08T01:47:35Z;[{'id': 5071871037, 'qualifierId': 56, 'value': 'Left'}, {'id': 5071871043, 'qualifierId': 212, 'value': '26.8'}, {'id': 5071871041, 'qualifierId': 141, 'value': '96.9'}, {'id': 5071871045, 'qualifierId': 213, 'value': '0.87'}, {'id': 5071871039, 'qualifierId': 140, 'value': '59.8'}];etyqw24tl6zko0qarctyv6ane;R. Peña;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;26,8;0,87;;96,9;59,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;59,8;96,9;;;;;;;;0;43;41;Austin II;2621;MC;1,0
2695062571;362;1;1;43;45;iiolvosiuokkrl5iuoxcjo4p;1;60,8;96,1;2024-06-08T01:47:35.393Z;2024-06-08T01:47:37Z;[{'id': 5071871089, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071871093, 'qualifierId': 141, 'value': '94.2'}, {'id': 5071871091, 'qualifierId': 140, 'value': '48.4'}, {'id': 5071871095, 'qualifierId': 212, 'value': '13.1'}, {'id': 5071871097, 'qualifierId': 213, 'value': '3.24'}];6hh057kb54ovy3lqxo5bvxlhw;A. García;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;13,1;3,24;;94,2;48,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;48,4;94,2;;;;;;;;0;43;45;Austin II;2625;ML;1,0
2695062589;363;1;1;43;47;iiolvosiuokkrl5iuoxcjo4p;1;48,2;94,2;2024-06-08T01:47:37.666Z;2024-06-08T01:47:41Z;[{'id': 5071871181, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071871189, 'qualifierId': 213, 'value': '5.55'}, {'id': 5071871185, 'qualifierId': 141, 'value': '73.8'}, {'id': 5071871183, 'qualifierId': 140, 'value': '62.8'}, {'id': 5071871187, 'qualifierId': 212, 'value': '20.7'}];etyqw24tl6zko0qarctyv6ane;R. Peña;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;20,7;5,55;;73,8;62,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;62,8;73,8;;;;;;;;0;43;47;Austin II;2627;MC;1,0
2695062601;364;3;1;43;51;iiolvosiuokkrl5iuoxcjo4p;1;61,7;76,0;2024-06-08T01:47:41.074Z;2024-06-14T09:13:05Z;[{'id': 5076894215, 'qualifierId': 464}, {'id': 5071871237, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071871239, 'qualifierId': 286}, {'id': 5071871255, 'qualifierId': 233, 'value': '378'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;dbl4khkyxz3wn6wrkmemwwk5w;Take On;;;;;;;;;;;;;;;;;;;;378,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;43;51;Austin II;2631;AMC;1,0
2695062605;378;45;1;43;51;d0c07im4a6oj8qa7f1zlt3pqs;0;38,3;24,0;2024-06-08T01:47:41.074Z;2024-06-08T01:47:45Z;[{'id': 5071871251, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071871253, 'qualifierId': 285}, {'id': 5071871263, 'qualifierId': 233, 'value': '364'}];35ds2xu43z6jccyhlr8jsomzu;B. Arellano;;;dbl4khkyxz3wn6wrkmemwwk5w;Challenge;;;;;;;;;;;;;;;;;;;;364,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;43;51;Colorado Rapids II;2631;AMC;1,0
2695062617;365;1;1;43;55;iiolvosiuokkrl5iuoxcjo4p;1;56,5;83,8;2024-06-08T01:47:45.058Z;2024-06-08T01:47:48Z;[{'id': 5071871321, 'qualifierId': 141, 'value': '59.7'}, {'id': 5071871323, 'qualifierId': 212, 'value': '19.0'}, {'id': 5071871325, 'qualifierId': 213, 'value': '4.18'}, {'id': 5071871319, 'qualifierId': 140, 'value': '47.3'}, {'id': 5071871317, 'qualifierId': 56, 'value': 'Back'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;19,0;4,18;;59,7;47,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;47,3;59,7;;;;;;;;0;43;55;Austin II;2635;AMC;1,0
2695062635;366;1;1;43;58;iiolvosiuokkrl5iuoxcjo4p;1;47,2;57,5;2024-06-08T01:47:48.739Z;2024-06-08T01:47:53Z;[{'id': 5071871411, 'qualifierId': 213, 'value': '5.30'}, {'id': 5071871401, 'qualifierId': 155}, {'id': 5071871409, 'qualifierId': 212, 'value': '42.5'}, {'id': 5071871413, 'qualifierId': 1}, {'id': 5071871403, 'qualifierId': 56, 'value': 'Right'}, {'id': 5071871405, 'qualifierId': 140, 'value': '69.6'}, {'id': 5071871407, 'qualifierId': 141, 'value': '5.4'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;42,5;5,3;;5,4;69,6;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;69,6;5,4;;;;;;;;0;43;58;Austin II;2638;MC;1,0
