id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_Resume;value_TeamKit;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Angle;value_PassEndX;value_Zone;value_KickOff;value_Length;value_PassEndY;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_TouchTypeControl;value_NextEventGoalKick;value_Low;value_GoalKick;value_IntendedTackleTarget;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_TouchTypePass;value_DeletedEventType;value_Assist;value_IntentionalAssist;value_Assisted;value_GoalmouthZ;value_FirstTouch;value_BoxLeft;value_RelatedEventId;value_BlockedX;value_LowLeft;value_GoalmouthY;value_RegularPlay;value_BlockedY;value_LeftFooted;value_Collected;value_Stooping;value_LowGkIntervention;value_Hands;value_KeeperThrow;value_TakeOnOvertake;value_OutOfPlay;value_Chipped;value_LowCentre;value_GoalShotGameClock;value_BoxCentre;value_GkYTimeOfGoal;value_BigChance;value_GkXTimeOfGoal;value_GkY;value_1On1;value_RightFooted;value_GoalShotTimestamp;value_GkX;value_BlockedPass;value_Injury;value_InjuredPlayerId;value_Head;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_SwitchOfPlay;value_PullBack;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Cross;value_OutSwinger;value_IndividualPlay;value_FromCorner;value_Blocked;value_NotAssisted;value_DefBlock;value_OutOfBoxCentre;value_Feet;value_ParriedSafe;value_Reaching;value_LayOff;value_Overrun;value_CloseRight;value_FreeKick;value_High;value_SmallBoxCentre;value_FlickOn;value_AerialFoul;value_MediumGkIntervention;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_LastLine;value_Shove/Push;value_ParriedDanger;value_Sliding;value_NotVisible;value_Diving;value_HighGkIntervention;value_LowRight;value_SixYardBlocked;value_BoxRight;value_HighRight;value_SmallBoxRight;value_Strong;value_Volley;value_HighCentre;value_HighClaim;value_GkKickFromHands;value_Minutes;value_RecklessOffence;value_YellowCard;value_Standing;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_Defensive1V1;value_Handball;value_SmallBoxLeft;value_HighLeft;value_SetPiece;value_OtherBodyPart;value_FantasyAssistedBy;value_OwnGoal;value_FantasyAssistTeam;value_FantasyAssistId;value_BoxDeepRight;value_FantasyAssistType;value_TacticalFoul;value_BlockedCross;value_GkHoof;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2693787013;5;44;1;0;13;6ddsx316t3j0z6nolrky9k4r8;1;57,0;60,0;2024-06-01T23:06:51.154Z;2024-06-01T23:06:54Z;[{'id': 5064802023, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064802095, 'qualifierId': 233, 'value': '7'}, {'id': 5064802025, 'qualifierId': 286}];a0do5kh5akr89kst2p1hohixg;Camil Azzam Ruiz;;;d5izy9ptxpt812xrnrqw1bm6s;Aerial;;;;;;;;;;;;;;;;;;7,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;0;13;New York RB II;13;AMC;1,0
2693786999;7;44;1;0;13;4g68p0t2f5jzhzfr67i2rj1ex;0;43,0;40,0;2024-06-01T23:06:51.155Z;2024-06-01T23:06:54Z;[{'id': 5064802103, 'qualifierId': 233, 'value': '5'}, {'id': 5064801951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064801953, 'qualifierId': 285}];e23u0x31okggroh6dkoqx5fdg;D. Alexandre;;;d5izy9ptxpt812xrnrqw1bm6s;Aerial;;;;;;;;;;;;;;;;;;5,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;13;New York City II;13;DL;1,0
2693787017;6;1;1;0;14;6ddsx316t3j0z6nolrky9k4r8;0;51,7;58,9;2024-06-01T23:06:52.125Z;2024-06-07T08:08:11Z;[{'id': 5064802067, 'qualifierId': 141, 'value': '47.0'}, {'id': 5064802061, 'qualifierId': 3}, {'id': 5064802065, 'qualifierId': 140, 'value': '46.7'}, {'id': 5064802069, 'qualifierId': 212, 'value': '9.6'}, {'id': 5064802071, 'qualifierId': 213, 'value': '4.14'}, {'id': 5064802063, 'qualifierId': 56, 'value': 'Back'}];a0do5kh5akr89kst2p1hohixg;Camil Azzam Ruiz;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;4,14;46,7;;;9,6;47,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;46,7;47,0;;;;;;;0;0;0;14;New York RB II;14;AMC;1,0
2694937369;873;1;1;0;15;4g68p0t2f5jzhzfr67i2rj1ex;1;51,8;55,9;2024-06-01T23:06:53.474Z;2024-06-07T08:08:14Z;[{'id': 5071165705, 'qualifierId': 141, 'value': '80.4'}, {'id': 5071165709, 'qualifierId': 213, 'value': '1.79'}, {'id': 5071165707, 'qualifierId': 212, 'value': '17.1'}, {'id': 5071165701, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071165703, 'qualifierId': 140, 'value': '48.2'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;1,79;48,2;;;17,1;80,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;48,2;80,4;;;;;;;0;0;0;15;New York City II;15;MC;1,0
2693787023;8;1;1;0;16;4g68p0t2f5jzhzfr67i2rj1ex;0;49,2;78,8;2024-06-01T23:06:54.626Z;2024-06-01T23:06:55Z;[{'id': 5064802129, 'qualifierId': 140, 'value': '64.3'}, {'id': 5064802127, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064802135, 'qualifierId': 213, 'value': '5.71'}, {'id': 5064802133, 'qualifierId': 212, 'value': '18.9'}, {'id': 5064802131, 'qualifierId': 141, 'value': '63.7'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;5,71;64,3;;;18,9;63,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;64,3;63,7;;;;;;;0;0;0;16;New York City II;16;DC;1,0
2693787029;7;49;1;0;19;6ddsx316t3j0z6nolrky9k4r8;1;27,0;31,5;2024-06-01T23:06:57.173Z;2024-06-01T23:06:57Z;[];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;d5izy9ptxpt812xrnrqw1bm6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;0;19;New York RB II;19;MC;1,0
2693787035;8;1;1;0;20;6ddsx316t3j0z6nolrky9k4r8;0;27,4;31,5;2024-06-01T23:06:57.781Z;2024-06-01T23:06:58Z;[{'id': 5064802215, 'qualifierId': 213, 'value': '0.24'}, {'id': 5064802207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064802209, 'qualifierId': 140, 'value': '30.1'}, {'id': 5064802213, 'qualifierId': 212, 'value': '2.9'}, {'id': 5064802211, 'qualifierId': 141, 'value': '32.5'}];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;0,24;30,1;;;2,9;32,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;30,1;32,5;;;;;;;0;0;0;20;New York RB II;20;MC;1,0
2694937371;874;8;1;0;20;4g68p0t2f5jzhzfr67i2rj1ex;1;61,0;68,0;2024-06-01T23:06:58.276Z;2024-06-07T08:08:32Z;[{'id': 5071165715, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071165719, 'qualifierId': 383}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;d5izy9ptxpt812xrnrqw1bm6s;Interception;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;20;New York City II;20;MC;1,0
2693787043;9;49;1;0;22;4g68p0t2f5jzhzfr67i2rj1ex;1;60,0;61,4;2024-06-01T23:06:59.987Z;2024-06-01T23:07:00Z;[];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;d5izy9ptxpt812xrnrqw1bm6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;22;New York City II;22;MC;1,0
2693787055;10;1;1;0;22;4g68p0t2f5jzhzfr67i2rj1ex;0;68,2;65,6;2024-06-01T23:07:00.500Z;2024-06-07T08:08:50Z;[{'id': 5064802333, 'qualifierId': 56, 'value': 'Left'}, {'id': 5064802343, 'qualifierId': 1}, {'id': 5064802341, 'qualifierId': 213, 'value': '0.29'}, {'id': 5064802339, 'qualifierId': 212, 'value': '35.9'}, {'id': 5064802337, 'qualifierId': 141, 'value': '80.8'}, {'id': 5064802335, 'qualifierId': 140, 'value': '100.0'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;0,29;100,0;;;35,9;80,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;100,0;80,8;;;;;;;0;0;0;22;New York City II;22;MC;1,0
