id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_TeamKit;value_Captain;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Length;value_Zone;value_PassEndX;value_LongBall;value_Launch;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Direct;value_Offensive;value_Foul;value_Shove/Push;value_Defensive;value_Cross;value_FreeKickTaken;value_Chipped;value_OutOfPlay;value_KeeperThrow;value_SwitchOfPlay;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_BlockedPass;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Head;value_LayOff;value_Assist;value_OutOfBoxCentre;value_GkX;value_RegularPlay;value_RightFooted;value_IndividualPlay;value_CloseRight;value_GoalmouthY;value_Assisted;value_GoalmouthZ;value_GkY;value_RelatedEventId;value_IntendedTackleTarget;value_HeadPass;value_High;value_BlockedY;value_Blocked;value_HitWoodwork;value_LowCentre;value_HitBar;value_BlockedX;value_DefBlock;value_PlayersCaughtOffside;value_FollowsShotRebound;value_DeletedEventType;value_Indirect;value_TacticalFoul;value_YellowCard;value_LeftFooted;value_BoxRight;value_NotAssisted;value_Stooping;value_Collected;value_Hands;value_NotVisible;value_BoxCentre;value_CloseLeft;value_IntentionalAssist;value_SwerveLeft;value_LowLeft;value_BoxLeft;value_FirstTouch;value_Fumble;value_ParriedDanger;value_ShirtPull/Holding;value_PenaltyTakerId;value_Penalty;value_Scored;value_Diving;value_GoalShotGameClock;value_GoalShotTimestamp;value_Second(2Nd)OppositeRelatedEventId;value_BigChance;value_CausingPlayer;value_RecklessOffence;value_FlickOn;value_DrinksBreak;value_RefereeDelay;value_HighLeft;value_SmallBoxLeft;value_LowRight;value_FollowsADribble;value_CloseHigh;value_Minutes;value_PullBack;value_35Centre;value_FreeKick;value_EndType;value_GkHoof;value_OutSwinger;value_Overrun;value_InjuredPlayerId;value_Injury;value_ThroughBall;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_FastBreak;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_FromCorner;value_NotPastGoalLine;value_Feet;value_Sliding;value_ParriedSafe;value_SetPiece;value_AerialFoul;value_CloseRightAndHigh;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2711617897;5;5;1;0;16;7pmw399vh2v44cjle4fkklp1w;0;24,0;101,4;2024-08-22T00:04:29.700Z;2024-08-22T00:20:21Z;[{'id': 5163315381, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163315385, 'qualifierId': 347}, {'id': 5163315467, 'qualifierId': 233, 'value': '8'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;bzxivr33jhmizbymk316otj4k;Out;;;;;;;;;;;;;;;;;;1,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;16;Minnesota United II;16;DC;1,0
2711617907;8;5;1;0;16;1pc6sx2h4rp113ldkbp5d2xas;1;76,0;-1,4;2024-08-22T00:04:29.700Z;2024-08-22T00:20:21Z;[{'id': 5163315451, 'qualifierId': 233, 'value': '5'}, {'id': 5163315443, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163315445, 'qualifierId': 347}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;bzxivr33jhmizbymk316otj4k;Out;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;0;16;Houston Dynamo II;16;FW;1,0
2711617921;9;1;1;0;20;1pc6sx2h4rp113ldkbp5d2xas;1;78,8;0,0;2024-08-22T00:04:33.636Z;2024-08-22T00:04:36Z;[{'id': 5163315513, 'qualifierId': 140, 'value': '63.7'}, {'id': 5163315509, 'qualifierId': 107}, {'id': 5163315515, 'qualifierId': 141, 'value': '14.7'}, {'id': 5163315519, 'qualifierId': 213, 'value': '2.54'}, {'id': 5163315517, 'qualifierId': 212, 'value': '19.3'}, {'id': 5163315511, 'qualifierId': 56, 'value': 'Right'}];a1rc6kukly42y5j5smz3w72tw;T. Ibsais;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,54;14,7;19,3;;63,7;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;63,7;14,7;;;;;;;;0;0;20;Houston Dynamo II;20;DMR;1,0
2711617965;10;1;1;0;23;1pc6sx2h4rp113ldkbp5d2xas;1;63,7;14,7;2024-08-22T00:04:36.596Z;2024-08-22T00:04:43Z;[{'id': 5163315751, 'qualifierId': 213, 'value': '6.07'}, {'id': 5163315749, 'qualifierId': 212, 'value': '34.4'}, {'id': 5163315743, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163315745, 'qualifierId': 140, 'value': '95.7'}, {'id': 5163315753, 'qualifierId': 1}, {'id': 5163315747, 'qualifierId': 141, 'value': '4.0'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;6,07;4,0;34,4;;95,7;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;95,7;4,0;;;;;;;;0;0;23;Houston Dynamo II;23;DMC;1,0
2711617967;11;4;1;0;27;1pc6sx2h4rp113ldkbp5d2xas;1;92,8;5,4;2024-08-22T00:04:40.659Z;2024-08-22T00:04:48Z;[{'id': 5163315843, 'qualifierId': 152}, {'id': 5163315845, 'qualifierId': 286}, {'id': 5163315851, 'qualifierId': 233, 'value': '6'}, {'id': 5163315837, 'qualifierId': 13}, {'id': 5163315839, 'qualifierId': 294}, {'id': 5163315841, 'qualifierId': 56, 'value': 'Right'}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;bzxivr33jhmizbymk316otj4k;Foul;;;;;;;;;;;;;;;;;;;6,0;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;0;27;Houston Dynamo II;27;FW;1,0
2711617947;6;4;1;0;27;7pmw399vh2v44cjle4fkklp1w;0;7,2;94,6;2024-08-22T00:04:40.660Z;2024-08-22T00:04:47Z;[{'id': 5163315717, 'qualifierId': 152}, {'id': 5163315857, 'qualifierId': 233, 'value': '11'}, {'id': 5163315711, 'qualifierId': 13}, {'id': 5163315713, 'qualifierId': 294}, {'id': 5163315715, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163315719, 'qualifierId': 285}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;bzxivr33jhmizbymk316otj4k;Foul;;;;;;;;;;;;;;;;;;;11,0;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;27;Minnesota United II;27;DC;1,0
2711618101;12;1;1;0;58;1pc6sx2h4rp113ldkbp5d2xas;0;94,7;7,6;2024-08-22T00:05:11.747Z;2024-08-22T00:05:15Z;[{'id': 5163316533, 'qualifierId': 2}, {'id': 5163316535, 'qualifierId': 5}, {'id': 5163316541, 'qualifierId': 56, 'value': 'Center'}, {'id': 5163316547, 'qualifierId': 212, 'value': '20.5'}, {'id': 5163316539, 'qualifierId': 152}, {'id': 5163316549, 'qualifierId': 213, 'value': '1.53'}, {'id': 5163316537, 'qualifierId': 155}, {'id': 5163316545, 'qualifierId': 141, 'value': '37.7'}, {'id': 5163316543, 'qualifierId': 140, 'value': '95.5'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,53;37,7;20,5;;95,5;;;;;;1,0;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;95,5;37,7;;;;;;;;0;0;58;Houston Dynamo II;58;DMC;1,0
2711618109;7;12;1;1;3;7pmw399vh2v44cjle4fkklp1w;1;3,6;62,7;2024-08-22T00:05:16.227Z;2024-08-22T00:05:18Z;[{'id': 5163316595, 'qualifierId': 167}, {'id': 5163316581, 'qualifierId': 141, 'value': '100.0'}, {'id': 5163316579, 'qualifierId': 140, 'value': '8.8'}, {'id': 5163316585, 'qualifierId': 213, 'value': '1.37'}, {'id': 5163316577, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163316583, 'qualifierId': 212, 'value': '26.8'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;bzxivr33jhmizbymk316otj4k;Clearance;;;;;;;;;;;1,37;100,0;26,8;;8,8;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;8,8;100,0;;;;;;;;0;1;3;Minnesota United II;63;AML;1,0
2711618111;8;5;1;1;5;7pmw399vh2v44cjle4fkklp1w;0;8,0;101,4;2024-08-22T00:05:17.971Z;2024-08-22T00:20:22Z;[{'id': 5163316589, 'qualifierId': 347}, {'id': 5163316715, 'qualifierId': 233, 'value': '13'}, {'id': 5163316587, 'qualifierId': 56, 'value': 'Back'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;bzxivr33jhmizbymk316otj4k;Out;;;;;;;;;;;;;;;;;;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;1;5;Minnesota United II;65;AML;1,0
2711618131;13;5;1;1;5;1pc6sx2h4rp113ldkbp5d2xas;1;92,0;-1,4;2024-08-22T00:05:17.971Z;2024-08-22T00:20:21Z;[{'id': 5163316703, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163316705, 'qualifierId': 347}, {'id': 5163316711, 'qualifierId': 233, 'value': '8'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;bzxivr33jhmizbymk316otj4k;Out;;;;;;;;;;;;;;;;;;1,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;1;5;Houston Dynamo II;65;DMC;1,0
