id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_TeamKit;value_Captain;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Length;value_Zone;value_PassEndX;value_LongBall;value_Launch;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Direct;value_Offensive;value_Foul;value_Shove/Push;value_Defensive;value_Cross;value_FreeKickTaken;value_Chipped;value_OutOfPlay;value_KeeperThrow;value_SwitchOfPlay;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_BlockedPass;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Head;value_LayOff;value_Assist;value_OutOfBoxCentre;value_GkX;value_RegularPlay;value_RightFooted;value_IndividualPlay;value_CloseRight;value_GoalmouthY;value_Assisted;value_GoalmouthZ;value_GkY;value_RelatedEventId;value_IntendedTackleTarget;value_HeadPass;value_High;value_BlockedY;value_Blocked;value_HitWoodwork;value_LowCentre;value_HitBar;value_BlockedX;value_DefBlock;value_PlayersCaughtOffside;value_FollowsShotRebound;value_DeletedEventType;value_Indirect;value_TacticalFoul;value_YellowCard;value_LeftFooted;value_BoxRight;value_NotAssisted;value_Stooping;value_Collected;value_Hands;value_NotVisible;value_BoxCentre;value_CloseLeft;value_IntentionalAssist;value_SwerveLeft;value_LowLeft;value_BoxLeft;value_FirstTouch;value_Fumble;value_ParriedDanger;value_ShirtPull/Holding;value_PenaltyTakerId;value_Penalty;value_Scored;value_Diving;value_GoalShotGameClock;value_GoalShotTimestamp;value_Second(2Nd)OppositeRelatedEventId;value_BigChance;value_CausingPlayer;value_RecklessOffence;value_FlickOn;value_DrinksBreak;value_RefereeDelay;value_HighLeft;value_SmallBoxLeft;value_LowRight;value_FollowsADribble;value_CloseHigh;value_Minutes;value_PullBack;value_35Centre;value_FreeKick;value_EndType;value_GkHoof;value_OutSwinger;value_Overrun;value_InjuredPlayerId;value_Injury;value_ThroughBall;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_FastBreak;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_FromCorner;value_NotPastGoalLine;value_Feet;value_Sliding;value_ParriedSafe;value_SetPiece;value_AerialFoul;value_CloseRightAndHigh;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2711629799;311;44;1;40;55;7pmw399vh2v44cjle4fkklp1w;0;31,9;5,5;2024-08-22T00:45:08.794Z;2024-08-22T00:51:43Z;[{'id': 5163381389, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163381437, 'qualifierId': 233, 'value': '338'}, {'id': 5163381391, 'qualifierId': 285}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;bzxivr33jhmizbymk316otj4k;Aerial;;;;;;;;;;;;;;;;;;;338,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;40;55;Minnesota United II;2455;DR;1,0
2711629811;339;1;1;40;57;1pc6sx2h4rp113ldkbp5d2xas;1;71,1;90,9;2024-08-22T00:45:10.714Z;2024-08-22T00:45:12Z;[{'id': 5163381445, 'qualifierId': 3}, {'id': 5163381449, 'qualifierId': 140, 'value': '62.8'}, {'id': 5163381451, 'qualifierId': 141, 'value': '82.9'}, {'id': 5163381447, 'qualifierId': 56, 'value': 'Left'}, {'id': 5163381459, 'qualifierId': 156}, {'id': 5163381453, 'qualifierId': 212, 'value': '10.3'}, {'id': 5163381455, 'qualifierId': 213, 'value': '3.70'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;3,7;82,9;10,3;;62,8;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;62,8;82,9;;;;;;;;0;40;57;Houston Dynamo II;2457;DML;1,0
2711634399;396;1;1;41;0;1pc6sx2h4rp113ldkbp5d2xas;1;65,4;75,9;2024-08-22T00:45:12.942Z;2024-08-22T00:58:00Z;[{'id': 5163407397, 'qualifierId': 212, 'value': '10.3'}, {'id': 5163407391, 'qualifierId': 56, 'value': 'Center'}, {'id': 5163407395, 'qualifierId': 141, 'value': '63.4'}, {'id': 5163407393, 'qualifierId': 140, 'value': '59.9'}, {'id': 5163407399, 'qualifierId': 213, 'value': '4.12'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,12;63,4;10,3;;59,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;59,9;63,4;;;;;;;;0;41;0;Houston Dynamo II;2460;AMC;1,0
2711634403;397;49;1;41;1;1pc6sx2h4rp113ldkbp5d2xas;1;60,0;67,5;2024-08-22T00:45:13.942Z;2024-08-22T00:58:00Z;[];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;bzxivr33jhmizbymk316otj4k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;1;Houston Dynamo II;2461;DMC;1,0
2711629827;340;1;1;41;1;1pc6sx2h4rp113ldkbp5d2xas;1;62,2;82,1;2024-08-22T00:45:14.114Z;2024-08-22T00:58:05Z;[{'id': 5163381533, 'qualifierId': 213, 'value': '4.32'}, {'id': 5163381527, 'qualifierId': 140, 'value': '57.7'}, {'id': 5163381531, 'qualifierId': 212, 'value': '12.4'}, {'id': 5163381529, 'qualifierId': 141, 'value': '65.2'}, {'id': 5163381525, 'qualifierId': 56, 'value': 'Center'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,32;65,2;12,4;;57,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;57,7;65,2;;;;;;;;0;41;1;Houston Dynamo II;2461;DMC;1,0
2711629839;341;1;1;41;2;1pc6sx2h4rp113ldkbp5d2xas;1;57,7;64,8;2024-08-22T00:45:14.971Z;2024-08-22T00:58:06Z;[{'id': 5163381601, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163381605, 'qualifierId': 141, 'value': '45.4'}, {'id': 5163381603, 'qualifierId': 140, 'value': '38.7'}, {'id': 5163381609, 'qualifierId': 212, 'value': '23.9'}, {'id': 5163381613, 'qualifierId': 213, 'value': '3.73'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;3,73;45,4;23,9;;38,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;38,7;45,4;;;;;;;;0;41;2;Houston Dynamo II;2462;DMC;1,0
2711629855;342;1;1;41;4;1pc6sx2h4rp113ldkbp5d2xas;1;39,1;43,9;2024-08-22T00:45:17.674Z;2024-08-22T00:45:20Z;[{'id': 5163381695, 'qualifierId': 213, 'value': '2.08'}, {'id': 5163381687, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163381693, 'qualifierId': 212, 'value': '13.4'}, {'id': 5163381691, 'qualifierId': 141, 'value': '61.2'}, {'id': 5163381689, 'qualifierId': 140, 'value': '32.9'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,08;61,2;13,4;;32,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;32,9;61,2;;;;;;;;0;41;4;Houston Dynamo II;2464;DC;1,0
2711629867;343;1;1;41;7;1pc6sx2h4rp113ldkbp5d2xas;1;33,0;60,6;2024-08-22T00:45:20.122Z;2024-08-22T00:45:21Z;[{'id': 5163381761, 'qualifierId': 213, 'value': '1.31'}, {'id': 5163381759, 'qualifierId': 212, 'value': '14.7'}, {'id': 5163381755, 'qualifierId': 140, 'value': '36.6'}, {'id': 5163381757, 'qualifierId': 141, 'value': '81.5'}, {'id': 5163381753, 'qualifierId': 56, 'value': 'Back'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,31;81,5;14,7;;36,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;36,6;81,5;;;;;;;;0;41;7;Houston Dynamo II;2467;DC;1,0
2711629879;344;1;1;41;8;1pc6sx2h4rp113ldkbp5d2xas;1;36,5;83,0;2024-08-22T00:45:21.834Z;2024-08-22T00:45:23Z;[{'id': 5163381825, 'qualifierId': 140, 'value': '54.0'}, {'id': 5163381827, 'qualifierId': 141, 'value': '95.9'}, {'id': 5163381823, 'qualifierId': 56, 'value': 'Left'}, {'id': 5163381831, 'qualifierId': 213, 'value': '0.45'}, {'id': 5163381829, 'qualifierId': 212, 'value': '20.4'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;0,45;95,9;20,4;;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;54,0;95,9;;;;;;;;0;41;8;Houston Dynamo II;2468;DC;1,0
2711629895;345;1;1;41;10;1pc6sx2h4rp113ldkbp5d2xas;1;54,0;95,9;2024-08-22T00:45:23.626Z;2024-08-22T00:45:24Z;[{'id': 5163381935, 'qualifierId': 156}, {'id': 5163381915, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163381925, 'qualifierId': 141, 'value': '86.6'}, {'id': 5163381929, 'qualifierId': 212, 'value': '13.8'}, {'id': 5163381931, 'qualifierId': 213, 'value': '3.62'}, {'id': 5163381919, 'qualifierId': 140, 'value': '42.3'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;3,62;86,6;13,8;;42,3;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;42,3;86,6;;;;;;;;0;41;10;Houston Dynamo II;2470;DML;1,0
2711629925;346;1;1;41;13;1pc6sx2h4rp113ldkbp5d2xas;0;42,3;86,6;2024-08-22T00:45:26.266Z;2024-08-22T00:45:29Z;[{'id': 5163382085, 'qualifierId': 1}, {'id': 5163382077, 'qualifierId': 140, 'value': '85.9'}, {'id': 5163382083, 'qualifierId': 213, 'value': '6.17'}, {'id': 5163382073, 'qualifierId': 155}, {'id': 5163382081, 'qualifierId': 212, 'value': '46.1'}, {'id': 5163382075, 'qualifierId': 56, 'value': 'Center'}, {'id': 5163382079, 'qualifierId': 141, 'value': '78.8'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;6,17;78,8;46,1;;85,9;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;85,9;78,8;;;;;;;;0;41;13;Houston Dynamo II;2473;DMC;1,0
2711629929;312;52;1;41;16;7pmw399vh2v44cjle4fkklp1w;1;14,7;28,6;2024-08-22T00:45:29.561Z;2024-08-22T00:45:29Z;[];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;bzxivr33jhmizbymk316otj4k;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;41;16;Minnesota United II;2476;GK;1,0
2711629989;313;1;1;41;19;7pmw399vh2v44cjle4fkklp1w;1;13,0;29,6;2024-08-22T00:45:32.554Z;2024-08-22T00:45:39Z;[{'id': 5163382335, 'qualifierId': 140, 'value': '17.2'}, {'id': 5163382333, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163382339, 'qualifierId': 212, 'value': '4.6'}, {'id': 5163382341, 'qualifierId': 213, 'value': '6.00'}, {'id': 5163382331, 'qualifierId': 123}, {'id': 5163382337, 'qualifierId': 141, 'value': '27.7'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;6,0;27,7;4,6;;17,2;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;17,2;27,7;;;;;;;;0;41;19;Minnesota United II;2479;GK;1,0
2711630057;314;1;1;41;26;7pmw399vh2v44cjle4fkklp1w;1;20,9;30,1;2024-08-22T00:45:39.633Z;2024-08-22T00:45:43Z;[{'id': 5163382569, 'qualifierId': 141, 'value': '53.7'}, {'id': 5163382571, 'qualifierId': 212, 'value': '19.0'}, {'id': 5163382565, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163382573, 'qualifierId': 213, 'value': '2.13'}, {'id': 5163382567, 'qualifierId': 140, 'value': '11.3'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,13;53,7;19,0;;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;11,3;53,7;;;;;;;;0;41;26;Minnesota United II;2486;DL;1,0
2711630075;315;1;1;41;30;7pmw399vh2v44cjle4fkklp1w;0;12,5;53,7;2024-08-22T00:45:43.481Z;2024-08-22T00:45:47Z;[{'id': 5163382679, 'qualifierId': 157}, {'id': 5163382681, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163382687, 'qualifierId': 212, 'value': '55.9'}, {'id': 5163382689, 'qualifierId': 213, 'value': '5.85'}, {'id': 5163382691, 'qualifierId': 1}, {'id': 5163382685, 'qualifierId': 141, 'value': '19.2'}, {'id': 5163382683, 'qualifierId': 140, 'value': '60.8'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;5,85;19,2;55,9;;60,8;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;60,8;19,2;;;;;;;;0;41;30;Minnesota United II;2490;GK;1,0
2711630093;347;44;1;41;33;1pc6sx2h4rp113ldkbp5d2xas;1;35,3;80,2;2024-08-22T00:45:46.376Z;2024-08-22T00:45:50Z;[{'id': 5163382769, 'qualifierId': 233, 'value': '316'}, {'id': 5163382747, 'qualifierId': 285}, {'id': 5163382745, 'qualifierId': 56, 'value': 'Back'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Aerial;;;;;;;;;;;;;;;;;;;316,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;33;Houston Dynamo II;2493;DC;1,0
2711630085;316;44;1;41;33;7pmw399vh2v44cjle4fkklp1w;0;64,7;19,8;2024-08-22T00:45:46.377Z;2024-08-22T00:45:49Z;[{'id': 5163382729, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163382731, 'qualifierId': 286}, {'id': 5163382783, 'qualifierId': 233, 'value': '347'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;bzxivr33jhmizbymk316otj4k;Aerial;;;;;;;;;;;;;;;;;;;347,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;41;33;Minnesota United II;2493;AMR;1,0
2711630131;348;1;1;41;34;1pc6sx2h4rp113ldkbp5d2xas;0;29,5;79,0;2024-08-22T00:45:47.418Z;2024-08-22T00:45:50Z;[{'id': 5163382943, 'qualifierId': 213, 'value': '0.82'}, {'id': 5163382937, 'qualifierId': 140, 'value': '36.1'}, {'id': 5163382941, 'qualifierId': 212, 'value': '10.2'}, {'id': 5163382939, 'qualifierId': 141, 'value': '90.0'}, {'id': 5163382933, 'qualifierId': 3}, {'id': 5163382935, 'qualifierId': 56, 'value': 'Back'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;0,82;90,0;10,2;;36,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;36,1;90,0;;;;;;;;0;41;34;Houston Dynamo II;2494;DC;1,0
2711630155;317;1;1;41;39;7pmw399vh2v44cjle4fkklp1w;1;66,3;23,6;2024-08-22T00:45:52.593Z;2024-08-22T00:45:54Z;[{'id': 5163383085, 'qualifierId': 213, 'value': '3.02'}, {'id': 5163383083, 'qualifierId': 212, 'value': '12.1'}, {'id': 5163383077, 'qualifierId': 56, 'value': 'Center'}, {'id': 5163383079, 'qualifierId': 140, 'value': '54.9'}, {'id': 5163383081, 'qualifierId': 141, 'value': '25.7'}];bp0a3bvzsxokh4nu3bq96yx3o;J. Bell;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;3,02;25,7;12,1;;54,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;54,9;25,7;;;;;;;;0;41;39;Minnesota United II;2499;AMC;1,0
2711630179;318;1;1;41;41;7pmw399vh2v44cjle4fkklp1w;1;55,9;28,2;2024-08-22T00:45:54.257Z;2024-08-22T00:45:56Z;[{'id': 5163383233, 'qualifierId': 140, 'value': '46.1'}, {'id': 5163383235, 'qualifierId': 141, 'value': '45.5'}, {'id': 5163383231, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163383237, 'qualifierId': 212, 'value': '15.6'}, {'id': 5163383239, 'qualifierId': 213, 'value': '2.29'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,29;45,5;15,6;;46,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;46,1;45,5;;;;;;;;0;41;41;Minnesota United II;2501;MC;1,0
2711630203;319;1;1;41;43;7pmw399vh2v44cjle4fkklp1w;1;46,1;45,5;2024-08-22T00:45:56.210Z;2024-08-22T00:45:59Z;[{'id': 5163383389, 'qualifierId': 212, 'value': '13.4'}, {'id': 5163383391, 'qualifierId': 213, 'value': '0.83'}, {'id': 5163383385, 'qualifierId': 140, 'value': '54.7'}, {'id': 5163383387, 'qualifierId': 141, 'value': '60.0'}, {'id': 5163383383, 'qualifierId': 56, 'value': 'Center'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;0,83;60,0;13,4;;54,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;54,7;60,0;;;;;;;;0;41;43;Minnesota United II;2503;MC;1,0
2711630219;320;1;1;41;46;7pmw399vh2v44cjle4fkklp1w;1;54,7;64,1;2024-08-22T00:45:59.457Z;2024-08-22T00:46:01Z;[{'id': 5163383485, 'qualifierId': 213, 'value': '2.61'}, {'id': 5163383477, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163383483, 'qualifierId': 212, 'value': '13.2'}, {'id': 5163383479, 'qualifierId': 140, 'value': '43.9'}, {'id': 5163383481, 'qualifierId': 141, 'value': '74.0'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,61;74,0;13,2;;43,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;43,9;74,0;;;;;;;;0;41;46;Minnesota United II;2506;AML;1,0
2711630229;321;1;1;41;48;7pmw399vh2v44cjle4fkklp1w;1;43,6;73,5;2024-08-22T00:46:01.321Z;2024-08-22T00:46:02Z;[{'id': 5163383517, 'qualifierId': 140, 'value': '45.1'}, {'id': 5163383521, 'qualifierId': 212, 'value': '5.9'}, {'id': 5163383515, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163383523, 'qualifierId': 213, 'value': '4.98'}, {'id': 5163383519, 'qualifierId': 141, 'value': '65.1'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,98;65,1;5,9;;45,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;45,1;65,1;;;;;;;;0;41;48;Minnesota United II;2508;DC;1,0
2711630237;322;1;1;41;49;7pmw399vh2v44cjle4fkklp1w;1;45,1;65,1;2024-08-22T00:46:02.257Z;2024-08-22T00:46:03Z;[{'id': 5163383557, 'qualifierId': 141, 'value': '76.2'}, {'id': 5163383555, 'qualifierId': 140, 'value': '44.1'}, {'id': 5163383553, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163383559, 'qualifierId': 212, 'value': '7.6'}, {'id': 5163383561, 'qualifierId': 213, 'value': '1.71'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,71;76,2;7,6;;44,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;44,1;76,2;;;;;;;;0;41;49;Minnesota United II;2509;MC;1,0
2711630257;323;1;1;41;50;7pmw399vh2v44cjle4fkklp1w;1;44,1;76,2;2024-08-22T00:46:03.273Z;2024-08-22T00:46:06Z;[{'id': 5163383657, 'qualifierId': 140, 'value': '36.0'}, {'id': 5163383661, 'qualifierId': 212, 'value': '20.9'}, {'id': 5163383655, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163383659, 'qualifierId': 141, 'value': '48.2'}, {'id': 5163383663, 'qualifierId': 213, 'value': '4.29'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,29;48,2;20,9;;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;36,0;48,2;;;;;;;;0;41;50;Minnesota United II;2510;DC;1,0
