id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_JerseyNumber;value_Captain;value_Resume;value_TeamKit;value_DirectionOfPlay;value_Length;value_Angle;value_Zone;value_PassEndY;value_PassEndX;value_KickOff;value_LongBall;value_PlayersCaughtOffside;value_Direct;value_FreeKickTaken;value_NotVisible;value_Indirect;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_Cross;value_Foul;value_ShirtPull/Holding;value_DeletedEventType;value_Chipped;value_IntendedTackleTarget;value_Assist;value_IntentionalAssist;value_BlockedX;value_RegularPlay;value_Blocked;value_Deflection;value_GkY;value_GoalmouthZ;value_BlockedY;value_RelatedEventId;value_LowLeft;value_GoalmouthY;value_SixYardBlocked;value_RightFooted;value_Assisted;value_BoxCentre;value_FirstTouch;value_GkX;value_DefBlock;value_NotAssisted;value_LeftFooted;value_LowCentre;value_BigChance;value_AerialFoul;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_HeadPass;value_Launch;value_OutOfPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_ThroughBall;value_GoalShotTimestamp;value_GoalShotGameClock;value_HighRight;value_IndividualPlay;value_OutOfBoxCentre;value_Standing;value_ParriedDanger;value_OtherBodyPart;value_KeeperThrow;value_AttemptedTackle;value_YellowCard;value_RecklessOffence;value_Head;value_SetPiece;value_Diving;value_Hands;value_Overrun;value_High;value_Left;value_CornerTaken;value_OutSwinger;value_LayOff;value_CloseHigh;value_BoxRight;value_Handball;value_VideoCoverageLost;value_Right;value_InSwinger;value_LeadingToAttempt;value_FromCorner;value_RelatedError1Id;value_Minutes;value_TacticalFoul;value_FlickOn;value_EndType;value_OverArm;value_BoxLeft;value_SoloRun;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CaptainChange;value_GkKickFromHands;value_NotPastGoalLine;value_35Right;value_OwnPlayer;value_OwnShotBlocked;value_FairPlay;value_Injury;value_InjuredPlayerId;value_Shove/Push;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2703967547;5;2;1;0;30;dqx48fglv1l96cyrmjdod0xec;1;35,8;72,7;2024-07-28T00:19:28.319Z;2024-07-28T01:20:46Z;[{'id': 5121294465, 'qualifierId': 152}, {'id': 5121294463, 'qualifierId': 5}, {'id': 5121026287, 'qualifierId': 141, 'value': '90.5'}, {'id': 5121026285, 'qualifierId': 140, 'value': '84.2'}, {'id': 5121026509, 'qualifierId': 7, 'value': '9gswafduy82n4o6f0uk0khhck'}, {'id': 5121026513, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121026511, 'qualifierId': 1}];276kl5oc1k19y1linbxml0xec;Ó. Benítez;;;eam8fvksb4dxnr3419yzo6uxg;Offside Pass;;;;;;;;;;;;;90,5;84,2;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;84,2;90,5;;;;;;;0;0;0;30;North Texas;30;DC;1,0
2703967557;7;55;1;0;30;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,4;17,0;2024-07-28T00:19:28.320Z;2024-07-28T00:58:37Z;[{'id': 5121028533, 'qualifierId': 189}];auomns9j08ffqknhs9007ju38;M. Molina;;;eam8fvksb4dxnr3419yzo6uxg;Offside provoked;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;0;30;St. Louis City II;30;DR;1,0
2703967735;8;1;1;0;52;99l7fsj6ykgbyqcb9zqqu9dgq;1;29,3;25,9;2024-07-28T00:19:49.634Z;2024-07-28T00:19:51Z;[{'id': 5121027325, 'qualifierId': 141, 'value': '64.5'}, {'id': 5121027317, 'qualifierId': 5}, {'id': 5121027327, 'qualifierId': 212, 'value': '27.0'}, {'id': 5121027323, 'qualifierId': 140, 'value': '23.2'}, {'id': 5121027321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121027319, 'qualifierId': 241}, {'id': 5121027329, 'qualifierId': 213, 'value': '1.81'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;27,0;1,81;;64,5;23,2;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;23,2;64,5;;;;;;;0;0;0;52;St. Louis City II;52;DL;1,0
2703967755;9;1;1;0;53;99l7fsj6ykgbyqcb9zqqu9dgq;1;23,2;64,5;2024-07-28T00:19:51.202Z;2024-07-28T00:19:53Z;[{'id': 5121027449, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121027457, 'qualifierId': 213, 'value': '0.88'}, {'id': 5121027455, 'qualifierId': 212, 'value': '17.4'}, {'id': 5121027451, 'qualifierId': 140, 'value': '33.8'}, {'id': 5121027453, 'qualifierId': 141, 'value': '84.1'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;17,4;0,88;;84,1;33,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;33,8;84,1;;;;;;;0;0;0;53;St. Louis City II;53;DC;1,0
2703967775;10;1;1;0;55;99l7fsj6ykgbyqcb9zqqu9dgq;1;31,7;85,4;2024-07-28T00:19:52.978Z;2024-07-28T00:19:54Z;[{'id': 5121027577, 'qualifierId': 213, 'value': '4.50'}, {'id': 5121027575, 'qualifierId': 212, 'value': '10.9'}, {'id': 5121027569, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121027571, 'qualifierId': 140, 'value': '29.5'}, {'id': 5121027573, 'qualifierId': 141, 'value': '69.7'}];9acojrco6dg2i9otq02gj6904;T. Rose;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;10,9;4,5;;69,7;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;29,5;69,7;;;;;;;0;0;0;55;St. Louis City II;55;DC;1,0
2703967779;11;50;1;0;57;99l7fsj6ykgbyqcb9zqqu9dgq;1;31,6;65,3;2024-07-28T00:19:54.602Z;2024-07-28T00:19:59Z;[{'id': 5121028119, 'qualifierId': 233, 'value': '6'}, {'id': 5121027583, 'qualifierId': 285}, {'id': 5121027581, 'qualifierId': 56, 'value': 'Back'}];7al9w77ailhli8g487tkl32tw;M. Westergren;;;eam8fvksb4dxnr3419yzo6uxg;Dispossessed;;;;;;;;;;;;;;;;;;;;;;6,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;0;57;St. Louis City II;57;MC;1,0
2703967843;6;7;1;0;57;dqx48fglv1l96cyrmjdod0xec;1;68,4;34,7;2024-07-28T00:19:54.603Z;2024-07-28T00:19:59Z;[{'id': 5121027993, 'qualifierId': 286}, {'id': 5121027991, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121028089, 'qualifierId': 233, 'value': '11'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eam8fvksb4dxnr3419yzo6uxg;Tackle;;;;;;;;;;;;;;;;;;;;;;11,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;0;57;North Texas;57;FW;1,0
2703967855;7;49;1;1;1;dqx48fglv1l96cyrmjdod0xec;1;67,4;38,4;2024-07-28T00:19:58.991Z;2024-07-28T00:19:59Z;[];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eam8fvksb4dxnr3419yzo6uxg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;1;1;North Texas;61;FW;1,0
2703967879;8;1;1;1;1;dqx48fglv1l96cyrmjdod0xec;1;67,4;38,4;2024-07-28T00:19:59.022Z;2024-07-28T00:20:01Z;[{'id': 5121028197, 'qualifierId': 140, 'value': '73.3'}, {'id': 5121028203, 'qualifierId': 212, 'value': '9.2'}, {'id': 5121028199, 'qualifierId': 141, 'value': '28.4'}, {'id': 5121028207, 'qualifierId': 213, 'value': '5.45'}, {'id': 5121028193, 'qualifierId': 56, 'value': 'Center'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;9,2;5,45;;28,4;73,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;73,3;28,4;;;;;;;0;0;1;1;North Texas;61;FW;1,0
2703967907;9;1;1;1;3;dqx48fglv1l96cyrmjdod0xec;1;73,3;28,4;2024-07-28T00:20:01.150Z;2024-07-28T00:20:03Z;[{'id': 5121028345, 'qualifierId': 141, 'value': '11.0'}, {'id': 5121028347, 'qualifierId': 212, 'value': '12.1'}, {'id': 5121028349, 'qualifierId': 213, 'value': '4.91'}, {'id': 5121028343, 'qualifierId': 140, 'value': '75.5'}, {'id': 5121028341, 'qualifierId': 56, 'value': 'Right'}];9k050zmkegfu3gdw2b4g4uwwk;C. Glover;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;12,1;4,91;;11,0;75,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;75,5;11,0;;;;;;;0;0;1;3;North Texas;63;FW;1,0
2703967945;10;1;1;1;6;dqx48fglv1l96cyrmjdod0xec;1;74,9;13,3;2024-07-28T00:20:03.550Z;2024-07-28T00:20:06Z;[{'id': 5121028589, 'qualifierId': 212, 'value': '24.3'}, {'id': 5121028591, 'qualifierId': 213, 'value': '1.91'}, {'id': 5121028583, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121028585, 'qualifierId': 140, 'value': '67.1'}, {'id': 5121028587, 'qualifierId': 141, 'value': '46.9'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;24,3;1,91;;46,9;67,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;67,1;46,9;;;;;;;0;0;1;6;North Texas;66;MR;1,0
2703967975;11;1;1;1;8;dqx48fglv1l96cyrmjdod0xec;1;64,6;55,5;2024-07-28T00:20:06.382Z;2024-07-28T00:20:08Z;[{'id': 5121028753, 'qualifierId': 212, 'value': '23.6'}, {'id': 5121028747, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121028749, 'qualifierId': 140, 'value': '62.4'}, {'id': 5121028751, 'qualifierId': 141, 'value': '90.0'}, {'id': 5121028755, 'qualifierId': 213, 'value': '1.67'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;23,6;1,67;;90,0;62,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;62,4;90,0;;;;;;;0;0;1;8;North Texas;68;MC;1,0
