id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_KickOff;value_Length;value_PassEndX;value_Angle;value_Zone;value_PassEndY;value_LongBall;value_Launch;value_Foul;value_OppositeRelatedEventId;value_Defensive;value_Direct;value_Shove/Push;value_Offensive;value_FreeKickTaken;value_DeletedEventType;value_HeadPass;value_FlickOn;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_Chipped;value_TouchTypeControl;value_BlockedPass;value_IntendedTackleTarget;value_LayOff;value_Assist;value_GoalmouthY;value_IndividualPlay;value_LowRight;value_OutOfBoxCentre;value_Assisted;value_GoalmouthZ;value_LeftFooted;value_RegularPlay;value_BlockedY;value_BlockedX;value_Diving;value_LowGkIntervention;value_Hands;value_Collected;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_ShirtPull/Holding;value_TouchTypePass;value_OutSwinger;value_Cross;value_RightFooted;value_Head;value_TakeOnOvertake;value_TakeOnSpace;value_Handball;value_GkX;value_BoxLeft;value_HighLeft;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_OutOfPlay;value_TouchTypeClearance;value_AttemptedTackle;value_NotAssisted;value_LowCentre;value_MediumGkIntervention;value_Stooping;value_GkHoof;value_HighRight;value_Overrun;value_Standing;value_ParriedSafe;value_PlayersCaughtOffside;value_Indirect;value_TacticalFoul;value_YellowCard;value_NotVisible;value_Straight;value_FloatedCross;value_ThroughBall;value_IntentionalAssist;value_BigChance;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_1On1;value_GoalShotGameClock;value_GoalShotTimestamp;value_BoxCentre;value_Tap;value_SwerveLeft;value_High;value_Left;value_CornerTaken;value_DrivenCross;value_SmallBoxRight;value_FirstTouch;value_CloseRight;value_Minutes;value_EndType;value_BlockedCross;value_CloseLeft;value_BoxDeepLeft;value_RecklessOffence;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_PullBack;value_SmallBoxLeft;value_SetPiece;value_Blocked;value_DefBlock;value_InSwinger;value_LowLeft;value_BoxRight;value_Dissent;value_ViolentConduct;value_RedCard;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728560993;329;44;1;38;51;bd0378yx50xpdcgwkt9p9bmz8;1;35,3;13,6;2024-09-29T23:45:57.834Z;2024-09-29T23:46:47Z;[{'id': 5256083091, 'qualifierId': 233, 'value': '416'}, {'id': 5256083087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256083089, 'qualifierId': 285}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;fmsuib8m4nr04g27yr07scno;Aerial;;;;;;;;;;;;;;;;;;;416,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;38;51;New York City II;2331;;1,0
2728560983;416;44;1;38;51;6ddsx316t3j0z6nolrky9k4r8;0;64,7;86,4;2024-09-29T23:45:57.835Z;2024-09-29T23:46:47Z;[{'id': 5256083103, 'qualifierId': 233, 'value': '329'}, {'id': 5256083031, 'qualifierId': 56, 'value': 'Left'}, {'id': 5256083033, 'qualifierId': 286}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;fmsuib8m4nr04g27yr07scno;Aerial;;;;;;;;;;;;;;;;;;;329,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;38;51;Cincinnati II;2331;FW;1,0
2728561011;330;1;1;38;51;bd0378yx50xpdcgwkt9p9bmz8;1;35,8;21,6;2024-09-29T23:45:58.187Z;2024-10-03T13:14:46Z;[{'id': 5256083197, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256083205, 'qualifierId': 213, 'value': '5.32'}, {'id': 5256083201, 'qualifierId': 141, 'value': '12.9'}, {'id': 5256083199, 'qualifierId': 140, 'value': '39.7'}, {'id': 5256083203, 'qualifierId': 212, 'value': '7.2'}, {'id': 5256083195, 'qualifierId': 3}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;7,2;39,7;5,32;;12,9;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;39,7;12,9;;;;;;;0;0;38;51;New York City II;2331;;1,0
2728561013;331;50;1;38;54;bd0378yx50xpdcgwkt9p9bmz8;1;35,6;27,8;2024-09-29T23:46:01.233Z;2024-10-03T10:20:55Z;[{'id': 5256083209, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256083211, 'qualifierId': 286}, {'id': 5256083353, 'qualifierId': 233, 'value': '417'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;fmsuib8m4nr04g27yr07scno;Dispossessed;;;;;;;;;;;;;;;;;;;417,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;38;54;New York City II;2334;;1,0
2728561033;417;7;1;38;54;6ddsx316t3j0z6nolrky9k4r8;0;64,4;72,2;2024-09-29T23:46:01.234Z;2024-10-03T10:20:19Z;[{'id': 5256083303, 'qualifierId': 285}, {'id': 5256083301, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256083323, 'qualifierId': 233, 'value': '331'}, {'id': 5262267607, 'qualifierId': 383}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;fmsuib8m4nr04g27yr07scno;Tackle;;;;;;;;;;;;;;;;;;;331,0;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;38;54;Cincinnati II;2334;MC;1,0
2728561069;332;1;1;38;55;bd0378yx50xpdcgwkt9p9bmz8;1;32,7;40,1;2024-09-29T23:46:02.466Z;2024-09-29T23:46:05Z;[{'id': 5256083517, 'qualifierId': 213, 'value': '5.08'}, {'id': 5256083513, 'qualifierId': 141, 'value': '2.8'}, {'id': 5256083507, 'qualifierId': 157}, {'id': 5256083509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256083519, 'qualifierId': 1}, {'id': 5256083515, 'qualifierId': 212, 'value': '27.1'}, {'id': 5256083511, 'qualifierId': 140, 'value': '41.9'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;27,1;41,9;5,08;;2,8;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;41,9;2,8;;;;;;;0;0;38;55;New York City II;2335;;1,0
2728561073;333;1;1;38;58;bd0378yx50xpdcgwkt9p9bmz8;0;42,0;2,8;2024-09-29T23:46:05.121Z;2024-09-29T23:46:05Z;[{'id': 5256083531, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256083535, 'qualifierId': 141, 'value': '5.8'}, {'id': 5256083539, 'qualifierId': 213, 'value': '0.46'}, {'id': 5256083529, 'qualifierId': 3}, {'id': 5256083533, 'qualifierId': 140, 'value': '45.9'}, {'id': 5256083537, 'qualifierId': 212, 'value': '4.6'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;4,6;45,9;0,46;;5,8;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;45,9;5,8;;;;;;;0;0;38;58;New York City II;2338;;1,0
2728561093;418;49;1;39;0;6ddsx316t3j0z6nolrky9k4r8;1;48,9;92,6;2024-09-29T23:46:07.018Z;2024-09-29T23:46:07Z;[];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;fmsuib8m4nr04g27yr07scno;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;39;0;Cincinnati II;2340;DC;1,0
2728561105;419;1;1;39;0;6ddsx316t3j0z6nolrky9k4r8;1;48,9;92,6;2024-09-29T23:46:07.211Z;2024-09-29T23:46:08Z;[{'id': 5256083691, 'qualifierId': 212, 'value': '19.9'}, {'id': 5256083685, 'qualifierId': 56, 'value': 'Left'}, {'id': 5256083687, 'qualifierId': 140, 'value': '67.1'}, {'id': 5256083693, 'qualifierId': 213, 'value': '5.99'}, {'id': 5256083689, 'qualifierId': 141, 'value': '84.2'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;19,9;67,1;5,99;;84,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;67,1;84,2;;;;;;;0;0;39;0;Cincinnati II;2340;DC;1,0
2728561127;420;4;1;39;3;6ddsx316t3j0z6nolrky9k4r8;1;63,6;82,0;2024-09-29T23:46:10.396Z;2024-10-03T10:21:36Z;[{'id': 5256083837, 'qualifierId': 56, 'value': 'Left'}, {'id': 5256083833, 'qualifierId': 13}, {'id': 5256083843, 'qualifierId': 286}, {'id': 5256083839, 'qualifierId': 152}, {'id': 5256084101, 'qualifierId': 233, 'value': '334'}, {'id': 5262268191, 'qualifierId': 294}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;fmsuib8m4nr04g27yr07scno;Foul;;;;;;;;;;;;;;;;;;1,0;334,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;39;3;Cincinnati II;2343;FW;1,0
2728561173;334;4;1;39;3;bd0378yx50xpdcgwkt9p9bmz8;0;36,4;18,0;2024-09-29T23:46:10.397Z;2024-10-03T10:21:38Z;[{'id': 5256084085, 'qualifierId': 13}, {'id': 5256084089, 'qualifierId': 152}, {'id': 5256084115, 'qualifierId': 233, 'value': '420'}, {'id': 5256084093, 'qualifierId': 285}, {'id': 5256084087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5262268209, 'qualifierId': 294}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;fmsuib8m4nr04g27yr07scno;Foul;;;;;;;;;;;;;;;;;;1,0;420,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;39;3;New York City II;2343;;1,0
2728561599;422;1;1;39;51;6ddsx316t3j0z6nolrky9k4r8;1;65,2;88,4;2024-09-29T23:46:57.674Z;2024-09-29T23:46:59Z;[{'id': 5256086249, 'qualifierId': 152}, {'id': 5256086261, 'qualifierId': 213, 'value': '3.62'}, {'id': 5256086253, 'qualifierId': 140, 'value': '42.8'}, {'id': 5256086245, 'qualifierId': 5}, {'id': 5256086257, 'qualifierId': 212, 'value': '26.5'}, {'id': 5256086251, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256086255, 'qualifierId': 141, 'value': '70.5'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;26,5;42,8;3,62;;70,5;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;42,8;70,5;;;;;;;0;0;39;51;Cincinnati II;2391;DC;1,0
2728561623;423;1;1;39;52;6ddsx316t3j0z6nolrky9k4r8;1;42,8;70,5;2024-09-29T23:46:59.386Z;2024-09-29T23:47:01Z;[{'id': 5256086419, 'qualifierId': 213, 'value': '4.72'}, {'id': 5256086415, 'qualifierId': 141, 'value': '40.1'}, {'id': 5256086411, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256086417, 'qualifierId': 212, 'value': '20.7'}, {'id': 5256086413, 'qualifierId': 140, 'value': '42.9'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;20,7;42,9;4,72;;40,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;42,9;40,1;;;;;;;0;0;39;52;Cincinnati II;2392;DC;1,0
2728561657;424;1;1;39;55;6ddsx316t3j0z6nolrky9k4r8;1;44,0;40,3;2024-09-29T23:47:01.498Z;2024-09-29T23:47:04Z;[{'id': 5256086557, 'qualifierId': 56, 'value': 'Right'}, {'id': 5256086565, 'qualifierId': 213, 'value': '5.35'}, {'id': 5256086561, 'qualifierId': 141, 'value': '11.6'}, {'id': 5256086559, 'qualifierId': 140, 'value': '57.9'}, {'id': 5256086563, 'qualifierId': 212, 'value': '24.4'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;24,4;57,9;5,35;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;57,9;11,6;;;;;;;0;0;39;55;Cincinnati II;2395;DL;1,0
2728561679;425;1;1;39;57;6ddsx316t3j0z6nolrky9k4r8;1;58,3;11,7;2024-09-29T23:47:04.059Z;2024-09-29T23:47:05Z;[{'id': 5256086635, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256086641, 'qualifierId': 212, 'value': '10.5'}, {'id': 5256086637, 'qualifierId': 140, 'value': '61.3'}, {'id': 5256086643, 'qualifierId': 213, 'value': '1.27'}, {'id': 5256086639, 'qualifierId': 141, 'value': '26.4'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;10,5;61,3;1,27;;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;61,3;26,4;;;;;;;0;0;39;57;Cincinnati II;2397;DR;1,0
2728561723;426;1;1;39;59;6ddsx316t3j0z6nolrky9k4r8;1;63,5;27,1;2024-09-29T23:47:05.706Z;2024-09-29T23:47:10Z;[{'id': 5256086829, 'qualifierId': 141, 'value': '10.6'}, {'id': 5256086833, 'qualifierId': 213, 'value': '5.87'}, {'id': 5256086825, 'qualifierId': 56, 'value': 'Right'}, {'id': 5256086827, 'qualifierId': 140, 'value': '88.2'}, {'id': 5256086831, 'qualifierId': 212, 'value': '28.3'}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;28,3;88,2;5,87;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;88,2;10,6;;;;;;;0;0;39;59;Cincinnati II;2399;MC;1,0
2728561751;427;1;1;40;3;6ddsx316t3j0z6nolrky9k4r8;1;93,1;7,9;2024-09-29T23:47:10.186Z;2024-09-29T23:47:11Z;[{'id': 5256086971, 'qualifierId': 213, 'value': '1.97'}, {'id': 5256086963, 'qualifierId': 140, 'value': '87.7'}, {'id': 5256086967, 'qualifierId': 212, 'value': '14.4'}, {'id': 5256086961, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256086965, 'qualifierId': 141, 'value': '27.4'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;14,4;87,7;1,97;;27,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;87,7;27,4;;;;;;;0;0;40;3;Cincinnati II;2403;FWR;1,0
2728561771;428;1;1;40;5;6ddsx316t3j0z6nolrky9k4r8;1;87,7;27,4;2024-09-29T23:47:11.803Z;2024-09-29T23:47:13Z;[{'id': 5256087045, 'qualifierId': 141, 'value': '47.3'}, {'id': 5256087041, 'qualifierId': 140, 'value': '86.9'}, {'id': 5256087039, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256087055, 'qualifierId': 213, 'value': '1.63'}, {'id': 5256087049, 'qualifierId': 212, 'value': '13.6'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;13,6;86,9;1,63;;47,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;86,9;47,3;;;;;;;0;0;40;5;Cincinnati II;2405;DR;1,0
2728561777;429;1;1;40;6;6ddsx316t3j0z6nolrky9k4r8;0;86,9;47,3;2024-09-29T23:47:13.450Z;2024-09-29T23:47:16Z;[{'id': 5256087101, 'qualifierId': 213, 'value': '2.95'}, {'id': 5256087099, 'qualifierId': 212, 'value': '5.2'}, {'id': 5256087095, 'qualifierId': 140, 'value': '82.0'}, {'id': 5256087119, 'qualifierId': 236}, {'id': 5256087093, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256087097, 'qualifierId': 141, 'value': '48.8'}, {'id': 5256087121, 'qualifierId': 233, 'value': '335'}, {'id': 5256087125, 'qualifierId': 286}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;5,2;82,0;2,95;;48,8;;;;335,0;;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;82,0;48,8;;;;;;;0;0;40;6;Cincinnati II;2406;FW;1,0
2728561779;335;74;1;40;6;bd0378yx50xpdcgwkt9p9bmz8;1;18,3;46,9;2024-09-29T23:47:13.451Z;2024-09-29T23:55:02Z;[{'id': 5256087117, 'qualifierId': 285}, {'id': 5256087115, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256087139, 'qualifierId': 233, 'value': '429'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;fmsuib8m4nr04g27yr07scno;Blocked Pass;;;;;;;;;;;;;;;;;;;429,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;40;6;New York City II;2406;;1,0
2728561801;336;12;1;40;9;bd0378yx50xpdcgwkt9p9bmz8;1;16,4;31,2;2024-09-29T23:47:16.136Z;2024-09-29T23:47:22Z;[{'id': 5256087247, 'qualifierId': 212, 'value': '27.5'}, {'id': 5256087243, 'qualifierId': 140, 'value': '41.7'}, {'id': 5256087249, 'qualifierId': 213, 'value': '0.26'}, {'id': 5256087245, 'qualifierId': 141, 'value': '41.6'}, {'id': 5256087241, 'qualifierId': 56, 'value': 'Back'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;fmsuib8m4nr04g27yr07scno;Clearance;;;;;;;;;;;27,5;41,7;0,26;;41,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;41,7;41,6;;;;;;;0;0;40;9;New York City II;2409;;1,0
2728561807;430;1;1;40;11;6ddsx316t3j0z6nolrky9k4r8;1;63,1;60,0;2024-09-29T23:47:18.074Z;2024-09-29T23:47:20Z;[{'id': 5256087283, 'qualifierId': 213, 'value': '5.12'}, {'id': 5256087275, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256087279, 'qualifierId': 141, 'value': '51.5'}, {'id': 5256087277, 'qualifierId': 140, 'value': '65.5'}, {'id': 5256087281, 'qualifierId': 212, 'value': '6.3'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;6,3;65,5;5,12;;51,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;65,5;51,5;;;;;;;0;0;40;11;Cincinnati II;2411;DC;1,0
2728561835;431;1;1;40;14;6ddsx316t3j0z6nolrky9k4r8;1;66,2;49,0;2024-09-29T23:47:20.635Z;2024-09-29T23:47:23Z;[{'id': 5256087417, 'qualifierId': 212, 'value': '17.4'}, {'id': 5256087413, 'qualifierId': 140, 'value': '69.6'}, {'id': 5256087411, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256087415, 'qualifierId': 141, 'value': '24.0'}, {'id': 5256087419, 'qualifierId': 213, 'value': '4.92'}];2676930j149yvanqev61emh62;J. Rozhansky;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;17,4;69,6;4,92;;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;69,6;24,0;;;;;;;0;0;40;14;Cincinnati II;2414;MC;1,0
2728561865;432;1;1;40;16;6ddsx316t3j0z6nolrky9k4r8;1;68,1;25,5;2024-09-29T23:47:23.210Z;2024-09-29T23:47:27Z;[{'id': 5256087539, 'qualifierId': 140, 'value': '56.6'}, {'id': 5256087545, 'qualifierId': 213, 'value': '3.41'}, {'id': 5256087541, 'qualifierId': 141, 'value': '20.7'}, {'id': 5256087543, 'qualifierId': 212, 'value': '12.5'}, {'id': 5256087537, 'qualifierId': 56, 'value': 'Right'}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;12,5;56,6;3,41;;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;56,6;20,7;;;;;;;0;0;40;16;Cincinnati II;2416;MC;1,0
2728561887;433;1;1;40;20;6ddsx316t3j0z6nolrky9k4r8;1;57,1;17,7;2024-09-29T23:47:27.194Z;2024-09-29T23:47:30Z;[{'id': 5256087663, 'qualifierId': 56, 'value': 'Right'}, {'id': 5256087667, 'qualifierId': 141, 'value': '5.0'}, {'id': 5256087671, 'qualifierId': 213, 'value': '5.76'}, {'id': 5256087669, 'qualifierId': 212, 'value': '17.4'}, {'id': 5256087665, 'qualifierId': 140, 'value': '71.5'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;17,4;71,5;5,76;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;71,5;5,0;;;;;;;0;0;40;20;Cincinnati II;2420;DL;1,0
