id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_KickOff;value_Length;value_PassEndX;value_Angle;value_Zone;value_PassEndY;value_LongBall;value_Launch;value_Foul;value_OppositeRelatedEventId;value_Defensive;value_Direct;value_Shove/Push;value_Offensive;value_FreeKickTaken;value_DeletedEventType;value_HeadPass;value_FlickOn;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_Chipped;value_TouchTypeControl;value_BlockedPass;value_IntendedTackleTarget;value_LayOff;value_Assist;value_GoalmouthY;value_IndividualPlay;value_LowRight;value_OutOfBoxCentre;value_Assisted;value_GoalmouthZ;value_LeftFooted;value_RegularPlay;value_BlockedY;value_BlockedX;value_Diving;value_LowGkIntervention;value_Hands;value_Collected;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_ShirtPull/Holding;value_TouchTypePass;value_OutSwinger;value_Cross;value_RightFooted;value_Head;value_TakeOnOvertake;value_TakeOnSpace;value_Handball;value_GkX;value_BoxLeft;value_HighLeft;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_OutOfPlay;value_TouchTypeClearance;value_AttemptedTackle;value_NotAssisted;value_LowCentre;value_MediumGkIntervention;value_Stooping;value_GkHoof;value_HighRight;value_Overrun;value_Standing;value_ParriedSafe;value_PlayersCaughtOffside;value_Indirect;value_TacticalFoul;value_YellowCard;value_NotVisible;value_Straight;value_FloatedCross;value_ThroughBall;value_IntentionalAssist;value_BigChance;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_1On1;value_GoalShotGameClock;value_GoalShotTimestamp;value_BoxCentre;value_Tap;value_SwerveLeft;value_High;value_Left;value_CornerTaken;value_DrivenCross;value_SmallBoxRight;value_FirstTouch;value_CloseRight;value_Minutes;value_EndType;value_BlockedCross;value_CloseLeft;value_BoxDeepLeft;value_RecklessOffence;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_PullBack;value_SmallBoxLeft;value_SetPiece;value_Blocked;value_DefBlock;value_InSwinger;value_LowLeft;value_BoxRight;value_Dissent;value_ViolentConduct;value_RedCard;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728538909;9;1;1;0;20;6ddsx316t3j0z6nolrky9k4r8;1;8,6;50,0;2024-09-29T23:07:27.201Z;2024-09-29T23:07:28Z;[{'id': 5255964157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255964165, 'qualifierId': 212, 'value': '14.6'}, {'id': 5255964159, 'qualifierId': 140, 'value': '14.6'}, {'id': 5255964161, 'qualifierId': 141, 'value': '69.4'}, {'id': 5255964167, 'qualifierId': 213, 'value': '1.13'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;14,6;14,6;1,13;;69,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;14,6;69,4;;;;;;;0;0;0;20;Cincinnati II;20;GK;1,0
2728538945;10;1;1;0;21;6ddsx316t3j0z6nolrky9k4r8;1;14,6;69,4;2024-09-29T23:07:28.145Z;2024-09-29T23:07:31Z;[{'id': 5255964299, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255964307, 'qualifierId': 141, 'value': '46.1'}, {'id': 5255964313, 'qualifierId': 212, 'value': '17.8'}, {'id': 5255964317, 'qualifierId': 213, 'value': '4.24'}, {'id': 5255964303, 'qualifierId': 140, 'value': '6.8'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;17,8;6,8;4,24;;46,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;6,8;46,1;;;;;;;0;0;0;21;Cincinnati II;21;DC;1,0
2728538977;11;1;1;0;24;6ddsx316t3j0z6nolrky9k4r8;1;9,7;45,4;2024-09-29T23:07:30.929Z;2024-09-29T23:07:34Z;[{'id': 5255964485, 'qualifierId': 140, 'value': '25.7'}, {'id': 5255964491, 'qualifierId': 213, 'value': '5.26'}, {'id': 5255964495, 'qualifierId': 1}, {'id': 5255964483, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255964487, 'qualifierId': 141, 'value': '4.6'}, {'id': 5255964489, 'qualifierId': 212, 'value': '32.4'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;32,4;25,7;5,26;;4,6;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;25,7;4,6;;;;;;;0;0;0;24;Cincinnati II;24;GK;1,0
2728539025;12;1;1;0;27;6ddsx316t3j0z6nolrky9k4r8;1;25,7;4,6;2024-09-29T23:07:34.305Z;2024-09-29T23:07:38Z;[{'id': 5255964757, 'qualifierId': 140, 'value': '12.0'}, {'id': 5255964761, 'qualifierId': 212, 'value': '15.2'}, {'id': 5255964763, 'qualifierId': 213, 'value': '2.81'}, {'id': 5255964755, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255964759, 'qualifierId': 141, 'value': '12.0'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;15,2;12,0;2,81;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;12,0;12,0;;;;;;;0;0;0;27;Cincinnati II;27;DR;1,0
2728539037;13;1;1;0;31;6ddsx316t3j0z6nolrky9k4r8;0;11,4;10,0;2024-09-29T23:07:38.402Z;2024-09-29T23:07:39Z;[{'id': 5255964837, 'qualifierId': 141, 'value': '9.4'}, {'id': 5255964829, 'qualifierId': 157}, {'id': 5255964835, 'qualifierId': 140, 'value': '34.3'}, {'id': 5255964841, 'qualifierId': 213, 'value': '6.27'}, {'id': 5255964845, 'qualifierId': 1}, {'id': 5255964831, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255964839, 'qualifierId': 212, 'value': '24.0'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;24,0;34,3;6,27;;9,4;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;34,3;9,4;;;;;;;0;0;0;31;Cincinnati II;31;DL;1,0
2728539055;3;1;1;0;33;bd0378yx50xpdcgwkt9p9bmz8;0;64,6;92,9;2024-09-29T23:07:40.044Z;2024-09-29T23:07:40Z;[{'id': 5255964909, 'qualifierId': 141, 'value': '91.4'}, {'id': 5255964913, 'qualifierId': 213, 'value': '6.15'}, {'id': 5255964907, 'qualifierId': 140, 'value': '71.9'}, {'id': 5255964911, 'qualifierId': 212, 'value': '7.7'}, {'id': 5255964905, 'qualifierId': 56, 'value': 'Left'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;7,7;71,9;6,15;;91,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;71,9;91,4;;;;;;;0;0;0;33;New York City II;33;;1,0
2728539081;14;4;1;0;36;6ddsx316t3j0z6nolrky9k4r8;1;26,1;12,8;2024-09-29T23:07:43.473Z;2024-09-29T23:56:19Z;[{'id': 5255965085, 'qualifierId': 13}, {'id': 5255965351, 'qualifierId': 233, 'value': '4'}, {'id': 5255965093, 'qualifierId': 285}, {'id': 5255965089, 'qualifierId': 152}, {'id': 5256110625, 'qualifierId': 294}, {'id': 5255965087, 'qualifierId': 56, 'value': 'Back'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;fmsuib8m4nr04g27yr07scno;Foul;;;;;;;;;;;;;;;;;;1,0;4,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;0;36;Cincinnati II;36;DR;1,0
2728539109;4;4;1;0;36;bd0378yx50xpdcgwkt9p9bmz8;0;73,9;87,2;2024-09-29T23:07:43.474Z;2024-09-29T23:46:26Z;[{'id': 5255965319, 'qualifierId': 13}, {'id': 5255965393, 'qualifierId': 233, 'value': '14'}, {'id': 5255965327, 'qualifierId': 286}, {'id': 5255965323, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255965321, 'qualifierId': 294}, {'id': 5255965325, 'qualifierId': 152}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;fmsuib8m4nr04g27yr07scno;Foul;;;;;;;;;;;;;;;;;;1,0;14,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;36;New York City II;36;;1,0
2728539169;15;1;1;0;46;6ddsx316t3j0z6nolrky9k4r8;1;29,6;12,5;2024-09-29T23:07:53.281Z;2024-09-29T23:07:54Z;[{'id': 5255965629, 'qualifierId': 213, 'value': '2.34'}, {'id': 5255965617, 'qualifierId': 152}, {'id': 5255965621, 'qualifierId': 140, 'value': '20.8'}, {'id': 5255965625, 'qualifierId': 212, 'value': '13.2'}, {'id': 5255965615, 'qualifierId': 5}, {'id': 5255965623, 'qualifierId': 141, 'value': '26.4'}, {'id': 5255965619, 'qualifierId': 56, 'value': 'Back'}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;13,2;20,8;2,34;;26,4;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;20,8;26,4;;;;;;;0;0;0;46;Cincinnati II;46;MC;1,0
2728539207;16;1;1;0;47;6ddsx316t3j0z6nolrky9k4r8;1;20,8;26,4;2024-09-29T23:07:54.417Z;2024-09-29T23:07:59Z;[{'id': 5255965819, 'qualifierId': 140, 'value': '14.9'}, {'id': 5255965825, 'qualifierId': 213, 'value': '1.92'}, {'id': 5255965821, 'qualifierId': 141, 'value': '51.6'}, {'id': 5255965817, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255965823, 'qualifierId': 212, 'value': '18.2'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;18,2;14,9;1,92;;51,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;14,9;51,6;;;;;;;0;0;0;47;Cincinnati II;47;DL;1,0
