id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_TeamFormation;value_JerseyNumber;value_Involved;value_TeamKit;value_DirectionOfPlay;value_Angle;value_PassEndY;value_Zone;value_KickOff;value_Length;value_PassEndX;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TakeOnSpace;value_TouchTypeControl;value_Chipped;value_Cross;value_OutSwinger;value_RightFooted;value_TakeOnOvertake;value_SwitchOfPlay;value_LeftFooted;value_IntentionalAssist;value_Assist;value_InSwinger;value_RelatedEventId;value_Assisted;value_LowCentre;value_SmallBoxCentre;value_BlockedX;value_GoalmouthZ;value_GoalmouthY;value_BlockedY;value_RegularPlay;value_LowGkIntervention;value_ParriedSafe;value_OtherBodyPart;value_Stooping;value_BlockedPass;value_NextEventThrowIn;value_NotVisible;value_ThrowIn;value_LayOff;value_ThroughBall;value_GkY;value_GkX;value_Right;value_FirstTouch;value_BoxLeft;value_NextEventGoalKick;value_GoalKick;value_High;value_DeletedEventType;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_IntendedTackleTarget;value_KeeperThrow;value_TouchTypePass;value_OutOfPlay;value_FlickOn;value_Defensive1V1;value_Head;value_LeadingToGoal;value_GoalShotGameClock;value_LowLeft;value_GoalShotTimestamp;value_RelatedError1Id;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_BoxRight;value_BigChance;value_BoxCentre;value_Hands;value_ParriedDanger;value_Diving;value_OverArm;value_Overrun;value_TouchTypeClearance;value_CloseRight;value_Low;value_ShirtPull/Holding;value_YellowCard;value_RecklessOffence;value_BlockedCross;value_Left;value_CornerTaken;value_FromCorner;value_HighGkIntervention;value_Standing;value_Collected;value_Handball;value_PlayersCaughtOffside;value_Indirect;value_OutOfBoxCentre;value_IndividualPlay;value_NotAssisted;value_Straight;value_DrivenCross;value_Blocked;value_DefBlock;value_MediumGkIntervention;value_GkKickFromHands;value_Shove/Push;value_HighRight;value_Injury;value_InjuredPlayerId;value_IncorrectOutOfPlayDecision;value_HitWoodwork;value_HitBar;value_GoalDisallowed;value_Minutes;value_HighCentre;value_Reaching;value_Fingertip;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_HighClaim;value_LowRight;value_BlockedClearance;value_TacticalFoul;value_CloseLeft;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2719136301;794;83;2;51;30;eo64tqkioegeb09iice2hf8bt;1;63,1;46,7;2024-09-09T00:13:40.636Z;2024-09-11T10:38:38Z;[{'id': 5204589139, 'qualifierId': 399, 'value': 'fgue58g7u6f2c53ggb0r2oa2'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;1xz6lq3lba2pt41td1jtwdn8;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;30;North Texas;3090;DC;1,0
2718587335;443;43;2;51;31;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-09-09T00:13:41.497Z;2024-09-11T10:39:07Z;[{'id': 5204589335, 'qualifierId': 144, 'value': '83'}, {'id': 5201575947, 'qualifierId': 399, 'value': 'fgue58g7u6f2c53ggb0r2oa2'}];5n7a8mn92t3qajms7udeolmok;M. Morgan;;;1xz6lq3lba2pt41td1jtwdn8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;31;North Texas;3091;FW;1,0
2718587369;560;1;2;51;31;99l7fsj6ykgbyqcb9zqqu9dgq;0;41,5;56,2;2024-09-09T00:13:41.766Z;2024-09-09T00:15:54Z;[{'id': 5201578935, 'qualifierId': 233, 'value': '444'}, {'id': 5201578939, 'qualifierId': 286}, {'id': 5201578933, 'qualifierId': 236}, {'id': 5201578915, 'qualifierId': 140, 'value': '39.6'}, {'id': 5201578919, 'qualifierId': 212, 'value': '2.7'}, {'id': 5201578913, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201578917, 'qualifierId': 141, 'value': '58.9'}, {'id': 5201578921, 'qualifierId': 213, 'value': '2.40'}];fgue58g7u6f2c53ggb0r2oa2;M. Henry-Scott;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;2,4;58,9;;;2,7;39,6;;;;444,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;39,6;58,9;;;;;;;0;0;51;31;Vancouver Whitecaps II;3091;FW;1,0
2718587353;444;74;2;51;31;eo64tqkioegeb09iice2hf8bt;1;65,2;62,0;2024-09-09T00:13:41.767Z;2024-09-09T00:24:32Z;[{'id': 5201577989, 'qualifierId': 285}, {'id': 5201578953, 'qualifierId': 233, 'value': '560'}, {'id': 5201577987, 'qualifierId': 56, 'value': 'Center'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;1xz6lq3lba2pt41td1jtwdn8;Blocked Pass;;;;;;;;;;;;;;;;;;1,0;560,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;31;North Texas;3091;MC;1,0
2718587355;445;83;2;51;31;eo64tqkioegeb09iice2hf8bt;0;63,0;53,6;2024-09-09T00:13:42.033Z;2024-09-09T00:41:13Z;[{'id': 5201613071, 'qualifierId': 399, 'value': 'fgue58g7u6f2c53ggb0r2oa2'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;1xz6lq3lba2pt41td1jtwdn8;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;31;North Texas;3091;MC;1,0
2718587361;559;1;2;51;32;99l7fsj6ykgbyqcb9zqqu9dgq;0;34,3;57,9;2024-09-09T00:13:42.838Z;2024-09-09T00:13:45Z;[{'id': 5201575925, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201575929, 'qualifierId': 141, 'value': '72.7'}, {'id': 5201575933, 'qualifierId': 213, 'value': '0.55'}, {'id': 5201575931, 'qualifierId': 212, 'value': '19.2'}, {'id': 5201575927, 'qualifierId': 140, 'value': '49.9'}];fgue58g7u6f2c53ggb0r2oa2;M. Henry-Scott;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;0,55;72,7;;;19,2;49,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;49,9;72,7;;;;;;;0;0;51;32;Vancouver Whitecaps II;3092;FW;1,0
2718587363;446;49;2;51;35;eo64tqkioegeb09iice2hf8bt;1;50,2;29,4;2024-09-09T00:13:45.321Z;2024-09-09T00:13:45Z;[];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;1xz6lq3lba2pt41td1jtwdn8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;35;North Texas;3095;DC;1,0
2718587387;447;1;2;51;35;eo64tqkioegeb09iice2hf8bt;1;50,2;29,4;2024-09-09T00:13:45.817Z;2024-09-09T00:13:48Z;[{'id': 5201576087, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201576089, 'qualifierId': 140, 'value': '59.1'}, {'id': 5201576095, 'qualifierId': 213, 'value': '5.30'}, {'id': 5201576093, 'qualifierId': 212, 'value': '16.8'}, {'id': 5201576091, 'qualifierId': 141, 'value': '8.8'}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;5,3;8,8;;;16,8;59,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;59,1;8,8;;;;;;;0;0;51;35;North Texas;3095;DC;1,0
2718587391;448;1;2;51;38;eo64tqkioegeb09iice2hf8bt;1;59,1;8,8;2024-09-09T00:13:48.681Z;2024-09-09T00:13:50Z;[{'id': 5201576119, 'qualifierId': 213, 'value': '2.73'}, {'id': 5201576117, 'qualifierId': 212, 'value': '11.4'}, {'id': 5201576113, 'qualifierId': 140, 'value': '49.1'}, {'id': 5201576111, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201576115, 'qualifierId': 141, 'value': '15.5'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;2,73;15,5;;;11,4;49,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;49,1;15,5;;;;;;;0;0;51;38;North Texas;3098;Sub;1,0
2718587401;449;1;2;51;40;eo64tqkioegeb09iice2hf8bt;1;49,1;15,5;2024-09-09T00:13:50.041Z;2024-09-09T00:13:52Z;[{'id': 5201576175, 'qualifierId': 141, 'value': '1.7'}, {'id': 5201576179, 'qualifierId': 213, 'value': '5.24'}, {'id': 5201576171, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201576177, 'qualifierId': 212, 'value': '10.9'}, {'id': 5201576173, 'qualifierId': 140, 'value': '54.3'}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;5,24;1,7;;;10,9;54,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;54,3;1,7;;;;;;;0;0;51;40;North Texas;3100;DC;1,0
2718587421;450;1;2;51;42;eo64tqkioegeb09iice2hf8bt;1;46,3;5,9;2024-09-09T00:13:52.505Z;2024-09-09T00:13:55Z;[{'id': 5201576275, 'qualifierId': 213, 'value': '2.59'}, {'id': 5201576271, 'qualifierId': 141, 'value': '21.8'}, {'id': 5201576273, 'qualifierId': 212, 'value': '20.8'}, {'id': 5201576267, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201576269, 'qualifierId': 140, 'value': '29.4'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;2,59;21,8;;;20,8;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;29,4;21,8;;;;;;;0;0;51;42;North Texas;3102;Sub;1,0
2718587431;451;1;2;51;44;eo64tqkioegeb09iice2hf8bt;1;29,4;21,8;2024-09-09T00:13:55.017Z;2024-09-09T00:13:58Z;[{'id': 5201576313, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201576317, 'qualifierId': 141, 'value': '43.0'}, {'id': 5201576319, 'qualifierId': 212, 'value': '16.3'}, {'id': 5201576315, 'qualifierId': 140, 'value': '22.2'}, {'id': 5201576321, 'qualifierId': 213, 'value': '2.05'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;2,05;43,0;;;16,3;22,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;22,2;43,0;;;;;;;0;0;51;44;North Texas;3104;DC;1,0
2718587455;452;1;2;51;48;eo64tqkioegeb09iice2hf8bt;1;25,2;51,0;2024-09-09T00:13:58.713Z;2024-09-09T00:14:07Z;[{'id': 5201576493, 'qualifierId': 141, 'value': '90.6'}, {'id': 5201576497, 'qualifierId': 213, 'value': '1.10'}, {'id': 5201576491, 'qualifierId': 140, 'value': '38.2'}, {'id': 5201576495, 'qualifierId': 212, 'value': '30.2'}, {'id': 5201576489, 'qualifierId': 56, 'value': 'Back'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;1,1;90,6;;;30,2;38,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;38,2;90,6;;;;;;;0;0;51;48;North Texas;3108;DC;1,0
2718587463;453;43;2;51;57;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-09-09T00:14:07.097Z;2024-09-09T00:14:13Z;[{'id': 5201576639, 'qualifierId': 144, 'value': '1'}, {'id': 5201576545, 'qualifierId': 141, 'value': '91.4'}, {'id': 5201576549, 'qualifierId': 213, 'value': '0.07'}, {'id': 5201576541, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201576547, 'qualifierId': 212, 'value': '8.2'}, {'id': 5201576543, 'qualifierId': 140, 'value': '62.5'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;1xz6lq3lba2pt41td1jtwdn8;Deleted event;;;;;;;;;;0,07;91,4;;;8,2;62,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;62,5;91,4;;;;;;;0;0;51;57;North Texas;3117;DML;1,0
2718587493;455;43;2;51;59;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-09-09T00:14:09.108Z;2024-09-11T10:40:55Z;[{'id': 5204589631, 'qualifierId': 144, 'value': '61'}, {'id': 5201576699, 'qualifierId': 56, 'value': 'Left'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;1xz6lq3lba2pt41td1jtwdn8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;59;North Texas;3119;DML;1,0
2718587467;454;4;2;52;0;eo64tqkioegeb09iice2hf8bt;1;66,1;91,0;2024-09-09T00:14:10.408Z;2024-09-09T00:24:31Z;[{'id': 5201576575, 'qualifierId': 265}, {'id': 5201576569, 'qualifierId': 13}, {'id': 5201576577, 'qualifierId': 286}, {'id': 5201576571, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201576573, 'qualifierId': 152}, {'id': 5201576611, 'qualifierId': 233, 'value': '561'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;1xz6lq3lba2pt41td1jtwdn8;Foul;;;;;;;;;;;;;;;;;;;561,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;52;0;North Texas;3120;DML;1,0
2718587471;561;4;2;52;0;99l7fsj6ykgbyqcb9zqqu9dgq;0;33,9;9,0;2024-09-09T00:14:10.409Z;2024-09-09T00:24:31Z;[{'id': 5201577009, 'qualifierId': 55, 'value': '562'}, {'id': 5201576615, 'qualifierId': 233, 'value': '454'}, {'id': 5201576585, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201576581, 'qualifierId': 13}, {'id': 5201576589, 'qualifierId': 152}, {'id': 5201576593, 'qualifierId': 265}, {'id': 5201576597, 'qualifierId': 285}];8vnnownnzz2ksuuitbw3ax5yi;A. Ramirez;;;1xz6lq3lba2pt41td1jtwdn8;Foul;;;;;;;;;;;;;;;;;;1,0;454,0;;;;;;;;;;;;;;;562,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;562,0;8vnnownnzz2ksuuitbw3ax5yi;0;0;52;0;Vancouver Whitecaps II;3120;MC;1,0
2718587527;562;17;2;52;11;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-09-09T00:14:21.695Z;2024-09-11T10:41:17Z;[{'id': 5201576975, 'qualifierId': 13, 'value': '243'}, {'id': 5201641101, 'qualifierId': 393}, {'id': 5201576977, 'qualifierId': 55, 'value': '561'}, {'id': 5201576971, 'qualifierId': 31}];8vnnownnzz2ksuuitbw3ax5yi;A. Ramirez;;;1xz6lq3lba2pt41td1jtwdn8;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;561,0;8vnnownnzz2ksuuitbw3ax5yi;0;0;52;11;Vancouver Whitecaps II;3131;MC;1,0
2718587753;456;1;2;52;59;eo64tqkioegeb09iice2hf8bt;0;68,0;91,2;2024-09-09T00:15:09.213Z;2024-09-11T10:42:46Z;[{'id': 5204590029, 'qualifierId': 224}, {'id': 5201578099, 'qualifierId': 141, 'value': '44.5'}, {'id': 5201578093, 'qualifierId': 152}, {'id': 5201578091, 'qualifierId': 155}, {'id': 5201578097, 'qualifierId': 140, 'value': '91.6'}, {'id': 5201578095, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201578101, 'qualifierId': 212, 'value': '40.3'}, {'id': 5201578103, 'qualifierId': 213, 'value': '5.38'}, {'id': 5201578087, 'qualifierId': 2}, {'id': 5201578089, 'qualifierId': 5}, {'id': 5201578105, 'qualifierId': 1}, {'id': 5204590031, 'qualifierId': 72}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;5,38;44,5;;;40,3;91,6;1,0;;;;;;;;1,0;1,0;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;91,6;44,5;;;;;;;0;0;52;59;North Texas;3179;DML;1,0
2718587755;563;44;2;53;2;99l7fsj6ykgbyqcb9zqqu9dgq;1;10,8;56,1;2024-09-09T00:15:12.233Z;2024-09-09T00:24:38Z;[{'id': 5201578147, 'qualifierId': 233, 'value': '457'}, {'id': 5201578117, 'qualifierId': 285}, {'id': 5201578115, 'qualifierId': 56, 'value': 'Back'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;1xz6lq3lba2pt41td1jtwdn8;Aerial;;;;;;;;;;;;;;;;;;1,0;457,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;53;2;Vancouver Whitecaps II;3182;DC;1,0
2718587761;457;44;2;53;2;eo64tqkioegeb09iice2hf8bt;0;89,2;43,9;2024-09-09T00:15:12.234Z;2024-09-09T00:24:38Z;[{'id': 5201578151, 'qualifierId': 233, 'value': '563'}, {'id': 5201578141, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201578143, 'qualifierId': 286}];5n7a8mn92t3qajms7udeolmok;M. Morgan;;;1xz6lq3lba2pt41td1jtwdn8;Aerial;;;;;;;;;;;;;;;;;;;563,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;53;2;North Texas;3182;FW;1,0
2718587759;564;12;2;53;3;99l7fsj6ykgbyqcb9zqqu9dgq;1;13,1;57,8;2024-09-09T00:15:13.145Z;2024-09-09T00:15:14Z;[{'id': 5201578127, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201578133, 'qualifierId': 212, 'value': '17.6'}, {'id': 5201578131, 'qualifierId': 141, 'value': '76.4'}, {'id': 5201578129, 'qualifierId': 140, 'value': '24.7'}, {'id': 5201578145, 'qualifierId': 15}, {'id': 5201578135, 'qualifierId': 213, 'value': '0.80'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;1xz6lq3lba2pt41td1jtwdn8;Clearance;;;;;;;;;;0,8;76,4;;;17,6;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;24,7;76,4;;;;;;;0;0;53;3;Vancouver Whitecaps II;3183;DC;1,0
2718587767;565;3;2;53;6;99l7fsj6ykgbyqcb9zqqu9dgq;0;30,2;83,8;2024-09-09T00:15:16.281Z;2024-09-11T10:43:43Z;[{'id': 5201578161, 'qualifierId': 285}, {'id': 5201578159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204590099, 'qualifierId': 465}, {'id': 5201578207, 'qualifierId': 233, 'value': '458'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;1xz6lq3lba2pt41td1jtwdn8;Take On;;;;;;;;;;;;;;;;;;1,0;458,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;53;6;Vancouver Whitecaps II;3186;MC;1,0
2718587775;458;7;2;53;6;eo64tqkioegeb09iice2hf8bt;0;69,8;16,2;2024-09-09T00:15:16.282Z;2024-09-11T10:43:52Z;[{'id': 5201578203, 'qualifierId': 286}, {'id': 5201578199, 'qualifierId': 233, 'value': '565'}, {'id': 5201578193, 'qualifierId': 56, 'value': 'Right'}, {'id': 5204590109, 'qualifierId': 385}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;1xz6lq3lba2pt41td1jtwdn8;Tackle;;;;;;;;;;;;;;;;;;;565,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;53;6;North Texas;3186;FW;1,0
2718587773;566;61;2;53;7;99l7fsj6ykgbyqcb9zqqu9dgq;1;27,8;76,7;2024-09-09T00:15:17.629Z;2024-09-09T00:15:17Z;[{'id': 5201578191, 'qualifierId': 56, 'value': 'Back'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;1xz6lq3lba2pt41td1jtwdn8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;53;7;Vancouver Whitecaps II;3187;MC;1,0
