id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_Captain;value_Resume;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_Length;value_Zone;value_KickOff;value_Angle;value_PassEndY;value_PassEndX;value_LongBall;value_Launch;value_HeadPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_DeletedEventType;value_Chipped;value_Head;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_Cross;value_OutSwinger;value_RightFooted;value_IntendedTackleTarget;value_TakeOnOvertake;value_TouchTypeControl;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_TakeOnSpace;value_AttemptedTackle;value_BlockedPass;value_IntentionalAssist;value_LeftFooted;value_Assist;value_InSwinger;value_RegularPlay;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_GoalmouthY;value_LowCentre;value_BoxCentre;value_FirstTouch;value_BlockedY;value_BlockedX;value_Collected;value_Hands;value_MediumGkIntervention;value_Standing;value_OverArm;value_KeeperThrow;value_HighClaim;value_HighGkIntervention;value_FlickOn;value_NotVisible;value_TouchTypePass;value_GkY;value_GoalShotTimestamp;value_SwerveRight;value_BoxRight;value_GkX;value_LowRight;value_GoalShotGameClock;value_GkYTimeOfGoal;value_Strong;value_GkXTimeOfGoal;value_BlockedClearance;value_Shove/Push;value_LowGkIntervention;value_SwitchOfPlay;value_BoxDeepLeft;value_IndividualPlay;value_NotAssisted;value_Sliding;value_ParriedSafe;value_FromCorner;value_NextEventGoalKick;value_High;value_GoalKick;value_GkHoof;value_AerialFoul;value_OutOfBoxCentre;value_Diving;value_PlayersCaughtOffside;value_RecklessOffence;value_YellowCard;value_Indirect;value_KeeperTouched;value_FantasyAssistedBy;value_FantasyAssistId;value_SwerveLeft;value_HighLeft;value_FantasyAssistType;value_FantasyAssistTeam;value_FreeKick;value_CloseRight;value_BlockedCross;value_Minutes;value_NotPastGoalLine;value_DefBlock;value_EndType;value_BigChance;value_BoxLeft;value_Overrun;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_LowLeft;value_Blocked;value_Low;value_MisHit;value_Volley;value_Deflection;value_GkKickFromHands;value_HitLeftPost;value_HitWoodwork;value_ThroughBall;value_SetPiece;value_TacticalFoul;value_InjuredPlayerId;value_Injury;value_PullBack;value_CloseRightAndHigh;value_TempMissed;value_IncorrectOutOfPlayDecision;value_ThrowInSetPiece;value_FastBreak;value_Dissent;value_OutOnSideline;value_TimeWasting;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2694274709;99;1;1;11;18;eo64tqkioegeb09iice2hf8bt;1;80,4;12,2;2024-06-02T23:15:46.390Z;2024-06-02T23:15:47Z;[{'id': 5067527967, 'qualifierId': 213, 'value': '4.50'}, {'id': 5067527961, 'qualifierId': 140, 'value': '79.5'}, {'id': 5067527963, 'qualifierId': 141, 'value': '5.9'}, {'id': 5067527965, 'qualifierId': 212, 'value': '4.4'}, {'id': 5067527959, 'qualifierId': 56, 'value': 'Right'}];5k3ijtizx5ten8jeqlji4mvpw;G. Bovalina;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;4,4;;;4,5;5,9;79,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;79,5;5,9;;;;;;;0;0;11;18;The Town;678;DR;1,0
2694274731;100;1;1;11;19;eo64tqkioegeb09iice2hf8bt;1;79,5;5,9;2024-06-02T23:15:47.254Z;2024-06-02T23:15:50Z;[{'id': 5067528077, 'qualifierId': 212, 'value': '12.6'}, {'id': 5067528071, 'qualifierId': 56, 'value': 'Right'}, {'id': 5067528079, 'qualifierId': 213, 'value': '0.30'}, {'id': 5067528075, 'qualifierId': 141, 'value': '11.4'}, {'id': 5067528073, 'qualifierId': 140, 'value': '91.0'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;12,6;;;0,3;11,4;91,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;91,0;11,4;;;;;;;0;0;11;19;The Town;679;MR;1,0
2694274739;101;1;1;11;22;eo64tqkioegeb09iice2hf8bt;0;92,4;12,2;2024-06-02T23:15:50.342Z;2024-06-07T10:58:00Z;[{'id': 5067528099, 'qualifierId': 141, 'value': '43.6'}, {'id': 5067528097, 'qualifierId': 140, 'value': '97.6'}, {'id': 5067528103, 'qualifierId': 213, 'value': '1.32'}, {'id': 5067528101, 'qualifierId': 212, 'value': '22.0'}, {'id': 5067528095, 'qualifierId': 56, 'value': 'Center'}];5k3ijtizx5ten8jeqlji4mvpw;G. Bovalina;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;22,0;;;1,32;43,6;97,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;97,6;43,6;;;;;;;0;0;11;22;The Town;682;DR;1,0
2694954129;846;8;1;11;23;ew2zirzye0sw1txr2m33nr25y;1;2,6;58,8;2024-06-02T23:15:50.852Z;2024-06-07T10:58:17Z;[{'id': 5071258341, 'qualifierId': 384}, {'id': 5071258325, 'qualifierId': 56, 'value': 'Back'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;d8l5049gro9iusk2dv69ig8pg;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;11;23;Vancouver Whitecaps II;683;DL;1,0
2694274757;118;1;1;11;24;ew2zirzye0sw1txr2m33nr25y;1;6,3;46,6;2024-06-02T23:15:51.944Z;2024-06-07T10:58:32Z;[{'id': 5071258415, 'qualifierId': 212, 'value': '6.9'}, {'id': 5071258413, 'qualifierId': 141, 'value': '56.2'}, {'id': 5071258417, 'qualifierId': 213, 'value': '1.26'}, {'id': 5067528165, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071258411, 'qualifierId': 140, 'value': '8.3'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;6,9;;;1,26;56,2;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;8,3;56,2;;;;;;;0;0;11;24;Vancouver Whitecaps II;684;DR;1,0
2694274795;119;12;1;11;25;ew2zirzye0sw1txr2m33nr25y;1;7,3;57,9;2024-06-02T23:15:53.533Z;2024-06-07T10:58:41Z;[{'id': 5067528363, 'qualifierId': 213, 'value': '5.07'}, {'id': 5067528357, 'qualifierId': 212, 'value': '2.4'}, {'id': 5067528345, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067532185, 'qualifierId': 233, 'value': '102'}, {'id': 5067528349, 'qualifierId': 140, 'value': '8.1'}, {'id': 5067528353, 'qualifierId': 141, 'value': '54.6'}, {'id': 5067532183, 'qualifierId': 397}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;d8l5049gro9iusk2dv69ig8pg;Clearance;;;;;;;;;;2,4;;;5,07;54,6;8,1;;;;;102,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;8,1;54,6;;;;;;;0;0;11;25;Vancouver Whitecaps II;685;DC;1,0
2694274767;102;74;1;11;25;eo64tqkioegeb09iice2hf8bt;1;93,2;43,8;2024-06-02T23:15:53.534Z;2024-06-02T23:17:18Z;[{'id': 5067532149, 'qualifierId': 397}, {'id': 5067528213, 'qualifierId': 285}, {'id': 5067528211, 'qualifierId': 56, 'value': 'Center'}, {'id': 5067532195, 'qualifierId': 233, 'value': '119'}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;;d8l5049gro9iusk2dv69ig8pg;Blocked Pass;;;;;;;;;;;;;;;;;;;;119,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;11;25;The Town;685;FW;1,0
2694274801;120;1;1;11;31;ew2zirzye0sw1txr2m33nr25y;0;13,4;2,8;2024-06-02T23:15:59.199Z;2024-06-02T23:41:15Z;[{'id': 5067529557, 'qualifierId': 1}, {'id': 5067528403, 'qualifierId': 212, 'value': '2.5'}, {'id': 5067529747, 'qualifierId': 236}, {'id': 5067529749, 'qualifierId': 233, 'value': '113'}, {'id': 5067529555, 'qualifierId': 157}, {'id': 5067528395, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067528407, 'qualifierId': 213, 'value': '0.03'}, {'id': 5067528397, 'qualifierId': 140, 'value': '15.8'}, {'id': 5067529753, 'qualifierId': 286}, {'id': 5067528399, 'qualifierId': 141, 'value': '2.9'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;2,5;;;0,03;2,9;15,8;1,0;1,0;;1,0;113,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;15,8;2,9;;;;;;;0;0;11;31;Vancouver Whitecaps II;691;FWR;1,0
2694275315;113;74;1;11;31;eo64tqkioegeb09iice2hf8bt;1;80,2;97,1;2024-06-02T23:15:59.200Z;2024-06-07T10:58:56Z;[{'id': 5067530991, 'qualifierId': 56, 'value': 'Left'}, {'id': 5067530995, 'qualifierId': 285}, {'id': 5067532097, 'qualifierId': 233, 'value': '120'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;d8l5049gro9iusk2dv69ig8pg;Blocked Pass;;;;;;;;;;;;;;;;;;;;120,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;11;31;The Town;691;DC;1,0
2694274897;103;5;1;11;33;eo64tqkioegeb09iice2hf8bt;0;85,7;101,0;2024-06-02T23:16:01.543Z;2024-06-02T23:17:22Z;[{'id': 5067528879, 'qualifierId': 347}, {'id': 5067528877, 'qualifierId': 56, 'value': 'Left'}, {'id': 5067528981, 'qualifierId': 233, 'value': '121'}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;;d8l5049gro9iusk2dv69ig8pg;Out;;;;;;;;;;;;;;;;;;;;121,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;11;33;The Town;693;FW;1,0
2694274915;121;5;1;11;33;ew2zirzye0sw1txr2m33nr25y;1;14,3;-1,0;2024-06-02T23:16:01.543Z;2024-06-02T23:35:51Z;[{'id': 5067528961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067528963, 'qualifierId': 347}, {'id': 5067528965, 'qualifierId': 233, 'value': '103'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;d8l5049gro9iusk2dv69ig8pg;Out;;;;;;;;;;;;;;;;;;;;103,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;11;33;Vancouver Whitecaps II;693;FWR;1,0
2694274955;122;1;1;11;40;ew2zirzye0sw1txr2m33nr25y;1;11,0;0,0;2024-06-02T23:16:08.144Z;2024-06-07T10:59:20Z;[{'id': 5067529155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067529161, 'qualifierId': 212, 'value': '8.7'}, {'id': 5067529157, 'qualifierId': 140, 'value': '15.1'}, {'id': 5067529159, 'qualifierId': 141, 'value': '9.4'}, {'id': 5071258745, 'qualifierId': 189}, {'id': 5067529153, 'qualifierId': 107}, {'id': 5067529163, 'qualifierId': 213, 'value': '1.05'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;8,7;;;1,05;9,4;15,1;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;15,1;9,4;;;;;;;0;0;11;40;Vancouver Whitecaps II;700;DR;1,0
2694274983;123;1;1;11;44;ew2zirzye0sw1txr2m33nr25y;1;13,4;16,4;2024-06-02T23:16:12.176Z;2024-06-07T10:59:27Z;[{'id': 5067529325, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067529331, 'qualifierId': 212, 'value': '15.5'}, {'id': 5067529327, 'qualifierId': 140, 'value': '26.4'}, {'id': 5067529335, 'qualifierId': 213, 'value': '5.79'}, {'id': 5067529329, 'qualifierId': 141, 'value': '5.6'}];49ag6csupgt40gbs2snq1xs7o;A. Chow;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;15,5;;;5,79;5,6;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;26,4;5,6;;;;;;;0;0;11;44;Vancouver Whitecaps II;704;MC;1,0
2694274989;124;61;1;11;50;ew2zirzye0sw1txr2m33nr25y;0;28,1;4,7;2024-06-02T23:16:18.688Z;2024-06-02T23:55:13Z;[{'id': 5067529361, 'qualifierId': 56, 'value': 'Back'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;d8l5049gro9iusk2dv69ig8pg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;11;50;Vancouver Whitecaps II;710;MC;1,0
2694275041;104;5;1;11;51;eo64tqkioegeb09iice2hf8bt;1;70,0;101,4;2024-06-02T23:16:18.838Z;2024-06-02T23:17:38Z;[{'id': 5067533207, 'qualifierId': 233, 'value': '125'}, {'id': 5067529577, 'qualifierId': 56, 'value': 'Left'}, {'id': 5067529579, 'qualifierId': 347}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;;d8l5049gro9iusk2dv69ig8pg;Out;;;;;;;;;;;;;;;;;;;;125,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;11;51;The Town;711;FW;1,0
2694275027;125;5;1;11;51;ew2zirzye0sw1txr2m33nr25y;0;30,0;-1,4;2024-06-02T23:16:18.838Z;2024-06-02T23:35:51Z;[{'id': 5067533231, 'qualifierId': 233, 'value': '104'}, {'id': 5067529537, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067529539, 'qualifierId': 347}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;d8l5049gro9iusk2dv69ig8pg;Out;;;;;;;;;;;;;;;;;;;;104,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;11;51;Vancouver Whitecaps II;711;MC;1,0
2694275081;105;1;1;11;55;eo64tqkioegeb09iice2hf8bt;1;69,2;100,0;2024-06-02T23:16:23.286Z;2024-06-02T23:16:26Z;[{'id': 5067529761, 'qualifierId': 140, 'value': '46.5'}, {'id': 5067529767, 'qualifierId': 213, 'value': '3.47'}, {'id': 5067529769, 'qualifierId': 1}, {'id': 5067529759, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067529765, 'qualifierId': 212, 'value': '25.1'}, {'id': 5067529757, 'qualifierId': 107}, {'id': 5067529763, 'qualifierId': 141, 'value': '89.9'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;25,1;;;3,47;89,9;46,5;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;46,5;89,9;;;;;;;0;0;11;55;The Town;715;ML;1,0
2694275141;106;1;1;11;58;eo64tqkioegeb09iice2hf8bt;1;46,5;89,9;2024-06-02T23:16:26.407Z;2024-06-02T23:16:31Z;[{'id': 5067530063, 'qualifierId': 141, 'value': '39.8'}, {'id': 5067530059, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067530065, 'qualifierId': 212, 'value': '34.9'}, {'id': 5067530069, 'qualifierId': 1}, {'id': 5067530067, 'qualifierId': 213, 'value': '4.49'}, {'id': 5067530061, 'qualifierId': 140, 'value': '39.2'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;34,9;;;4,49;39,8;39,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;39,2;39,8;;;;;;;0;0;11;58;The Town;718;DC;1,0
2694275165;107;1;1;12;3;eo64tqkioegeb09iice2hf8bt;1;40,7;31,9;2024-06-02T23:16:31.191Z;2024-06-02T23:16:35Z;[{'id': 5067530189, 'qualifierId': 140, 'value': '34.1'}, {'id': 5067530193, 'qualifierId': 212, 'value': '14.9'}, {'id': 5067530187, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067530195, 'qualifierId': 213, 'value': '2.05'}, {'id': 5067530191, 'qualifierId': 141, 'value': '51.3'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;14,9;;;2,05;51,3;34,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;34,1;51,3;;;;;;;0;0;12;3;The Town;723;MC;1,0
2694275187;108;1;1;12;7;eo64tqkioegeb09iice2hf8bt;1;36,6;49,6;2024-06-02T23:16:35.159Z;2024-06-02T23:16:37Z;[{'id': 5067530289, 'qualifierId': 140, 'value': '46.4'}, {'id': 5067530293, 'qualifierId': 212, 'value': '13.9'}, {'id': 5067530287, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067530295, 'qualifierId': 213, 'value': '0.74'}, {'id': 5067530291, 'qualifierId': 141, 'value': '63.3'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;13,9;;;0,74;63,3;46,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;46,4;63,3;;;;;;;0;0;12;7;The Town;727;DC;1,0
2694275207;109;1;1;12;9;eo64tqkioegeb09iice2hf8bt;1;41,2;65,0;2024-06-02T23:16:37.303Z;2024-06-07T10:59:58Z;[{'id': 5067530405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067530407, 'qualifierId': 140, 'value': '30.6'}, {'id': 5067530413, 'qualifierId': 213, 'value': '2.37'}, {'id': 5067530409, 'qualifierId': 141, 'value': '81.0'}, {'id': 5067530411, 'qualifierId': 212, 'value': '15.6'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;15,6;;;2,37;81,0;30,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;30,6;81,0;;;;;;;0;0;12;9;The Town;729;MC;1,0
2694275263;110;1;1;12;11;eo64tqkioegeb09iice2hf8bt;1;31,1;87,3;2024-06-02T23:16:39.383Z;2024-06-07T11:00:14Z;[{'id': 5067530693, 'qualifierId': 140, 'value': '48.6'}, {'id': 5067530695, 'qualifierId': 141, 'value': '84.4'}, {'id': 5067530699, 'qualifierId': 213, 'value': '6.18'}, {'id': 5067530697, 'qualifierId': 212, 'value': '18.5'}, {'id': 5067530691, 'qualifierId': 56, 'value': 'Back'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;18,5;;;6,18;84,4;48,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;48,6;84,4;;;;;;;0;0;12;11;The Town;731;DC;1,0
2694275271;111;61;1;12;14;eo64tqkioegeb09iice2hf8bt;0;48,3;85,9;2024-06-02T23:16:42.759Z;2024-06-07T11:00:18Z;[{'id': 5067530723, 'qualifierId': 56, 'value': 'Back'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;d8l5049gro9iusk2dv69ig8pg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;12;14;The Town;734;FW;1,0
2694275295;126;4;1;12;17;ew2zirzye0sw1txr2m33nr25y;1;48,3;23,6;2024-06-02T23:16:44.839Z;2024-06-07T11:00:34Z;[{'id': 5067530973, 'qualifierId': 294}, {'id': 5067530975, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067530977, 'qualifierId': 152}, {'id': 5067530971, 'qualifierId': 13}, {'id': 5067530981, 'qualifierId': 233, 'value': '112'}, {'id': 5067530979, 'qualifierId': 286}];49ag6csupgt40gbs2snq1xs7o;A. Chow;;;d8l5049gro9iusk2dv69ig8pg;Foul;;;;;;;;;;;;;;;;;;;1,0;112,0;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;12;17;Vancouver Whitecaps II;737;MC;1,0
