id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Involved;value_TeamPlayerFormation;value_PlayerPosition;value_TeamFormation;value_TeamKit;value_Captain;value_Resume;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndY;value_PassEndX;value_KickOff;value_Length;value_Chipped;value_LongBall;value_TouchTypeClearance;value_NextEventGoalKick;value_OppositeRelatedEventId;value_GoalKick;value_High;value_Defensive;value_Offensive;value_HeadPass;value_Launch;value_LowGkIntervention;value_Left;value_InSwinger;value_Cross;value_CornerTaken;value_RightFooted;value_Head;value_FlickOn;value_DeletedEventType;value_TakeOnSpace;value_OutOfPlay;value_TouchTypeControl;value_NextEventThrowIn;value_ThrowIn;value_NotVisible;value_IntentionalAssist;value_Assist;value_RegularPlay;value_RelatedEventId;value_Assisted;value_BlockedX;value_LeftFooted;value_HighCentre;value_OutOfBoxCentre;value_GoalmouthY;value_GoalmouthZ;value_BlockedY;value_FirstTouch;value_Standing;value_MediumGkIntervention;value_Collected;value_Hands;value_KeeperThrow;value_IndividualPlay;value_GkY;value_Volley;value_GkX;value_LowCentre;value_Blocked;value_DefBlock;value_BoxLeft;value_Right;value_Low;value_Direct;value_AttemptedTackle;value_Foul;value_NotAssisted;value_FreeKick;value_ByWall;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_TakeOnOvertake;value_TouchTypePass;value_SwitchOfPlay;value_BlockedPass;value_IntendedTackleTarget;value_BoxRight;value_ParriedSafe;value_Diving;value_InjuredPlayerId;value_Injury;value_Defensive1V1;value_Shove/Push;value_DrivenCross;value_Straight;value_OutSwinger;value_SetPiece;value_BoxCentre;value_CloseHigh;value_LowRight;value_LowLeft;value_FromCorner;value_OverArm;value_HighRight;value_ShirtPull/Holding;value_LayOff;value_BlockedCross;value_LeadingToGoal;value_GkYTimeOfGoal;value_SoloRun;value_GkXTimeOfGoal;value_RelatedError1Id;value_GoalShotGameClock;value_GoalShotTimestamp;value_ParriedDanger;value_HighGkIntervention;value_Deflection;value_BigChance;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistTeam;value_Minutes;value_DangerousPlay;value_SeriousFoul;value_RedCard;value_EndType;value_TacticalFoul;value_YellowCard;value_PenaltyTakerId;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_IncorrectOutOfPlayDecision;value_SixYardBlocked;value_GkKickFromHands;value_Strong;value_HighLeft;value_SmallBoxCentre;value_FloatedCross;value_Stooping;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_CloseLeft;value_FastBreak;value_SwerveLeft;value_CloseRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728452037;7;8;1;0;10;csntc7hucmo21gknxc5y0kc4q;1;44,4;83,7;2024-09-29T21:03:43.775Z;2024-10-03T06:10:06Z;[{'id': 5255497503, 'qualifierId': 56, 'value': 'Back'}, {'id': 5262164315, 'qualifierId': 385}];357vd87hv0jvljqtt2qf4vmz8;S. Suárez;;hi2rnnbv4qjodrk0n8263gus;Interception;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;10;New York RB II;10;DC;1,0
2728452081;5;1;1;0;12;4g68p0t2f5jzhzfr67i2rj1ex;0;41,6;36,2;2024-09-29T21:03:45.719Z;2024-09-29T21:04:06Z;[{'id': 5255497727, 'qualifierId': 141, 'value': '21.5'}, {'id': 5255497723, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255497729, 'qualifierId': 212, 'value': '24.3'}, {'id': 5255497725, 'qualifierId': 140, 'value': '62.7'}, {'id': 5255497731, 'qualifierId': 213, 'value': '5.86'}];8u0efvao8rym6mdx0tl0h0qac;A. Jarvis;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;5,86;21,5;62,7;;24,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;62,7;21,5;;;;;;;;0;0;12;New England II;12;MC;1,0
2728452097;8;49;1;0;14;csntc7hucmo21gknxc5y0kc4q;1;34,7;80,9;2024-09-29T21:03:47.919Z;2024-09-29T21:03:48Z;[];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;hi2rnnbv4qjodrk0n8263gus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;14;New York RB II;14;DC;1,0
2728452123;9;1;1;0;15;csntc7hucmo21gknxc5y0kc4q;1;34,7;80,9;2024-09-29T21:03:48.206Z;2024-09-29T21:03:49Z;[{'id': 5255497923, 'qualifierId': 212, 'value': '11.1'}, {'id': 5255497921, 'qualifierId': 141, 'value': '67.2'}, {'id': 5255497925, 'qualifierId': 213, 'value': '5.28'}, {'id': 5255497919, 'qualifierId': 140, 'value': '40.4'}, {'id': 5255497917, 'qualifierId': 56, 'value': 'Back'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;5,28;67,2;40,4;;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;40,4;67,2;;;;;;;;0;0;15;New York RB II;15;DC;1,0
2728452147;10;1;1;0;16;csntc7hucmo21gknxc5y0kc4q;1;42,1;71,6;2024-09-29T21:03:49.887Z;2024-09-29T21:21:21Z;[{'id': 5255498075, 'qualifierId': 212, 'value': '24.2'}, {'id': 5255498077, 'qualifierId': 213, 'value': '0.72'}, {'id': 5255498069, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255498071, 'qualifierId': 140, 'value': '59.5'}, {'id': 5255498073, 'qualifierId': 141, 'value': '95.0'}];et772m1f5cqceeffckpnty1p0;E. Klein;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,72;95,0;59,5;;24,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;59,5;95,0;;;;;;;;0;0;16;New York RB II;16;MC;1,0
2728452229;11;1;1;0;20;csntc7hucmo21gknxc5y0kc4q;0;65,4;92,9;2024-09-29T21:03:53.374Z;2024-09-29T21:03:58Z;[{'id': 5255498465, 'qualifierId': 212, 'value': '41.2'}, {'id': 5255498467, 'qualifierId': 213, 'value': '5.87'}, {'id': 5255498461, 'qualifierId': 140, 'value': '100.0'}, {'id': 5255498469, 'qualifierId': 1}, {'id': 5255498463, 'qualifierId': 141, 'value': '68.7'}, {'id': 5255498459, 'qualifierId': 56, 'value': 'Center'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;5,87;68,7;100,0;;41,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;100,0;68,7;;;;;;;;0;0;20;New York RB II;20;FWL;1,0
2728452271;6;56;1;0;24;4g68p0t2f5jzhzfr67i2rj1ex;1;3,0;30,6;2024-09-29T21:03:57.913Z;2024-09-29T23:08:48Z;[{'id': 5255498693, 'qualifierId': 56, 'value': 'Back'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;hi2rnnbv4qjodrk0n8263gus;Shield ball opp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;0;24;New England II;24;DL;1,0
2728452311;7;5;1;0;25;4g68p0t2f5jzhzfr67i2rj1ex;1;-1,1;30,2;2024-09-29T21:03:58.540Z;2024-09-29T21:09:13Z;[{'id': 5255498893, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255498895, 'qualifierId': 346}, {'id': 5255498921, 'qualifierId': 233, 'value': '12'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;hi2rnnbv4qjodrk0n8263gus;Out;;;;;;;;;;;;;;;;;;;1,0;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;0;25;New England II;25;DL;1,0
2728452233;12;5;1;0;25;csntc7hucmo21gknxc5y0kc4q;0;101,1;69,8;2024-09-29T21:03:58.540Z;2024-09-29T21:09:14Z;[{'id': 5255498933, 'qualifierId': 233, 'value': '7'}, {'id': 5255498489, 'qualifierId': 346}, {'id': 5255498487, 'qualifierId': 56, 'value': 'Center'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;hi2rnnbv4qjodrk0n8263gus;Out;;;;;;;;;;;;;;;;;;;1,0;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;25;New York RB II;25;FWL;1,0
2728452537;8;1;1;0;49;4g68p0t2f5jzhzfr67i2rj1ex;0;5,1;61,0;2024-09-29T21:04:22.056Z;2024-09-29T21:04:26Z;[{'id': 5255500187, 'qualifierId': 124}, {'id': 5255500189, 'qualifierId': 155}, {'id': 5255500197, 'qualifierId': 212, 'value': '58.2'}, {'id': 5255500199, 'qualifierId': 213, 'value': '0.16'}, {'id': 5255500205, 'qualifierId': 74}, {'id': 5255500191, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255500193, 'qualifierId': 140, 'value': '59.8'}, {'id': 5255500201, 'qualifierId': 1}, {'id': 5255500195, 'qualifierId': 141, 'value': '75.0'}];bvtvko74cyeqe297mp6shrf2s;A. Stokes;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,16;75,0;59,8;;58,2;1,0;1,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;59,8;75,0;;;;;;;;0;0;49;New England II;49;GK;1,0
