id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_Length;value_Angle;value_Zone;value_PassEndX;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_DeletedEventType;value_ThrowIn;value_Direct;value_AttemptedTackle;value_Foul;value_KeeperThrow;value_FreeKickTaken;value_IntendedTackleTarget;value_Left;value_Chipped;value_InSwinger;value_Cross;value_CornerTaken;value_Head;value_Handball;value_Assist;value_GoalmouthZ;value_RightFooted;value_RegularPlay;value_GoalmouthY;value_RelatedEventId;value_BlockedX;value_OutOfBoxCentre;value_IndividualPlay;value_LowCentre;value_Assisted;value_BlockedY;value_Collected;value_Hands;value_Diving;value_LayOff;value_GkX;value_GkY;value_LowRight;value_BoxRight;value_Blocked;value_DefBlock;value_GkKickFromHands;value_GoalShotTimestamp;value_BoxCentre;value_GoalShotGameClock;value_SoloRun;value_LeftFooted;value_OutOfPlay;value_OverArm;value_BlockedPass;value_Right;value_OutSwinger;value_NextEventGoalKick;value_Low;value_GoalKick;value_Overrun;value_HighClaim;value_FlickOn;value_ThroughBall;value_IntentionalAssist;value_FirstTouch;value_NotVisible;value_PlayersCaughtOffside;value_Indirect;value_OtherReason;value_RefereeDelay;value_DrinksBreak;value_YellowCard;value_Argument;value_GkStart;value_NotAssisted;value_SwitchOfPlay;value_HighLeft;value_TempMissed;value_Shove/Push;value_BigChance;value_Feet;value_Sliding;value_ParriedDanger;value_CloseRight;value_BoxLeft;value_SwerveLeft;value_TimeWasting;value_Minutes;value_ParriedSafe;value_EndType;value_LowLeft;value_Stooping;value_HitWoodwork;value_HitLeftPost;value_ShirtPull/Holding;value_Dissent;value_RecklessOffence;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_BallHitsReferee;value_HighCentre;value_Standing;value_Fumble;value_SetPiece;value_LeadingToGoal;value_KeeperTouched;value_HighRight;value_RelatedError1Id;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_Viral;value_CloseLeft;value_BoxDeepRight;value_SecondYellow;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistType;value_NotRetreating;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710240261;350;1;1;0;7;99l7fsj6ykgbyqcb9zqqu9dgq;0;7,5;13,2;2024-08-18T00:49:55.229Z;2024-08-18T01:49:52Z;[{'id': 5155670545, 'qualifierId': 212, 'value': '23.1'}, {'id': 5155670529, 'qualifierId': 157}, {'id': 5155670533, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155670537, 'qualifierId': 140, 'value': '27.2'}, {'id': 5155670541, 'qualifierId': 141, 'value': '0.0'}, {'id': 5155670549, 'qualifierId': 213, 'value': '5.82'}, {'id': 5155670551, 'qualifierId': 1}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;23,1;5,82;;27,2;0,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;27,2;0,0;;;;;;;0;0;0;7;Houston Dynamo II;7;DC;1,0
2710227945;335;5;1;0;8;7pmw399vh2v44cjle4fkklp1w;1;71,8;101,4;2024-08-18T00:49:56.229Z;2024-08-18T02:53:45Z;[{'id': 5155671249, 'qualifierId': 233, 'value': '351'}, {'id': 5155605581, 'qualifierId': 347}, {'id': 5155605579, 'qualifierId': 56, 'value': 'Left'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;epcid6clkolknkqllclmm4yl0;Out;;;;;;;;;;;;;;;;;;351,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;0;8;North Texas;8;GK;1,0
2710240373;351;5;1;0;8;99l7fsj6ykgbyqcb9zqqu9dgq;0;28,2;-1,4;2024-08-18T00:49:56.229Z;2024-08-18T02:53:45Z;[{'id': 5155671047, 'qualifierId': 347}, {'id': 5155671045, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155671281, 'qualifierId': 233, 'value': '335'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;epcid6clkolknkqllclmm4yl0;Out;;;;;;;;;;;;;;;;;;335,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;0;8;Houston Dynamo II;8;DC;1,0
2710205935;3;43;1;0;8;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-08-18T00:52:53.213Z;2024-08-18T00:53:47Z;[{'id': 5155479441, 'qualifierId': 144, 'value': '5'}, {'id': 5155476467, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155476469, 'qualifierId': 347, 'value': '0'}];9ph8wasuz3ndre586gople49g;S. Annor Gyamfi;;;epcid6clkolknkqllclmm4yl0;Deleted event;;;;;;;;;;;;;;;;;;;;;;0,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;0;8;North Texas;8;FW;1,0
2710233785;411;1;1;0;12;7pmw399vh2v44cjle4fkklp1w;1;65,4;100,0;2024-08-18T00:50:00.229Z;2024-08-18T01:39:26Z;[{'id': 5155637321, 'qualifierId': 213, 'value': '5.46'}, {'id': 5155637317, 'qualifierId': 141, 'value': '93.3'}, {'id': 5155637313, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155637315, 'qualifierId': 140, 'value': '70.2'}, {'id': 5155637311, 'qualifierId': 107}, {'id': 5155637319, 'qualifierId': 212, 'value': '7.4'}];1es4nynrpc8sz3enj46i9zeok;Josué;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;7,4;5,46;;70,2;93,3;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;70,2;93,3;;;;;;;0;0;0;12;North Texas;12;MC;1,0
2710234031;412;1;1;0;14;7pmw399vh2v44cjle4fkklp1w;1;67,4;91,5;2024-08-18T00:50:02.229Z;2024-08-18T01:39:46Z;[{'id': 5155638523, 'qualifierId': 140, 'value': '71.7'}, {'id': 5155638527, 'qualifierId': 212, 'value': '5.7'}, {'id': 5155638525, 'qualifierId': 141, 'value': '96.6'}, {'id': 5155638521, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155638529, 'qualifierId': 213, 'value': '0.65'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;5,7;0,65;;71,7;96,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;71,7;96,6;;;;;;;0;0;0;14;North Texas;14;FWL;1,0
2710205991;3;43;1;0;15;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-08-18T00:53:00.165Z;2024-08-18T00:53:40Z;[{'id': 5155476845, 'qualifierId': 141, 'value': '87.0'}, {'id': 5155476843, 'qualifierId': 140, 'value': '57.3'}, {'id': 5155478999, 'qualifierId': 144, 'value': '1'}, {'id': 5155476847, 'qualifierId': 212, 'value': '21.3'}, {'id': 5155476849, 'qualifierId': 213, 'value': '5.84'}, {'id': 5155476841, 'qualifierId': 56, 'value': 'Left'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;epcid6clkolknkqllclmm4yl0;Deleted event;;;;;;;;;;21,3;5,84;;57,3;87,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;57,3;87,0;;;;;;;0;0;0;15;Houston Dynamo II;15;DL;1,0
2710205983;4;43;1;0;15;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-08-18T00:53:00.684Z;2024-08-18T00:53:46Z;[{'id': 5155479391, 'qualifierId': 144, 'value': '49'}];bk0ik8kr1gpu372ibbbv87ndg;J. Burbano;;;epcid6clkolknkqllclmm4yl0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;0;15;North Texas;15;DMR;1,0
2710234241;413;1;1;0;17;7pmw399vh2v44cjle4fkklp1w;1;68,9;95,6;2024-08-18T00:50:05.229Z;2024-08-18T01:40:06Z;[{'id': 5155639559, 'qualifierId': 141, 'value': '88.7'}, {'id': 5155639555, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155639557, 'qualifierId': 140, 'value': '61.9'}, {'id': 5155639563, 'qualifierId': 213, 'value': '3.71'}, {'id': 5155639561, 'qualifierId': 212, 'value': '8.7'}];1es4nynrpc8sz3enj46i9zeok;Josué;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;8,7;3,71;;61,9;88,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;61,9;88,7;;;;;;;0;0;0;17;North Texas;17;MC;1,0
2710206009;5;43;1;0;18;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-08-18T00:53:03.035Z;2024-08-18T00:53:45Z;[{'id': 5155476983, 'qualifierId': 152, 'value': '0'}, {'id': 5155476987, 'qualifierId': 286, 'value': '0'}, {'id': 5155476985, 'qualifierId': 265, 'value': '0'}, {'id': 5155479331, 'qualifierId': 144, 'value': '4'}, {'id': 5155476979, 'qualifierId': 13, 'value': '0'}, {'id': 5155476981, 'qualifierId': 56, 'value': 'Right'}];bk0ik8kr1gpu372ibbbv87ndg;J. Burbano;;;epcid6clkolknkqllclmm4yl0;Deleted event;;;;;;;;;;;;;;;;;;;;0,0;;;4,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;0;18;North Texas;18;DMR;1,0
