id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_Resume;value_Involved;value_TeamFormation;value_PlayerPosition;value_DirectionOfPlay;value_KickOff;value_Zone;value_Length;value_Angle;value_PassEndY;value_PassEndX;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_BlockedPass;value_KeeperThrow;value_OutOfPlay;value_IntendedTackleTarget;value_NextEventGoalKick;value_Low;value_GoalKick;value_Launch;value_Chipped;value_HeadPass;value_LayOff;value_Head;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_AttemptedTackle;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_GoalmouthY;value_Left;value_FreeKick;value_RightFooted;value_GkY;value_OutOfBoxCentre;value_GoalmouthZ;value_GkX;value_NotAssisted;value_SwitchOfPlay;value_FlickOn;value_NotVisible;value_ShirtPull/Holding;value_DeletedEventType;value_OverArm;value_Cross;value_IntentionalAssist;value_Assist;value_LeftFooted;value_BigChance;value_BoxCentre;value_FirstTouch;value_Assisted;value_RegularPlay;value_CloseLeft;value_LowCentre;value_BlockedY;value_IndividualPlay;value_Deflection;value_BlockedX;value_Hands;value_Stooping;value_Collected;value_BoxLeft;value_Blocked;value_LowRight;value_DefBlock;value_Right;value_InSwinger;value_CornerTaken;value_HighClaim;value_GkKickFromHands;value_Handball;value_RecklessOffence;value_High;value_Volley;value_BoxRight;value_DrinksBreak;value_RefereeDelay;value_BlockedCross;value_FromCorner;value_SwerveLeft;value_ByWall;value_OutSwinger;value_HighLeft;value_SmallBoxLeft;value_FantasyAssistTeam;value_GoalShotTimestamp;value_FantasyAssistedBy;value_FantasyAssistType;value_GoalShotGameClock;value_LowLeft;value_FantasyAssistId;value_Minutes;value_GkHoof;value_EndType;value_OutOnSideline;value_NotPastGoalLine;value_BoxDeepRight;value_AdvantagePlayed;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_MisHit;value_HighRight;value_SmallBoxCentre;value_ThroughBall;value_Strong;value_35Centre;value_PlayersCaughtOffside;value_Indirect;value_Argument;value_AerialFoul;value_OtherReason;value_SetPiece;value_ThrowInSetPiece;value_Overrun;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Diving;value_HitWoodwork;value_Scored;value_HighCentre;value_KeeperTouched;value_Saved;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2708390125;8;3;1;0;16;dqx48fglv1l96cyrmjdod0xec;1;54,0;96,3;2024-08-12T00:08:18.032Z;2024-08-12T01:06:13Z;[{'id': 5145373405, 'qualifierId': 286}, {'id': 5145373403, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145373411, 'qualifierId': 233, 'value': '3'}];1b1vsi0l9xd0xy42q4p1bdk44;L. Demitra;;en1shva47w2xa3xslyid67384;Take On;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;0;16;Houston Dynamo II;16;DC;1,0
2708390143;9;1;1;0;18;dqx48fglv1l96cyrmjdod0xec;1;53,9;97,6;2024-08-12T00:08:19.495Z;2024-08-12T01:06:17Z;[{'id': 5145373513, 'qualifierId': 140, 'value': '67.5'}, {'id': 5145373517, 'qualifierId': 212, 'value': '16.8'}, {'id': 5145373511, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145373519, 'qualifierId': 213, 'value': '5.73'}, {'id': 5145373515, 'qualifierId': 141, 'value': '84.7'}];1b1vsi0l9xd0xy42q4p1bdk44;L. Demitra;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;16,8;5,73;84,7;67,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;67,5;84,7;;;;;;;;0;0;18;Houston Dynamo II;18;DC;1,0
2708390151;10;50;1;0;20;dqx48fglv1l96cyrmjdod0xec;1;69,3;87,8;2024-08-12T00:08:21.374Z;2024-08-12T01:07:37Z;[{'id': 5145373543, 'qualifierId': 286}, {'id': 5145373573, 'qualifierId': 233, 'value': '4'}, {'id': 5145373541, 'qualifierId': 56, 'value': 'Left'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;en1shva47w2xa3xslyid67384;Dispossessed;;;;;;;;;;;;;;;;;4,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;0;20;Houston Dynamo II;20;FWL;1,0
2708390145;4;7;1;0;20;7pmw399vh2v44cjle4fkklp1w;0;30,7;12,2;2024-08-12T00:08:21.375Z;2024-08-12T01:07:37Z;[{'id': 5145373569, 'qualifierId': 233, 'value': '10'}, {'id': 5145373523, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145373525, 'qualifierId': 285}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;en1shva47w2xa3xslyid67384;Tackle;;;;;;;;;;;;;;;;1,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;20;St. Louis City II;20;DR;1,0
2708390173;5;49;1;0;22;7pmw399vh2v44cjle4fkklp1w;1;37,1;1,4;2024-08-12T00:08:24.207Z;2024-08-12T00:08:24Z;[];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;22;St. Louis City II;22;FWR;1,0
2708390181;6;3;1;0;24;7pmw399vh2v44cjle4fkklp1w;0;38,2;1,8;2024-08-12T00:08:25.503Z;2024-08-12T01:07:37Z;[{'id': 5145373665, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145373755, 'qualifierId': 233, 'value': '11'}, {'id': 5145373667, 'qualifierId': 286}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Take On;;;;;;;;;;;;;;;;;11,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;24;St. Louis City II;24;FWR;1,0
2708390195;11;7;1;0;24;dqx48fglv1l96cyrmjdod0xec;0;61,8;98,2;2024-08-12T00:08:25.504Z;2024-08-12T00:08:31Z;[{'id': 5145373733, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145373749, 'qualifierId': 233, 'value': '6'}, {'id': 5145373735, 'qualifierId': 285}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;en1shva47w2xa3xslyid67384;Tackle;;;;;;;;;;;;;;;;1,0;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;0;24;Houston Dynamo II;24;MC;1,0
2708390237;7;5;1;0;25;7pmw399vh2v44cjle4fkklp1w;1;35,2;-1,2;2024-08-12T00:08:26.607Z;2024-08-12T01:07:48Z;[{'id': 5145373915, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145373917, 'qualifierId': 347}, {'id': 5145439895, 'qualifierId': 233, 'value': '265'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Out;;;;;;;;;;;;;;;;;265,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;25;St. Louis City II;25;FWR;1,0
2708403093;265;5;1;0;25;dqx48fglv1l96cyrmjdod0xec;0;64,8;101,2;2024-08-12T00:08:26.607Z;2024-08-12T01:07:48Z;[{'id': 5145439891, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145439923, 'qualifierId': 233, 'value': '7'}, {'id': 5145439893, 'qualifierId': 347}];;;;en1shva47w2xa3xslyid67384;Out;;;;;;;;;;;;;;;;;7,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;0;25;Houston Dynamo II;25;;
2708390245;8;1;1;0;31;7pmw399vh2v44cjle4fkklp1w;1;28,5;0,0;2024-08-12T00:08:32.703Z;2024-08-12T00:08:34Z;[{'id': 5145373959, 'qualifierId': 107}, {'id': 5145373969, 'qualifierId': 213, 'value': '1.55'}, {'id': 5145373965, 'qualifierId': 141, 'value': '7.3'}, {'id': 5145373963, 'qualifierId': 140, 'value': '28.6'}, {'id': 5145373961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145373967, 'qualifierId': 212, 'value': '5.9'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;5,9;1,55;7,3;28,6;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;28,6;7,3;;;;;;;;0;0;31;St. Louis City II;31;DR;1,0
2708390251;9;1;1;0;32;7pmw399vh2v44cjle4fkklp1w;0;28,6;7,3;2024-08-12T00:08:34.239Z;2024-08-12T00:08:35Z;[{'id': 5145374027, 'qualifierId': 213, 'value': '4.95'}, {'id': 5145374021, 'qualifierId': 140, 'value': '29.5'}, {'id': 5145374019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145374025, 'qualifierId': 212, 'value': '4.0'}, {'id': 5145374023, 'qualifierId': 141, 'value': '1.6'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;4,0;4,95;1,6;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;29,5;1,6;;;;;;;;0;0;32;St. Louis City II;32;MC;1,0
