id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_Length;value_PassEndX;value_PassEndY;value_Angle;value_KickOff;value_Zone;value_Chipped;value_LayOff;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_BlockedPass;value_Defensive;value_DeletedEventType;value_TakeOnSpace;value_Overrun;value_IntendedTackleTarget;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_NextEventThrowIn;value_HeadPass;value_FlickOn;value_ThrowIn;value_NotVisible;value_Launch;value_Handball;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_TouchTypeControl;value_SwitchOfPlay;value_MediumGkIntervention;value_KeeperThrow;value_OutSwinger;value_RightFooted;value_Cross;value_PullBack;value_Assist;value_IntentionalAssist;value_Assisted;value_RegularPlay;value_HighLeft;value_FirstTouch;value_RelatedEventId;value_GkX;value_GoalmouthY;value_GoalmouthZ;value_BoxCentre;value_LeftFooted;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_Head;value_High;value_LeadingToAttempt;value_OutOfBoxCentre;value_NotAssisted;value_SwerveLeft;value_CloseRight;value_RelatedError1Id;value_IndividualPlay;value_RefereeDelay;value_OtherReason;value_LowCentre;value_BlockedY;value_BlockedX;value_Stooping;value_Hands;value_Collected;value_LowGkIntervention;value_ShirtPull/Holding;value_Foul;value_FastBreak;value_Blocked;value_DefBlock;value_Deflection;value_GoalShotGameClock;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_FantasyAssistedBy;value_LowLeft;value_GkXTimeOfGoal;value_Shove/Push;value_InSwinger;value_Left;value_CornerTaken;value_FromCorner;value_CloseHigh;value_BoxLeft;value_Volley;value_OverArm;value_PersistentInfringement;value_YellowCard;value_Right;value_BigChance;value_SmallBoxRight;value_SixYardBlocked;value_OtherBodyPart;value_IncorrectOutOfPlayDecision;value_NotPastGoalLine;value_HighGkIntervention;value_TacticalFoul;value_Minutes;value_EndType;value_LowRight;value_CloseRightAndHigh;value_TimeWasting;value_OverhitCross;value_SwerveRight;value_ParriedSafe;value_BoxDeepRight;value_Defensive1V1;value_RecklessOffence;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Tap;value_Injury;value_InjuredPlayerId;value_BlockedCross;value_OwnPlayer;value_OwnShotBlocked;value_SmallBoxCentre;value_HighRight;value_CaptainChange;value_SetPiece;value_Standing;value_GkKickFromHands;value_FreeKick;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2666831271;519;7;2;52;30;479lsfr4cwlzewpbuda3y2xv4;1;21,8;36,6;2024-04-02T23:13:44.157Z;2024-04-05T13:24:39Z;[{'id': 4918605199, 'qualifierId': 285}, {'id': 4918605197, 'qualifierId': 56, 'value': 'Back'}, {'id': 4923035501, 'qualifierId': 383}, {'id': 4918605213, 'qualifierId': 233, 'value': '455'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Tackle;;;;;;;;;;;;;;;;;;;455,0;;;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;52;30;Inter Miami II;3150;DL;1,0
2666831279;521;4;2;52;32;479lsfr4cwlzewpbuda3y2xv4;1;22,6;35,6;2024-04-02T23:13:46.553Z;2024-04-02T23:13:49Z;[{'id': 4918605247, 'qualifierId': 13}, {'id': 4918605255, 'qualifierId': 285}, {'id': 4918605249, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918605269, 'qualifierId': 233, 'value': '456'}, {'id': 4918605251, 'qualifierId': 152}, {'id': 4918605253, 'qualifierId': 265}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Foul;;;;;;;;;;;;;;;;;;;456,0;;;1,0;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;52;32;Inter Miami II;3152;DL;1,0
2666831267;456;4;2;52;32;c7c4wwva2u1vb3rr7rwava044;0;77,4;64,4;2024-04-02T23:13:46.554Z;2024-04-02T23:13:49Z;[{'id': 4918605259, 'qualifierId': 13}, {'id': 4918605261, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918605265, 'qualifierId': 265}, {'id': 4918605273, 'qualifierId': 233, 'value': '521'}, {'id': 4918605263, 'qualifierId': 152}, {'id': 4918605267, 'qualifierId': 286}];1874nj27f507jqja4e8zla1as;B. Destin;;;bzjxxv41c0mdxepl6wvw76xhw;Foul;;;;;;;;;;;;;;;;;;;521,0;1,0;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;52;32;Orlando City B;3152;FW;1,0
2666831323;457;17;2;52;45;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-04-02T23:13:58.818Z;2024-04-05T13:25:03Z;[{'id': 4918605601, 'qualifierId': 37, 'value': '243'}, {'id': 4918605599, 'qualifierId': 31}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;52;45;Orlando City B;3165;AMC;1,0
2666831357;522;1;2;53;2;479lsfr4cwlzewpbuda3y2xv4;1;21,6;27,3;2024-04-02T23:14:16.271Z;2024-04-02T23:15:13Z;[{'id': 4918606719, 'qualifierId': 152}, {'id': 4918606717, 'qualifierId': 5}, {'id': 4918605751, 'qualifierId': 213, 'value': '1.34'}, {'id': 4918605749, 'qualifierId': 212, 'value': '11.3'}, {'id': 4918605747, 'qualifierId': 141, 'value': '43.4'}, {'id': 4918605743, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918605745, 'qualifierId': 140, 'value': '24.1'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;11,3;24,1;43,4;1,34;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;24,1;43,4;;;;;;;0;0;53;2;Inter Miami II;3182;DL;1,0
2666831363;523;1;2;53;6;479lsfr4cwlzewpbuda3y2xv4;1;26,5;43,7;2024-04-02T23:14:20.511Z;2024-04-02T23:14:24Z;[{'id': 4918605779, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918605791, 'qualifierId': 213, 'value': '6.24'}, {'id': 4918605781, 'qualifierId': 140, 'value': '41.8'}, {'id': 4918605787, 'qualifierId': 212, 'value': '16.1'}, {'id': 4918605783, 'qualifierId': 141, 'value': '42.7'}];cqlc423f6bid2uy3togwkvlgq;A. Salim;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;16,1;41,8;42,7;6,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;41,8;42,7;;;;;;;0;0;53;6;Inter Miami II;3186;DC;1,0
2666831367;524;1;2;53;10;479lsfr4cwlzewpbuda3y2xv4;1;38,6;47,0;2024-04-02T23:14:24.175Z;2024-04-05T13:25:37Z;[{'id': 4918605805, 'qualifierId': 140, 'value': '46.4'}, {'id': 4918605811, 'qualifierId': 213, 'value': '5.03'}, {'id': 4918605803, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918605809, 'qualifierId': 212, 'value': '26.0'}, {'id': 4918605807, 'qualifierId': 141, 'value': '10.7'}];2b8nmdlsqa9wxn8xlujvyaqga;J. Lynn;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;26,0;46,4;10,7;5,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;46,4;10,7;;;;;;;0;0;53;10;Inter Miami II;3190;FW;1,0
2666831375;525;1;2;53;11;479lsfr4cwlzewpbuda3y2xv4;1;64,6;6,2;2024-04-02T23:14:25.424Z;2024-04-02T23:14:26Z;[{'id': 4918605857, 'qualifierId': 140, 'value': '58.6'}, {'id': 4918605859, 'qualifierId': 141, 'value': '24.7'}, {'id': 4918605861, 'qualifierId': 212, 'value': '14.1'}, {'id': 4918605863, 'qualifierId': 213, 'value': '2.04'}, {'id': 4918605855, 'qualifierId': 56, 'value': 'Center'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;14,1;58,6;24,7;2,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;58,6;24,7;;;;;;;0;0;53;11;Inter Miami II;3191;DR;1,0
2666831377;526;1;2;53;13;479lsfr4cwlzewpbuda3y2xv4;0;57,5;25,2;2024-04-02T23:14:26.799Z;2024-04-02T23:14:27Z;[{'id': 4918605875, 'qualifierId': 213, 'value': '6.25'}, {'id': 4918605867, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918605869, 'qualifierId': 140, 'value': '75.5'}, {'id': 4918605871, 'qualifierId': 141, 'value': '24.3'}, {'id': 4918605873, 'qualifierId': 212, 'value': '18.9'}];2b8nmdlsqa9wxn8xlujvyaqga;J. Lynn;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;18,9;75,5;24,3;6,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;75,5;24,3;;;;;;;0;0;53;13;Inter Miami II;3193;FW;1,0
2666831383;458;49;2;53;16;c7c4wwva2u1vb3rr7rwava044;1;34,6;78,6;2024-04-02T23:14:30.460Z;2024-05-09T16:20:36Z;[];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;bzjxxv41c0mdxepl6wvw76xhw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;53;16;Orlando City B;3196;DC;1,0
2666831393;459;1;2;53;16;c7c4wwva2u1vb3rr7rwava044;1;34,6;78,6;2024-04-02T23:14:30.651Z;2024-05-09T16:20:36Z;[{'id': 4918605941, 'qualifierId': 213, 'value': '1.28'}, {'id': 4918605933, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918605939, 'qualifierId': 212, 'value': '9.8'}, {'id': 4918605937, 'qualifierId': 141, 'value': '92.4'}, {'id': 4918605935, 'qualifierId': 140, 'value': '37.3'}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;9,8;37,3;92,4;1,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;37,3;92,4;;;;;;;0;0;53;16;Orlando City B;3196;DC;1,0
2666831397;460;1;2;53;18;c7c4wwva2u1vb3rr7rwava044;1;37,0;93,0;2024-04-02T23:14:31.787Z;2024-04-02T23:14:33Z;[{'id': 4918605961, 'qualifierId': 141, 'value': '66.6'}, {'id': 4918605963, 'qualifierId': 212, 'value': '18.6'}, {'id': 4918605957, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918605959, 'qualifierId': 140, 'value': '41.5'}, {'id': 4918605965, 'qualifierId': 213, 'value': '4.97'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;18,6;41,5;66,6;4,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;41,5;66,6;;;;;;;0;0;53;18;Orlando City B;3198;MC;1,0
2666831399;461;1;2;53;19;c7c4wwva2u1vb3rr7rwava044;1;41,7;66,3;2024-04-02T23:14:32.859Z;2024-04-05T13:25:58Z;[{'id': 4918605975, 'qualifierId': 141, 'value': '66.6'}, {'id': 4923036671, 'qualifierId': 156}, {'id': 4918605973, 'qualifierId': 140, 'value': '32.9'}, {'id': 4918605979, 'qualifierId': 213, 'value': '3.12'}, {'id': 4918605977, 'qualifierId': 212, 'value': '9.2'}, {'id': 4918605971, 'qualifierId': 56, 'value': 'Back'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;9,2;32,9;66,6;3,12;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;32,9;66,6;;;;;;;0;0;53;19;Orlando City B;3199;AMC;1,0
2666831411;462;1;2;53;20;c7c4wwva2u1vb3rr7rwava044;1;38,0;66,3;2024-04-02T23:14:33.947Z;2024-04-02T23:14:36Z;[{'id': 4918606043, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918606047, 'qualifierId': 141, 'value': '45.2'}, {'id': 4918606049, 'qualifierId': 212, 'value': '23.7'}, {'id': 4918606045, 'qualifierId': 140, 'value': '56.0'}, {'id': 4918606051, 'qualifierId': 213, 'value': '5.63'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;23,7;56,0;45,2;5,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;56,0;45,2;;;;;;;0;0;53;20;Orlando City B;3200;DL;1,0
2666831419;463;1;2;53;22;c7c4wwva2u1vb3rr7rwava044;1;56,0;45,2;2024-04-02T23:14:35.819Z;2024-04-02T23:14:37Z;[{'id': 4918606075, 'qualifierId': 141, 'value': '54.8'}, {'id': 4918606077, 'qualifierId': 212, 'value': '7.8'}, {'id': 4918606079, 'qualifierId': 213, 'value': '1.00'}, {'id': 4918606073, 'qualifierId': 140, 'value': '60.0'}, {'id': 4918606071, 'qualifierId': 56, 'value': 'Center'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;7,8;60,0;54,8;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;60,0;54,8;;;;;;;0;0;53;22;Orlando City B;3202;AMR;1,0
2666831447;464;1;2;53;23;c7c4wwva2u1vb3rr7rwava044;1;57,6;61,7;2024-04-02T23:14:37.563Z;2024-04-05T13:26:20Z;[{'id': 4918606193, 'qualifierId': 213, 'value': '5.51'}, {'id': 4918606187, 'qualifierId': 140, 'value': '76.6'}, {'id': 4918606189, 'qualifierId': 141, 'value': '32.9'}, {'id': 4918606185, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918606191, 'qualifierId': 212, 'value': '28.0'}, {'id': 4923036767, 'qualifierId': 3}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;28,0;76,6;32,9;5,51;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;76,6;32,9;;;;;;;0;0;53;23;Orlando City B;3203;AMC;1,0
2666831467;465;1;2;53;30;c7c4wwva2u1vb3rr7rwava044;1;72,0;12,4;2024-04-02T23:14:44.140Z;2024-04-02T23:14:47Z;[{'id': 4918606263, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918606267, 'qualifierId': 141, 'value': '26.7'}, {'id': 4918606269, 'qualifierId': 212, 'value': '12.4'}, {'id': 4918606265, 'qualifierId': 140, 'value': '64.7'}, {'id': 4918606271, 'qualifierId': 213, 'value': '2.24'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;12,4;64,7;26,7;2,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;64,7;26,7;;;;;;;0;0;53;30;Orlando City B;3210;AMR;1,0
2666831487;466;1;2;53;33;c7c4wwva2u1vb3rr7rwava044;1;63,7;32,8;2024-04-02T23:14:47.372Z;2024-04-02T23:14:52Z;[{'id': 4918606391, 'qualifierId': 141, 'value': '53.4'}, {'id': 4918606389, 'qualifierId': 140, 'value': '69.0'}, {'id': 4918606393, 'qualifierId': 212, 'value': '15.1'}, {'id': 4918606387, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918606395, 'qualifierId': 213, 'value': '1.19'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;15,1;69,0;53,4;1,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;69,0;53,4;;;;;;;0;0;53;33;Orlando City B;3213;MC;1,0
2666831493;467;1;2;53;38;c7c4wwva2u1vb3rr7rwava044;0;79,2;58,0;2024-04-02T23:14:51.964Z;2024-04-02T23:14:52Z;[{'id': 4918606417, 'qualifierId': 212, 'value': '10.5'}, {'id': 4918606419, 'qualifierId': 213, 'value': '5.52'}, {'id': 4918606413, 'qualifierId': 140, 'value': '86.4'}, {'id': 4918606411, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918606415, 'qualifierId': 141, 'value': '47.3'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;10,5;86,4;47,3;5,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;86,4;47,3;;;;;;;0;0;53;38;Orlando City B;3218;AMC;1,0
2666831497;527;8;2;53;40;479lsfr4cwlzewpbuda3y2xv4;1;16,0;53,2;2024-04-02T23:14:54.322Z;2024-04-05T13:26:37Z;[{'id': 4918606431, 'qualifierId': 56, 'value': 'Back'}, {'id': 4923037041, 'qualifierId': 384}];cqlc423f6bid2uy3togwkvlgq;A. Salim;;;bzjxxv41c0mdxepl6wvw76xhw;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;53;40;Inter Miami II;3220;DC;1,0
2666831503;528;49;2;53;41;479lsfr4cwlzewpbuda3y2xv4;1;22,0;43,7;2024-04-02T23:14:55.602Z;2024-04-02T23:14:55Z;[];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;53;41;Inter Miami II;3221;DL;1,0
2666831505;529;1;2;53;42;479lsfr4cwlzewpbuda3y2xv4;1;20,7;40,6;2024-04-02T23:14:56Z;2024-04-02T23:14:57Z;[{'id': 4918606515, 'qualifierId': 212, 'value': '11.8'}, {'id': 4918606509, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918606517, 'qualifierId': 213, 'value': '5.60'}, {'id': 4918606511, 'qualifierId': 140, 'value': '29.4'}, {'id': 4918606513, 'qualifierId': 141, 'value': '29.7'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;11,8;29,4;29,7;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;29,4;29,7;;;;;;;0;0;53;42;Inter Miami II;3222;DL;1,0
2666831509;530;1;2;53;44;479lsfr4cwlzewpbuda3y2xv4;1;29,4;29,7;2024-04-02T23:14:57.728Z;2024-04-02T23:14:58Z;[{'id': 4918606525, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918606533, 'qualifierId': 213, 'value': '3.15'}, {'id': 4918606527, 'qualifierId': 140, 'value': '12.1'}, {'id': 4918606529, 'qualifierId': 141, 'value': '29.4'}, {'id': 4918606531, 'qualifierId': 212, 'value': '18.2'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;18,2;12,1;29,4;3,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;12,1;29,4;;;;;;;0;0;53;44;Inter Miami II;3224;AMR;1,0
2666831511;531;1;2;53;44;479lsfr4cwlzewpbuda3y2xv4;1;12,1;29,4;2024-04-02T23:14:58.576Z;2024-04-02T23:14:59Z;[{'id': 4918606547, 'qualifierId': 213, 'value': '4.90'}, {'id': 4918606541, 'qualifierId': 140, 'value': '15.4'}, {'id': 4918606539, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918606543, 'qualifierId': 141, 'value': '2.5'}, {'id': 4918606545, 'qualifierId': 212, 'value': '18.6'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;18,6;15,4;2,5;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;15,4;2,5;;;;;;;0;0;53;44;Inter Miami II;3224;DR;1,0
