id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Involved;value_PlayerPosition;value_TeamKit;value_Resume;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Angle;value_Length;value_KickOff;value_PassEndY;value_PassEndX;value_Zone;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_FlickOn;value_Cross;value_OutOfPlay;value_Left;value_CornerTaken;value_Chipped;value_NextEventThrowIn;value_ThrowIn;value_NextEventGoalKick;value_DeletedEventType;value_InSwinger;value_Head;value_KeeperThrow;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_IntendedTackleTarget;value_BlockedPass;value_SwitchOfPlay;value_Assist;value_LowCentre;value_OutOfBoxCentre;value_RelatedEventId;value_BlockedY;value_RightFooted;value_IndividualPlay;value_GoalmouthY;value_Assisted;value_RegularPlay;value_BlockedX;value_GoalmouthZ;value_Standing;value_ParriedDanger;value_Hands;value_Overrun;value_IntentionalAssist;value_GkX;value_CloseHigh;value_BoxCentre;value_BigChance;value_GkY;value_GoalKick;value_Low;value_HighRight;value_ParriedSafe;value_Diving;value_Blocked;value_SetPiece;value_35Centre;value_FirstTouch;value_DefBlock;value_Shove/Push;value_Volley;value_Right;value_NotPastGoalLine;value_BlockedCross;value_PlayersCaughtOffside;value_Indirect;value_FromCorner;value_SmallBoxRight;value_CloseRight;value_InjuredPlayerId;value_Injury;value_Minutes;value_EndType;value_RecklessOffence;value_YellowCard;value_LeftFooted;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_TacticalFoul;value_OutSwinger;value_NotAssisted;value_LowRight;value_HighLeft;value_BoxRight;value_GkHoof;value_CoachId;value_Dissent;value_SixYardBlocked;value_OverhitCross;value_GoesToPenalties;value_Saved;value_Penalty;value_HighCentre;value_Second(2Nd)OppositeRelatedEventId;value_GoalShotGameClock;value_GoalShotTimestamp;value_LowLeft;value_Scored;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2675944007;4;12;1;0;13;ew2zirzye0sw1txr2m33nr25y;1;10,7;54,0;2024-04-21T02:05:00.983Z;2024-04-21T02:05:02Z;[{'id': 4967772489, 'qualifierId': 140, 'value': '12.1'}, {'id': 4967772491, 'qualifierId': 141, 'value': '68.1'}, {'id': 4967772495, 'qualifierId': 213, 'value': '1.42'}, {'id': 4967772493, 'qualifierId': 212, 'value': '9.7'}, {'id': 4967772487, 'qualifierId': 56, 'value': 'Back'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;cb7xe7uydyom3ldsllhg5wefo;Clearance;;;;;;;;;;1,42;9,7;;68,1;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;12,1;68,1;;;;;;;;0;0;13;Austin II;13;DL;1,0
2675944001;8;61;1;0;14;d0c07im4a6oj8qa7f1zlt3pqs;1;89,5;54,9;2024-04-21T02:05:02.221Z;2024-04-21T02:05:02Z;[{'id': 4967772481, 'qualifierId': 56, 'value': 'Center'}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;cb7xe7uydyom3ldsllhg5wefo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;14;The Town;14;FWR;1,0
2675944089;5;12;1;0;14;ew2zirzye0sw1txr2m33nr25y;1;12,6;67,0;2024-04-21T02:05:02.360Z;2024-04-21T02:05:11Z;[{'id': 4967772887, 'qualifierId': 140, 'value': '25.6'}, {'id': 4967772885, 'qualifierId': 56, 'value': 'Back'}, {'id': 4967772893, 'qualifierId': 213, 'value': '5.55'}, {'id': 4967772891, 'qualifierId': 212, 'value': '18.3'}, {'id': 4967772889, 'qualifierId': 141, 'value': '49.0'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;cb7xe7uydyom3ldsllhg5wefo;Clearance;;;;;;;;;;5,55;18,3;;49,0;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;25,6;49,0;;;;;;;;0;0;14;Austin II;14;DC;1,0
2675944093;6;12;1;0;20;ew2zirzye0sw1txr2m33nr25y;1;6,9;48,4;2024-04-21T02:05:08.032Z;2024-04-21T02:05:18Z;[{'id': 4967772899, 'qualifierId': 140, 'value': '0.0'}, {'id': 4967772905, 'qualifierId': 213, 'value': '4.32'}, {'id': 4967772903, 'qualifierId': 212, 'value': '20.6'}, {'id': 4967772901, 'qualifierId': 141, 'value': '20.4'}, {'id': 4967772945, 'qualifierId': 167}, {'id': 4967772897, 'qualifierId': 56, 'value': 'Back'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;cb7xe7uydyom3ldsllhg5wefo;Clearance;;;;;;;;;;4,32;20,6;;20,4;0,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;0,0;20,4;;;;;;;;0;0;20;Austin II;20;DL;1,0
2675944097;7;6;1;0;22;ew2zirzye0sw1txr2m33nr25y;0;4,9;32,8;2024-04-21T02:05:09.537Z;2024-04-21T02:05:21Z;[{'id': 4967773089, 'qualifierId': 56, 'value': 'Back'}, {'id': 4967773091, 'qualifierId': 73}, {'id': 4967773137, 'qualifierId': 233, 'value': '9'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;cb7xe7uydyom3ldsllhg5wefo;Corner Awarded;;;;;;;;;;;;;;;;;;9,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;22;Austin II;22;DL;1,0
2675944081;9;6;1;0;22;d0c07im4a6oj8qa7f1zlt3pqs;1;95,1;67,2;2024-04-21T02:05:09.537Z;2024-04-21T02:15:59Z;[{'id': 4967772877, 'qualifierId': 56, 'value': 'Center'}, {'id': 4967773117, 'qualifierId': 233, 'value': '7'}, {'id': 4967772879, 'qualifierId': 73}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;cb7xe7uydyom3ldsllhg5wefo;Corner Awarded;;;;;;;;;;;;;;;;;;7,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;22;The Town;22;FWR;1,0
2675944225;10;1;1;0;42;d0c07im4a6oj8qa7f1zlt3pqs;1;99,5;99,5;2024-04-21T02:05:29.855Z;2024-04-21T02:05:32Z;[{'id': 4967773685, 'qualifierId': 212, 'value': '8.1'}, {'id': 4967773683, 'qualifierId': 141, 'value': '95.7'}, {'id': 4967773681, 'qualifierId': 140, 'value': '92.2'}, {'id': 4967773687, 'qualifierId': 213, 'value': '3.47'}, {'id': 4967773679, 'qualifierId': 56, 'value': 'Left'}, {'id': 4967773677, 'qualifierId': 6}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;cb7xe7uydyom3ldsllhg5wefo;Pass;;;;;;;;;;3,47;8,1;;95,7;92,2;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;92,2;95,7;;;;;;;;0;0;42;The Town;42;DR;1,0
2675944229;11;1;1;0;44;d0c07im4a6oj8qa7f1zlt3pqs;1;92,2;95,7;2024-04-21T02:05:32.335Z;2024-04-21T02:06:49Z;[{'id': 4967773713, 'qualifierId': 213, 'value': '4.79'}, {'id': 4967773711, 'qualifierId': 212, 'value': '4.3'}, {'id': 4967773705, 'qualifierId': 56, 'value': 'Left'}, {'id': 4967773707, 'qualifierId': 140, 'value': '92.5'}, {'id': 4967773709, 'qualifierId': 141, 'value': '89.4'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;cb7xe7uydyom3ldsllhg5wefo;Pass;;;;;;;;;;4,79;4,3;;89,4;92,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;92,5;89,4;;;;;;;;0;0;44;The Town;44;DC;1,0
2675944239;12;1;1;0;45;d0c07im4a6oj8qa7f1zlt3pqs;0;92,5;89,4;2024-04-21T02:05:33.143Z;2024-04-21T02:51:42Z;[{'id': 4967773777, 'qualifierId': 140, 'value': '90.6'}, {'id': 4967773779, 'qualifierId': 141, 'value': '47.2'}, {'id': 4967773773, 'qualifierId': 155}, {'id': 4967773775, 'qualifierId': 56, 'value': 'Center'}, {'id': 4967773771, 'qualifierId': 2}, {'id': 4967773781, 'qualifierId': 212, 'value': '28.8'}, {'id': 4967773783, 'qualifierId': 213, 'value': '4.64'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;cb7xe7uydyom3ldsllhg5wefo;Pass;;;;;;;;;;4,64;28,8;;47,2;90,6;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;90,6;47,2;;;;;;;;0;0;45;The Town;45;DR;1,0
2675944305;8;12;1;0;46;ew2zirzye0sw1txr2m33nr25y;1;12,4;46,9;2024-04-21T02:05:33.768Z;2024-04-21T02:51:38Z;[{'id': 4967774123, 'qualifierId': 213, 'value': '5.19'}, {'id': 4967774121, 'qualifierId': 212, 'value': '37.1'}, {'id': 4967774117, 'qualifierId': 140, 'value': '28.5'}, {'id': 4967774115, 'qualifierId': 56, 'value': 'Back'}, {'id': 4967774173, 'qualifierId': 167}, {'id': 4967774119, 'qualifierId': 141, 'value': '0.0'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;cb7xe7uydyom3ldsllhg5wefo;Clearance;;;;;;;;;;5,19;37,1;;0,0;28,5;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;28,5;0,0;;;;;;;;0;0;46;Austin II;46;AML;1,0
2675944307;9;5;1;0;50;ew2zirzye0sw1txr2m33nr25y;0;28,1;-1,6;2024-04-21T02:05:37.720Z;2024-04-21T02:16:02Z;[{'id': 4967774631, 'qualifierId': 233, 'value': '13'}, {'id': 4967774127, 'qualifierId': 347}, {'id': 4967774125, 'qualifierId': 56, 'value': 'Back'}];2jwbnsl7zicnbgutmpop29d61;M. Baldisimo;;cb7xe7uydyom3ldsllhg5wefo;Out;;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;50;Austin II;50;MC;1,0
2675944393;13;5;1;0;50;d0c07im4a6oj8qa7f1zlt3pqs;1;71,9;101,6;2024-04-21T02:05:37.720Z;2024-04-21T02:05:54Z;[{'id': 4967774567, 'qualifierId': 56, 'value': 'Left'}, {'id': 4967774569, 'qualifierId': 347}, {'id': 4967774601, 'qualifierId': 233, 'value': '9'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;cb7xe7uydyom3ldsllhg5wefo;Out;;;;;;;;;;;;;;;;;;9,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;50;The Town;50;DR;1,0
