id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Captain;value_Involved;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_Angle;value_KickOff;value_Length;value_Zone;value_PassEndY;value_Chipped;value_LongBall;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Direct;value_AttemptedTackle;value_Foul;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Cross;value_HeadPass;value_FlickOn;value_IntendedTackleTarget;value_NextEventGoalKick;value_GoalKick;value_Low;value_BlockedPass;value_Launch;value_Shove/Push;value_DeletedEventType;value_PlayersCaughtOffside;value_OutOfPlay;value_LayOff;value_Head;value_KeeperThrow;value_OverArm;value_Left;value_Right;value_InSwinger;value_IntentionalAssist;value_CornerTaken;value_Assist;value_SmallBoxLeft;value_Blocked;value_SixYardBlocked;value_GoalmouthY;value_GoalmouthZ;value_BlockedX;value_GkX;value_LowLeft;value_FirstTouch;value_RelatedEventId;value_GkY;value_Assisted;value_FromCorner;value_BlockedY;value_DefBlock;value_NotAssisted;value_IndividualPlay;value_HighLeft;value_LeftFooted;value_OutOfBoxCentre;value_Overrun;value_RightFooted;value_CloseLeft;value_BoxLeft;value_RegularPlay;value_GoalShotTimestamp;value_GoalShotGameClock;value_LowCentre;value_BigChance;value_High;value_BoxCentre;value_SetPiece;value_SmallBoxCentre;value_KeeperTouched;value_Injury;value_InjuredPlayerId;value_Indirect;value_PullBack;value_Minutes;value_BlockedCross;value_GkHoof;value_EndType;value_HighClaim;value_ParriedSafe;value_Sliding;value_OtherBodyPart;value_Unchallenged;value_Dissent;value_YellowCard;value_LowRight;value_Hands;value_Diving;value_NotPastGoalLine;value_VideoCoverageLost;value_OverhitCross;value_FreeKick;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_CloseRight;value_35Centre;value_Volley;value_Standing;value_BoxRight;value_HighRight;value_SmallBoxRight;value_ShirtPull/Holding;value_TacticalFoul;value_PenaltyTakerId;value_NotVisible;value_Penalty;value_RecklessOffence;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_BoxDeepLeft;value_Collected;value_HitWoodwork;value_HighCentre;value_HitBar;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2712134701;9;1;1;0;20;iiolvosiuokkrl5iuoxcjo4p;1;9,4;44,8;2024-08-24T01:05:33.174Z;2024-08-24T01:58:16Z;[{'id': 5166208995, 'qualifierId': 141, 'value': '87.7'}, {'id': 5166208999, 'qualifierId': 213, 'value': '1.45'}, {'id': 5166209163, 'qualifierId': 155}, {'id': 5166208993, 'qualifierId': 140, 'value': '12.7'}, {'id': 5166208997, 'qualifierId': 212, 'value': '29.4'}, {'id': 5166208991, 'qualifierId': 56, 'value': 'Back'}];7vhhtm49u9nzdpc9d60empxxw;Z. Campagnolo;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;12,7;1,45;;29,4;;87,7;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;12,7;87,7;;;;;;;;0;0;20;Austin II;20;GK;1,0
2712153267;304;1;1;0;22;iiolvosiuokkrl5iuoxcjo4p;1;8,9;89,1;2024-08-24T01:05:34.526Z;2024-08-24T01:58:28Z;[{'id': 5166304547, 'qualifierId': 213, 'value': '0.16'}, {'id': 5166304543, 'qualifierId': 141, 'value': '98.5'}, {'id': 5166304539, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166304541, 'qualifierId': 140, 'value': '45.8'}, {'id': 5166304549, 'qualifierId': 1}, {'id': 5166304537, 'qualifierId': 155}, {'id': 5166304545, 'qualifierId': 212, 'value': '39.3'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;45,8;0,16;;39,3;;98,5;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;45,8;98,5;;;;;;;;0;0;22;Austin II;22;DC;1,0
2712134703;10;61;1;0;24;iiolvosiuokkrl5iuoxcjo4p;0;39,3;95,9;2024-08-24T01:05:36.647Z;2024-08-24T01:58:28Z;[{'id': 5166209003, 'qualifierId': 56, 'value': 'Back'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;eu9y74g23043z4usj838iigic;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;0;24;Austin II;24;DC;1,0
2712134717;3;5;1;0;28;d0c07im4a6oj8qa7f1zlt3pqs;1;54,8;-1,6;2024-08-24T01:05:40.696Z;2024-08-24T01:16:42Z;[{'id': 5166209059, 'qualifierId': 347}, {'id': 5166209077, 'qualifierId': 233, 'value': '11'}, {'id': 5166209057, 'qualifierId': 56, 'value': 'Right'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;eu9y74g23043z4usj838iigic;Out;;;;;;;;;;;;;;;;;;1,0;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;0;28;Colorado Rapids II;28;FW;1,0
2712134715;11;5;1;0;28;iiolvosiuokkrl5iuoxcjo4p;0;45,2;101,6;2024-08-24T01:05:40.696Z;2024-08-24T01:16:42Z;[{'id': 5166209039, 'qualifierId': 347}, {'id': 5166209037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166209081, 'qualifierId': 233, 'value': '3'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;eu9y74g23043z4usj838iigic;Out;;;;;;;;;;;;;;;;;;1,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;0;28;Austin II;28;DC;1,0
2712134727;4;1;1;0;32;d0c07im4a6oj8qa7f1zlt3pqs;1;48,4;0,0;2024-08-24T01:05:45.271Z;2024-08-24T01:05:51Z;[{'id': 5166209141, 'qualifierId': 107}, {'id': 5166209143, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166209147, 'qualifierId': 141, 'value': '8.5'}, {'id': 5166209145, 'qualifierId': 140, 'value': '32.0'}, {'id': 5166209151, 'qualifierId': 213, 'value': '2.77'}, {'id': 5166209149, 'qualifierId': 212, 'value': '18.5'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;32,0;2,77;;18,5;;8,5;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;32,0;8,5;;;;;;;;0;0;32;Colorado Rapids II;32;DR;1,0
2712134729;5;1;1;0;38;d0c07im4a6oj8qa7f1zlt3pqs;1;28,4;26,1;2024-08-24T01:05:51.255Z;2024-08-24T01:05:55Z;[{'id': 5166209185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166209189, 'qualifierId': 141, 'value': '62.9'}, {'id': 5166209187, 'qualifierId': 140, 'value': '24.8'}, {'id': 5166209193, 'qualifierId': 213, 'value': '1.72'}, {'id': 5166209191, 'qualifierId': 212, 'value': '25.3'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;24,8;1,72;;25,3;;62,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;24,8;62,9;;;;;;;;0;0;38;Colorado Rapids II;38;DL;1,0
2712134739;6;1;1;0;42;d0c07im4a6oj8qa7f1zlt3pqs;1;26,0;62,9;2024-08-24T01:05:55.223Z;2024-08-24T01:05:59Z;[{'id': 5166209273, 'qualifierId': 140, 'value': '28.3'}, {'id': 5166209279, 'qualifierId': 213, 'value': '4.82'}, {'id': 5166209277, 'qualifierId': 212, 'value': '22.5'}, {'id': 5166209271, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166209275, 'qualifierId': 141, 'value': '30.0'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;28,3;4,82;;22,5;;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;28,3;30,0;;;;;;;;0;0;42;Colorado Rapids II;42;DC;1,0
2712134747;7;1;1;0;46;d0c07im4a6oj8qa7f1zlt3pqs;1;28,3;31,0;2024-08-24T01:05:59.272Z;2024-08-24T01:06:02Z;[{'id': 5166209335, 'qualifierId': 140, 'value': '26.5'}, {'id': 5166209337, 'qualifierId': 141, 'value': '60.5'}, {'id': 5166209341, 'qualifierId': 213, 'value': '1.66'}, {'id': 5166209339, 'qualifierId': 212, 'value': '20.1'}, {'id': 5166209333, 'qualifierId': 56, 'value': 'Back'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;26,5;1,66;;20,1;;60,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;26,5;60,5;;;;;;;;0;0;46;Colorado Rapids II;46;DL;1,0
2712134749;8;1;1;0;49;d0c07im4a6oj8qa7f1zlt3pqs;1;25,7;58,5;2024-08-24T01:06:02.438Z;2024-08-24T01:06:04Z;[{'id': 5166209357, 'qualifierId': 212, 'value': '17.9'}, {'id': 5166209353, 'qualifierId': 140, 'value': '23.2'}, {'id': 5166209351, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166209355, 'qualifierId': 141, 'value': '32.5'}, {'id': 5166209359, 'qualifierId': 213, 'value': '4.56'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;23,2;4,56;;17,9;;32,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;23,2;32,5;;;;;;;;0;0;49;Colorado Rapids II;49;DC;1,0
