id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_Resume;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_Angle;value_PassEndY;value_PassEndX;value_Zone;value_Length;value_Foul;value_Direct;value_Offensive;value_OppositeRelatedEventId;value_Shove/Push;value_Defensive;value_FreeKickTaken;value_Chipped;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_LongBall;value_ThroughBall;value_HighGkIntervention;value_SwitchOfPlay;value_TakeOnOvertake;value_OverhitCross;value_Cross;value_OutSwinger;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_IntendedTackleTarget;value_TakeOnSpace;value_OutOfPlay;value_NotVisible;value_LayOff;value_BlockedPass;value_PlayersCaughtOffside;value_Indirect;value_HeadPass;value_TouchTypeClearance;value_AttemptedTackle;value_IncorrectOutOfPlayDecision;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_MediumGkIntervention;value_Launch;value_Assist;value_CloseLeft;value_GkX;value_GkY;value_RegularPlay;value_GoalmouthZ;value_GoalmouthY;value_IndividualPlay;value_OutOfBoxCentre;value_Assisted;value_High;value_Defensive1V1;value_YellowCard;value_TacticalFoul;value_NotAssisted;value_FreeKick;value_CloseRight;value_IntentionalAssist;value_PullBack;value_GkYTimeOfGoal;value_GoalShotGameClock;value_BigChance;value_FirstTouch;value_BoxCentre;value_GkXTimeOfGoal;value_HighRight;value_GoalShotTimestamp;value_KickOff;value_LowCentre;value_BlockedY;value_BoxRight;value_BlockedX;value_Hands;value_Collected;value_Standing;value_KeeperThrow;value_LowGkIntervention;value_ShirtPull/Holding;value_Left;value_TouchTypeControl;value_FlickOn;value_LeftFooted;value_Head;value_DrivenCross;value_Straight;value_FloatedCross;value_Volley;value_Stooping;value_HighClaim;value_LowLeft;value_Diving;value_BlockedCross;value_LeadingToGoal;value_RelatedError1Id;value_Deflection;value_ParriedDanger;value_FollowsShotRebound;value_GoalDisallowed;value_SmallBoxCentre;value_Blocked;value_DefBlock;value_SetPiece;value_Right;value_CornerTaken;value_InSwinger;value_SmallBoxRight;value_Minutes;value_BoxLeft;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_LeadingToAttempt;value_LowRight;value_Feet;value_ParriedSafe;value_Dissent;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_HitWoodwork;value_Unchallenged;value_KeeperSaved;value_NotPastGoalLine;value_FromShotOffTarget;value_SwerveLeft;value_FromCorner;value_FairPlay;value_HighCentre;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_Scored;value_Obstruction;value_Overrun;value_Handball;value_OverArm;value_Reaching;value_GoesToPenalties;value_Saved;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2688605539;469;1;2;47;16;d0c07im4a6oj8qa7f1zlt3pqs;1;20,4;91,1;2024-05-18T02:11:46.308Z;2024-05-18T02:11:50Z;[{'id': 5036546433, 'qualifierId': 140, 'value': '6.7'}, {'id': 5036546437, 'qualifierId': 212, 'value': '23.4'}, {'id': 5036546431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546435, 'qualifierId': 141, 'value': '64.0'}, {'id': 5036546439, 'qualifierId': 213, 'value': '4.05'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;4,05;64,0;6,7;;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;6,7;64,0;;;;;;;;0;47;16;Sporting KC II;2836;DC;1,0
2688605553;470;1;2;47;20;d0c07im4a6oj8qa7f1zlt3pqs;0;3,4;65,8;2024-05-18T02:11:50.148Z;2024-05-18T02:11:52Z;[{'id': 5036546497, 'qualifierId': 140, 'value': '39.9'}, {'id': 5036546503, 'qualifierId': 213, 'value': '0.57'}, {'id': 5036546499, 'qualifierId': 141, 'value': '100.0'}, {'id': 5036546495, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546493, 'qualifierId': 155}, {'id': 5036546501, 'qualifierId': 212, 'value': '45.5'}, {'id': 5036546505, 'qualifierId': 1}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,57;100,0;39,9;;45,5;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;39,9;100,0;;;;;;;;0;47;20;Sporting KC II;2840;GK;1,0
2688605581;365;5;2;47;23;7fbej4xwoq4imaf5l39304m37;1;54,0;-1,2;2024-05-18T02:11:52.784Z;2024-05-18T03:11:59Z;[{'id': 5036546661, 'qualifierId': 347}, {'id': 5036546671, 'qualifierId': 233, 'value': '471'}, {'id': 5036546659, 'qualifierId': 56, 'value': 'Right'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;471,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;47;23;Austin II;2843;FWL;1,0
2688605557;471;5;2;47;23;d0c07im4a6oj8qa7f1zlt3pqs;0;46,0;101,2;2024-05-18T02:11:52.784Z;2024-05-18T02:11:59Z;[{'id': 5036546525, 'qualifierId': 347}, {'id': 5036546675, 'qualifierId': 233, 'value': '365'}, {'id': 5036546523, 'qualifierId': 56, 'value': 'Back'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;365,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;47;23;Sporting KC II;2843;GK;1,0
2688605585;366;1;2;47;28;7fbej4xwoq4imaf5l39304m37;1;47,7;0,0;2024-05-18T02:11:58.222Z;2024-05-18T02:12:00Z;[{'id': 5036546693, 'qualifierId': 212, 'value': '15.1'}, {'id': 5036546683, 'qualifierId': 107}, {'id': 5036546685, 'qualifierId': 56, 'value': 'Right'}, {'id': 5036546695, 'qualifierId': 213, 'value': '0.33'}, {'id': 5036546687, 'qualifierId': 140, 'value': '61.3'}, {'id': 5036546691, 'qualifierId': 141, 'value': '6.9'}];aifybz5snfmoiwlq6qpweitxw;A. Cunningham;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,33;6,9;61,3;;15,1;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;61,3;6,9;;;;;;;;0;47;28;Austin II;2848;DR;1,0
2688605587;367;61;2;47;29;7fbej4xwoq4imaf5l39304m37;0;60,8;5,0;2024-05-18T02:11:59.110Z;2024-05-18T03:16:50Z;[{'id': 5036546701, 'qualifierId': 56, 'value': 'Right'}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;cuxzuvwotldz8kmzgfwac03kk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;47;29;Austin II;2849;FWR;1,0
2688605593;368;5;2;47;30;7fbej4xwoq4imaf5l39304m37;0;64,6;-1,7;2024-05-18T02:12:00.005Z;2024-05-18T03:11:59Z;[{'id': 5036546749, 'qualifierId': 233, 'value': '472'}, {'id': 5036546727, 'qualifierId': 347}, {'id': 5036546725, 'qualifierId': 56, 'value': 'Right'}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;472,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;47;30;Austin II;2850;FWR;1,0
2688605595;472;5;2;47;30;d0c07im4a6oj8qa7f1zlt3pqs;1;35,4;101,7;2024-05-18T02:12:00.005Z;2024-05-18T02:12:01Z;[{'id': 5036546729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546731, 'qualifierId': 347}, {'id': 5036546733, 'qualifierId': 233, 'value': '368'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;368,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;47;30;Sporting KC II;2850;GK;1,0
2688605603;473;1;2;47;31;d0c07im4a6oj8qa7f1zlt3pqs;1;30,4;100,0;2024-05-18T02:12:01.436Z;2024-05-18T02:12:03Z;[{'id': 5036546775, 'qualifierId': 140, 'value': '29.5'}, {'id': 5036546779, 'qualifierId': 212, 'value': '11.2'}, {'id': 5036546777, 'qualifierId': 141, 'value': '85.6'}, {'id': 5036546771, 'qualifierId': 107}, {'id': 5036546773, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546781, 'qualifierId': 213, 'value': '4.63'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;4,63;85,6;29,5;;11,2;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;29,5;85,6;;;;;;;;0;47;31;Sporting KC II;2851;DC;1,0
2688605617;474;1;2;47;33;d0c07im4a6oj8qa7f1zlt3pqs;1;30,0;85,9;2024-05-18T02:12:03.412Z;2024-05-18T02:12:05Z;[{'id': 5036546833, 'qualifierId': 140, 'value': '25.1'}, {'id': 5036546837, 'qualifierId': 212, 'value': '12.6'}, {'id': 5036546831, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546839, 'qualifierId': 213, 'value': '4.29'}, {'id': 5036546835, 'qualifierId': 141, 'value': '69.0'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;4,29;69,0;25,1;;12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;25,1;69,0;;;;;;;;0;47;33;Sporting KC II;2853;MC;1,0
2688605649;475;1;2;47;35;d0c07im4a6oj8qa7f1zlt3pqs;1;25,1;69,7;2024-05-18T02:12:05.092Z;2024-05-18T02:12:10Z;[{'id': 5036546935, 'qualifierId': 212, 'value': '12.2'}, {'id': 5036546929, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546931, 'qualifierId': 140, 'value': '17.3'}, {'id': 5036546937, 'qualifierId': 213, 'value': '2.31'}, {'id': 5036546933, 'qualifierId': 141, 'value': '82.9'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;2,31;82,9;17,3;;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;17,3;82,9;;;;;;;;0;47;35;Sporting KC II;2855;MC;1,0
2688605659;476;1;2;47;40;d0c07im4a6oj8qa7f1zlt3pqs;1;10,4;88,0;2024-05-18T02:12:10.078Z;2024-05-18T02:12:12Z;[{'id': 5036546979, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036546977, 'qualifierId': 155}, {'id': 5036546983, 'qualifierId': 141, 'value': '93.5'}, {'id': 5036546985, 'qualifierId': 212, 'value': '16.8'}, {'id': 5036546981, 'qualifierId': 140, 'value': '26.0'}, {'id': 5036546987, 'qualifierId': 213, 'value': '0.22'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,22;93,5;26,0;;16,8;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;26,0;93,5;;;;;;;;0;47;40;Sporting KC II;2860;DC;1,0
2688605663;477;1;2;47;42;d0c07im4a6oj8qa7f1zlt3pqs;1;23,1;93,6;2024-05-18T02:12:12.108Z;2024-05-18T02:12:13Z;[{'id': 5036547007, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036547009, 'qualifierId': 140, 'value': '26.4'}, {'id': 5036547013, 'qualifierId': 212, 'value': '6.6'}, {'id': 5036547015, 'qualifierId': 213, 'value': '5.26'}, {'id': 5036547011, 'qualifierId': 141, 'value': '85.3'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;5,26;85,3;26,4;;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;26,4;85,3;;;;;;;;0;47;42;Sporting KC II;2862;DC;1,0
2688605677;478;1;2;47;43;d0c07im4a6oj8qa7f1zlt3pqs;1;26,7;85,3;2024-05-18T02:12:13.124Z;2024-05-18T02:12:16Z;[{'id': 5036547099, 'qualifierId': 141, 'value': '87.2'}, {'id': 5036547095, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036547103, 'qualifierId': 213, 'value': '3.07'}, {'id': 5036547097, 'qualifierId': 140, 'value': '10.2'}, {'id': 5036547101, 'qualifierId': 212, 'value': '17.4'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;3,07;87,2;10,2;;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;10,2;87,2;;;;;;;;0;47;43;Sporting KC II;2863;MC;1,0
2688605691;479;1;2;47;47;d0c07im4a6oj8qa7f1zlt3pqs;0;10,3;86,5;2024-05-18T02:12:16.708Z;2024-05-18T02:12:19Z;[{'id': 5036547157, 'qualifierId': 1}, {'id': 5036547151, 'qualifierId': 141, 'value': '100.0'}, {'id': 5036547155, 'qualifierId': 213, 'value': '0.18'}, {'id': 5036547153, 'qualifierId': 212, 'value': '59.2'}, {'id': 5036547145, 'qualifierId': 157}, {'id': 5036547149, 'qualifierId': 140, 'value': '65.8'}, {'id': 5036547147, 'qualifierId': 56, 'value': 'Left'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,18;100,0;65,8;;59,2;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;65,8;100,0;;;;;;;;0;47;47;Sporting KC II;2867;DC;1,0
2688605721;369;5;2;47;49;7fbej4xwoq4imaf5l39304m37;1;34,7;-1,5;2024-05-18T02:12:18.894Z;2024-05-18T03:11:59Z;[{'id': 5036547307, 'qualifierId': 233, 'value': '480'}, {'id': 5036547287, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036547289, 'qualifierId': 347}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;480,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;47;49;Austin II;2869;DL;1,0
2688605693;480;5;2;47;49;d0c07im4a6oj8qa7f1zlt3pqs;0;65,3;101,5;2024-05-18T02:12:18.894Z;2024-05-18T02:12:26Z;[{'id': 5036547161, 'qualifierId': 347}, {'id': 5036547311, 'qualifierId': 233, 'value': '369'}, {'id': 5036547159, 'qualifierId': 56, 'value': 'Left'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;369,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;47;49;Sporting KC II;2869;DC;1,0
2688605809;370;1;2;48;12;7fbej4xwoq4imaf5l39304m37;1;38,4;0,0;2024-05-18T02:12:42.062Z;2024-05-18T02:12:44Z;[{'id': 5036547669, 'qualifierId': 1}, {'id': 5036547659, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036547665, 'qualifierId': 212, 'value': '33.3'}, {'id': 5036547661, 'qualifierId': 140, 'value': '66.3'}, {'id': 5036547667, 'qualifierId': 213, 'value': '0.49'}, {'id': 5036547657, 'qualifierId': 107}, {'id': 5036547663, 'qualifierId': 141, 'value': '22.6'}];aifybz5snfmoiwlq6qpweitxw;A. Cunningham;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,49;22,6;66,3;;33,3;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;66,3;22,6;;;;;;;;0;48;12;Austin II;2892;DR;1,0
2688605835;371;1;2;48;14;7fbej4xwoq4imaf5l39304m37;1;67,2;23,7;2024-05-18T02:12:43.902Z;2024-05-18T02:12:50Z;[{'id': 5036547889, 'qualifierId': 156}, {'id': 5036547775, 'qualifierId': 212, 'value': '6.6'}, {'id': 5036547777, 'qualifierId': 213, 'value': '2.75'}, {'id': 5036547771, 'qualifierId': 140, 'value': '61.4'}, {'id': 5036547769, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036547773, 'qualifierId': 141, 'value': '27.4'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;2,75;27,4;61,4;;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;61,4;27,4;;;;;;;;0;48;14;Austin II;2894;FW;1,0
2690832373;747;3;2;48;14;7fbej4xwoq4imaf5l39304m37;0;67,3;21,9;2024-05-18T02:12:44.084Z;2024-05-22T09:55:16Z;[{'id': 5048572087, 'qualifierId': 467, 'value': 'd0riqrsz7ojwb9m94rbvx7r6y'}, {'id': 5048572083, 'qualifierId': 286}, {'id': 5048572081, 'qualifierId': 56, 'value': 'Center'}, {'id': 5048572085, 'qualifierId': 465}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;cuxzuvwotldz8kmzgfwac03kk;Take On;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;48;14;Austin II;2894;FWR;1,0
2688605839;372;4;2;48;18;7fbej4xwoq4imaf5l39304m37;1;64,8;28,8;2024-05-18T02:12:47.860Z;2024-05-18T02:12:49Z;[{'id': 5036547821, 'qualifierId': 152}, {'id': 5036547825, 'qualifierId': 286}, {'id': 5036547819, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036547823, 'qualifierId': 265}, {'id': 5036547849, 'qualifierId': 233, 'value': '481'}, {'id': 5036547817, 'qualifierId': 13}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;cuxzuvwotldz8kmzgfwac03kk;Foul;;;;;;;;;;;;;;;1,0;1,0;1,0;481,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;48;18;Austin II;2898;FWR;1,0
2688605831;481;4;2;48;18;d0c07im4a6oj8qa7f1zlt3pqs;0;35,2;71,2;2024-05-18T02:12:47.861Z;2024-05-18T02:12:49Z;[{'id': 5036547841, 'qualifierId': 285}, {'id': 5036547833, 'qualifierId': 13}, {'id': 5036547859, 'qualifierId': 233, 'value': '372'}, {'id': 5036547839, 'qualifierId': 265}, {'id': 5036547835, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036547837, 'qualifierId': 152}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cuxzuvwotldz8kmzgfwac03kk;Foul;;;;;;;;;;;;;;;1,0;1,0;;372,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;48;18;Sporting KC II;2898;DC;1,0
2688606085;373;1;2;49;1;7fbej4xwoq4imaf5l39304m37;0;67,9;33,1;2024-05-18T02:13:31.461Z;2024-05-22T09:55:39Z;[{'id': 5036549003, 'qualifierId': 152}, {'id': 5036549011, 'qualifierId': 212, 'value': '26.3'}, {'id': 5036549007, 'qualifierId': 140, 'value': '88.1'}, {'id': 5036549001, 'qualifierId': 155}, {'id': 5036548999, 'qualifierId': 5}, {'id': 5036549013, 'qualifierId': 213, 'value': '0.63'}, {'id': 5036549009, 'qualifierId': 141, 'value': '56.0'}, {'id': 5036549005, 'qualifierId': 56, 'value': 'Center'}];1pm343qga3zwdbrjngpeqhtnu;J. Swallen;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,63;56,0;88,1;;26,3;;1,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;88,1;56,0;;;;;;;;0;49;1;Austin II;2941;MC;1,0
