id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_TeamPlayerFormation;value_Captain;value_TeamKit;value_Resume;value_Involved;value_PlayerPosition;value_DirectionOfPlay;value_DeletedEventType;value_PassEndX;value_Zone;value_PassEndY;value_Angle;value_KickOff;value_Length;value_Launch;value_LongBall;value_BlockedPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_Chipped;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_IntendedTackleTarget;value_SwitchOfPlay;value_Cross;value_Head;value_FlickOn;value_PullBack;value_HighClaim;value_KeeperThrow;value_NotVisible;value_Assist;value_OutOfBoxCentre;value_LowRight;value_GoalmouthZ;value_LeftFooted;value_GoalmouthY;value_RegularPlay;value_BlockedX;value_BlockedY;value_Assisted;value_RelatedEventId;value_IndividualPlay;value_Hands;value_Stooping;value_Collected;value_PlayersCaughtOffside;value_Handball;value_Indirect;value_NextEventGoalKick;value_Low;value_GoalKick;value_GkX;value_RightFooted;value_Blocked;value_LowLeft;value_GkY;value_DefBlock;value_Injury;value_InjuredPlayerId;value_Penalty;value_PenaltyTakerId;value_Diving;value_Right;value_Scored;value_FantasyAssistTeam;value_GoalShotTimestamp;value_FantasyAssistId;value_NotAssisted;value_BigChance;value_FantasyAssistedBy;value_FantasyAssistType;value_BoxCentre;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_GoalShotGameClock;value_RefereeDelay;value_DrinksBreak;value_OverArm;value_ShirtPull/Holding;value_Standing;value_BallHitsReferee;value_Minutes;value_YellowCard;value_RecklessOffence;value_IncorrectOutOfPlayDecision;value_Left;value_IntentionalAssist;value_CornerTaken;value_InSwinger;value_High;value_SmallBoxCentre;value_FromCorner;value_FirstTouch;value_Shove/Push;value_EndType;value_BlockedClearance;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_LowCentre;value_LayOff;value_OutSwinger;value_BlockedCross;value_TacticalFoul;value_PersistentInfringement;value_Unchallenged;value_BoxLeft;value_FastBreak;value_SwerveLeft;value_HighRight;value_SwerveRight;value_FreeKick;value_LeadingToGoal;value_KeeperTouched;value_RelatedError1Id;value_GkKickFromHands;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2724817433;164;1;1;18;16;iiolvosiuokkrl5iuoxcjo4p;1;60,8;70,1;2024-09-22T22:21:52.824Z;2024-09-22T22:21:53Z;[{'id': 5235546091, 'qualifierId': 141, 'value': '62.8'}, {'id': 5235546085, 'qualifierId': 152}, {'id': 5235546093, 'qualifierId': 212, 'value': '16.4'}, {'id': 5235546083, 'qualifierId': 5}, {'id': 5235546095, 'qualifierId': 213, 'value': '3.45'}, {'id': 5235546087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235546089, 'qualifierId': 140, 'value': '45.9'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;45,9;;62,8;3,45;;16,4;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;45,9;62,8;;;;;;;;0;18;16;Houston Dynamo II;1096;MC;1,0
2724817445;165;1;1;18;16;iiolvosiuokkrl5iuoxcjo4p;1;46,0;63,1;2024-09-22T22:21:53.705Z;2024-09-22T22:21:55Z;[{'id': 5235546163, 'qualifierId': 213, 'value': '0.89'}, {'id': 5235546159, 'qualifierId': 141, 'value': '76.6'}, {'id': 5235546157, 'qualifierId': 140, 'value': '53.1'}, {'id': 5235546155, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235546161, 'qualifierId': 212, 'value': '11.8'}];at9jab3qv8j4azup6qd5ggui2;D. Chacón;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;53,1;;76,6;0,89;;11,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;53,1;76,6;;;;;;;;0;18;16;Houston Dynamo II;1096;DL;1,0
2724817487;166;1;1;18;18;iiolvosiuokkrl5iuoxcjo4p;1;53,3;76,2;2024-09-22T22:21:55.689Z;2024-09-22T22:22:00Z;[{'id': 5235546419, 'qualifierId': 212, 'value': '11.6'}, {'id': 5235546415, 'qualifierId': 140, 'value': '45.3'}, {'id': 5235546421, 'qualifierId': 213, 'value': '3.90'}, {'id': 5235546413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235546417, 'qualifierId': 141, 'value': '64.4'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;45,3;;64,4;3,9;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;45,3;64,4;;;;;;;;0;18;18;Houston Dynamo II;1098;DC;1,0
2724817509;167;1;1;18;23;iiolvosiuokkrl5iuoxcjo4p;1;46,6;69,5;2024-09-22T22:22:00.505Z;2024-09-22T22:22:03Z;[{'id': 5235546553, 'qualifierId': 213, 'value': '0.98'}, {'id': 5235546543, 'qualifierId': 140, 'value': '53.6'}, {'id': 5235546547, 'qualifierId': 141, 'value': '85.6'}, {'id': 5235546541, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235546549, 'qualifierId': 212, 'value': '13.2'}];at9jab3qv8j4azup6qd5ggui2;D. Chacón;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;53,6;;85,6;0,98;;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;53,6;85,6;;;;;;;;0;18;23;Houston Dynamo II;1103;DL;1,0
2724817517;168;1;1;18;26;iiolvosiuokkrl5iuoxcjo4p;1;55,6;90,9;2024-09-22T22:22:03.545Z;2024-09-22T22:22:06Z;[{'id': 5235546601, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235546603, 'qualifierId': 140, 'value': '72.7'}, {'id': 5235546607, 'qualifierId': 212, 'value': '18.6'}, {'id': 5235546605, 'qualifierId': 141, 'value': '98.2'}, {'id': 5235546609, 'qualifierId': 213, 'value': '0.27'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;72,7;;98,2;0,27;;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;72,7;98,2;;;;;;;;0;18;26;Houston Dynamo II;1106;DC;1,0
2724817519;169;61;1;18;27;iiolvosiuokkrl5iuoxcjo4p;0;72,7;98,2;2024-09-22T22:22:04.315Z;2024-09-22T23:00:20Z;[{'id': 5235546617, 'qualifierId': 56, 'value': 'Left'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;appu6wz6erst0nzrm9znazo4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;18;27;Houston Dynamo II;1107;DC;1,0
2724817533;224;1;1;18;28;7pmw399vh2v44cjle4fkklp1w;1;21,4;15,0;2024-09-22T22:22:05.209Z;2024-09-22T22:22:09Z;[{'id': 5235546701, 'qualifierId': 140, 'value': '30.8'}, {'id': 5235546705, 'qualifierId': 212, 'value': '10.0'}, {'id': 5235546707, 'qualifierId': 213, 'value': '6.12'}, {'id': 5235546699, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235546703, 'qualifierId': 141, 'value': '12.6'}];2p2lvzr6lk92tevfvb5u6uiac;D. Barrett;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;30,8;;12,6;6,12;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;30,8;12,6;;;;;;;;0;18;28;Colorado Rapids II;1108;DC;1,0
2724817539;225;49;1;18;32;7pmw399vh2v44cjle4fkklp1w;1;41,7;25,8;2024-09-22T22:22:09.160Z;2024-09-22T22:22:09Z;[];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;appu6wz6erst0nzrm9znazo4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;18;32;Colorado Rapids II;1112;FWR;1,0
2724817559;226;50;1;18;33;7pmw399vh2v44cjle4fkklp1w;1;52,0;32,0;2024-09-22T22:22:10.440Z;2024-09-22T22:22:14Z;[{'id': 5235546835, 'qualifierId': 233, 'value': '170'}, {'id': 5235546773, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235546775, 'qualifierId': 286}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;appu6wz6erst0nzrm9znazo4;Dispossessed;;;;;;;;;;;;;;;;;;;;170,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;18;33;Colorado Rapids II;1113;FWR;1,0
2724817569;170;7;1;18;33;iiolvosiuokkrl5iuoxcjo4p;0;48,0;68,0;2024-09-22T22:22:10.441Z;2024-09-22T22:22:14Z;[{'id': 5235546825, 'qualifierId': 233, 'value': '226'}, {'id': 5235546817, 'qualifierId': 285}, {'id': 5235546815, 'qualifierId': 56, 'value': 'Back'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;appu6wz6erst0nzrm9znazo4;Tackle;;;;;;;;;;;;;;;;;;;;226,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;18;33;Houston Dynamo II;1113;DC;1,0
2724817641;227;1;1;18;36;7pmw399vh2v44cjle4fkklp1w;0;42,6;52,2;2024-09-22T22:22:13.576Z;2024-09-22T22:22:17Z;[{'id': 5235547233, 'qualifierId': 212, 'value': '34.4'}, {'id': 5235547237, 'qualifierId': 213, 'value': '1.82'}, {'id': 5235547225, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235547227, 'qualifierId': 140, 'value': '34.6'}, {'id': 5235547241, 'qualifierId': 1}, {'id': 5235547229, 'qualifierId': 141, 'value': '100.0'}];1es4nynrpc8sz3enj46i9zeok;Josué;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;34,6;;100,0;1,82;;34,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;34,6;100,0;;;;;;;;0;18;36;Colorado Rapids II;1116;MC;1,0
2724817689;171;5;1;18;40;iiolvosiuokkrl5iuoxcjo4p;1;65,2;-1,4;2024-09-22T22:22:17.744Z;2024-09-22T22:25:45Z;[{'id': 5235547501, 'qualifierId': 233, 'value': '228'}, {'id': 5235547477, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235547479, 'qualifierId': 347}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;appu6wz6erst0nzrm9znazo4;Out;;;;;;;;;;;;;;;;;;;;228,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;18;40;Houston Dynamo II;1120;DC;1,0
2724817647;228;5;1;18;40;7pmw399vh2v44cjle4fkklp1w;0;34,8;101,4;2024-09-22T22:22:17.744Z;2024-09-22T22:22:23Z;[{'id': 5235547525, 'qualifierId': 233, 'value': '171'}, {'id': 5235547253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235547255, 'qualifierId': 347}];1es4nynrpc8sz3enj46i9zeok;Josué;;;appu6wz6erst0nzrm9znazo4;Out;;;;;;;;;;;;;;;;;;;;171,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;18;40;Colorado Rapids II;1120;MC;1,0
2724817731;172;1;1;18;45;iiolvosiuokkrl5iuoxcjo4p;1;65,0;0,0;2024-09-22T22:22:22.264Z;2024-09-22T22:22:26Z;[{'id': 5235547709, 'qualifierId': 141, 'value': '5.6'}, {'id': 5235547711, 'qualifierId': 212, 'value': '7.9'}, {'id': 5235547713, 'qualifierId': 213, 'value': '2.49'}, {'id': 5235547705, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235547707, 'qualifierId': 140, 'value': '59.0'}, {'id': 5235547703, 'qualifierId': 107}];1p1ektnr3l7lj518cbs2dnmdw;R. Garcia;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;59,0;;5,6;2,49;;7,9;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;59,0;5,6;;;;;;;;0;18;45;Houston Dynamo II;1125;FWL;1,0
2724817737;173;1;1;18;49;iiolvosiuokkrl5iuoxcjo4p;1;62,2;2,0;2024-09-22T22:22:26.777Z;2024-09-22T22:22:29Z;[{'id': 5235547789, 'qualifierId': 140, 'value': '55.4'}, {'id': 5235547799, 'qualifierId': 213, 'value': '2.61'}, {'id': 5235547797, 'qualifierId': 212, 'value': '8.3'}, {'id': 5235547793, 'qualifierId': 141, 'value': '8.2'}, {'id': 5235547787, 'qualifierId': 56, 'value': 'Right'}];4wu5ystem7t4d7veep83j2qne;S. Flores;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;55,4;;8,2;2,61;;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;55,4;8,2;;;;;;;;0;18;49;Houston Dynamo II;1129;DR;1,0
2724817761;174;1;1;18;52;iiolvosiuokkrl5iuoxcjo4p;1;56,4;7,6;2024-09-22T22:22:29.560Z;2024-09-22T22:22:31Z;[{'id': 5235547939, 'qualifierId': 213, 'value': '1.16'}, {'id': 5235547931, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235547935, 'qualifierId': 141, 'value': '19.6'}, {'id': 5235547937, 'qualifierId': 212, 'value': '8.9'}, {'id': 5235547933, 'qualifierId': 140, 'value': '59.8'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;59,8;;19,6;1,16;;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;59,8;19,6;;;;;;;;0;18;52;Houston Dynamo II;1132;MC;1,0
2724817773;175;1;1;18;54;iiolvosiuokkrl5iuoxcjo4p;1;60,1;17,2;2024-09-22T22:22:31.065Z;2024-09-22T22:22:31Z;[{'id': 5235547979, 'qualifierId': 141, 'value': '11.7'}, {'id': 5235547981, 'qualifierId': 212, 'value': '6.0'}, {'id': 5235547975, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235547977, 'qualifierId': 140, 'value': '55.6'}, {'id': 5235547983, 'qualifierId': 213, 'value': '3.81'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;55,6;;11,7;3,81;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;55,6;11,7;;;;;;;;0;18;54;Houston Dynamo II;1134;MC;1,0
2724817813;176;1;1;18;54;iiolvosiuokkrl5iuoxcjo4p;1;55,7;11,7;2024-09-22T22:22:31.736Z;2024-09-22T22:22:38Z;[{'id': 5235548221, 'qualifierId': 141, 'value': '55.6'}, {'id': 5235548217, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235548219, 'qualifierId': 140, 'value': '46.0'}, {'id': 5235548225, 'qualifierId': 213, 'value': '1.90'}, {'id': 5235548223, 'qualifierId': 212, 'value': '31.5'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;46,0;;55,6;1,9;;31,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;46,0;55,6;;;;;;;;0;18;54;Houston Dynamo II;1134;MC;1,0
2724817857;177;1;1;19;1;iiolvosiuokkrl5iuoxcjo4p;1;59,0;64,7;2024-09-22T22:22:38.009Z;2024-09-22T22:22:43Z;[{'id': 5235548491, 'qualifierId': 212, 'value': '27.7'}, {'id': 5235548489, 'qualifierId': 141, 'value': '92.3'}, {'id': 5235548487, 'qualifierId': 140, 'value': '78.4'}, {'id': 5235548493, 'qualifierId': 213, 'value': '0.74'}, {'id': 5235548485, 'qualifierId': 56, 'value': 'Left'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;78,4;;92,3;0,74;;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;78,4;92,3;;;;;;;;0;19;1;Houston Dynamo II;1141;DC;1,0
2724817861;178;3;1;19;6;iiolvosiuokkrl5iuoxcjo4p;0;77,0;90,6;2024-09-22T22:22:43.497Z;2024-09-22T22:23:46Z;[{'id': 5235548511, 'qualifierId': 286}, {'id': 5235548509, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235548687, 'qualifierId': 233, 'value': '229'}];7pegcq6kh8s6naujxky714ys4;N. Strellnauer;;;appu6wz6erst0nzrm9znazo4;Take On;;;;;;;;;;;;;;;;;;;;229,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;19;6;Houston Dynamo II;1146;FWR;1,0
2724817895;229;7;1;19;6;7pmw399vh2v44cjle4fkklp1w;1;23,0;9,4;2024-09-22T22:22:43.498Z;2024-09-22T22:23:46Z;[{'id': 5235548661, 'qualifierId': 285}, {'id': 5235548679, 'qualifierId': 233, 'value': '178'}, {'id': 5235548659, 'qualifierId': 56, 'value': 'Back'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;appu6wz6erst0nzrm9znazo4;Tackle;;;;;;;;;;;;;;;;;;;;178,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;19;6;Colorado Rapids II;1146;FWR;1,0
2724817879;179;83;1;19;9;iiolvosiuokkrl5iuoxcjo4p;0;79,0;95,6;2024-09-22T22:22:46.041Z;2024-09-22T22:22:49Z;[{'id': 5235548745, 'qualifierId': 399, 'value': '7yt2ddw0yntv9xq1hrv1jx05w'}];7pegcq6kh8s6naujxky714ys4;N. Strellnauer;;;appu6wz6erst0nzrm9znazo4;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;19;9;Houston Dynamo II;1149;FWR;1,0
2724817903;230;1;1;19;10;7pmw399vh2v44cjle4fkklp1w;0;23,7;7,9;2024-09-22T22:22:47.450Z;2024-09-22T22:22:49Z;[{'id': 5235548763, 'qualifierId': 286}, {'id': 5235548719, 'qualifierId': 213, 'value': '5.24'}, {'id': 5235548757, 'qualifierId': 236}, {'id': 5235548759, 'qualifierId': 233, 'value': '180'}, {'id': 5235548717, 'qualifierId': 212, 'value': '1.9'}, {'id': 5235548713, 'qualifierId': 140, 'value': '24.6'}, {'id': 5235548715, 'qualifierId': 141, 'value': '5.5'}, {'id': 5235548711, 'qualifierId': 56, 'value': 'Back'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;appu6wz6erst0nzrm9znazo4;Pass;;;;;;;;;;;24,6;;5,5;5,24;;1,9;;;1,0;180,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;24,6;5,5;;;;;;;;0;19;10;Colorado Rapids II;1150;FWR;1,0
2724817911;180;74;1;19;10;iiolvosiuokkrl5iuoxcjo4p;1;77,6;96,5;2024-09-22T22:22:47.451Z;2024-09-22T22:23:44Z;[{'id': 5235548751, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235548753, 'qualifierId': 285}, {'id': 5235548783, 'qualifierId': 233, 'value': '230'}];7pegcq6kh8s6naujxky714ys4;N. Strellnauer;;;appu6wz6erst0nzrm9znazo4;Blocked Pass;;;;;;;;;;;;;;;;;;;;230,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;19;10;Houston Dynamo II;1150;FWR;1,0
2724817929;181;5;1;19;12;iiolvosiuokkrl5iuoxcjo4p;0;77,2;101,1;2024-09-22T22:22:48.966Z;2024-09-22T22:25:45Z;[{'id': 5235548849, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235549591, 'qualifierId': 233, 'value': '231'}, {'id': 5235548851, 'qualifierId': 347}];7pegcq6kh8s6naujxky714ys4;N. Strellnauer;;;appu6wz6erst0nzrm9znazo4;Out;;;;;;;;;;;;;;;;;;;;231,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;19;12;Houston Dynamo II;1152;FWR;1,0
2724818067;231;5;1;19;12;7pmw399vh2v44cjle4fkklp1w;1;22,8;-1,1;2024-09-22T22:22:48.966Z;2024-09-22T22:25:45Z;[{'id': 5235549579, 'qualifierId': 233, 'value': '181'}, {'id': 5235549547, 'qualifierId': 347}, {'id': 5235549545, 'qualifierId': 56, 'value': 'Back'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;appu6wz6erst0nzrm9znazo4;Out;;;;;;;;;;;;;;;;;;;;181,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;19;12;Colorado Rapids II;1152;FWR;1,0
