id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_PlayerPosition;value_Captain;value_Resume;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Zone;value_Length;value_PassEndY;value_Angle;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_HeadPass;value_Chipped;value_Offensive;value_TakeOnSpace;value_Defensive;value_BlockedPass;value_TouchTypeClearance;value_Assist;value_SwitchOfPlay;value_RightFooted;value_GoalmouthY;value_RegularPlay;value_LowLeft;value_GoalmouthZ;value_BoxLeft;value_IndividualPlay;value_RelatedEventId;value_BlockedX;value_Assisted;value_BlockedY;value_Hands;value_Collected;value_Diving;value_LowGkIntervention;value_KeeperThrow;value_LayOff;value_LowCentre;value_BoxCentre;value_Stooping;value_ParriedDanger;value_AerialFoul;value_Direct;value_Foul;value_FreeKickTaken;value_Shove/Push;value_Defensive1V1;value_TakeOnOvertake;value_Left;value_CornerTaken;value_Cross;value_InSwinger;value_Head;value_DeletedEventType;value_PlayersCaughtOffside;value_Indirect;value_IntendedTackleTarget;value_TouchTypeControl;value_OutOfPlay;value_ShirtPull/Holding;value_PullBack;value_IntentionalAssist;value_GoalShotGameClock;value_BigChance;value_GkYTimeOfGoal;value_GkY;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_FirstTouch;value_HighLeft;value_GkX;value_OutSwinger;value_NextEventGoalKick;value_Low;value_GoalKick;value_MediumGkIntervention;value_Blocked;value_DefBlock;value_LeftFooted;value_Right;value_FromCorner;value_TouchTypePass;value_FlickOn;value_AttemptedTackle;value_BlockedCross;value_HighGkIntervention;value_HighClaim;value_GkHoof;value_MisHit;value_OutOfBoxCentre;value_Volley;value_HighRight;value_Injury;value_InjuredPlayerId;value_Minutes;value_CloseRight;value_EndType;value_Straight;value_DrivenCross;value_High;value_NotAssisted;value_LeadingToGoal;value_RelatedError1Id;value_FoulAndAbusiveLanguage;value_RedCard;value_YellowCard;value_Argument;value_FastBreak;value_FreeKick;value_NotVisible;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Unchallenged;value_RecklessOffence;value_SwerveLeft;value_LowRight;value_ParriedSafe;value_Standing;value_OverhitCross;value_HighCentre;value_GkKickFromHands;value_OtherObstacle;value_Dissent;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2681956699;5;1;1;0;28;d0c07im4a6oj8qa7f1zlt3pqs;1;10,8;33,6;2024-05-04T02:04:19.458Z;2024-05-04T02:04:25Z;[{'id': 5000340735, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000340739, 'qualifierId': 141, 'value': '69.0'}, {'id': 5000340741, 'qualifierId': 212, 'value': '25.6'}, {'id': 5000340737, 'qualifierId': 140, 'value': '19.1'}, {'id': 5000340743, 'qualifierId': 213, 'value': '1.22'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;19,1;;;25,6;69,0;1,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;19,1;69,0;;;;;;;0;0;0;28;Colorado Rapids II;28;GK;1,0
2681956711;6;1;1;0;34;d0c07im4a6oj8qa7f1zlt3pqs;1;25,3;83,3;2024-05-04T02:04:25.202Z;2024-05-04T02:04:29Z;[{'id': 5000340815, 'qualifierId': 140, 'value': '12.6'}, {'id': 5000340813, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000340817, 'qualifierId': 141, 'value': '69.9'}, {'id': 5000340819, 'qualifierId': 212, 'value': '16.2'}, {'id': 5000340821, 'qualifierId': 213, 'value': '3.74'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;12,6;;;16,2;69,9;3,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;12,6;69,9;;;;;;;0;0;0;34;Colorado Rapids II;34;DC;1,0
2681956719;7;1;1;0;38;d0c07im4a6oj8qa7f1zlt3pqs;1;12,7;66,9;2024-05-04T02:04:29.570Z;2024-05-04T02:04:32Z;[{'id': 5000340853, 'qualifierId': 140, 'value': '11.7'}, {'id': 5000340857, 'qualifierId': 212, 'value': '24.8'}, {'id': 5000340851, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000340855, 'qualifierId': 141, 'value': '30.4'}, {'id': 5000340859, 'qualifierId': 213, 'value': '4.67'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;11,7;;;24,8;30,4;4,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;11,7;30,4;;;;;;;0;0;0;38;Colorado Rapids II;38;DC;1,0
2681956723;8;1;1;0;41;d0c07im4a6oj8qa7f1zlt3pqs;1;13,3;33,9;2024-05-04T02:04:32.530Z;2024-05-04T02:04:34Z;[{'id': 5000340881, 'qualifierId': 141, 'value': '46.9'}, {'id': 5000340883, 'qualifierId': 212, 'value': '13.3'}, {'id': 5000340877, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000340885, 'qualifierId': 213, 'value': '0.73'}, {'id': 5000340879, 'qualifierId': 140, 'value': '22.8'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;22,8;;;13,3;46,9;0,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;22,8;46,9;;;;;;;0;0;0;41;Colorado Rapids II;41;DL;1,0
2681956733;9;1;1;0;43;d0c07im4a6oj8qa7f1zlt3pqs;1;22,8;46,9;2024-05-04T02:04:34.050Z;2024-05-04T02:04:40Z;[{'id': 5000340983, 'qualifierId': 213, 'value': '4.01'}, {'id': 5000340979, 'qualifierId': 141, 'value': '28.0'}, {'id': 5000340977, 'qualifierId': 140, 'value': '12.4'}, {'id': 5000340975, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000340981, 'qualifierId': 212, 'value': '16.9'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;12,4;;;16,9;28,0;4,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;12,4;28,0;;;;;;;0;0;0;43;Colorado Rapids II;43;MC;1,0
2681956745;10;1;1;0;49;d0c07im4a6oj8qa7f1zlt3pqs;1;13,1;12,6;2024-05-04T02:04:40.131Z;2024-05-04T02:04:43Z;[{'id': 5000341043, 'qualifierId': 212, 'value': '15.7'}, {'id': 5000341045, 'qualifierId': 213, 'value': '2.05'}, {'id': 5000341037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000341039, 'qualifierId': 140, 'value': '6.2'}, {'id': 5000341041, 'qualifierId': 141, 'value': '33.0'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;6,2;;;15,7;33,0;2,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;6,2;33,0;;;;;;;0;0;0;49;Colorado Rapids II;49;DL;1,0
2681956753;11;1;1;0;52;d0c07im4a6oj8qa7f1zlt3pqs;1;4,1;31,8;2024-05-04T02:04:43.058Z;2024-05-04T02:04:44Z;[{'id': 5000341099, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000341101, 'qualifierId': 140, 'value': '11.9'}, {'id': 5000341109, 'qualifierId': 213, 'value': '6.22'}, {'id': 5000341103, 'qualifierId': 141, 'value': '31.0'}, {'id': 5000341105, 'qualifierId': 212, 'value': '8.2'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;11,9;;;8,2;31,0;6,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;11,9;31,0;;;;;;;0;0;0;52;Colorado Rapids II;52;GK;1,0
2681956767;12;1;1;0;53;d0c07im4a6oj8qa7f1zlt3pqs;1;11,9;31,0;2024-05-04T02:04:44.034Z;2024-05-04T02:04:47Z;[{'id': 5000341171, 'qualifierId': 141, 'value': '13.8'}, {'id': 5000341167, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000341169, 'qualifierId': 140, 'value': '16.3'}, {'id': 5000341173, 'qualifierId': 212, 'value': '12.6'}, {'id': 5000341175, 'qualifierId': 213, 'value': '5.09'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;16,3;;;12,6;13,8;5,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;16,3;13,8;;;;;;;0;0;0;53;Colorado Rapids II;53;MC;1,0
2681956779;13;1;1;0;56;d0c07im4a6oj8qa7f1zlt3pqs;0;17,4;11,7;2024-05-04T02:04:47.170Z;2024-05-04T02:04:50Z;[{'id': 5000341211, 'qualifierId': 140, 'value': '40.9'}, {'id': 5000341217, 'qualifierId': 213, 'value': '0.02'}, {'id': 5000341215, 'qualifierId': 212, 'value': '24.7'}, {'id': 5000341213, 'qualifierId': 141, 'value': '12.3'}, {'id': 5000341209, 'qualifierId': 56, 'value': 'Back'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;40,9;;;24,7;12,3;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;40,9;12,3;;;;;;;0;0;0;56;Colorado Rapids II;56;DL;1,0
2681956785;7;61;1;1;1;iiolvosiuokkrl5iuoxcjo4p;1;61,1;95,7;2024-05-04T02:04:52.161Z;2024-05-04T02:04:52Z;[{'id': 5000341251, 'qualifierId': 56, 'value': 'Left'}];1ss7pdaxmlk0sijax5brwpkyy;L. Batiste;;;cmlvu1bqm5mobbsjz1xat2jv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;1;1;Austin II;61;DC;1,0
