id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_Resume;value_Involved;value_JerseyNumber;value_Captain;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_Angle;value_KickOff;value_PassEndY;value_Chipped;value_Offensive;value_OppositeRelatedEventId;value_BlockedPass;value_Defensive;value_LongBall;value_Launch;value_HeadPass;value_FlickOn;value_Assist;value_IntentionalAssist;value_FirstTouch;value_Volley;value_GkX;value_BoxCentre;value_GoalmouthY;value_RightFooted;value_Assisted;value_GkY;value_RelatedEventId;value_High;value_GoalmouthZ;value_FastBreak;value_NextEventGoalKick;value_GoalKick;value_Low;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_Cross;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_GkKickFromHands;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_IntendedTackleTarget;value_Overrun;value_TakeOnOvertake;value_DeletedEventType;value_TouchTypePass;value_LeftFooted;value_OutOfPlay;value_Left;value_InSwinger;value_CornerTaken;value_Head;value_ShirtPull/Holding;value_TouchTypeControl;value_BoxRight;value_BlockedY;value_RegularPlay;value_BlockedX;value_LowCentre;value_Collected;value_LowGkIntervention;value_Diving;value_Hands;value_NotVisible;value_KeeperThrow;value_IndividualPlay;value_LowRight;value_Standing;value_Feet;value_ParriedSafe;value_Right;value_SwitchOfPlay;value_SmallBoxRight;value_BigChance;value_VideoCoverageLost;value_Blocked;value_OutOfBoxCentre;value_LowLeft;value_DefBlock;value_PullBack;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkYTimeOfGoal;value_BlockedCross;value_TakeOnSpace;value_ThrowInSetPiece;value_HighCentre;value_HitWoodwork;value_HitLeftPost;value_Handball;value_BoxLeft;value_TempBlocked;value_RecklessOffence;value_YellowCard;value_SetPiece;value_Shove/Push;value_MisHit;value_HighRight;value_Indirect;value_BlockedClearance;value_NotAssisted;value_Injury;value_InjuredPlayerId;value_Minutes;value_EndType;value_MediumGkIntervention;value_ThroughBall;value_CloseRight;value_Defensive1V1;value_PlayersCaughtOffside;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_SmallBoxCentre;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistTeam;value_Deflection;value_FantasyAssistedBy;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2678135169;6;1;1;0;10;5icuo8utnztpsd9l03gdd68dl;1;71,1;11,0;2024-04-26T02:03:52.259Z;2024-04-26T02:03:57Z;[{'id': 4979535557, 'qualifierId': 140, 'value': '42.8'}, {'id': 4979535559, 'qualifierId': 141, 'value': '17.3'}, {'id': 4979535561, 'qualifierId': 212, 'value': '30.0'}, {'id': 4979535555, 'qualifierId': 56, 'value': 'Back'}, {'id': 4979535563, 'qualifierId': 213, 'value': '3.00'}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;42,8;30,0;3,0;;17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;42,8;17,3;;;;;;;0;0;0;10;The Town;10;FW;1,0
2678135183;7;1;1;0;15;5icuo8utnztpsd9l03gdd68dl;1;44,3;31,5;2024-04-26T02:03:57.320Z;2024-04-26T02:04:01Z;[{'id': 4979535611, 'qualifierId': 213, 'value': '2.32'}, {'id': 4979535603, 'qualifierId': 56, 'value': 'Back'}, {'id': 4979535605, 'qualifierId': 140, 'value': '32.2'}, {'id': 4979535607, 'qualifierId': 141, 'value': '51.6'}, {'id': 4979535609, 'qualifierId': 212, 'value': '18.7'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;32,2;18,7;2,32;;51,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;32,2;51,6;;;;;;;0;0;0;15;The Town;15;DR;1,0
2678135193;8;1;1;0;19;5icuo8utnztpsd9l03gdd68dl;1;32,0;51,0;2024-04-26T02:04:01.101Z;2024-04-26T02:04:05Z;[{'id': 4979535643, 'qualifierId': 213, 'value': '4.72'}, {'id': 4979535639, 'qualifierId': 141, 'value': '31.2'}, {'id': 4979535637, 'qualifierId': 140, 'value': '32.1'}, {'id': 4979535641, 'qualifierId': 212, 'value': '13.5'}, {'id': 4979535635, 'qualifierId': 56, 'value': 'Back'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;32,1;13,5;4,72;;31,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;32,1;31,2;;;;;;;0;0;0;19;The Town;19;DL;1,0
2678135219;9;1;1;0;23;5icuo8utnztpsd9l03gdd68dl;1;46,2;16,5;2024-04-26T02:04:05.131Z;2024-04-26T02:04:16Z;[{'id': 4979535717, 'qualifierId': 56, 'value': 'Right'}, {'id': 4979535719, 'qualifierId': 140, 'value': '83.2'}, {'id': 4979535723, 'qualifierId': 212, 'value': '39.0'}, {'id': 4979535725, 'qualifierId': 213, 'value': '6.19'}, {'id': 4979535727, 'qualifierId': 1}, {'id': 4979535721, 'qualifierId': 141, 'value': '11.1'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;83,2;39,0;6,19;;11,1;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;83,2;11,1;;;;;;;0;0;0;23;The Town;23;DR;1,0
2678135223;10;1;1;0;34;5icuo8utnztpsd9l03gdd68dl;1;90,9;1,9;2024-04-26T02:04:16.050Z;2024-04-26T02:04:17Z;[{'id': 4979535743, 'qualifierId': 213, 'value': '2.97'}, {'id': 4979535739, 'qualifierId': 141, 'value': '5.5'}, {'id': 4979535737, 'qualifierId': 140, 'value': '77.2'}, {'id': 4979535741, 'qualifierId': 212, 'value': '14.6'}, {'id': 4979535735, 'qualifierId': 56, 'value': 'Right'}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;77,2;14,6;2,97;;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;77,2;5,5;;;;;;;0;0;0;34;The Town;34;AMR;1,0
2678135225;11;1;1;0;35;5icuo8utnztpsd9l03gdd68dl;1;77,2;5,5;2024-04-26T02:04:16.925Z;2024-04-26T02:04:18Z;[{'id': 4979535799, 'qualifierId': 212, 'value': '8.9'}, {'id': 4979535797, 'qualifierId': 141, 'value': '17.1'}, {'id': 4979535801, 'qualifierId': 213, 'value': '1.09'}, {'id': 4979535793, 'qualifierId': 56, 'value': 'Right'}, {'id': 4979535795, 'qualifierId': 140, 'value': '81.1'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;81,1;8,9;1,09;;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;81,1;17,1;;;;;;;0;0;0;35;The Town;35;DR;1,0
2678135229;12;1;1;0;37;5icuo8utnztpsd9l03gdd68dl;1;82,6;17,0;2024-04-26T02:04:18.471Z;2024-04-26T02:52:10Z;[{'id': 4979535823, 'qualifierId': 212, 'value': '11.3'}, {'id': 4979535817, 'qualifierId': 56, 'value': 'Right'}, {'id': 4979535819, 'qualifierId': 140, 'value': '93.3'}, {'id': 4979536155, 'qualifierId': 168}, {'id': 4979535821, 'qualifierId': 141, 'value': '19.2'}, {'id': 4979535825, 'qualifierId': 213, 'value': '0.13'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;93,3;11,3;0,13;;19,2;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;93,3;19,2;;;;;;;0;0;0;37;The Town;37;AMC;1,0
2678135231;13;61;1;0;38;5icuo8utnztpsd9l03gdd68dl;0;92,9;20,1;2024-04-26T02:04:20.252Z;2024-04-26T02:04:20Z;[{'id': 4979535829, 'qualifierId': 56, 'value': 'Right'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;cenhoizw0ddh5z8mqx3vtfsb8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;38;The Town;38;DR;1,0
2678135237;6;49;1;0;39;ew2zirzye0sw1txr2m33nr25y;1;12,5;63,6;2024-04-26T02:04:21.247Z;2024-04-26T03:01:26Z;[];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;cenhoizw0ddh5z8mqx3vtfsb8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;0;39;Tacoma Defiance;39;MC;1,0
2678135245;7;1;1;0;42;ew2zirzye0sw1txr2m33nr25y;1;13,0;83,9;2024-04-26T02:04:23.502Z;2024-04-26T03:01:27Z;[{'id': 4979535905, 'qualifierId': 213, 'value': '0.38'}, {'id': 4979535901, 'qualifierId': 141, 'value': '92.6'}, {'id': 4979535897, 'qualifierId': 56, 'value': 'Back'}, {'id': 4979535903, 'qualifierId': 212, 'value': '16.0'}, {'id': 4979535899, 'qualifierId': 140, 'value': '27.2'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;27,2;16,0;0,38;;92,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;27,2;92,6;;;;;;;0;0;0;42;Tacoma Defiance;42;MC;1,0
